t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
0.003535677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.045680496
0.003545677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.045813929
0.003555677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.045947361
0.003565677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.046080793
0.003575677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.046214225
0.003585677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.046347658
0.003595677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.04648109
0.003605677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.046614522
0.003615677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.046747954
0.003625677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.046881386
0.003635677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.047014819
0.003645677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.047148251
0.003655677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.047281683
0.003665677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.047415115
0.003675677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.047548548
0.003685677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.04768198
0.003695677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.047815412
0.003705677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.047948844
0.003715677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.048082277
0.003725677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.048215709
0.003735677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.048349141
0.003745677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.048482573
0.003755677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.048616006
0.003765677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.048749438
0.003775677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.04888287
0.003785677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.049016302
0.003795677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.049149734
0.003805677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.049283167
0.003815677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.049416599
0.003825677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.049550031
0.003835677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.049683463
0.003845677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.049816896
0.003855677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.049950328
0.003865677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.05008376
0.003875677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.050217192
0.003885677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.050350625
0.003895677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.050484057
0.003905677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.050617489
0.003915677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.050750921
0.003925677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.050884354
0.003935677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.051017786
0.003945677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.051151218
0.003955677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.05128465
0.003965677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.051418082
0.003975677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.051551515
0.003985677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.051684947
0.003995677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.051818379
0.004005677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.051951811
0.004015677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.052085244
0.004025677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.052218676
0.004035677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.052352108
0.004045677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.05248554
0.004055677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.052618973
0.004065677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.052752405
0.004075677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.052885837
0.004085677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.053019269
0.004095677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.053152702
0.004105677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.053286134
0.004115677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.053419566
0.004125677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.053552998
0.004135677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.05368643
0.004145677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.053819863
0.004155677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.053953295
0.004165677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.054086727
0.004175677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.054220159
0.004185677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.054353592
0.004195677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.054487024
0.004205677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.054620456
0.004215677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.054753888
0.004225677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.054887321
0.004235677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.055020753
0.004245677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.055154185
0.004255677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.055287617
0.004265677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.05542105
0.004275677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.055554482
0.004285677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.055687914
0.004295677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.055821346
0.004305677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.055954778
0.004315677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.056088211
0.004325677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.056221643
0.004335677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.056355075
0.004345677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.056488507
0.004355677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.05662194
0.004365677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.056755372
0.004375677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.056888804
0.004385677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.057022236
0.004395677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.057155669
0.004405677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.057289101
0.004415677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.057422533
0.004425677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.057555965
0.004435677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.057689398
0.004445677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.05782283
0.004455677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.057956262
0.004465677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.058089694
0.004475677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.058223127
0.004485677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.058356559
0.004495677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.058489991
0.004505677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.058623423
0.004515677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.058756855
0.004525677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.058890288
0.004535677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.05902372
0.004545677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.059157152
0.004555677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.059290584
0.004565677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.059424017
0.004575677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.059557449
0.004585677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.059690881
0.004595677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.059824313
0.004605677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.059957746
0.004615677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.060091178
0.004625677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.06022461
0.004635677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.060358042
0.004645677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.060491475
0.004655677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.060624907
0.004665677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.060758339
0.004675677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.060891771
0.004685677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.061025203
0.004695677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.061158636
0.004705677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.061292068
0.004715677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.0614255
0.004725677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.061558932
0.004735677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.061692365
0.004745677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.061825797
0.004755677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.061959229
0.004765677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.062092661
0.004775677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.062226094
0.004785677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.062359526
0.004795677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.062492958
0.004805677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.06262639
0.004815677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.062759823
0.004825677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.062893255
0.004835677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.063026687
0.004845677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.063160119
0.004855677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.063293551
0.004865677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.063426984
0.004875677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.063560416
0.004885677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.063693848
0.004895677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.06382728
0.004905677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.063960713
0.004915677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.064094145
0.004925677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.064227577
0.004935677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.064361009
0.004945677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.064494442
0.004955677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.064627874
0.004965677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.064761306
0.004975677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.064894738
0.004985677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.065028171
0.004995677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.065161603
0.005005677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.065295035
0.005015677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.065428467
0.005025677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.065561899
0.005035677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.065695332
0.005045677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.065828764
0.005055677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.065962196
0.005065677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.066095628
0.005075677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.066229061
0.005085677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.066362493
0.005095677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.066495925
0.005105677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.066629357
0.005115677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.06676279
0.005125677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.066896222
0.005135677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.067029654
0.005145677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.067163086
0.005155677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.067296519
0.005165677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.067429951
0.005175677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.067563383
0.005185677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.067696815
0.005195677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.067830247
0.005205677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.06796368
0.005215677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.068097112
0.005225677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.068230544
0.005235677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.068363976
0.005245677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.068497409
0.005255677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.068630841
0.005265677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.068764273
0.005275677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.068897705
0.005285677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.069031138
0.005295677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.06916457
0.005305677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.069298002
0.005315677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.069431434
0.005325677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.069564867
0.005335677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.069698299
0.005345677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.069831731
0.005355677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.069965163
0.005365677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.070098595
0.005375677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.070232028
0.005385677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.07036546
0.005395677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.070498892
0.005405677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.070632324
0.005415677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.070765757
0.005425677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.070899189
0.005435677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.071032621
0.005445677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.071166053
0.005455677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.071299486
0.005465677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.071432918
0.005475677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.07156635
0.005485677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.071699782
0.005495677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.071833215
0.005505677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.071966647
0.005515677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.072100079
0.005525677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.072233511
0.005535677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.072366943
0.005545677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.072500376
0.005555677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.072633808
0.005565677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.07276724
0.005575677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.072900672
0.005585677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.073034105
0.005595677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.073167537
0.005605677,-1.0210471,-1.0210471,-2.00E-06,-2.00E-06,-1.0210043,-1.0210054,2.0419984,6.5343947,0.073300969
0.005615677,-1.0210466,-1.0210466,1.48E-06,1.48E-06,-1.0210061,-1.021005,2.0419984,6.5343947,0.073434401
