t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
0.034536777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.304850488
0.034546777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.304877019
0.034556777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.304903551
0.034566777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.304930082
0.034576777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.304956614
0.034586777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.304983145
0.034596777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305009677
0.034606777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305036208
0.034616777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305062739
0.034626777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305089271
0.034636777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305115802
0.034646777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305142334
0.034656777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305168865
0.034666777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305195397
0.034676777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305221928
0.034686777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30524846
0.034696777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305274991
0.034706777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305301523
0.034716777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305328054
0.034726777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305354586
0.034736777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305381117
0.034746777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305407648
0.034756777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30543418
0.034766777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305460711
0.034776777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305487243
0.034786777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305513774
0.034796777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305540306
0.034806777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305566837
0.034816777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305593369
0.034826777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.3056199
0.034836777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305646432
0.034846777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305672963
0.034856777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305699494
0.034866777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305726026
0.034876777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305752557
0.034886777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305779089
0.034896777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30580562
0.034906777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305832152
0.034916777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305858683
0.034926777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305885215
0.034936777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305911746
0.034946777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.305938278
0.034956777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.305964809
0.034966777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30599134
0.034976777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306017872
0.034986777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306044403
0.034996777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306070935
0.035006777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306097466
0.035016777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306123998
0.035026777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306150529
0.035036777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306177061
0.035046777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306203592
0.035056777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306230124
0.035066777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306256655
0.035076777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306283186
0.035086777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306309718
0.035096777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306336249
0.035106777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306362781
0.035116777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306389312
0.035126777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306415844
0.035136777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306442375
0.035146777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306468907
0.035156777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306495438
0.035166777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30652197
0.035176777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306548501
0.035186777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306575032
0.035196777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306601564
0.035206777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306628095
0.035216777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306654627
0.035226777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306681158
0.035236777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30670769
0.035246777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306734221
0.035256777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306760753
0.035266777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306787284
0.035276777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306813816
0.035286777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306840347
0.035296777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306866878
0.035306777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30689341
0.035316777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306919941
0.035326777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306946473
0.035336777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.306973004
0.035346777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.306999536
0.035356777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307026067
0.035366777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307052599
0.035376777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30707913
0.035386777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307105662
0.035396777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307132193
0.035406777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307158724
0.035416777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307185256
0.035426777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307211787
0.035436777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307238319
0.035446777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30726485
0.035456777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307291382
0.035466777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307317913
0.035476777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307344445
0.035486777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307370976
0.035496777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307397508
0.035506777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307424039
0.035516777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30745057
0.035526777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307477102
0.035536777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307503633
0.035546777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307530165
0.035556777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307556696
0.035566777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307583228
0.035576777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307609759
0.035586777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307636291
0.035596777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307662822
0.035606777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307689354
0.035616777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307715885
0.035626777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307742416
0.035636777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307768948
0.035646777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307795479
0.035656777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307822011
0.035666777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307848542
0.035676777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307875074
0.035686777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307901605
0.035696777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.307928137
0.035706777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.307954668
0.035716777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.3079812
0.035726777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308007731
0.035736777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308034263
0.035746777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308060794
0.035756777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308087325
0.035766777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308113857
0.035776777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308140388
0.035786777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30816692
0.035796777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308193451
0.035806777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308219983
0.035816777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308246514
0.035826777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308273046
0.035836777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308299577
0.035846777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308326109
0.035856777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30835264
0.035866777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308379171
0.035876777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308405703
0.035886777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308432234
0.035896777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308458766
0.035906777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308485297
0.035916777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308511829
0.035926777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30853836
0.035936777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308564892
0.035946777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308591423
0.035956777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308617955
0.035966777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308644486
0.035976777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308671017
0.035986777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308697549
0.035996777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30872408
0.036006777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308750612
0.036016777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308777143
0.036026777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308803675
0.036036777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308830206
0.036046777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308856738
0.036056777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308883269
0.036066777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308909801
0.036076777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308936332
0.036086777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.308962863
0.036096777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.308989395
0.036106777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309015926
0.036116777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309042458
0.036126777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309068989
0.036136777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309095521
0.036146777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309122052
0.036156777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309148584
0.036166777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309175115
0.036176777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309201647
0.036186777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309228178
0.036196777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309254709
0.036206777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309281241
0.036216777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309307772
0.036226777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309334304
0.036236777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309360835
0.036246777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309387367
0.036256777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309413898
0.036266777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30944043
0.036276777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309466961
0.036286777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309493493
0.036296777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309520024
0.036306777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309546555
0.036316777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309573087
0.036326777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309599618
0.036336777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30962615
0.036346777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309652681
0.036356777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309679213
0.036366777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309705744
0.036376777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309732276
0.036386777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309758807
0.036396777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309785339
0.036406777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.30981187
0.036416777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309838401
0.036426777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309864933
0.036436777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309891464
0.036446777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309917996
0.036456777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.309944527
0.036466777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.309971059
0.036476777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.30999759
0.036486777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.310024122
0.036496777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.310050653
0.036506777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.310077185
0.036516777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.310103716
0.036526777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.310130247
0.036536777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.310156779
0.036546777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.31018331
0.036556777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.310209842
0.036566777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.310236373
0.036576777,-0.000259087,-0.000259087,-0.4555159,-0.4555159,-3.98E-07,-8.48E-07,0.9105537,2.9137716,0.310262905
0.036586777,-0.000259098,-0.000259098,-0.4555146,-0.4555146,-1.26E-07,3.24E-07,0.9105537,2.9137716,0.310289436
