time	V(out_pos,out_neg)
0.000000000000000e+00	1.668930e-06
9.142856630514224e-10	1.668930e-06
1.828571326102845e-09	1.668930e-06
2.742856989154267e-09	1.668930e-06
3.657142652205690e-09	1.668930e-06
4.571428315257112e-09	1.668930e-06
5.485713978308534e-09	1.668930e-06
6.399999641359955e-09	1.668930e-06
1.279999928271991e-08	1.430511e-06
2.559999856543982e-08	1.430511e-06
4.454883376390157e-08	1.668930e-06
8.244650416082507e-08	1.430511e-06
9.999999999999989e-08	1.430511e-06
1.275474000290863e-07	1.668930e-06
1.530713440589556e-07	1.668930e-06
1.799071728772071e-07	1.430511e-06
1.999999999999999e-07	1.192093e-06
2.382466640826998e-07	1.192093e-06
2.902903713998708e-07	9.536743e-07
3.943777860342130e-07	9.536743e-07
4.122782524260934e-07	7.152557e-07
4.480791852098542e-07	7.152557e-07
5.196810507773759e-07	7.152557e-07
6.628847819124191e-07	4.768372e-07
9.492922441825057e-07	2.384186e-07
1.367247263265776e-06	2.384186e-07
1.818032855746124e-06	2.384186e-07
2.454642809886864e-06	4.768372e-07
3.242589683199754e-06	7.152557e-07
4.597203878122610e-06	7.152557e-07
7.306432267968325e-06	7.152557e-07
1.272488904765975e-05	4.768372e-07
2.272488904765975e-05	-1.907349e-06
3.272488904765975e-05	-3.814697e-06
4.272488904765975e-05	-5.483627e-06
5.272488904765975e-05	-6.914139e-06
5.397488904765975e-05	-6.914139e-06
5.647488904765975e-05	-7.152557e-06
5.786491713449556e-05	1.549721e-05
5.922794603856580e-05	5.435944e-05
5.994580391618922e-05	8.845329e-05
6.033085233171095e-05	3.664494e-04
6.057195594631143e-05	1.872778e-03
6.079123833829278e-05	4.633904e-03
6.100911417557385e-05	8.804798e-03
6.128356783782502e-05	1.620531e-02
6.162524566162213e-05	2.837181e-02
6.211167308014242e-05	5.018854e-02
6.281430738833379e-05	9.028840e-02
6.382247885344928e-05	1.654418e-01
6.523374616467234e-05	3.013468e-01
6.736865978697943e-05	5.497887e-01
6.938818360578011e-05	8.063169e-01
7.342723124338147e-05	1.263440e+00
7.674388306565530e-05	1.567612e+00
7.988989633141460e-05	1.854987e+00
8.457116611642391e-05	2.284119e+00
8.992504833313933e-05	2.781291e+00
9.262181208457821e-05	3.043962e+00
9.398375201207728e-05	3.194019e+00
9.463456641428165e-05	3.268980e+00
9.493965005649109e-05	3.304250e+00
9.522960607902198e-05	3.337804e+00
9.566463464588219e-05	3.388193e+00
9.640977814768979e-05	3.474596e+00
9.764912023950614e-05	3.618470e+00
1.001278044231388e-04	3.906487e+00
1.050851727904042e-04	4.481574e+00
1.149999095249349e-04	5.559726e+00
1.249999095249349e-04	6.499705e+00
1.349999095249349e-04	7.333794e+00
1.449999095249349e-04	8.012363e+00
1.549999095249349e-04	8.608184e+00
1.649999095249349e-04	9.144350e+00
1.749999095249349e-04	9.409676e+00
1.849999095249349e-04	9.551061e+00
1.949999095249349e-04	9.629901e+00
2.049999095249349e-04	9.672837e+00
2.149999095249349e-04	9.695672e+00
2.249999095249349e-04	9.707252e+00
2.349999095249349e-04	9.713064e+00
2.449999095249349e-04	9.715933e+00
2.549999095249349e-04	9.717337e+00
2.649999095249349e-04	9.718027e+00
2.749999095249349e-04	9.718376e+00
2.849999095249349e-04	9.718561e+00
2.949999095249349e-04	9.718665e+00
3.049999095249349e-04	9.718727e+00
3.149999095249349e-04	9.718767e+00
3.249999095249349e-04	9.718794e+00
3.349999095249349e-04	9.718812e+00
3.449999095249349e-04	9.718824e+00
3.549999095249349e-04	9.718833e+00
3.649999095249349e-04	9.718839e+00
3.749999095249349e-04	9.718843e+00
3.849999095249349e-04	9.718846e+00
3.949999095249349e-04	9.718848e+00
4.049999095249349e-04	9.718849e+00
4.149999095249349e-04	9.718850e+00
4.249999095249349e-04	9.718851e+00
4.349999095249349e-04	9.718851e+00
4.449999095249349e-04	9.718851e+00
4.549999095249349e-04	9.718851e+00
4.649999095249349e-04	9.718852e+00
4.749999095249349e-04	9.718852e+00
4.849999095249349e-04	9.718852e+00
4.949999095249348e-04	9.718852e+00
5.049999095249349e-04	9.718852e+00
5.149999095249349e-04	9.718852e+00
5.249999095249349e-04	9.718852e+00
5.349999095249348e-04	9.718852e+00
5.449999095249349e-04	9.718852e+00
5.549999095249349e-04	9.718852e+00
5.649999095249349e-04	9.718852e+00
5.749999095249348e-04	9.718852e+00
5.849999095249349e-04	9.718852e+00
6.049999095249349e-04	9.718852e+00
6.235713380963635e-04	9.718852e+00
6.421427666677920e-04	9.718852e+00
6.607141952392206e-04	9.718852e+00
6.792856238106491e-04	9.718852e+00
6.978570523820777e-04	9.718852e+00
7.164284809535063e-04	9.718852e+00
7.349999095249348e-04	9.718852e+00
9.674999909524935e-03	9.718852e+00
1.000000000000000e-02	9.718852e+00
1.000010000000000e-02	9.718851e+00
1.000020000000000e-02	9.718845e+00
1.000026798241007e-02	9.718846e+00
1.000033460327242e-02	9.718852e+00
1.000044582519076e-02	9.718870e+00
1.000056469719878e-02	9.718894e+00
1.000074172485480e-02	9.718895e+00
