t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
0.033234176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,6.24E-05,0.000205994,0.572779546
0.033244176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,6.05E-05,0.000199795,0.572779546
0.033254176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,5.87E-05,0.000193834,0.572779546
0.033264176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,5.70E-05,0.000188112,0.572779546
0.033274176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,5.53E-05,0.000182629,0.572779546
0.033284176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,5.37E-05,0.000177145,0.572779546
0.033294176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,5.21E-05,0.0001719,0.572779546
0.033304176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,5.05E-05,0.000166893,0.572779546
0.033314176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.90E-05,0.000161886,0.572779546
0.033324176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.76E-05,0.000157118,0.572779546
0.033334176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.62E-05,0.000152588,0.572779546
0.033344176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.48E-05,0.000148058,0.572779546
0.033354176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.35E-05,0.000143766,0.572779546
0.033364176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.22E-05,0.000139475,0.572779546
0.033374176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.10E-05,0.000135422,0.572779546
0.033384176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.98E-05,0.000131369,0.572779546
0.033394176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.86E-05,0.000127554,0.572779546
0.033404176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.75E-05,0.000123739,0.572779546
0.033414176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.64E-05,0.000120163,0.572779546
0.033424176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.53E-05,0.000116587,0.572779546
0.033434176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.43E-05,0.00011301,0.572779546
0.033444176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.33E-05,0.000109911,0.572779546
0.033454176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.23E-05,0.000106573,0.572779546
0.033464176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.13E-05,0.000103474,0.572779546
0.033474176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.04E-05,0.000100374,0.572779546
0.033484176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.95E-05,9.75E-05,0.572779546
0.033494176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.87E-05,9.47E-05,0.572779546
0.033504176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.78E-05,9.18E-05,0.572779546
0.033514176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.70E-05,8.92E-05,0.572779546
0.033524176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.62E-05,8.65E-05,0.572779546
0.033534176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.54E-05,8.39E-05,0.572779546
0.033544176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.47E-05,8.15E-05,0.572779546
0.033554176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.40E-05,7.92E-05,0.572779546
0.033564176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.33E-05,7.68E-05,0.572779546
0.033574176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.26E-05,7.46E-05,0.572779546
0.033584176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.19E-05,7.25E-05,0.572779546
0.033594176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.13E-05,7.03E-05,0.572779546
0.033604176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.07E-05,6.82E-05,0.572779546
0.033614176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.01E-05,6.63E-05,0.572779546
0.033624176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.95E-05,6.44E-05,0.572779546
0.033634176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.89E-05,6.25E-05,0.572779546
0.033644176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.84E-05,6.08E-05,0.572779546
0.033654176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.78E-05,5.89E-05,0.572779546
0.033664176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.73E-05,5.72E-05,0.572779546
0.033674176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.68E-05,5.56E-05,0.572779546
0.033684176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.63E-05,5.39E-05,0.572779546
0.033694176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.59E-05,5.25E-05,0.572779546
0.033704176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.54E-05,5.08E-05,0.572779546
0.033714176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.50E-05,4.94E-05,0.572779546
0.033724176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.45E-05,4.79E-05,0.572779546
0.033734176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.41E-05,4.65E-05,0.572779546
0.033744176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.37E-05,4.53E-05,0.572779546
0.033754176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.33E-05,4.39E-05,0.572779546
0.033764176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.29E-05,4.27E-05,0.572779546
0.033774176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.26E-05,4.15E-05,0.572779546
0.033784176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.22E-05,4.03E-05,0.572779546
0.033794176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.19E-05,3.91E-05,0.572779546
0.033804176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.15E-05,3.79E-05,0.572779546
0.033814176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.12E-05,3.70E-05,0.572779546
0.033824176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.09E-05,3.60E-05,0.572779546
0.033834176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.06E-05,3.48E-05,0.572779546
0.033844176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.03E-05,3.39E-05,0.572779546
0.033854176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,9.97E-06,3.29E-05,0.572779546
0.033864176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,9.70E-06,3.19E-05,0.572779546
0.033874176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,9.42E-06,3.10E-05,0.572779546
0.033884176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,9.16E-06,3.03E-05,0.572779546
0.033894176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,8.89E-06,2.93E-05,0.572779546
0.033904176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.65E-06,2.86E-05,0.572779546
0.033914176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,8.40E-06,2.77E-05,0.572779546
0.033924176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.17E-06,2.69E-05,0.572779546
0.033934176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.94E-06,2.62E-05,0.572779546
0.033944176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.72E-06,2.55E-05,0.572779546
0.033954176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.50E-06,2.48E-05,0.572779546
0.033964176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.30E-06,2.41E-05,0.572779546
0.033974176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.09E-06,2.34E-05,0.572779546
0.033984176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,6.90E-06,2.26E-05,0.572779546
0.033994176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,6.70E-06,2.22E-05,0.572779546
0.034004176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,6.53E-06,2.15E-05,0.572779546
0.034014176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,6.34E-06,2.10E-05,0.572779546
0.034024176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,6.18E-06,2.03E-05,0.572779546
0.034034176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,6.00E-06,1.98E-05,0.572779546
0.034044176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,5.84E-06,1.93E-05,0.572779546
0.034054176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,5.68E-06,1.86E-05,0.572779546
0.034064176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,5.53E-06,1.81E-05,0.572779546
0.034074176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,5.37E-06,1.76E-05,0.572779546
0.034084176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,5.24E-06,1.72E-05,0.572779546
0.034094176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,5.09E-06,1.67E-05,0.572779546
0.034104176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.96E-06,1.65E-05,0.572779546
0.034114176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.82E-06,1.60E-05,0.572779546
0.034124176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.70E-06,1.55E-05,0.572779546
0.034134176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.57E-06,1.50E-05,0.572779546
0.034144176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.45E-06,1.48E-05,0.572779546
0.034154176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.33E-06,1.43E-05,0.572779546
0.034164176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.22E-06,1.38E-05,0.572779546
0.034174176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,4.11E-06,1.36E-05,0.572779546
0.034184176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,4.01E-06,1.31E-05,0.572779546
0.034194176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.89E-06,1.29E-05,0.572779546
0.034204176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.80E-06,1.24E-05,0.572779546
0.034214176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.70E-06,1.22E-05,0.572779546
0.034224176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.61E-06,1.19E-05,0.572779546
0.034234176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.51E-06,1.14E-05,0.572779546
0.034244176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.43E-06,1.12E-05,0.572779546
0.034254176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.33E-06,1.10E-05,0.572779546
0.034264176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.26E-06,1.07E-05,0.572779546
0.034274176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.17E-06,1.05E-05,0.572779546
0.034284176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,3.10E-06,1.03E-05,0.572779546
0.034294176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,3.01E-06,1.00E-05,0.572779546
0.034304176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.95E-06,9.78E-06,0.572779546
0.034314176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.87E-06,9.54E-06,0.572779546
0.034324176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.80E-06,9.30E-06,0.572779546
0.034334176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.73E-06,9.06E-06,0.572779546
0.034344176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.67E-06,8.82E-06,0.572779546
0.034354176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.60E-06,8.58E-06,0.572779546
0.034364176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.54E-06,8.34E-06,0.572779546
0.034374176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.48E-06,8.11E-06,0.572779546
0.034384176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.43E-06,7.87E-06,0.572779546
0.034394176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.36E-06,7.87E-06,0.572779546
0.034404176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.31E-06,7.63E-06,0.572779546
0.034414176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.25E-06,7.39E-06,0.572779546
0.034424176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.21E-06,7.15E-06,0.572779546
0.034434176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.15E-06,7.15E-06,0.572779546
0.034444176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.11E-06,6.91E-06,0.572779546
0.034454176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,2.06E-06,6.68E-06,0.572779546
0.034464176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,2.02E-06,6.68E-06,0.572779546
0.034474176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.96E-06,6.44E-06,0.572779546
0.034484176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.93E-06,6.20E-06,0.572779546
0.034494176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.88E-06,6.20E-06,0.572779546
0.034504176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.85E-06,5.96E-06,0.572779546
0.034514176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.80E-06,5.96E-06,0.572779546
0.034524176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.77E-06,5.72E-06,0.572779546
0.034534176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.72E-06,5.72E-06,0.572779546
0.034544176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.70E-06,5.48E-06,0.572779546
0.034554176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.65E-06,5.48E-06,0.572779546
0.034564176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.63E-06,5.25E-06,0.572779546
0.034574176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.59E-06,5.25E-06,0.572779546
0.034584176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.56E-06,5.01E-06,0.572779546
0.034594176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.52E-06,5.01E-06,0.572779546
0.034604176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.50E-06,5.01E-06,0.572779546
0.034614176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.47E-06,4.77E-06,0.572779546
0.034624176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.44E-06,4.77E-06,0.572779546
0.034634176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.41E-06,4.53E-06,0.572779546
0.034644176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.39E-06,4.53E-06,0.572779546
0.034654176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.36E-06,4.53E-06,0.572779546
0.034664176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.34E-06,4.29E-06,0.572779546
0.034674176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.31E-06,4.29E-06,0.572779546
0.034684176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.29E-06,4.29E-06,0.572779546
0.034694176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.26E-06,4.05E-06,0.572779546
0.034704176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.25E-06,4.05E-06,0.572779546
0.034714176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.22E-06,4.05E-06,0.572779546
0.034724176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.21E-06,3.81E-06,0.572779546
0.034734176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.18E-06,3.81E-06,0.572779546
0.034744176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.17E-06,3.81E-06,0.572779546
0.034754176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.14E-06,3.81E-06,0.572779546
0.034764176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.13E-06,3.58E-06,0.572779546
0.034774176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.10E-06,3.58E-06,0.572779546
0.034784176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.09E-06,3.58E-06,0.572779546
0.034794176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.07E-06,3.58E-06,0.572779546
0.034804176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.06E-06,3.34E-06,0.572779546
0.034814176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.04E-06,3.34E-06,0.572779546
0.034824176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,1.03E-06,3.34E-06,0.572779546
0.034834176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,1.01E-06,3.34E-06,0.572779546
0.034844176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,9.99E-07,3.34E-06,0.572779546
0.034854176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,9.77E-07,3.10E-06,0.572779546
0.034864176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,9.71E-07,3.10E-06,0.572779546
0.034874176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,9.50E-07,3.10E-06,0.572779546
0.034884176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,9.45E-07,3.10E-06,0.572779546
0.034894176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,9.25E-07,3.10E-06,0.572779546
0.034904176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,9.20E-07,2.86E-06,0.572779546
0.034914176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,9.01E-07,2.86E-06,0.572779546
0.034924176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.97E-07,2.86E-06,0.572779546
0.034934176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,8.79E-07,2.86E-06,0.572779546
0.034944176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.76E-07,2.86E-06,0.572779546
0.034954176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,8.58E-07,2.86E-06,0.572779546
0.034964176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.55E-07,2.86E-06,0.572779546
0.034974176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,8.38E-07,2.62E-06,0.572779546
0.034984176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.36E-07,2.62E-06,0.572779546
0.034994176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,8.19E-07,2.62E-06,0.572779546
0.035004176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.18E-07,2.62E-06,0.572779546
0.035014176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,8.02E-07,2.62E-06,0.572779546
0.035024176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,8.01E-07,2.62E-06,0.572779546
0.035034176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.85E-07,2.62E-06,0.572779546
0.035044176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.85E-07,2.62E-06,0.572779546
0.035054176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.69E-07,2.38E-06,0.572779546
0.035064176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.70E-07,2.38E-06,0.572779546
0.035074176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.55E-07,2.38E-06,0.572779546
0.035084176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.55E-07,2.38E-06,0.572779546
0.035094176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.41E-07,2.38E-06,0.572779546
0.035104176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.42E-07,2.38E-06,0.572779546
0.035114176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.28E-07,2.38E-06,0.572779546
0.035124176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.29E-07,2.38E-06,0.572779546
0.035134176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.16E-07,2.38E-06,0.572779546
0.035144176,-9.20E-05,-9.20E-05,2.19E-06,2.19E-06,-1.02E-06,2.33E-06,7.18E-07,2.38E-06,0.572779546
0.035154176,-8.85E-05,-8.85E-05,-2.71E-06,-2.71E-06,4.98E-07,-2.86E-06,7.04E-07,2.15E-06,0.572779546
