t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
0.007976777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.227130107
0.007986777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.227419128
0.007996777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.22770815
0.008006777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.227997171
0.008016777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.228286192
0.008026777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.228575213
0.008036777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.228864234
0.008046777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.229153256
0.008056777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.229442277
0.008066777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.229731298
0.008076777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.230020319
0.008086777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.230309341
0.008096777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.230598362
0.008106777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.230887383
0.008116777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.231176404
0.008126777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.231465425
0.008136777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.231754447
0.008146777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.232043468
0.008156777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.232332489
0.008166777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.23262151
0.008176777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.232910532
0.008186777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.233199553
0.008196777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.233488574
0.008206777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.233777595
0.008216777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.234066616
0.008226777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.234355638
0.008236777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.234644659
0.008246777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.23493368
0.008256777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.235222701
0.008266777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.235511723
0.008276777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.235800744
0.008286777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.236089765
0.008296777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.236378786
0.008306777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.236667807
0.008316777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.236956829
0.008326777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.23724585
0.008336777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.237534871
0.008346777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.237823892
0.008356777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.238112914
0.008366777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.238401935
0.008376777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.238690956
0.008386777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.238979977
0.008396777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.239268999
0.008406777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.23955802
0.008416777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.239847041
0.008426777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.240136062
0.008436777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.240425083
0.008446777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.240714105
0.008456777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.241003126
0.008466777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.241292147
0.008476777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.241581168
0.008486777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.24187019
0.008496777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.242159211
0.008506777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.242448232
0.008516777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.242737253
0.008526777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.243026274
0.008536777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.243315296
0.008546777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.243604317
0.008556777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.243893338
0.008566777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.244182359
0.008576777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.244471381
0.008586777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.244760402
0.008596777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.245049423
0.008606777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.245338444
0.008616777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.245627465
0.008626777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.245916487
0.008636777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.246205508
0.008646777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.246494529
0.008656777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.24678355
0.008666777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.247072572
0.008676777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.247361593
0.008686777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.247650614
0.008696777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.247939635
0.008706777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.248228656
0.008716777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.248517678
0.008726777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.248806699
0.008736777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.24909572
0.008746777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.249384741
0.008756777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.249673763
0.008766777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.249962784
0.008776777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.250251805
0.008786777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.250540826
0.008796777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.250829848
0.008806777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.251118869
0.008816777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.25140789
0.008826777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.251696911
0.008836777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.251985932
0.008846777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.252274954
0.008856777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.252563975
0.008866777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.252852996
0.008876777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.253142017
0.008886777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.253431039
0.008896777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.25372006
0.008906777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.254009081
0.008916777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.254298102
0.008926777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.254587123
0.008936777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.254876145
0.008946777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.255165166
0.008956777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.255454187
0.008966777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.255743208
0.008976777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.25603223
0.008986777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.256321251
0.008996777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.256610272
0.009006777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.256899293
0.009016777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.257188314
0.009026777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.257477336
0.009036777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.257766357
0.009046777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.258055378
0.009056777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.258344399
0.009066777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.258633421
0.009076777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.258922442
0.009086777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.259211463
0.009096777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.259500484
0.009106777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.259789505
0.009116777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.260078527
0.009126777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.260367548
0.009136777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.260656569
0.009146777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.26094559
0.009156777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.261234612
0.009166777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.261523633
0.009176777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.261812654
0.009186777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.262101675
0.009196777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.262390697
0.009206777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.262679718
0.009216777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.262968739
0.009226777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.26325776
0.009236777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.263546781
0.009246777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.263835803
0.009256777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.264124824
0.009266777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.264413845
0.009276777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.264702866
0.009286777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.264991888
0.009296777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.265280909
0.009306777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.26556993
0.009316777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.265858951
0.009326777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.266147972
0.009336777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.266436994
0.009346777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.266726015
0.009356777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.267015036
0.009366777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.267304057
0.009376777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.267593079
0.009386777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.2678821
0.009396777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.268171121
0.009406777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.268460142
0.009416777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.268749163
0.009426777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.269038185
0.009436777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.269327206
0.009446777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.269616227
0.009456777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.269905248
0.009466777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.27019427
0.009476777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.270483291
0.009486777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.270772312
0.009496777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.271061333
0.009506777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.271350354
0.009516777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.271639376
0.009526777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.271928397
0.009536777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.272217418
0.009546777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.272506439
0.009556777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.272795461
0.009566777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.273084482
0.009576777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.273373503
0.009586777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.273662524
0.009596777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.273951546
0.009606777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.274240567
0.009616777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.274529588
0.009626777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.274818609
0.009636777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.27510763
0.009646777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.275396652
0.009656777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.275685673
0.009666777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.275974694
0.009676777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.276263715
0.009686777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.276552737
0.009696777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.276841758
0.009706777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.277130779
0.009716777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.2774198
0.009726777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.277708821
0.009736777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.277997843
0.009746777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.278286864
0.009756777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.278575885
0.009766777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.278864906
0.009776777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.279153928
0.009786777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.279442949
0.009796777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.27973197
0.009806777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.280020991
0.009816777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.280310012
0.009826777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.280599034
0.009836777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.280888055
0.009846777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.281177076
0.009856777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.281466097
0.009866777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.281755119
0.009876777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.28204414
0.009886777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.282333161
0.009896777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.282622182
0.009906777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.282911203
0.009916777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.283200225
0.009926777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.283489246
0.009936777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.283778267
0.009946777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.284067288
0.009956777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.28435631
0.009966777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.284645331
0.009976777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.284934352
0.009986777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.285223373
0.009996777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.285414457
0.01,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.28546103
0.01,-1.4797308,-1.4797308,-1.4797298,-1.4797298,-1.4797239,-1.4797238,2.9594288,9.766115,0.28546103
0.01,-1.4797316,-1.4797316,-1.4797298,-1.4797298,-1.4797238,-1.4797237,2.9594288,9.766115,0.28546103
0.01,-1.479732,-1.479732,-1.4797298,-1.4797298,-1.4797237,-1.4797237,2.9594288,9.766115,0.28546103
0.01,-1.4797324,-1.4797324,-1.4797297,-1.4797297,-1.4797236,-1.4797236,2.9594288,9.766115,0.28546103
0.01,-1.4797324,-1.4797324,-1.4797297,-1.4797297,-1.4797237,-1.4797237,2.9594288,9.766115,0.28546103
0.01,-1.4797325,-1.4797325,-1.4797297,-1.4797297,-1.4797236,-1.4797236,2.9594288,9.766115,0.285461031
0.01,-1.4797324,-1.4797324,-1.4797297,-1.4797297,-1.4797237,-1.4797237,2.9594288,9.766115,0.285461032
0.01,-1.4797324,-1.4797324,-1.4797297,-1.4797297,-1.4797236,-1.4797236,2.9594288,9.766115,0.285461033
0.01,-1.4797323,-1.4797323,-1.4797295,-1.4797295,-1.4797237,-1.4797237,2.9594288,9.766115,0.285461037
0.01,-1.4797323,-1.4797323,-1.4797294,-1.4797294,-1.4797236,-1.4797236,2.9594288,9.766115,0.285461045
0.010000001,-1.4797319,-1.4797319,-1.4797293,-1.4797293,-1.4797237,-1.4797237,2.9594288,9.766115,0.28546106
0.010000001,-1.4797316,-1.4797316,-1.4797289,-1.4797289,-1.4797236,-1.4797236,2.9594288,9.766115,0.285461091
0.010000003,-1.4797306,-1.4797306,-1.4797285,-1.4797285,-1.4797238,-1.4797238,2.9594288,9.766115,0.285461151
