config_id,t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
2.0,9.973050004052522e-05,-5.747913,-5.3256583e-05,1.456579e-06,1.456579e-06,1.3830373e-06,1.2422798e-06,0.20747891,0.68468046,6.84669822304232e-07
2.0,0.00010000000099999939,-5.7590437,0.00010970209,8.136388e-07,8.136388e-07,4.580745e-07,6.025723e-07,0.21200801,0.69962645,7.04656951621004e-07
2.0,0.0001000000019999994,-5.759043,0.00010904955,8.150361e-07,8.150361e-07,4.6020324e-07,6.0381825e-07,0.21200803,0.69962645,7.046582123956313e-07
2.0,0.00010000001799999939,-5.759031,9.450286e-05,9.2751407e-07,9.2751407e-07,6.276968e-07,7.119932e-07,0.2120083,0.69962716,7.046617722380985e-07
2.0,0.0001000000499999994,-5.759011,7.191376e-05,1.0370901e-06,1.0370901e-06,7.8485175e-07,8.256973e-07,0.21200883,0.69962907,7.046679385846778e-07
2.0,0.00010000010114499592,-5.758995,5.277113e-05,1.0568572e-06,1.0568572e-06,8.1322037e-07,8.451365e-07,0.2120097,0.69963217,7.04675895277883e-07
2.0,0.000100000157284527,-5.7589874,4.1699393e-05,1.0767972e-06,1.0767972e-06,8.423656e-07,8.6550557e-07,0.21201064,0.699635,7.046855881990914e-07
2.0,0.00010000023183895016,-5.758985,3.5383862e-05,1.0842142e-06,1.0842142e-06,8.5352036e-07,8.728085e-07,0.2120119,0.6996391,7.046978348562e-07
2.0,0.00010000032240967721,-5.758986,3.1246633e-05,1.1005641e-06,1.1005641e-06,8.769436e-07,8.892872e-07,0.21201342,0.6996441,7.047153910006725e-07
2.0,0.00010000046855004724,-5.758991,2.9051662e-05,1.1057244e-06,1.1057244e-06,8.8514923e-07,8.9450316e-07,0.21201588,0.69965243,7.047420560372162e-07
2.0,0.00010000068192834566,-5.7589993,2.7663378e-05,1.1185489e-06,1.1185489e-06,9.031614e-07,9.0732897e-07,0.21201947,0.69966435,7.047891112980072e-07
2.0,0.00010000110296390203,-5.759017,2.796197e-05,1.1211336e-06,1.1211336e-06,9.076893e-07,9.10001e-07,0.21202655,0.6996877,7.048708946527773e-07
2.0,0.00010000178448376765,-5.7590427,2.8049813e-05,1.1314668e-06,1.1314668e-06,9.2191704e-07,9.202871e-07,0.21203801,0.6997254,7.050225686437458e-07
2.0,0.0001000031475234989,-5.759089,2.854893e-05,1.1315567e-06,1.1315567e-06,9.2283915e-07,9.204772e-07,0.21206093,0.6998012,7.05325982311052e-07
2.0,0.00010000587360296138,-5.759173,2.824332e-05,1.1381886e-06,1.1381886e-06,9.317622e-07,9.270687e-07,0.21210676,0.69995236,7.0593307189968e-07
2.0,0.00010001132576188635,-5.7593355,2.8492006e-05,1.13304e-06,1.13304e-06,9.253476e-07,9.2206267e-07,0.21219842,0.7002547,7.071483003367255e-07
2.0,0.0001000222300797363,-5.759657,2.815274e-05,1.1374472e-06,1.1374472e-06,9.314939e-07,9.2652266e-07,0.21238175,0.7008598,7.095829591245826e-07
2.0,0.00010004403871543616,-5.7602825,2.8426768e-05,1.1323356e-06,1.1323356e-06,9.259676e-07,9.217543e-07,0.21274842,0.70206976,7.144691043412708e-07
2.0,0.00010008765598683593,-5.7614455,2.8124416e-05,1.1366615e-06,1.1366615e-06,9.3364713e-07,9.2653596e-07,0.21348178,0.70448995,7.243088837492636e-07
2.0,0.00010017489052963545,-5.763421,2.8413338e-05,1.130953e-06,1.130953e-06,9.3055354e-07,9.21998e-07,0.2149485,0.7093301,7.44259786752621e-07
2.0,0.00010034935961523448,-5.7660766,2.809126e-05,1.1326027e-06,1.1326027e-06,9.4091035e-07,9.258289e-07,0.21788163,0.7190094,7.852580017260432e-07
2.0,0.00010069829778643255,-5.7670655,2.8328872e-05,1.1177855e-06,1.1177855e-06,9.3759263e-07,9.158574e-07,0.22374387,0.7383547,8.7172610245531e-07
2.0,0.0001013961741288287,-5.757021,2.7870314e-05,1.091225e-06,1.091225e-06,9.323887e-07,8.993427e-07,0.23543656,0.7769406,1.0236246692094796e-06
2.0,0.00010235911547863229,-5.728645,2.7908896e-05,1.0286806e-06,1.0286806e-06,8.8787687e-07,8.512694e-07,0.25146946,0.82984924,1.1965916873793205e-06
2.0,0.00010305388516866232,-5.703181,2.7407457e-05,9.887964e-07,9.887964e-07,8.6076346e-07,8.2159505e-07,0.26295018,0.8677356,1.3669660050864906e-06
