time	V(n001)	I(Cij)
2.417892871634685e-06	3.199982e+00	-3.212079e-03
2.427084515735206e-06	3.199982e+00	-3.212396e-03
2.435073451927557e-06	3.199982e+00	-3.212347e-03
2.444367404714389e-06	3.199982e+00	-3.212035e-03
2.452701712939380e-06	3.199982e+00	-3.212124e-03
2.461989403994366e-06	3.199982e+00	-3.212413e-03
2.471046539906864e-06	3.199982e+00	-3.212259e-03
2.480654371792019e-06	3.199982e+00	-3.212007e-03
2.491093557897000e-06	3.199982e+00	-3.212253e-03
2.501564033962565e-06	3.199982e+00	-3.212390e-03
2.512326373583791e-06	3.199982e+00	-3.212069e-03
2.521367005157831e-06	3.199982e+00	-3.212073e-03
2.531756367264919e-06	3.199982e+00	-3.212382e-03
2.540725293871123e-06	3.199982e+00	-3.212271e-03
2.550825157339369e-06	3.199982e+00	-3.212003e-03
2.561069828063023e-06	3.199982e+00	-3.212216e-03
2.571486937100784e-06	3.199982e+00	-3.212380e-03
2.583138604004705e-06	3.199982e+00	-3.212067e-03
2.592877561594673e-06	3.199982e+00	-3.212069e-03
2.603710077784681e-06	3.199982e+00	-3.212368e-03
2.613215353907071e-06	3.199982e+00	-3.212232e-03
2.623735392156113e-06	3.199982e+00	-3.211995e-03
2.635238583536896e-06	3.199982e+00	-3.212254e-03
2.646688563882317e-06	3.199982e+00	-3.212325e-03
2.657883628934722e-06	3.199982e+00	-3.212018e-03
2.667443339365362e-06	3.199982e+00	-3.212112e-03
2.678352022227479e-06	3.199982e+00	-3.212362e-03
2.689533229131634e-06	3.199982e+00	-3.212130e-03
2.700827334627390e-06	3.199982e+00	-3.212019e-03
2.712588605341197e-06	3.199982e+00	-3.212320e-03
2.722546796743968e-06	3.199982e+00	-3.212244e-03
2.733854640248979e-06	3.199982e+00	-3.211988e-03
2.745141992379656e-06	3.199982e+00	-3.212209e-03
2.756559023084605e-06	3.199982e+00	-3.212315e-03
2.768864927446166e-06	3.199982e+00	-3.212014e-03
2.779126860226241e-06	3.199982e+00	-3.212100e-03
2.790652125646002e-06	3.199982e+00	-3.212336e-03
2.802741072042616e-06	3.199982e+00	-3.212092e-03
2.814800419837190e-06	3.199982e+00	-3.212032e-03
2.826830255691763e-06	3.199982e+00	-3.212315e-03
2.837392753626156e-06	3.199982e+00	-3.212178e-03
2.849166280931646e-06	3.199982e+00	-3.211984e-03
2.864429933745058e-06	3.199982e+00	-3.212276e-03
2.876982448513344e-06	3.199982e+00	-3.212202e-03
2.889938279302555e-06	3.199982e+00	-3.211978e-03
2.903882701315644e-06	3.199982e+00	-3.212248e-03
2.917445545325256e-06	3.199982e+00	-3.212212e-03
2.930187888257144e-06	3.199982e+00	-3.211974e-03
2.943242218686948e-06	3.199982e+00	-3.212217e-03
2.956363980695238e-06	3.199982e+00	-3.212235e-03
2.969232952174022e-06	3.199982e+00	-3.211975e-03
2.981261538701474e-06	3.199982e+00	-3.212171e-03
2.993925400938400e-06	3.199982e+00	-3.212265e-03
3.007754373946161e-06	3.199982e+00	-3.211984e-03
3.032260306539532e-06	3.199982e+00	-3.212278e-03
3.049000968469766e-06	3.199982e+00	-3.211988e-03
3.076295407958831e-06	3.199982e+00	-3.212265e-03
3.096411828038157e-06	3.199982e+00	-3.211971e-03
3.111623085265563e-06	3.199982e+00	-3.212173e-03
3.127437937737216e-06	3.199982e+00	-3.212211e-03
3.145688189374058e-06	3.199982e+00	-3.211964e-03
3.161918492423854e-06	3.199982e+00	-3.212225e-03
3.178475734969668e-06	3.199982e+00	-3.212138e-03
3.193953804885361e-06	3.199982e+00	-3.211977e-03
3.213833056746949e-06	3.199982e+00	-3.212259e-03
3.229631584703222e-06	3.199982e+00	-3.212064e-03
3.245919215238970e-06	3.199982e+00	-3.212024e-03
3.264615568892649e-06	3.199982e+00	-3.212258e-03
3.281585991983948e-06	3.199982e+00	-3.211996e-03
3.298842830378335e-06	3.199982e+00	-3.212100e-03
3.314709761664060e-06	3.199982e+00	-3.212229e-03
3.337493716453886e-06	3.199982e+00	-3.211955e-03
3.355070511176319e-06	3.199982e+00	-3.212187e-03
3.373132201559706e-06	3.199982e+00	-3.212134e-03
3.391863816906544e-06	3.199982e+00	-3.211972e-03
3.414693574680995e-06	3.199982e+00	-3.212242e-03
3.433141179719481e-06	3.199982e+00	-3.212014e-03
3.451991183449869e-06	3.199982e+00	-3.212063e-03
3.471335481174524e-06	3.199982e+00	-3.212216e-03
3.495478497115454e-06	3.199982e+00	-3.211948e-03
3.514894894670830e-06	3.199982e+00	-3.212183e-03
3.534681133010721e-06	3.199982e+00	-3.212101e-03
3.554579144587656e-06	3.199982e+00	-3.211981e-03
3.585208503979262e-06	3.199982e+00	-3.212226e-03
3.609006917888768e-06	3.199982e+00	-3.211957e-03
3.633136778281734e-06	3.199982e+00	-3.212148e-03
3.655587652087285e-06	3.199982e+00	-3.212113e-03
3.680210844744368e-06	3.199982e+00	-3.211975e-03
3.712207335340607e-06	3.199982e+00	-3.212216e-03
3.738292848164066e-06	3.199982e+00	-3.211948e-03
3.764636179221317e-06	3.199982e+00	-3.212155e-03
3.788616960445919e-06	3.199982e+00	-3.212082e-03
3.814375282453773e-06	3.199982e+00	-3.211989e-03
3.855382501662796e-06	3.199982e+00	-3.212192e-03
3.889439839512200e-06	3.199982e+00	-3.211932e-03
3.923753536984918e-06	3.199982e+00	-3.212195e-03
3.954750033394541e-06	3.199982e+00	-3.211984e-03
4.014972371360797e-06	3.199982e+00	-3.212117e-03
4.055853500605889e-06	3.199982e+00	-3.211966e-03
4.099097311235895e-06	3.199982e+00	-3.212185e-03
4.141837939281102e-06	3.199982e+00	-3.211923e-03
4.180446297437622e-06	3.199982e+00	-3.212183e-03
4.216742795969836e-06	3.199982e+00	-3.211963e-03
4.285374100151434e-06	3.199982e+00	-3.212075e-03
4.326968778655931e-06	3.199982e+00	-3.211982e-03
4.390299174003364e-06	3.199982e+00	-3.212146e-03
4.451527095441881e-06	3.199982e+00	-3.211930e-03
4.509324054093061e-06	3.199982e+00	-3.212175e-03
4.559788455734284e-06	3.199982e+00	-3.211910e-03
4.603963611326578e-06	3.199982e+00	-3.212161e-03
4.643633688807170e-06	3.199982e+00	-3.211953e-03
4.722947058486792e-06	3.199982e+00	-3.212049e-03
4.770776916665160e-06	3.199982e+00	-3.211982e-03
4.855619061744150e-06	3.199982e+00	-3.212109e-03
5.181037944794230e-06	3.199982e+00	-3.212152e-03
5.244033336521254e-06	3.199982e+00	-3.211890e-03
5.299034607411226e-06	3.199982e+00	-3.212140e-03
5.348259698585495e-06	3.199982e+00	-3.211919e-03
5.398129438033918e-06	3.199982e+00	-3.212083e-03
5.497182377618516e-06	3.199982e+00	-3.211998e-03
5.562861589753357e-06	3.199982e+00	-3.212057e-03
5.694220014023040e-06	3.199982e+00	-3.211947e-03
7.455917607483157e-06	3.199982e+00	-3.211933e-03
7.550412932286890e-06	3.199982e+00	-3.211962e-03
7.670039943287296e-06	3.199982e+00	-3.211967e-03
7.857700134798074e-06	3.199982e+00	-3.211926e-03
8.648618156704827e-06	3.199982e+00	-3.211902e-03
9.254915198357148e-06	3.199982e+00	-3.211969e-03
1.014397002348419e-05	3.199982e+00	-3.211919e-03
1.144746693728859e-05	3.199982e+00	-3.212251e-03
1.319723652212567e-05	3.199982e+00	-3.213598e-03
1.513016654120300e-05	3.199982e+00	-3.216838e-03
1.804055975270105e-05	3.199983e+00	-3.222134e-03
1.970871834069800e-05	3.199983e+00	-3.224737e-03
2.245337707136720e-05	3.199983e+00	-3.228320e-03
2.535908374775813e-05	3.199983e+00	-3.230885e-03
2.729815824750488e-05	3.199983e+00	-3.231867e-03
3.005207933934167e-05	3.199983e+00	-3.231945e-03
3.511478271848404e-05	3.199984e+00	-3.231697e-03
6.852691083970059e-05	3.199985e+00	-3.230069e-03
1.019390389609171e-04	3.199986e+00	-3.228544e-03
1.353511670821337e-04	3.199987e+00	-3.227123e-03
1.687632952033503e-04	3.199988e+00	-3.225804e-03
2.021754233245668e-04	3.199989e+00	-3.224588e-03
2.355875514457834e-04	3.199989e+00	-3.223476e-03
2.689996795669999e-04	3.199989e+00	-3.222466e-03
4.767525177793932e-04	3.199990e+00	-3.217347e-03
8.010361830619660e-04	3.199991e+00	-3.213015e-03
1.134652358097195e-03	3.199991e+00	-3.210663e-03
1.581740479101651e-03	3.199991e+00	-3.209495e-03
2.114436395460429e-03	3.199991e+00	-3.212324e-03
2.949436850913473e-03	3.199991e+00	-3.288128e-03
3.949436850913472e-03	3.199990e+00	-3.917294e-03
4.949436850913472e-03	3.199985e+00	-5.706486e-03
5.949436850913472e-03	3.199977e+00	-8.390511e-03
6.949436850913472e-03	3.199970e+00	-1.112465e-02
7.949436850913472e-03	3.199964e+00	-1.333517e-02
8.949436850913473e-03	3.199960e+00	-1.489488e-02
9.949436850913472e-03	3.199957e+00	-1.591050e-02
1.000000000000000e-02	3.199957e+00	-1.594953e-02
1.000000000100000e-02	3.199957e+00	-1.594947e-02
1.000000000200000e-02	3.199957e+00	-1.594973e-02
1.000000000286331e-02	3.199957e+00	-1.594974e-02
1.000000000867538e-02	3.199957e+00	-1.594974e-02
1.000000001448744e-02	3.199957e+00	-1.594974e-02
1.000000002029950e-02	3.199957e+00	-1.594974e-02
1.000000002611156e-02	3.199957e+00	-1.594974e-02
1.000000003192363e-02	3.199957e+00	-1.594974e-02
1.000000003773569e-02	3.199957e+00	-1.594974e-02
1.000000004354775e-02	3.199957e+00	-1.594974e-02
1.000000008120936e-02	3.199957e+00	-1.594975e-02
1.000000015653258e-02	3.199957e+00	-1.594977e-02
1.000000030717901e-02	3.199957e+00	-1.594984e-02
1.000000037594405e-02	3.199957e+00	-1.595011e-02
1.000000042366908e-02	3.199957e+00	-1.595021e-02
1.000000044465033e-02	3.199957e+00	-1.595022e-02
1.000000047155885e-02	3.199957e+00	-1.595023e-02
1.000000050120888e-02	3.199957e+00	-1.595023e-02
1.000000055842451e-02	3.199957e+00	-1.595023e-02
1.000000121930318e-02	3.199957e+00	-1.595025e-02
1.000000188018186e-02	3.199957e+00	-1.595028e-02
1.000000254106053e-02	3.199957e+00	-1.595033e-02
1.000000320193920e-02	3.199957e+00	-1.595041e-02
1.000000386281787e-02	3.199957e+00	-1.595051e-02
1.000000452369655e-02	3.199957e+00	-1.595064e-02
1.000000518457522e-02	3.199957e+00	-1.595078e-02
1.000000830022632e-02	3.199957e+00	-1.595156e-02
1.000001453152853e-02	3.199957e+00	-1.595267e-02
1.000002699413295e-02	3.199957e+00	-1.595200e-02
1.000005191934179e-02	3.199957e+00	-1.595269e-02
1.000008967079672e-02	3.199957e+00	-1.595529e-02
1.000014937788439e-02	3.199957e+00	-1.595606e-02
1.000021457365696e-02	3.199957e+00	-1.596054e-02
1.000027221575291e-02	3.199957e+00	-1.596110e-02
1.000032344050725e-02	3.199957e+00	-1.596505e-02
1.000037098615853e-02	3.199957e+00	-1.596557e-02
1.000041577313711e-02	3.199957e+00	-1.596849e-02
1.000045841823792e-02	3.199957e+00	-1.596988e-02
1.000049965016143e-02	3.199957e+00	-1.597129e-02
1.000054325651853e-02	3.199957e+00	-1.597404e-02
1.000058360998132e-02	3.199957e+00	-1.597421e-02
1.000062431116710e-02	3.199957e+00	-1.597759e-02
1.000066322356717e-02	3.199957e+00	-1.597738e-02
1.000070310327596e-02	3.199957e+00	-1.598040e-02
1.000074214602448e-02	3.199957e+00	-1.598096e-02
1.000078097405012e-02	3.199957e+00	-1.598267e-02
1.000082038646469e-02	3.199957e+00	-1.598462e-02
1.000085830633673e-02	3.199957e+00	-1.598489e-02
1.000090150465184e-02	3.199957e+00	-1.598801e-02
1.000094350242603e-02	3.199957e+00	-1.598777e-02
1.000098951562543e-02	3.199957e+00	-1.599104e-02
1.000103591843373e-02	3.199957e+00	-1.599124e-02
1.000108809248012e-02	3.199957e+00	-1.599395e-02
1.000114354858811e-02	3.199957e+00	-1.599528e-02
1.000120803756859e-02	3.199957e+00	-1.599736e-02
1.000128061246480e-02	3.199957e+00	-1.600001e-02
1.000136941528505e-02	3.199957e+00	-1.600195e-02
1.000147674993773e-02	3.199957e+00	-1.600605e-02
1.000161753358877e-02	3.199957e+00	-1.600876e-02
1.000180254316227e-02	3.199957e+00	-1.601480e-02
1.000206613834728e-02	3.199957e+00	-1.601952e-02
1.000232461966759e-02	3.199957e+00	-1.602614e-02
1.000262425649966e-02	3.199957e+00	-1.602963e-02
1.000292547388476e-02	3.199957e+00	-1.603496e-02
1.000337054440907e-02	3.199957e+00	-1.603662e-02
1.000377669960696e-02	3.199957e+00	-1.603856e-02
1.000434481575034e-02	3.199957e+00	-1.603330e-02
1.000494313548070e-02	3.199957e+00	-1.602382e-02
1.000596595576678e-02	3.199958e+00	-1.557311e-02
1.000703949045050e-02	3.199962e+00	-1.397093e-02
1.000828623840670e-02	3.199970e+00	-1.100733e-02
1.000900646553860e-02	3.199975e+00	-9.249812e-03
1.000988544516506e-02	3.199980e+00	-7.415324e-03
1.001082606887124e-02	3.199984e+00	-5.944502e-03
1.001221281394969e-02	3.199988e+00	-4.588457e-03
1.001330431997556e-02	3.199989e+00	-3.999771e-03
1.001439353873324e-02	3.199990e+00	-3.661573e-03
1.001540167999209e-02	3.199991e+00	-3.485316e-03
1.001667675287651e-02	3.199991e+00	-3.362046e-03
1.001811826402889e-02	3.199991e+00	-3.298168e-03
1.002027113877641e-02	3.199991e+00	-3.259173e-03
1.002298541972338e-02	3.199991e+00	-3.247633e-03
1.002593160304134e-02	3.199991e+00	-3.242295e-03
1.002885604889618e-02	3.199991e+00	-3.242329e-03
1.003203930194278e-02	3.199991e+00	-3.239549e-03
1.003496231610945e-02	3.199991e+00	-3.240122e-03
1.003801368751776e-02	3.199991e+00	-3.237534e-03
1.004095824077739e-02	3.199991e+00	-3.236857e-03
1.004407486000461e-02	3.199991e+00	-3.230746e-03
1.004716461090132e-02	3.199991e+00	-3.226635e-03
1.005042735069198e-02	3.199991e+00	-3.218832e-03
1.005373483437765e-02	3.199991e+00	-3.214801e-03
1.005775576196090e-02	3.199991e+00	-3.207958e-03
1.006092353777265e-02	3.199991e+00	-3.206692e-03
1.006356541404291e-02	3.199991e+00	-3.203411e-03
1.006621916823220e-02	3.199991e+00	-3.203801e-03
1.006915067681405e-02	3.199991e+00	-3.201295e-03
1.007183143020786e-02	3.199991e+00	-3.202324e-03
1.007451800553956e-02	3.199991e+00	-3.200350e-03
1.007705538608242e-02	3.199991e+00	-3.201688e-03
1.007966012972328e-02	3.199991e+00	-3.199924e-03
1.008243254146880e-02	3.199991e+00	-3.201378e-03
1.008550086205443e-02	3.199991e+00	-3.199699e-03
1.008926352278954e-02	3.199991e+00	-3.201201e-03
1.009369038036504e-02	3.199991e+00	-3.199566e-03
1.009949112106229e-02	3.199991e+00	-3.201099e-03
1.010708735685587e-02	3.199991e+00	-3.199486e-03
1.011842325326981e-02	3.199991e+00	-3.201026e-03
1.013696681328093e-02	3.199991e+00	-3.199407e-03
1.017405393330317e-02	3.199991e+00	-3.200924e-03
1.022400677719708e-02	3.199991e+00	-3.199303e-03
1.026995261125351e-02	3.199990e+00	-3.200856e-03
1.031528655808377e-02	3.199990e+00	-3.199267e-03
1.037002249754267e-02	3.199990e+00	-3.200832e-03
1.046649426439189e-02	3.199989e+00	-3.199246e-03
1.059501362839046e-02	3.199988e+00	-3.200814e-03
1.078882668748491e-02	3.199986e+00	-3.199231e-03
1.104794518432625e-02	3.199980e+00	-3.200796e-03
1.138638995362635e-02	3.199949e+00	-3.199186e-03
1.156546851150823e-02	3.199883e+00	-3.200692e-03
1.168279569712156e-02	3.199776e+00	-3.199004e-03
1.176884816327752e-02	3.199625e+00	-3.200421e-03
1.184476218872589e-02	3.199393e+00	-3.198603e-03
1.190192167187264e-02	3.199089e+00	-3.199854e-03
1.193436277992556e-02	3.198799e+00	-3.197962e-03
1.195205652674529e-02	3.198547e+00	-3.199241e-03
1.196253478916310e-02	3.198315e+00	-3.197374e-03
1.196865288676472e-02	3.198092e+00	-3.198597e-03
1.197224072948649e-02	3.197850e+00	-3.196504e-03
1.197353503470595e-02	3.197243e+00	-3.192493e-03
1.197431513552244e-02	3.195878e+00	-3.177771e-03
1.197513438784065e-02	3.193275e+00	-3.169802e-03
1.197590588299314e-02	3.190359e+00	-3.164339e-03
1.197673534174364e-02	3.187026e+00	-3.160356e-03
1.197805557820028e-02	3.181579e+00	-3.154075e-03
1.197966987785180e-02	3.174864e+00	-3.147652e-03
1.198277470331476e-02	3.162004e+00	-3.134625e-03
1.198603164130398e-02	3.148643e+00	-3.121785e-03
1.199008166677156e-02	3.132200e+00	-3.105309e-03
1.199420098737839e-02	3.115686e+00	-3.089353e-03
1.199989120636615e-02	3.093189e+00	-3.066988e-03
1.200635066048092e-02	3.068113e+00	-3.042621e-03
1.201584755677333e-02	3.032093e+00	-3.006954e-03
1.202788093367401e-02	2.987874e+00	-2.963798e-03
1.204803872620688e-02	2.917189e+00	-2.894083e-03
1.208835431127261e-02	2.787601e+00	-2.767102e-03
1.216898548140408e-02	2.569254e+00	-2.552487e-03
1.226069377280442e-02	2.376409e+00	-2.363735e-03
1.233850107013982e-02	2.250363e+00	-2.240047e-03
1.241080460023314e-02	2.158020e+00	-2.150042e-03
1.248351999289547e-02	2.084715e+00	-2.078151e-03
1.255503681384374e-02	2.028184e+00	-2.023283e-03
1.265173314577269e-02	1.970746e+00	-1.966991e-03
1.275216710727343e-02	1.928762e+00	-1.926403e-03
1.285338376031055e-02	1.899495e+00	-1.897616e-03
1.296019539052326e-02	1.878480e+00	-1.877473e-03
1.306395688867234e-02	1.864762e+00	-1.863832e-03
1.317080008687981e-02	1.855281e+00	-1.854914e-03
1.327748874041216e-02	1.848983e+00	-1.848491e-03
1.338908302102636e-02	1.844641e+00	-1.844572e-03
1.350375157795513e-02	1.841752e+00	-1.841463e-03
1.362919225512667e-02	1.839757e+00	-1.839826e-03
1.377286602386128e-02	1.838392e+00	-1.838199e-03
1.395488900744209e-02	1.837463e+00	-1.837597e-03
1.418313705574491e-02	1.836937e+00	-1.836785e-03
1.449738657744455e-02	1.836687e+00	-1.836843e-03
1.493987130193513e-02	1.836617e+00	-1.836474e-03
1.540085713147294e-02	1.836617e+00	-1.836775e-03
1.594019325272214e-02	1.836620e+00	-1.836477e-03
1.659674602533944e-02	1.836622e+00	-1.836780e-03
1.752949352136556e-02	1.836622e+00	-1.836480e-03
1.852949352136556e-02	1.836623e+00	-1.836782e-03
1.952949352136556e-02	1.836623e+00	-1.836480e-03
2.000000000000000e-02	1.836623e+00	-1.836782e-03
