time	V(out_pos,out_neg)	I(V2)	I(Vcell12)
6.562859627443775e-05	2.174950e-02	-5.680873e-06	-8.178478e-01
6.908439111921039e-05	3.596091e-02	-5.684678e-06	-1.104771e+00
7.489576830764090e-05	6.938934e-02	-5.697183e-06	-1.623330e+00
8.147655262248062e-05	1.225829e-01	-5.719848e-06	-2.230153e+00
9.147655262248062e-05	2.321694e-01	-5.770947e-06	-3.123937e+00
1.014765526224806e-04	3.705006e-01	-5.839664e-06	-3.923568e+00
1.092641457755216e-04	4.974267e-01	-5.904418e-06	-4.461170e+00
1.135127973075493e-04	5.740237e-01	-5.945079e-06	-4.721592e+00
1.165505640979651e-04	6.322773e-01	-5.975849e-06	-4.894027e+00
1.201937785691111e-04	7.049201e-01	-6.014154e-06	-5.086252e+00
1.230491770749949e-04	7.636774e-01	-6.044495e-06	-5.226109e+00
1.260188780859291e-04	8.264070e-01	-6.076450e-06	-5.361915e+00
1.278963413095024e-04	8.668380e-01	-6.096990e-06	-5.442860e+00
1.293094995584410e-04	8.977187e-01	-6.112530e-06	-5.501348e+00
1.304165068553834e-04	9.221539e-01	-6.124873e-06	-5.545746e+00
1.313973633475358e-04	9.439812e-01	-6.135800e-06	-5.584044e+00
1.324128753274404e-04	9.667432e-01	-6.147273e-06	-5.622695e+00
1.334998317004126e-04	9.912755e-01	-6.159554e-06	-5.662924e+00
1.345592467710862e-04	1.015350e+00	-6.171707e-06	-5.701013e+00
1.356388852833439e-04	1.040049e+00	-6.184131e-06	-5.738649e+00
1.367154071708529e-04	1.064835e+00	-6.196761e-06	-5.774961e+00
1.378015259446416e-04	1.089996e+00	-6.209641e-06	-5.810246e+00
1.388628176931893e-04	1.114727e+00	-6.222615e-06	-5.843261e+00
1.399206196539007e-04	1.139511e+00	-6.235897e-06	-5.874439e+00
1.409617853460104e-04	1.164030e+00	-6.249631e-06	-5.903069e+00
1.419859518345723e-04	1.188259e+00	-6.263776e-06	-5.928716e+00
1.429913406458530e-04	1.212140e+00	-6.278502e-06	-5.950902e+00
1.439786747227568e-04	1.235672e+00	-6.293521e-06	-5.969178e+00
1.449588424895757e-04	1.259095e+00	-6.308805e-06	-5.983255e+00
1.459456524411055e-04	1.282724e+00	-6.323837e-06	-5.992568e+00
1.469704417491488e-04	1.307286e+00	-6.338451e-06	-5.996121e+00
1.480830781265198e-04	1.333946e+00	-6.352151e-06	-5.991625e+00
1.493921234392189e-04	1.365235e+00	-6.365103e-06	-5.973915e+00
1.511783848547557e-04	1.407688e+00	-6.378343e-06	-5.928556e+00
1.531677101589355e-04	1.454462e+00	-6.391094e-06	-5.855230e+00
1.557717068861673e-04	1.514731e+00	-6.409340e-06	-5.737462e+00
1.583081519228750e-04	1.572183e+00	-6.430368e-06	-5.612136e+00
1.616997005822343e-04	1.646958e+00	-6.461359e-06	-5.442182e+00
1.654490109851725e-04	1.727143e+00	-6.497535e-06	-5.261433e+00
1.694093494029523e-04	1.808948e+00	-6.535914e-06	-5.084399e+00
1.742968758980137e-04	1.906129e+00	-6.582638e-06	-4.888216e+00
1.803604761631286e-04	2.021440e+00	-6.638920e-06	-4.678287e+00
1.900113067227243e-04	2.196269e+00	-6.724896e-06	-4.410426e+00
2.000113067227243e-04	2.369009e+00	-6.809798e-06	-4.202672e+00
2.100113067227243e-04	2.534434e+00	-6.891401e-06	-4.048024e+00
2.200113067227243e-04	2.694331e+00	-6.970377e-06	-3.932473e+00
2.300113067227243e-04	2.850092e+00	-7.047554e-06	-3.845801e+00
2.400113067227243e-04	3.002745e+00	-7.123182e-06	-3.780483e+00
2.500113067227243e-04	3.153052e+00	-7.197802e-06	-3.731048e+00
2.600113067227243e-04	3.301581e+00	-7.271507e-06	-3.693450e+00
2.700113067227243e-04	3.448754e+00	-7.344669e-06	-3.664739e+00
2.800113067227243e-04	3.594891e+00	-7.417269e-06	-3.642694e+00
2.900113067227243e-04	3.740229e+00	-7.489589e-06	-3.625696e+00
3.000113067227243e-04	3.884949e+00	-7.561548e-06	-3.612504e+00
3.100113067227243e-04	4.029190e+00	-7.633377e-06	-3.602220e+00
3.200113067227243e-04	4.173054e+00	-7.704962e-06	-3.594137e+00
3.300113067227243e-04	4.316622e+00	-7.776504e-06	-3.587756e+00
3.400113067227243e-04	4.459953e+00	-7.847868e-06	-3.582668e+00
3.500113067227243e-04	4.603096e+00	-7.919241e-06	-3.578593e+00
3.600113067227243e-04	4.746087e+00	-7.990476e-06	-3.575289e+00
3.700113067227243e-04	4.888953e+00	-8.061750e-06	-3.572603e+00
3.800113067227243e-04	5.031717e+00	-8.132909e-06	-3.570387e+00
3.900113067227243e-04	5.174397e+00	-8.204125e-06	-3.568557e+00
4.000113067227243e-04	5.317006e+00	-8.275241e-06	-3.567018e+00
4.100113067227243e-04	5.459555e+00	-8.346427e-06	-3.565730e+00
4.200113067227243e-04	5.602052e+00	-8.417519e-06	-3.564627e+00
4.300113067227243e-04	5.744506e+00	-8.488688e-06	-3.563693e+00
4.400113067227243e-04	5.886388e+00	-8.559770e-06	-3.562879e+00
4.500113067227243e-04	6.025232e+00	-8.631776e-06	-3.455513e+00
4.589904302981090e-04	6.142343e+00	-8.688993e-06	-3.151607e+00
4.682030644404974e-04	6.248976e+00	-8.741310e-06	-2.712055e+00
4.782030644404974e-04	6.346017e+00	-8.787326e-06	-2.175948e+00
4.882030644404974e-04	6.422924e+00	-8.822843e-06	-1.654431e+00
4.982030644404973e-04	6.480656e+00	-8.848378e-06	-1.198495e+00
5.082030644404974e-04	6.522050e+00	-8.865951e-06	-8.314139e-01
5.182030644404974e-04	6.550516e+00	-8.877163e-06	-5.550071e-01
5.282030644404974e-04	6.569372e+00	-8.883972e-06	-3.584801e-01
5.382030644404973e-04	6.581457e+00	-8.887618e-06	-2.249940e-01
5.482030644404974e-04	6.588977e+00	-8.889378e-06	-1.379482e-01
5.582030644404974e-04	6.593534e+00	-8.889842e-06	-8.312628e-02
5.682030644404974e-04	6.596231e+00	-8.889692e-06	-4.964080e-02
5.782030644404973e-04	6.597795e+00	-8.889096e-06	-2.970675e-02
5.882030644404974e-04	6.598687e+00	-8.888406e-06	-1.811928e-02
5.982030644404974e-04	6.599186e+00	-8.887588e-06	-1.149706e-02
6.082030644404974e-04	6.599463e+00	-8.886853e-06	-7.796144e-03
6.182030644404973e-04	6.599614e+00	-8.886087e-06	-5.747064e-03
6.282030644404973e-04	6.599697e+00	-8.885448e-06	-4.637159e-03
6.382030644404974e-04	6.599742e+00	-8.884798e-06	-4.031054e-03
6.482030644404974e-04	6.599767e+00	-8.884278e-06	-3.712980e-03
6.582030644404973e-04	6.599780e+00	-8.883744e-06	-3.535959e-03
6.682030644404973e-04	6.599788e+00	-8.883330e-06	-3.447999e-03
6.782030644404974e-04	6.599793e+00	-8.882894e-06	-3.393386e-03
6.882030644404974e-04	6.599796e+00	-8.882567e-06	-3.370195e-03
6.982030644404973e-04	6.599798e+00	-8.882210e-06	-3.349782e-03
7.082030644404973e-04	6.599800e+00	-8.881953e-06	-3.344710e-03
7.182030644404974e-04	6.599801e+00	-8.881661e-06	-3.333989e-03
7.282030644404974e-04	6.599802e+00	-8.881460e-06	-3.334213e-03
7.382030644404973e-04	6.599803e+00	-8.881217e-06	-3.326480e-03
7.482030644404973e-04	6.599803e+00	-8.881061e-06	-3.328481e-03
7.582030644404974e-04	6.599804e+00	-8.880858e-06	-3.321870e-03
7.682030644404974e-04	6.599805e+00	-8.880738e-06	-3.324639e-03
7.782030644404973e-04	6.599805e+00	-8.880567e-06	-3.318586e-03
7.882030644404973e-04	6.599805e+00	-8.880476e-06	-3.321791e-03
7.982030644404974e-04	6.599806e+00	-8.880331e-06	-3.316090e-03
8.082030644404974e-04	6.599806e+00	-8.880263e-06	-3.319593e-03
8.182030644404973e-04	6.599807e+00	-8.880139e-06	-3.314144e-03
8.282030644404973e-04	6.599807e+00	-8.880089e-06	-3.317866e-03
8.382030644404974e-04	6.599807e+00	-8.879981e-06	-3.312608e-03
8.482030644404974e-04	6.599807e+00	-8.879945e-06	-3.316501e-03
8.582030644404973e-04	6.599807e+00	-8.879852e-06	-3.311391e-03
8.682030644404973e-04	6.599808e+00	-8.879828e-06	-3.315416e-03
8.782030644404974e-04	6.599808e+00	-8.879744e-06	-3.310421e-03
8.882030644404974e-04	6.599808e+00	-8.879731e-06	-3.314551e-03
8.982030644404973e-04	6.599808e+00	-8.879655e-06	-3.309648e-03
9.082030644404973e-04	6.599809e+00	-8.879650e-06	-3.313861e-03
9.182030644404973e-04	6.599809e+00	-8.879581e-06	-3.309030e-03
9.282030644404974e-04	6.599809e+00	-8.879581e-06	-3.313308e-03
9.382030644404973e-04	6.599809e+00	-8.879519e-06	-3.308535e-03
9.482030644404973e-04	6.599809e+00	-8.879524e-06	-3.312866e-03
9.582030644404973e-04	6.599809e+00	-8.879466e-06	-3.308138e-03
9.682030644404974e-04	6.599809e+00	-8.879475e-06	-3.312511e-03
9.782030644404974e-04	6.599809e+00	-8.879421e-06	-3.307820e-03
9.882030644404974e-04	6.599809e+00	-8.879434e-06	-3.312226e-03
9.982030644404972e-04	6.599809e+00	-8.879383e-06	-3.307564e-03
1.008203064440497e-03	6.599809e+00	-8.879398e-06	-3.311997e-03
1.018203064440497e-03	6.599809e+00	-8.879349e-06	-3.307359e-03
1.028203064440497e-03	6.599809e+00	-8.879367e-06	-3.311813e-03
1.038203064440497e-03	6.599809e+00	-8.879320e-06	-3.307194e-03
1.048203064440497e-03	6.599809e+00	-8.879339e-06	-3.311665e-03
1.058203064440497e-03	6.599809e+00	-8.879294e-06	-3.307061e-03
1.068203064440497e-03	6.599809e+00	-8.879315e-06	-3.311547e-03
1.078203064440497e-03	6.599809e+00	-8.879271e-06	-3.306955e-03
1.088203064440497e-03	6.599809e+00	-8.879293e-06	-3.311451e-03
1.098203064440497e-03	6.599809e+00	-8.879250e-06	-3.306869e-03
1.108203064440497e-03	6.599809e+00	-8.879273e-06	-3.311374e-03
1.118203064440497e-03	6.599809e+00	-8.879232e-06	-3.306800e-03
1.128203064440497e-03	6.599809e+00	-8.879256e-06	-3.311312e-03
1.138203064440497e-03	6.599809e+00	-8.879215e-06	-3.306744e-03
1.148203064440497e-03	6.599809e+00	-8.879239e-06	-3.311262e-03
1.158203064440497e-03	6.599809e+00	-8.879199e-06	-3.306699e-03
1.168203064440497e-03	6.599809e+00	-8.879224e-06	-3.311222e-03
1.178203064440497e-03	6.599809e+00	-8.879185e-06	-3.306663e-03
1.188203064440497e-03	6.599809e+00	-8.879209e-06	-3.311190e-03
1.198203064440497e-03	6.599809e+00	-8.879170e-06	-3.306634e-03
1.208203064440497e-03	6.599809e+00	-8.879196e-06	-3.311164e-03
1.218203064440497e-03	6.599809e+00	-8.879158e-06	-3.306611e-03
1.228203064440497e-03	6.599809e+00	-8.879184e-06	-3.311143e-03
1.238203064440497e-03	6.599809e+00	-8.879146e-06	-3.306592e-03
1.248203064440497e-03	6.599809e+00	-8.879172e-06	-3.311126e-03
1.258203064440497e-03	6.599809e+00	-8.879134e-06	-3.306577e-03
1.268203064440497e-03	6.599809e+00	-8.879160e-06	-3.311112e-03
1.278203064440497e-03	6.599809e+00	-8.879123e-06	-3.306564e-03
1.288203064440497e-03	6.599809e+00	-8.879149e-06	-3.311101e-03
1.298203064440497e-03	6.599809e+00	-8.879112e-06	-3.306554e-03
1.308203064440497e-03	6.599809e+00	-8.879139e-06	-3.311092e-03
1.318203064440497e-03	6.599809e+00	-8.879102e-06	-3.306546e-03
1.328203064440497e-03	6.599809e+00	-8.879129e-06	-3.311085e-03
1.338203064440497e-03	6.599809e+00	-8.879092e-06	-3.306540e-03
1.348203064440497e-03	6.599809e+00	-8.879119e-06	-3.311080e-03
1.358203064440497e-03	6.599809e+00	-8.879083e-06	-3.306535e-03
1.368203064440497e-03	6.599809e+00	-8.879110e-06	-3.311075e-03
1.378203064440497e-03	6.599809e+00	-8.879074e-06	-3.306531e-03
1.388203064440497e-03	6.599809e+00	-8.879101e-06	-3.311071e-03
1.398203064440497e-03	6.599809e+00	-8.879065e-06	-3.306527e-03
1.408203064440497e-03	6.599809e+00	-8.879092e-06	-3.311068e-03
1.418203064440497e-03	6.599809e+00	-8.879057e-06	-3.306525e-03
1.428203064440497e-03	6.599809e+00	-8.879084e-06	-3.311066e-03
1.438203064440497e-03	6.599809e+00	-8.879048e-06	-3.306522e-03
1.448203064440497e-03	6.599809e+00	-8.879076e-06	-3.311064e-03
1.458203064440497e-03	6.599809e+00	-8.879040e-06	-3.306521e-03
1.468203064440497e-03	6.599809e+00	-8.879068e-06	-3.311062e-03
1.478203064440497e-03	6.599809e+00	-8.879032e-06	-3.306519e-03
1.488203064440497e-03	6.599809e+00	-8.879059e-06	-3.311061e-03
1.498203064440497e-03	6.599809e+00	-8.879024e-06	-3.306518e-03
1.508203064440497e-03	6.599809e+00	-8.879052e-06	-3.311060e-03
1.518203064440497e-03	6.599809e+00	-8.879017e-06	-3.306517e-03
1.528203064440497e-03	6.599809e+00	-8.879045e-06	-3.311059e-03
1.538203064440497e-03	6.599809e+00	-8.879009e-06	-3.306516e-03
1.548203064440497e-03	6.599809e+00	-8.879038e-06	-3.311058e-03
1.558203064440497e-03	6.599809e+00	-8.879002e-06	-3.306516e-03
1.568203064440497e-03	6.599809e+00	-8.879030e-06	-3.311058e-03
1.578203064440497e-03	6.599809e+00	-8.878996e-06	-3.306516e-03
1.588203064440497e-03	6.599809e+00	-8.879024e-06	-3.311057e-03
1.598203064440497e-03	6.599809e+00	-8.878988e-06	-3.306515e-03
1.608203064440497e-03	6.599809e+00	-8.879017e-06	-3.311057e-03
1.618203064440497e-03	6.599809e+00	-8.878982e-06	-3.306515e-03
1.628203064440497e-03	6.599809e+00	-8.879010e-06	-3.311057e-03
1.638203064440497e-03	6.599809e+00	-8.878976e-06	-3.306514e-03
1.648203064440497e-03	6.599809e+00	-8.879004e-06	-3.311056e-03
1.658203064440497e-03	6.599809e+00	-8.878969e-06	-3.306514e-03
1.668203064440497e-03	6.599809e+00	-8.878998e-06	-3.311056e-03
1.678203064440497e-03	6.599809e+00	-8.878964e-06	-3.306514e-03
1.688203064440497e-03	6.599809e+00	-8.878992e-06	-3.311056e-03
1.698203064440497e-03	6.599809e+00	-8.878957e-06	-3.306514e-03
1.708203064440497e-03	6.599809e+00	-8.878986e-06	-3.311056e-03
1.718203064440497e-03	6.599809e+00	-8.878952e-06	-3.306514e-03
1.728203064440497e-03	6.599809e+00	-8.878980e-06	-3.311056e-03
1.738203064440497e-03	6.599809e+00	-8.878947e-06	-3.306514e-03
1.748203064440497e-03	6.599809e+00	-8.878975e-06	-3.311056e-03
1.758203064440497e-03	6.599809e+00	-8.878940e-06	-3.306514e-03
1.768203064440497e-03	6.599809e+00	-8.878969e-06	-3.311055e-03
1.778203064440497e-03	6.599809e+00	-8.878936e-06	-3.306514e-03
1.788203064440497e-03	6.599809e+00	-8.878964e-06	-3.311055e-03
1.798203064440497e-03	6.599809e+00	-8.878930e-06	-3.306513e-03
1.808203064440497e-03	6.599809e+00	-8.878958e-06	-3.311055e-03
1.818203064440497e-03	6.599809e+00	-8.878925e-06	-3.306513e-03
1.828203064440497e-03	6.599809e+00	-8.878953e-06	-3.311055e-03
1.838203064440497e-03	6.599809e+00	-8.878920e-06	-3.306513e-03
1.848203064440497e-03	6.599809e+00	-8.878948e-06	-3.311055e-03
1.858203064440497e-03	6.599809e+00	-8.878915e-06	-3.306513e-03
1.868203064440497e-03	6.599809e+00	-8.878943e-06	-3.311055e-03
1.878203064440497e-03	6.599809e+00	-8.878910e-06	-3.306513e-03
1.888203064440497e-03	6.599809e+00	-8.878938e-06	-3.311055e-03
1.898203064440497e-03	6.599809e+00	-8.878906e-06	-3.306513e-03
1.908203064440497e-03	6.599809e+00	-8.878934e-06	-3.311055e-03
1.918203064440497e-03	6.599809e+00	-8.878901e-06	-3.306513e-03
1.928203064440497e-03	6.599809e+00	-8.878929e-06	-3.311055e-03
1.938203064440497e-03	6.599809e+00	-8.878897e-06	-3.306513e-03
1.948203064440497e-03	6.599809e+00	-8.878925e-06	-3.311055e-03
1.958203064440497e-03	6.599809e+00	-8.878892e-06	-3.306513e-03
1.968203064440497e-03	6.599809e+00	-8.878921e-06	-3.311055e-03
1.978203064440497e-03	6.599809e+00	-8.878888e-06	-3.306513e-03
1.988203064440497e-03	6.599809e+00	-8.878917e-06	-3.311055e-03
1.998203064440497e-03	6.599809e+00	-8.878884e-06	-3.306513e-03
2.008203064440497e-03	6.599809e+00	-8.878913e-06	-3.311055e-03
2.018203064440497e-03	6.599809e+00	-8.878880e-06	-3.306513e-03
2.028203064440497e-03	6.599809e+00	-8.878908e-06	-3.311055e-03
2.038203064440497e-03	6.599809e+00	-8.878876e-06	-3.306513e-03
2.048203064440497e-03	6.599809e+00	-8.878905e-06	-3.311055e-03
2.058203064440497e-03	6.599809e+00	-8.878872e-06	-3.306513e-03
2.068203064440497e-03	6.599809e+00	-8.878901e-06	-3.311055e-03
2.078203064440497e-03	6.599809e+00	-8.878868e-06	-3.306513e-03
2.088203064440497e-03	6.599809e+00	-8.878897e-06	-3.311055e-03
2.098203064440497e-03	6.599809e+00	-8.878865e-06	-3.306513e-03
2.108203064440497e-03	6.599809e+00	-8.878894e-06	-3.311055e-03
2.118203064440497e-03	6.599809e+00	-8.878861e-06	-3.306513e-03
2.128203064440497e-03	6.599809e+00	-8.878890e-06	-3.311055e-03
2.138203064440497e-03	6.599809e+00	-8.878857e-06	-3.306513e-03
2.148203064440497e-03	6.599809e+00	-8.878887e-06	-3.311055e-03
2.158203064440497e-03	6.599809e+00	-8.878855e-06	-3.306513e-03
2.168203064440497e-03	6.599809e+00	-8.878883e-06	-3.311055e-03
2.178203064440497e-03	6.599809e+00	-8.878851e-06	-3.306513e-03
2.188203064440497e-03	6.599809e+00	-8.878880e-06	-3.311055e-03
2.198203064440497e-03	6.599809e+00	-8.878848e-06	-3.306513e-03
2.208203064440497e-03	6.599809e+00	-8.878877e-06	-3.311055e-03
2.218203064440497e-03	6.599809e+00	-8.878845e-06	-3.306513e-03
2.228203064440497e-03	6.599809e+00	-8.878874e-06	-3.311055e-03
2.238203064440497e-03	6.599809e+00	-8.878842e-06	-3.306513e-03
2.248203064440497e-03	6.599809e+00	-8.878870e-06	-3.311055e-03
2.258203064440497e-03	6.599809e+00	-8.878838e-06	-3.306513e-03
2.268203064440497e-03	6.599809e+00	-8.878867e-06	-3.311055e-03
2.278203064440497e-03	6.599809e+00	-8.878836e-06	-3.306513e-03
2.288203064440497e-03	6.599809e+00	-8.878865e-06	-3.311055e-03
2.298203064440497e-03	6.599809e+00	-8.878833e-06	-3.306513e-03
2.308203064440497e-03	6.599809e+00	-8.878862e-06	-3.311055e-03
2.318203064440497e-03	6.599809e+00	-8.878830e-06	-3.306513e-03
2.328203064440497e-03	6.599809e+00	-8.878858e-06	-3.311055e-03
2.338203064440497e-03	6.599809e+00	-8.878827e-06	-3.306513e-03
2.348203064440497e-03	6.599809e+00	-8.878856e-06	-3.311055e-03
2.358203064440497e-03	6.599809e+00	-8.878825e-06	-3.306513e-03
2.368203064440497e-03	6.599809e+00	-8.878854e-06	-3.311055e-03
2.378203064440497e-03	6.599809e+00	-8.878822e-06	-3.306513e-03
2.388203064440497e-03	6.599809e+00	-8.878851e-06	-3.311055e-03
2.398203064440497e-03	6.599809e+00	-8.878820e-06	-3.306513e-03
2.408203064440497e-03	6.599809e+00	-8.878848e-06	-3.311055e-03
2.418203064440497e-03	6.599809e+00	-8.878817e-06	-3.306513e-03
2.428203064440497e-03	6.599809e+00	-8.878846e-06	-3.311055e-03
2.438203064440497e-03	6.599809e+00	-8.878815e-06	-3.306513e-03
2.448203064440497e-03	6.599809e+00	-8.878844e-06	-3.311055e-03
2.458203064440497e-03	6.599809e+00	-8.878813e-06	-3.306513e-03
2.468203064440497e-03	6.599809e+00	-8.878841e-06	-3.311055e-03
2.478203064440497e-03	6.599809e+00	-8.878810e-06	-3.306513e-03
2.488203064440497e-03	6.599809e+00	-8.878838e-06	-3.311055e-03
2.498203064440497e-03	6.599809e+00	-8.878808e-06	-3.306513e-03
2.508203064440497e-03	6.599809e+00	-8.878837e-06	-3.311055e-03
2.518203064440497e-03	6.599809e+00	-8.878806e-06	-3.306513e-03
2.528203064440497e-03	6.599809e+00	-8.878835e-06	-3.311055e-03
2.538203064440497e-03	6.599809e+00	-8.878804e-06	-3.306513e-03
2.548203064440497e-03	6.599809e+00	-8.878832e-06	-3.311055e-03
2.558203064440497e-03	6.599809e+00	-8.878802e-06	-3.306513e-03
2.568203064440497e-03	6.599809e+00	-8.878830e-06	-3.311055e-03
2.578203064440497e-03	6.599809e+00	-8.878799e-06	-3.306513e-03
2.588203064440497e-03	6.599809e+00	-8.878828e-06	-3.311055e-03
2.598203064440497e-03	6.599809e+00	-8.878797e-06	-3.306513e-03
2.608203064440497e-03	6.599809e+00	-8.878827e-06	-3.311054e-03
2.618203064440497e-03	6.599809e+00	-8.878796e-06	-3.306513e-03
2.628203064440497e-03	6.599809e+00	-8.878824e-06	-3.311054e-03
2.638203064440497e-03	6.599809e+00	-8.878794e-06	-3.306513e-03
2.648203064440497e-03	6.599809e+00	-8.878822e-06	-3.311054e-03
2.658203064440497e-03	6.599809e+00	-8.878792e-06	-3.306513e-03
2.668203064440497e-03	6.599809e+00	-8.878820e-06	-3.311054e-03
2.678203064440497e-03	6.599809e+00	-8.878790e-06	-3.306513e-03
2.688203064440497e-03	6.599809e+00	-8.878818e-06	-3.311054e-03
2.698203064440497e-03	6.599809e+00	-8.878788e-06	-3.306513e-03
2.708203064440497e-03	6.599809e+00	-8.878817e-06	-3.311054e-03
2.718203064440497e-03	6.599809e+00	-8.878787e-06	-3.306513e-03
2.728203064440497e-03	6.599809e+00	-8.878815e-06	-3.311054e-03
2.738203064440497e-03	6.599809e+00	-8.878785e-06	-3.306513e-03
2.748203064440497e-03	6.599809e+00	-8.878814e-06	-3.311054e-03
2.758203064440497e-03	6.599809e+00	-8.878784e-06	-3.306513e-03
2.768203064440497e-03	6.599809e+00	-8.878812e-06	-3.311054e-03
2.778203064440497e-03	6.599809e+00	-8.878782e-06	-3.306513e-03
2.788203064440497e-03	6.599809e+00	-8.878810e-06	-3.311054e-03
2.798203064440497e-03	6.599809e+00	-8.878780e-06	-3.306513e-03
2.808203064440497e-03	6.599809e+00	-8.878808e-06	-3.311054e-03
