time	V(out_positive,out_negative)
1.000027200457383e-02	3.190803e+00
1.000027928158745e-02	3.190803e+00
1.000028615395991e-02	3.190803e+00
1.000029194551621e-02	3.190803e+00
1.000029719009061e-02	3.190803e+00
1.000030189690068e-02	3.190803e+00
1.000030636856962e-02	3.190803e+00
1.000031104616321e-02	3.190803e+00
1.000031845225254e-02	3.190803e+00
1.000032576109392e-02	3.190803e+00
1.000034037877669e-02	3.190803e+00
1.000036961414223e-02	3.190803e+00
1.000038798649027e-02	3.190803e+00
1.000040495797296e-02	3.190803e+00
1.000042138380936e-02	3.190803e+00
1.000043976147867e-02	3.190803e+00
1.000047522985269e-02	3.190803e+00
1.000052409892070e-02	3.190802e+00
1.000055694872037e-02	3.190801e+00
1.000057536773340e-02	3.190800e+00
1.000057905382990e-02	3.190800e+00
1.000058093955878e-02	3.190799e+00
1.000058276886604e-02	3.190799e+00
1.000058642748056e-02	3.190799e+00
1.000059374470959e-02	3.190799e+00
1.000060837916766e-02	3.190798e+00
1.000063764808379e-02	3.190796e+00
1.000067417947274e-02	3.190793e+00
1.000072858357352e-02	3.190790e+00
1.000077878236420e-02	3.190787e+00
1.000080102301884e-02	3.190786e+00
1.000081317414046e-02	3.190785e+00
1.000082144657990e-02	3.190785e+00
1.000082895355472e-02	3.190785e+00
1.000083452209022e-02	3.190785e+00
1.000084098665604e-02	3.190784e+00
1.000085330389999e-02	3.190784e+00
1.000087033497679e-02	3.190783e+00
1.000089475717677e-02	3.190782e+00
1.000091149774761e-02	3.190781e+00
1.000092554808782e-02	3.190780e+00
1.000094331829118e-02	3.190779e+00
1.000096086192297e-02	3.190778e+00
1.000099594918655e-02	3.190775e+00
1.000101978846338e-02	3.190774e+00
1.000103688920484e-02	3.190773e+00
1.000104628702434e-02	3.190773e+00
1.000105529657034e-02	3.190772e+00
1.000105879388773e-02	3.190772e+00
1.000106197305942e-02	3.190772e+00
1.000106833140281e-02	3.190772e+00
1.000108104808957e-02	3.190771e+00
1.000110648146311e-02	3.190770e+00
1.000113021033060e-02	3.190770e+00
1.000116433936077e-02	3.190769e+00
1.000119579882952e-02	3.190768e+00
1.000123217399400e-02	3.190766e+00
1.000127271394569e-02	3.190763e+00
1.000132175339640e-02	3.190759e+00
1.000134428939740e-02	3.190758e+00
1.000136490172353e-02	3.190755e+00
1.000138515383983e-02	3.190754e+00
1.000140663524060e-02	3.190752e+00
1.000144930205991e-02	3.190748e+00
1.000151995506221e-02	3.190741e+00
1.000162515597172e-02	3.190731e+00
1.000168939527078e-02	3.190725e+00
1.000175126339293e-02	3.190719e+00
1.000181899000513e-02	3.190713e+00
1.000192760571479e-02	3.190702e+00
1.000214483713411e-02	3.190682e+00
1.000235505952677e-02	3.190662e+00
1.000257104034033e-02	3.190641e+00
1.000279973953785e-02	3.190620e+00
1.000308750466936e-02	3.190592e+00
1.000340435681298e-02	3.190561e+00
1.000372733798940e-02	3.190529e+00
1.000408209365933e-02	3.190493e+00
1.000447947368377e-02	3.190452e+00
1.000485956864757e-02	3.190412e+00
1.000519111815323e-02	3.190377e+00
1.000554009357240e-02	3.190339e+00
1.000584847372033e-02	3.190300e+00
1.000616877771713e-02	3.190250e+00
1.000651341216602e-02	3.190178e+00
1.000696227071629e-02	3.190049e+00
1.000738467294730e-02	3.189887e+00
1.000779044929964e-02	3.189690e+00
1.000814831101897e-02	3.189481e+00
1.000850556462690e-02	3.189239e+00
1.000889365704859e-02	3.188935e+00
1.000926262234932e-02	3.188603e+00
1.000977244895981e-02	3.188070e+00
1.001023451231165e-02	3.187501e+00
1.001084199806890e-02	3.187062e+00
1.001108571815978e-02	3.191287e+00
1.001132745877632e-02	3.199911e+00
1.001157023792704e-02	3.212502e+00
1.001183210520989e-02	3.230068e+00
1.001211003372552e-02	3.252785e+00
1.001241780905362e-02	3.282401e+00
1.001276997227534e-02	3.321553e+00
1.001318643392790e-02	3.374565e+00
1.001370274435933e-02	3.449734e+00
1.001437919933051e-02	3.563350e+00
1.001532053360203e-02	3.749270e+00
1.001569689176274e-02	3.828550e+00
1.001591825065726e-02	3.874083e+00
1.001604566768468e-02	3.899608e+00
1.001615545066688e-02	3.920763e+00
1.001626734816154e-02	3.941038e+00
1.001638252072214e-02	3.960199e+00
1.001649741723307e-02	3.977671e+00
1.001661938647707e-02	3.994806e+00
1.001674947808205e-02	4.011966e+00
1.001689208136788e-02	4.029896e+00
1.001705424313736e-02	4.049572e+00
1.001724467289901e-02	4.072076e+00
1.001747863489083e-02	4.099216e+00
1.001778156176051e-02	4.133924e+00
1.001819858029392e-02	4.181419e+00
1.001881822545522e-02	4.252054e+00
1.001982651681588e-02	4.368413e+00
1.002042363526916e-02	4.440487e+00
1.002069964389541e-02	4.486283e+00
1.002073845731822e-02	4.494496e+00
1.002075197531532e-02	4.497340e+00
1.002076169684032e-02	4.499360e+00
1.002076547585137e-02	4.500149e+00
1.002076791641857e-02	4.500654e+00
1.002076924826749e-02	4.500931e+00
1.002077002827035e-02	4.501092e+00
1.002077048481071e-02	4.501187e+00
1.002077080100730e-02	4.501252e+00
1.002077103463854e-02	4.501301e+00
1.002077125610054e-02	4.501347e+00
1.002077148361312e-02	4.501393e+00
1.002077171820429e-02	4.501442e+00
1.002077195492604e-02	4.501491e+00
1.002077220156084e-02	4.501542e+00
1.002077245896005e-02	4.501595e+00
1.002077273146768e-02	4.501652e+00
1.002077302625395e-02	4.501713e+00
1.002077335132610e-02	4.501780e+00
1.002077372008640e-02	4.501856e+00
1.002077415250422e-02	4.501946e+00
1.002077468018118e-02	4.502054e+00
1.002077535676125e-02	4.502194e+00
1.002077627758436e-02	4.502385e+00
1.002077762541817e-02	4.502662e+00
1.002077978135268e-02	4.503107e+00
1.002078362307742e-02	4.503898e+00
1.002079130652692e-02	4.505475e+00
1.002080667342590e-02	4.508611e+00
1.002082828156551e-02	4.512979e+00
1.002085063325748e-02	4.517449e+00
1.002087950702171e-02	4.523152e+00
1.002091641842154e-02	4.530335e+00
1.002096790533012e-02	4.540169e+00
1.002104232592258e-02	4.554046e+00
1.002116915719893e-02	4.576924e+00
1.002141471893978e-02	4.619121e+00
1.002182763367471e-02	4.685665e+00
1.002239418587975e-02	4.768516e+00
1.002277634034952e-02	4.807510e+00
1.002317491741585e-02	4.833282e+00
1.002361655289606e-02	4.861568e+00
1.002407741354647e-02	4.891603e+00
1.002483057033039e-02	4.940137e+00
1.002563300570840e-02	4.988755e+00
1.002723787646444e-02	5.043799e+00
1.002863601084571e-02	5.077946e+00
1.003011572285425e-02	5.113384e+00
1.003183698134039e-02	5.153978e+00
1.003374659971341e-02	5.177589e+00
1.003429807822742e-02	5.135267e+00
1.003474418453120e-02	5.095290e+00
1.003519249151701e-02	5.053263e+00
1.003563610499517e-02	5.010674e+00
1.003614206050664e-02	4.961420e+00
1.003666300084371e-02	4.910167e+00
1.003713608733598e-02	4.863304e+00
1.003770644798429e-02	4.806441e+00
1.003833785914356e-02	4.743108e+00
1.003919647417625e-02	4.656283e+00
1.004027424851873e-02	4.545905e+00
1.004121955783272e-02	4.447050e+00
1.004212310307322e-02	4.348896e+00
1.004316488367151e-02	4.218717e+00
1.004362593567247e-02	4.115237e+00
1.004376147493231e-02	4.066825e+00
1.004381826143044e-02	4.045426e+00
1.004386792120913e-02	4.026730e+00
1.004391602488325e-02	4.008356e+00
1.004396889884669e-02	3.988266e+00
1.004401672798994e-02	3.969921e+00
1.004407147295463e-02	3.949019e+00
1.004412363839750e-02	3.928965e+00
1.004417937648248e-02	3.907602e+00
1.004423686123678e-02	3.885451e+00
1.004429713641750e-02	3.862262e+00
1.004436132834624e-02	3.837459e+00
1.004443044709843e-02	3.810763e+00
1.004450618470720e-02	3.781401e+00
1.004459115490392e-02	3.748435e+00
1.004468887821374e-02	3.710384e+00
1.004480515123289e-02	3.665019e+00
1.004494916662613e-02	3.608596e+00
1.004513661422916e-02	3.534873e+00
1.004539599034921e-02	3.432240e+00
1.004578271532569e-02	3.278043e+00
1.004641458223805e-02	3.023144e+00
1.004667370496014e-02	2.917866e+00
1.004682037375227e-02	2.858873e+00
1.004690982531862e-02	2.824055e+00
1.004699776443687e-02	2.791436e+00
1.004711120380421e-02	2.754194e+00
1.004722094013400e-02	2.725006e+00
1.004737909152284e-02	2.694105e+00
1.004757933875659e-02	2.668415e+00
1.004784971549316e-02	2.647249e+00
1.004811655864370e-02	2.634621e+00
1.004836692669399e-02	2.627226e+00
1.004854208593706e-02	2.623876e+00
1.004866578259046e-02	2.622254e+00
1.004875032195129e-02	2.621485e+00
1.004881000076840e-02	2.621102e+00
1.004886833942109e-02	2.620869e+00
1.004894612839766e-02	2.620699e+00
1.004901675249421e-02	2.620636e+00
1.004909370427440e-02	2.620599e+00
1.004918801320850e-02	2.620588e+00
1.004929200689342e-02	2.620581e+00
1.004942080747579e-02	2.620587e+00
1.004958461395868e-02	2.620589e+00
1.004980180864340e-02	2.620599e+00
1.005011542344455e-02	2.620605e+00
1.005060241698124e-02	2.620620e+00
1.005125857373456e-02	2.620623e+00
1.005201784030985e-02	2.620588e+00
1.005267798923950e-02	2.620464e+00
1.005315934145544e-02	2.620431e+00
1.005373454744536e-02	2.620450e+00
1.005398204513420e-02	2.620454e+00
1.005428447923504e-02	2.620457e+00
1.005451575420459e-02	2.620464e+00
1.005477942932331e-02	2.620465e+00
1.005503544551363e-02	2.620472e+00
1.005532233078850e-02	2.620473e+00
1.005563721140145e-02	2.620481e+00
1.005600841126037e-02	2.620483e+00
1.005644458596594e-02	2.620492e+00
1.005698578610854e-02	2.620495e+00
1.005762697054517e-02	2.620506e+00
1.005844042211611e-02	2.620511e+00
1.005947389140533e-02	2.620524e+00
1.006048685800629e-02	2.620529e+00
1.006146551639538e-02	2.620539e+00
1.006258151453882e-02	2.620543e+00
1.006392236478122e-02	2.620553e+00
1.006555729148752e-02	2.620557e+00
1.006756574912474e-02	2.620567e+00
1.007015648231977e-02	2.620571e+00
1.007368682637858e-02	2.620581e+00
1.007898786784556e-02	2.620583e+00
1.008520994428171e-02	2.620589e+00
1.009304257636329e-02	2.620588e+00
1.010249916070860e-02	2.620592e+00
1.011249916070860e-02	2.620588e+00
1.012249916070860e-02	2.620591e+00
1.013249916070860e-02	2.620588e+00
1.014249916070860e-02	2.620591e+00
1.015249916070860e-02	2.620588e+00
1.016249916070860e-02	2.620590e+00
1.017249916070860e-02	2.620587e+00
1.018249916070860e-02	2.626259e+00
1.019249916070860e-02	2.649929e+00
1.019768569754547e-02	2.673050e+00
1.020166739148049e-02	2.697746e+00
1.020686458607779e-02	2.739308e+00
1.021019400744335e-02	2.769043e+00
1.021281586289011e-02	2.793389e+00
1.021537814824906e-02	2.816928e+00
1.021802453066267e-02	2.841332e+00
1.022120462574515e-02	2.869806e+00
1.022556354117767e-02	2.908125e+00
1.023144106111998e-02	2.957321e+00
1.024100344192625e-02	3.032684e+00
1.025100344192625e-02	3.103650e+00
1.026100344192625e-02	3.135187e+00
1.027100344192625e-02	3.149071e+00
1.028100344192625e-02	3.157377e+00
1.029100344192625e-02	3.162856e+00
1.030100344192625e-02	3.166880e+00
1.031100344192625e-02	3.169862e+00
1.032100344192625e-02	3.172257e+00
1.033100344192625e-02	3.174133e+00
1.034100344192625e-02	3.175733e+00
1.035100344192625e-02	3.177021e+00
1.036100344192625e-02	3.178166e+00
1.037100344192625e-02	3.179104e+00
1.038100344192625e-02	3.179965e+00
1.039100344192625e-02	3.180675e+00
1.040100344192625e-02	3.181346e+00
1.041100344192625e-02	3.181901e+00
1.042100344192625e-02	3.182440e+00
1.043100344192625e-02	3.182884e+00
1.044100344192625e-02	3.183325e+00
1.045100344192625e-02	3.183687e+00
1.046100344192625e-02	3.184055e+00
1.047100344192625e-02	3.184355e+00
1.048100344192625e-02	3.184667e+00
1.049100344192625e-02	3.184918e+00
1.050100344192625e-02	3.185186e+00
1.051100344192625e-02	3.185399e+00
1.052100344192625e-02	3.185631e+00
1.053100344192625e-02	3.185812e+00
1.054100344192625e-02	3.186016e+00
1.055100344192625e-02	3.186172e+00
1.056100344192625e-02	3.186352e+00
1.057100344192625e-02	3.186487e+00
1.058100344192625e-02	3.186646e+00
1.059100344192625e-02	3.186764e+00
1.060100344192625e-02	3.186907e+00
1.061100344192625e-02	3.187010e+00
1.062100344192625e-02	3.187138e+00
1.063100344192625e-02	3.187229e+00
1.064100344192625e-02	3.187345e+00
1.065100344192625e-02	3.187424e+00
1.066100344192625e-02	3.187530e+00
1.067100344192625e-02	3.187600e+00
1.068100344192625e-02	3.187696e+00
1.069100344192625e-02	3.187758e+00
1.070100344192625e-02	3.187846e+00
1.071100344192625e-02	3.187901e+00
1.072100344192625e-02	3.187982e+00
1.073100344192625e-02	3.188030e+00
1.074100344192625e-02	3.188106e+00
1.075100344192625e-02	3.188148e+00
1.076100344192625e-02	3.188218e+00
1.077100344192625e-02	3.188256e+00
1.078100344192625e-02	3.188320e+00
1.079100344192625e-02	3.188354e+00
1.080100344192625e-02	3.188414e+00
1.081100344192625e-02	3.188443e+00
1.082100344192625e-02	3.188500e+00
1.083100344192625e-02	3.188526e+00
1.084100344192625e-02	3.188578e+00
1.085100344192625e-02	3.188601e+00
1.086100344192625e-02	3.188651e+00
1.087100344192625e-02	3.188670e+00
1.088100344192625e-02	3.188717e+00
1.089100344192625e-02	3.188734e+00
1.090100344192625e-02	3.188779e+00
1.091100344192625e-02	3.188793e+00
1.092100344192625e-02	3.188835e+00
1.093100344192625e-02	3.188848e+00
1.094100344192625e-02	3.188887e+00
1.095100344192625e-02	3.188898e+00
1.096100344192625e-02	3.188936e+00
1.097100344192625e-02	3.188944e+00
1.098100344192625e-02	3.188980e+00
1.099100344192625e-02	3.188987e+00
1.100100344192625e-02	3.189022e+00
1.101100344192625e-02	3.189027e+00
1.102100344192625e-02	3.189059e+00
1.103100344192625e-02	3.189064e+00
1.104100344192625e-02	3.189095e+00
1.105100344192625e-02	3.189098e+00
1.106100344192625e-02	3.189128e+00
1.107100344192625e-02	3.189130e+00
1.108100344192625e-02	3.189159e+00
1.109100344192625e-02	3.189160e+00
1.110100344192625e-02	3.189188e+00
1.111100344192625e-02	3.189188e+00
1.112100344192625e-02	3.189214e+00
1.113100344192625e-02	3.189213e+00
1.114100344192625e-02	3.189239e+00
1.115100344192625e-02	3.189237e+00
1.116100344192625e-02	3.189262e+00
1.117100344192625e-02	3.189259e+00
1.118100344192625e-02	3.189283e+00
1.119100344192625e-02	3.189280e+00
1.120100344192625e-02	3.189303e+00
1.121100344192625e-02	3.189299e+00
1.122100344192625e-02	3.189322e+00
1.123100344192625e-02	3.189317e+00
1.124100344192625e-02	3.189339e+00
1.125100344192625e-02	3.189334e+00
1.126100344192625e-02	3.189355e+00
1.127100344192625e-02	3.189350e+00
1.128100344192625e-02	3.189370e+00
1.129100344192625e-02	3.189364e+00
1.130100344192625e-02	3.189385e+00
1.131100344192625e-02	3.189378e+00
1.132100344192625e-02	3.189398e+00
1.133100344192625e-02	3.189391e+00
1.134100344192625e-02	3.189410e+00
1.135100344192625e-02	3.189403e+00
1.136100344192625e-02	3.189422e+00
1.137100344192625e-02	3.189414e+00
1.138100344192625e-02	3.189432e+00
1.139100344192625e-02	3.189424e+00
1.140100344192625e-02	3.189443e+00
1.141100344192625e-02	3.189434e+00
1.142100344192625e-02	3.189452e+00
1.143100344192625e-02	3.189443e+00
1.144100344192625e-02	3.189461e+00
1.145100344192625e-02	3.189451e+00
1.146100344192625e-02	3.189469e+00
1.147100344192625e-02	3.189460e+00
1.148100344192625e-02	3.189476e+00
1.149100344192625e-02	3.189467e+00
1.150100344192625e-02	3.189484e+00
1.151100344192625e-02	3.189474e+00
1.152100344192625e-02	3.189490e+00
1.153100344192625e-02	3.189480e+00
1.154100344192625e-02	3.189497e+00
1.155100344192625e-02	3.189486e+00
1.156100344192625e-02	3.189503e+00
1.157100344192625e-02	3.189492e+00
1.158100344192625e-02	3.189508e+00
1.159100344192625e-02	3.189498e+00
1.160100344192625e-02	3.189513e+00
1.161100344192625e-02	3.189502e+00
1.162100344192625e-02	3.189518e+00
1.163100344192625e-02	3.189507e+00
1.164100344192625e-02	3.189523e+00
1.165100344192625e-02	3.189511e+00
1.166100344192625e-02	3.189527e+00
1.167100344192625e-02	3.189516e+00
1.168100344192625e-02	3.189531e+00
1.169100344192625e-02	3.189520e+00
1.170100344192625e-02	3.189535e+00
1.171100344192625e-02	3.189523e+00
1.172100344192625e-02	3.189538e+00
1.173100344192625e-02	3.189526e+00
1.174100344192625e-02	3.189541e+00
1.175100344192625e-02	3.189529e+00
1.176100344192625e-02	3.189544e+00
1.177100344192625e-02	3.189533e+00
1.178100344192625e-02	3.189547e+00
1.179100344192625e-02	3.189535e+00
1.180100344192625e-02	3.189550e+00
1.181100344192625e-02	3.189538e+00
1.182100344192625e-02	3.189552e+00
1.183100344192625e-02	3.189540e+00
1.184100344192625e-02	3.189555e+00
1.185100344192625e-02	3.189543e+00
1.186100344192625e-02	3.189557e+00
1.187100344192625e-02	3.189545e+00
1.188100344192625e-02	3.189559e+00
1.189100344192625e-02	3.189547e+00
1.190100344192625e-02	3.189561e+00
1.191100344192625e-02	3.189549e+00
1.192100344192625e-02	3.189563e+00
1.193100344192625e-02	3.189551e+00
1.194100344192625e-02	3.189564e+00
1.195100344192625e-02	3.189552e+00
1.196100344192625e-02	3.189566e+00
1.197100344192625e-02	3.189554e+00
1.198100344192625e-02	3.189567e+00
1.199100344192625e-02	3.189555e+00
1.200100344192625e-02	3.189569e+00
1.201100344192625e-02	3.189557e+00
1.202100344192625e-02	3.189570e+00
1.203100344192625e-02	3.189558e+00
1.204100344192625e-02	3.189572e+00
1.205100344192625e-02	3.189559e+00
1.206100344192625e-02	3.189573e+00
1.207100344192625e-02	3.189560e+00
1.208100344192625e-02	3.189574e+00
1.209100344192625e-02	3.189561e+00
1.210100344192625e-02	3.189575e+00
1.211100344192625e-02	3.189562e+00
1.212100344192625e-02	3.189576e+00
1.213100344192625e-02	3.189563e+00
1.214100344192625e-02	3.189577e+00
1.215100344192625e-02	3.189564e+00
1.216100344192625e-02	3.189578e+00
1.217100344192625e-02	3.189564e+00
1.218100344192625e-02	3.189578e+00
1.219100344192625e-02	3.189566e+00
1.220100344192625e-02	3.189579e+00
1.221100344192625e-02	3.189566e+00
1.222100344192625e-02	3.189580e+00
1.223100344192625e-02	3.189567e+00
1.224100344192625e-02	3.189580e+00
1.225100344192625e-02	3.189568e+00
1.226100344192625e-02	3.189581e+00
1.227100344192625e-02	3.189568e+00
1.228100344192625e-02	3.189581e+00
1.229100344192625e-02	3.189569e+00
1.230100344192625e-02	3.189582e+00
1.231100344192625e-02	3.189569e+00
1.232100344192625e-02	3.189583e+00
1.233100344192625e-02	3.189570e+00
1.234100344192625e-02	3.189583e+00
1.235100344192625e-02	3.189570e+00
1.236100344192625e-02	3.189583e+00
1.237100344192625e-02	3.189571e+00
1.238100344192625e-02	3.189584e+00
1.239100344192625e-02	3.189571e+00
1.240100344192625e-02	3.189584e+00
1.241100344192625e-02	3.189571e+00
1.242100344192625e-02	3.189584e+00
1.243100344192625e-02	3.189572e+00
1.244100344192625e-02	3.189585e+00
1.245100344192625e-02	3.189572e+00
1.246100344192625e-02	3.189585e+00
1.247100344192625e-02	3.189572e+00
1.248100344192625e-02	3.189585e+00
1.249100344192625e-02	3.189573e+00
1.250100344192625e-02	3.189586e+00
1.251100344192625e-02	3.189573e+00
1.252100344192625e-02	3.189586e+00
1.253100344192625e-02	3.189573e+00
1.254100344192625e-02	3.189586e+00
1.255100344192625e-02	3.189573e+00
1.256100344192625e-02	3.189586e+00
1.257100344192625e-02	3.189574e+00
1.258100344192625e-02	3.189587e+00
1.259100344192625e-02	3.189574e+00
1.260100344192625e-02	3.189587e+00
1.261100344192625e-02	3.189574e+00
1.262100344192625e-02	3.189587e+00
1.263100344192625e-02	3.189574e+00
1.264100344192625e-02	3.189587e+00
1.265100344192625e-02	3.189574e+00
1.266100344192625e-02	3.189587e+00
1.267100344192625e-02	3.189574e+00
1.268100344192625e-02	3.189588e+00
1.269100344192625e-02	3.189574e+00
1.270100344192625e-02	3.189588e+00
1.271100344192625e-02	3.189575e+00
1.272100344192625e-02	3.189588e+00
1.273100344192625e-02	3.189575e+00
1.274100344192625e-02	3.189588e+00
1.275100344192625e-02	3.189575e+00
1.276100344192625e-02	3.189588e+00
1.277100344192625e-02	3.189575e+00
1.278100344192625e-02	3.189588e+00
1.279100344192625e-02	3.189575e+00
1.280100344192625e-02	3.189588e+00
1.281100344192625e-02	3.189575e+00
1.282100344192625e-02	3.189588e+00
1.283100344192625e-02	3.189575e+00
1.284100344192625e-02	3.189589e+00
1.285100344192625e-02	3.189575e+00
1.286100344192625e-02	3.189589e+00
1.287100344192625e-02	3.189575e+00
1.288100344192625e-02	3.189589e+00
1.289100344192625e-02	3.189576e+00
1.290100344192625e-02	3.189589e+00
1.291100344192625e-02	3.189576e+00
1.292100344192625e-02	3.189589e+00
1.293100344192625e-02	3.189576e+00
1.294100344192625e-02	3.189589e+00
1.295100344192625e-02	3.189576e+00
1.296100344192625e-02	3.189589e+00
1.297100344192625e-02	3.189576e+00
1.298100344192625e-02	3.189589e+00
1.299100344192625e-02	3.189576e+00
1.300100344192625e-02	3.189589e+00
1.301100344192625e-02	3.189576e+00
1.302100344192625e-02	3.189589e+00
1.303100344192625e-02	3.189576e+00
1.304100344192625e-02	3.189589e+00
1.305100344192625e-02	3.189576e+00
1.306100344192625e-02	3.189589e+00
1.307100344192625e-02	3.189576e+00
1.308100344192625e-02	3.189589e+00
1.309100344192625e-02	3.189576e+00
1.310100344192625e-02	3.189589e+00
1.311100344192625e-02	3.189576e+00
1.312100344192625e-02	3.189589e+00
1.313100344192625e-02	3.189576e+00
1.314100344192625e-02	3.189589e+00
1.315100344192625e-02	3.189576e+00
1.316100344192625e-02	3.189589e+00
1.317100344192625e-02	3.189576e+00
1.318100344192625e-02	3.189589e+00
1.319100344192625e-02	3.189576e+00
1.320100344192625e-02	3.189590e+00
1.321100344192625e-02	3.189576e+00
1.322100344192625e-02	3.189590e+00
1.323100344192625e-02	3.189576e+00
1.324100344192625e-02	3.189590e+00
1.325100344192625e-02	3.189576e+00
1.326100344192625e-02	3.189590e+00
1.327100344192625e-02	3.189576e+00
1.328100344192625e-02	3.189590e+00
1.329100344192625e-02	3.189576e+00
1.330100344192625e-02	3.189590e+00
1.331100344192625e-02	3.189576e+00
1.332100344192625e-02	3.189590e+00
1.333100344192625e-02	3.189576e+00
1.334100344192625e-02	3.189590e+00
1.335100344192625e-02	3.189576e+00
1.336100344192625e-02	3.189590e+00
1.337100344192625e-02	3.189577e+00
1.338100344192625e-02	3.189590e+00
1.339100344192625e-02	3.189577e+00
1.340100344192625e-02	3.189590e+00
1.341100344192625e-02	3.189577e+00
1.342100344192625e-02	3.189590e+00
1.343100344192625e-02	3.189577e+00
1.344100344192625e-02	3.189590e+00
1.345100344192625e-02	3.189577e+00
1.346100344192625e-02	3.189590e+00
1.347100344192625e-02	3.189577e+00
1.348100344192625e-02	3.189590e+00
1.349100344192625e-02	3.189577e+00
1.350100344192625e-02	3.189590e+00
1.351100344192625e-02	3.189577e+00
1.352100344192625e-02	3.189590e+00
1.353100344192625e-02	3.189577e+00
1.354100344192625e-02	3.189590e+00
1.355100344192625e-02	3.189577e+00
1.356100344192625e-02	3.189590e+00
1.357100344192625e-02	3.189577e+00
1.358100344192625e-02	3.189590e+00
1.359100344192625e-02	3.189577e+00
1.360100344192625e-02	3.189590e+00
1.361100344192625e-02	3.189577e+00
1.362100344192625e-02	3.189590e+00
1.363100344192625e-02	3.189577e+00
1.364100344192625e-02	3.189590e+00
1.365100344192625e-02	3.189577e+00
1.366100344192625e-02	3.189590e+00
1.367100344192625e-02	3.189577e+00
1.368100344192625e-02	3.189590e+00
1.369100344192625e-02	3.189577e+00
1.370100344192625e-02	3.189590e+00
1.371100344192625e-02	3.189577e+00
1.372100344192625e-02	3.189590e+00
1.373100344192625e-02	3.189577e+00
1.374100344192625e-02	3.189590e+00
1.375100344192625e-02	3.189577e+00
1.376100344192625e-02	3.189590e+00
1.377100344192625e-02	3.189577e+00
1.378100344192625e-02	3.189590e+00
1.379100344192625e-02	3.189577e+00
1.380100344192625e-02	3.189590e+00
1.381100344192625e-02	3.189577e+00
1.382100344192625e-02	3.189590e+00
1.383100344192625e-02	3.189577e+00
1.384100344192625e-02	3.189590e+00
1.385100344192625e-02	3.189577e+00
1.386100344192625e-02	3.189590e+00
1.387100344192625e-02	3.189577e+00
1.388100344192625e-02	3.189590e+00
1.389100344192625e-02	3.189577e+00
1.390100344192625e-02	3.189590e+00
1.391100344192625e-02	3.189577e+00
1.392100344192625e-02	3.189590e+00
1.393100344192625e-02	3.189577e+00
1.394100344192625e-02	3.189590e+00
1.395100344192625e-02	3.189577e+00
1.396100344192625e-02	3.189590e+00
1.397100344192625e-02	3.189577e+00
1.398100344192625e-02	3.189590e+00
1.399100344192625e-02	3.189577e+00
1.400100344192625e-02	3.189590e+00
1.401100344192625e-02	3.189577e+00
1.402100344192625e-02	3.189590e+00
1.403100344192625e-02	3.189577e+00
1.404100344192625e-02	3.189590e+00
1.405100344192625e-02	3.189577e+00
1.406100344192625e-02	3.189590e+00
1.407100344192625e-02	3.189577e+00
1.408100344192625e-02	3.189590e+00
1.409100344192625e-02	3.189577e+00
1.410100344192625e-02	3.189590e+00
1.411100344192625e-02	3.189577e+00
1.412100344192625e-02	3.189590e+00
1.413100344192625e-02	3.189577e+00
1.414100344192625e-02	3.189590e+00
1.415100344192625e-02	3.189577e+00
1.416100344192625e-02	3.189590e+00
1.417100344192625e-02	3.189577e+00
1.418100344192625e-02	3.189590e+00
1.419100344192625e-02	3.189577e+00
1.420100344192625e-02	3.189590e+00
1.421100344192625e-02	3.189577e+00
1.422100344192625e-02	3.189590e+00
1.423100344192625e-02	3.189577e+00
1.424100344192625e-02	3.189590e+00
1.425100344192625e-02	3.189577e+00
1.426100344192625e-02	3.189590e+00
1.427100344192625e-02	3.189577e+00
1.428100344192625e-02	3.189590e+00
1.429100344192625e-02	3.189577e+00
1.430100344192625e-02	3.189590e+00
1.431100344192625e-02	3.189577e+00
1.432100344192625e-02	3.189590e+00
1.433100344192625e-02	3.189577e+00
1.434100344192625e-02	3.189590e+00
1.435100344192625e-02	3.189577e+00
1.436100344192625e-02	3.189590e+00
1.437100344192625e-02	3.189577e+00
1.438100344192625e-02	3.189590e+00
1.439100344192625e-02	3.189577e+00
1.440100344192625e-02	3.189590e+00
1.441100344192625e-02	3.189577e+00
1.442100344192625e-02	3.189590e+00
1.443100344192625e-02	3.189577e+00
1.444100344192625e-02	3.189590e+00
1.445100344192625e-02	3.189577e+00
1.446100344192625e-02	3.189590e+00
1.447100344192625e-02	3.189577e+00
1.448100344192625e-02	3.189590e+00
1.449100344192625e-02	3.189577e+00
1.450100344192625e-02	3.189590e+00
1.451100344192625e-02	3.189577e+00
1.452100344192625e-02	3.189590e+00
1.453100344192625e-02	3.189577e+00
1.454100344192625e-02	3.189590e+00
1.455100344192625e-02	3.189577e+00
1.456100344192625e-02	3.189590e+00
1.457100344192625e-02	3.189577e+00
1.458100344192625e-02	3.189590e+00
1.459100344192625e-02	3.189577e+00
1.460100344192625e-02	3.189590e+00
1.461100344192625e-02	3.189577e+00
1.462100344192625e-02	3.189590e+00
1.463100344192625e-02	3.189577e+00
1.464100344192625e-02	3.189590e+00
1.465100344192625e-02	3.189577e+00
1.466100344192625e-02	3.189590e+00
1.467100344192625e-02	3.189577e+00
1.468100344192625e-02	3.189590e+00
1.469100344192625e-02	3.189577e+00
1.470100344192625e-02	3.189590e+00
1.471100344192625e-02	3.189577e+00
1.472100344192625e-02	3.189590e+00
