config_id,t_s,Icell11_mA,Icell12_mA,Icell21_mA,Icell22_mA,I_RL_mA,V_out_diff_V,E_out_mJ
2.0,0.005636777201000463,-1.6545855,-1.6545855,-0.0001289072,-0.0001289072,3.2996895,3.2996898,0.06535858569668637
2.0,0.005646777201000462,-1.6544906,-1.6544906,-0.00039506392,-0.00039506392,3.2996895,3.2996898,0.06546746522190082
2.0,0.005656777201000463,-1.6545855,-1.6545855,-0.00012890749,-0.00012890749,3.2996895,3.2996898,0.06557634474711525
2.0,0.005666777201000462,-1.6544906,-1.6544906,-0.0003950641,-0.0003950641,3.2996895,3.2996898,0.06568522427232969
2.0,0.005676777201000463,-1.6545855,-1.6545855,-0.00012890778,-0.00012890778,3.2996895,3.2996898,0.06579410379754413
2.0,0.005686777201000462,-1.6544906,-1.6544906,-0.0003950643,-0.0003950643,3.2996895,3.2996898,0.06590298332275857
2.0,0.005696777201000463,-1.6545855,-1.6545855,-0.00012890805,-0.00012890805,3.2996895,3.2996898,0.066011862847973
2.0,0.0057067772010004625,-1.6544906,-1.6544906,-0.00039506448,-0.00039506448,3.2996895,3.2996898,0.06612074237318745
2.0,0.005716777201000463,-1.6545855,-1.6545855,-0.00012890833,-0.00012890833,3.2996895,3.2996898,0.06622962189840188
2.0,0.0057267772010004625,-1.6544906,-1.6544906,-0.0003950646,-0.0003950646,3.2996895,3.2996898,0.06633850142361632
2.0,0.005736777201000463,-1.6545855,-1.6545855,-0.00012890858,-0.00012890858,3.2996895,3.2996898,0.06644738094883076
2.0,0.005746777201000463,-1.6544906,-1.6544906,-0.00039506477,-0.00039506477,3.2996895,3.2996898,0.0665562604740452
2.0,0.005756777201000463,-1.6545855,-1.6545855,-0.00012890884,-0.00012890884,3.2996895,3.2996898,0.06666513999925963
2.0,0.005766777201000463,-1.6544906,-1.6544906,-0.0003950649,-0.0003950649,3.2996895,3.2996898,0.06677401952447408
2.0,0.005776777201000463,-1.6545855,-1.6545855,-0.00012890907,-0.00012890907,3.2996895,3.2996898,0.06688289904968851
2.0,0.005786777201000463,-1.6544906,-1.6544906,-0.00039506506,-0.00039506506,3.2996895,3.2996898,0.06699177857490293
2.0,0.005796777201000462,-1.6545855,-1.6545855,-0.0001289093,-0.0001289093,3.2996895,3.2996898,0.06710065810011738
2.0,0.005806777201000463,-1.6544906,-1.6544906,-0.00039506517,-0.00039506517,3.2996895,3.2996898,0.06720953762533181
2.0,0.005816777201000462,-1.6545855,-1.6545855,-0.00012890954,-0.00012890954,3.2996895,3.2996898,0.06731841715054625
2.0,0.005826777201000463,-1.6544906,-1.6544906,-0.00039506532,-0.00039506532,3.2996895,3.2996898,0.0674272966757607
2.0,0.005836777201000462,-1.6545855,-1.6545855,-0.00012890976,-0.00012890976,3.2996895,3.2996898,0.06753617620097513
2.0,0.005846777201000463,-1.6544906,-1.6544906,-0.00039506544,-0.00039506544,3.2996895,3.2996898,0.06764505572618956
2.0,0.0058567772010004624,-1.6545855,-1.6545855,-0.00012890997,-0.00012890997,3.2996895,3.2996898,0.06775393525140401
2.0,0.005866777201000463,-1.6544906,-1.6544906,-0.00039506555,-0.00039506555,3.2996895,3.2996898,0.06786281477661844
2.0,0.0058767772010004625,-1.6545855,-1.6545855,-0.0001289102,-0.0001289102,3.2996895,3.2996898,0.06797169430183288
2.0,0.005886777201000463,-1.6544906,-1.6544906,-0.00039506564,-0.00039506564,3.2996895,3.2996898,0.06808057382704732
2.0,0.0058967772010004625,-1.6545855,-1.6545855,-0.00012891038,-0.00012891038,3.2996895,3.2996898,0.06818945335226176
2.0,0.005906777201000463,-1.6544906,-1.6544906,-0.00039506573,-0.00039506573,3.2996895,3.2996898,0.06829833287747619
2.0,0.005916777201000463,-1.6545855,-1.6545855,-0.00012891059,-0.00012891059,3.2996895,3.2996898,0.06840721240269064
2.0,0.005926777201000463,-1.6544906,-1.6544906,-0.0003950658,-0.0003950658,3.2996895,3.2996898,0.06851609192790507
2.0,0.005936777201000463,-1.6545855,-1.6545855,-0.00012891077,-0.00012891077,3.2996895,3.2996898,0.06862497145311951
2.0,0.005946777201000463,-1.6544906,-1.6544906,-0.0003950659,-0.0003950659,3.2996895,3.2996898,0.06873385097833395
2.0,0.005956777201000463,-1.6545855,-1.6545855,-0.00012891095,-0.00012891095,3.2996895,3.2996898,0.06884273050354837
2.0,0.005966777201000462,-1.6544906,-1.6544906,-0.000395066,-0.000395066,3.2996895,3.2996898,0.06895161002876281
2.0,0.005976777201000463,-1.6545855,-1.6545855,-0.00012891114,-0.00012891114,3.2996895,3.2996898,0.06906048955397726
2.0,0.005986777201000462,-1.6544906,-1.6544906,-0.00039506608,-0.00039506608,3.2996895,3.2996898,0.06916936907919169
2.0,0.005996777201000463,-1.6545855,-1.6545855,-0.00012891131,-0.00012891131,3.2996895,3.2996898,0.06927824860440612
2.0,0.006006777201000462,-1.6544906,-1.6544906,-0.00039506613,-0.00039506613,3.2996895,3.2996898,0.06938712812962057
2.0,0.006016777201000463,-1.6545855,-1.6545855,-0.00012891147,-0.00012891147,3.2996895,3.2996898,0.069496007654835
2.0,0.0060267772010004625,-1.6544906,-1.6544906,-0.00039506622,-0.00039506622,3.2996895,3.2996898,0.06960488718004944
2.0,0.006036777201000463,-1.6545855,-1.6545855,-0.00012891165,-0.00012891165,3.2996895,3.2996898,0.06971376670526389
2.0,0.0060467772010004625,-1.6544906,-1.6544906,-0.00039506628,-0.00039506628,3.2996895,3.2996898,0.06982264623047832
2.0,0.006056777201000463,-1.6545855,-1.6545855,-0.00012891181,-0.00012891181,3.2996895,3.2996898,0.06993152575569275
2.0,0.0060667772010004626,-1.6544906,-1.6544906,-0.00039506634,-0.00039506634,3.2996895,3.2996898,0.0700404052809072
2.0,0.006076777201000463,-1.6545855,-1.6545855,-0.00012891197,-0.00012891197,3.2996895,3.2996898,0.07014928480612163
2.0,0.006086777201000463,-1.6544906,-1.6544906,-0.0003950664,-0.0003950664,3.2996895,3.2996898,0.07025816433133607
2.0,0.006096777201000463,-1.6545855,-1.6545855,-0.00012891211,-0.00012891211,3.2996895,3.2996898,0.07036704385655052
2.0,0.006106777201000463,-1.6544906,-1.6544906,-0.00039506642,-0.00039506642,3.2996895,3.2996898,0.07047592338176493
2.0,0.006116777201000462,-1.6545855,-1.6545855,-0.00012891226,-0.00012891226,3.2996895,3.2996898,0.07058480290697937
2.0,0.006126777201000463,-1.6544906,-1.6544906,-0.00039506648,-0.00039506648,3.2996895,3.2996898,0.07069368243219382
2.0,0.006136777201000462,-1.6545855,-1.6545855,-0.00012891242,-0.00012891242,3.2996895,3.2996898,0.07080256195740825
2.0,0.006146777201000463,-1.6544906,-1.6544906,-0.00039506654,-0.00039506654,3.2996895,3.2996898,0.07091144148262268
2.0,0.006156777201000462,-1.6545855,-1.6545855,-0.00012891256,-0.00012891256,3.2996895,3.2996898,0.07102032100783713
2.0,0.006166777201000463,-1.6544906,-1.6544906,-0.00039506657,-0.00039506657,3.2996895,3.2996898,0.07112920053305156
2.0,0.006176777201000462,-1.6545855,-1.6545855,-0.00012891268,-0.00012891268,3.2996895,3.2996898,0.071238080058266
2.0,0.006186777201000463,-1.6544906,-1.6544906,-0.0003950666,-0.0003950666,3.2996895,3.2996898,0.07134695958348045
2.0,0.0061967772010004625,-1.6545855,-1.6545855,-0.00012891283,-0.00012891283,3.2996895,3.2996898,0.07145583910869488
2.0,0.006206777201000463,-1.6544906,-1.6544906,-0.00039506663,-0.00039506663,3.2996895,3.2996898,0.07156471863390931
2.0,0.0062167772010004625,-1.6545855,-1.6545855,-0.00012891296,-0.00012891296,3.2996895,3.2996898,0.07167359815912376
2.0,0.006226777201000463,-1.6544906,-1.6544906,-0.00039506666,-0.00039506666,3.2996895,3.2996898,0.0717824776843382
2.0,0.006236777201000463,-1.6545855,-1.6545855,-0.00012891309,-0.00012891309,3.2996895,3.2996898,0.07189135720955263
2.0,0.006246777201000463,-1.6544906,-1.6544906,-0.0003950667,-0.0003950667,3.2996895,3.2996898,0.07200023673476708
2.0,0.006256777201000463,-1.6545855,-1.6545855,-0.00012891322,-0.00012891322,3.2996895,3.2996898,0.07210911625998151
2.0,0.006266777201000463,-1.6544906,-1.6544906,-0.00039506672,-0.00039506672,3.2996895,3.2996898,0.07221799578519594
2.0,0.006276777201000463,-1.6545855,-1.6545855,-0.00012891334,-0.00012891334,3.2996895,3.2996898,0.07232687531041038
2.0,0.006286777201000462,-1.6544906,-1.6544906,-0.00039506675,-0.00039506675,3.2996895,3.2996898,0.07243575483562481
2.0,0.006296777201000463,-1.6545855,-1.6545855,-0.00012891345,-0.00012891347,3.2996895,3.2996898,0.07254463436083924
2.0,0.006306777201000462,-1.6544906,-1.6544906,-0.00039506677,-0.00039506677,3.2996895,3.2996898,0.07265351388605369
2.0,0.006316777201000463,-1.6545855,-1.6545855,-0.00012891358,-0.00012891358,3.2996895,3.2996898,0.07276239341126813
2.0,0.006326777201000462,-1.6544906,-1.6544906,-0.00039506677,-0.00039506677,3.2996895,3.2996898,0.07287127293648256
2.0,0.006336777201000463,-1.6545855,-1.6545855,-0.0001289137,-0.0001289137,3.2996895,3.2996898,0.072980152461697
2.0,0.006346777201000462,-1.6544906,-1.6544906,-0.0003950668,-0.0003950668,3.2996895,3.2996898,0.07308903198691144
2.0,0.006356777201000463,-1.6545855,-1.6545855,-0.00012891382,-0.00012891382,3.2996895,3.2996898,0.07319791151212587
2.0,0.0063667772010004625,-1.6544906,-1.6544906,-0.0003950668,-0.0003950668,3.2996895,3.2996898,0.07330679103734032
2.0,0.006376777201000463,-1.6545855,-1.6545855,-0.00012891392,-0.00012891392,3.2996895,3.2996898,0.07341567056255476
2.0,0.0063867772010004625,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07352455008776919
2.0,0.006396777201000463,-1.6545855,-1.6545855,-0.00012891403,-0.00012891403,3.2996895,3.2996898,0.07363342961298364
2.0,0.006406777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07374230913819807
2.0,0.006416777201000463,-1.6545855,-1.6545855,-0.00012891414,-0.00012891414,3.2996895,3.2996898,0.0738511886634125
2.0,0.006426777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07396006818862694
2.0,0.006436777201000462,-1.6545855,-1.6545855,-0.00012891425,-0.00012891425,3.2996895,3.2996898,0.07406894771384137
2.0,0.006446777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07417782723905582
2.0,0.006456777201000462,-1.6545855,-1.6545855,-0.00012891435,-0.00012891435,3.2996895,3.2996898,0.07428670676427025
2.0,0.006466777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07439558628948469
2.0,0.006476777201000462,-1.6545855,-1.6545855,-0.00012891446,-0.00012891446,3.2996895,3.2996898,0.07450446581469913
2.0,0.006486777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07461334533991357
2.0,0.006496777201000462,-1.6545855,-1.6545855,-0.00012891454,-0.00012891454,3.2996895,3.2996898,0.074722224865128
2.0,0.006506777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07483110439034245
2.0,0.0065167772010004624,-1.6545855,-1.6545855,-0.00012891465,-0.00012891465,3.2996895,3.2996898,0.07493998391555688
2.0,0.006526777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.07504886344077132
2.0,0.0065367772010004625,-1.6545855,-1.6545855,-0.00012891475,-0.00012891475,3.2996895,3.2996898,0.07515774296598576
2.0,0.006546777201000463,-1.6544906,-1.6544906,-0.00039506683,-0.00039506683,3.2996895,3.2996898,0.0752666224912002
2.0,0.0065567772010004625,-1.6545855,-1.6545855,-0.00012891483,-0.00012891483,3.2996895,3.2996898,0.07537550201641463
2.0,0.006566777201000463,-1.6544906,-1.6544906,-0.0003950668,-0.0003950668,3.2996895,3.2996898,0.07548438154162908
2.0,0.006576777201000463,-1.6545855,-1.6545855,-0.00012891494,-0.00012891494,3.2996895,3.2996898,0.07559326106684351
2.0,0.006586777201000463,-1.6544906,-1.6544906,-0.0003950668,-0.0003950668,3.2996895,3.2996898,0.07570214059205795
2.0,0.006596777201000463,-1.6545855,-1.6545855,-0.00012891502,-0.00012891502,3.2996895,3.2996898,0.07581102011727238
2.0,0.006606777201000462,-1.6544906,-1.6544906,-0.0003950668,-0.0003950668,3.2996895,3.2996898,0.07591989964248681
2.0,0.006616777201000463,-1.6545855,-1.6545855,-0.00012891511,-0.00012891511,3.2996895,3.2996898,0.07602877916770125
2.0,0.006626777201000462,-1.6544906,-1.6544906,-0.00039506677,-0.00039506677,3.2996895,3.2996898,0.0761376586929157
2.0,0.006636777201000463,-1.6545855,-1.6545855,-0.0001289152,-0.0001289152,3.2996895,3.2996898,0.07624653821813013
2.0,0.006646777201000462,-1.6544906,-1.6544906,-0.00039506677,-0.00039506677,3.2996895,3.2996898,0.07635541774334456
2.0,0.006656777201000463,-1.6545855,-1.6545855,-0.00012891529,-0.00012891529,3.2996895,3.2996898,0.07646429726855901
2.0,0.006666777201000462,-1.6544906,-1.6544906,-0.00039506677,-0.00039506677,3.2996895,3.2996898,0.07657317679377344
2.0,0.006676777201000463,-1.6545855,-1.6545855,-0.00012891537,-0.00012891537,3.2996895,3.2996898,0.07668205631898788
2.0,0.0066867772010004625,-1.6544906,-1.6544906,-0.00039506675,-0.00039506675,3.2996895,3.2996898,0.07679093584420232
2.0,0.006696777201000463,-1.6545855,-1.6545855,-0.00012891546,-0.00012891546,3.2996895,3.2996898,0.07689981536941676
2.0,0.0067067772010004625,-1.6544906,-1.6544906,-0.00039506672,-0.00039506672,3.2996895,3.2996898,0.07700869489463119
2.0,0.006716777201000463,-1.6545855,-1.6545855,-0.00012891555,-0.00012891555,3.2996895,3.2996898,0.07711757441984564
2.0,0.0067267772010004626,-1.6544906,-1.6544906,-0.00039506672,-0.00039506672,3.2996895,3.2996898,0.07722645394506007
2.0,0.006736777201000463,-1.6545855,-1.6545855,-0.00012891564,-0.00012891564,3.2996895,3.2996898,0.0773353334702745
2.0,0.006746777201000463,-1.6544906,-1.6544906,-0.0003950667,-0.0003950667,3.2996895,3.2996898,0.07744421299548894
2.0,0.006756777201000462,-1.6545855,-1.6545855,-0.00012891572,-0.00012891572,3.2996895,3.2996898,0.07755309252070337
2.0,0.006766777201000463,-1.6544906,-1.6544906,-0.00039506666,-0.00039506666,3.2996895,3.2996898,0.07766197204591781
2.0,0.006776777201000462,-1.6545855,-1.6545855,-0.00012891578,-0.00012891578,3.2996895,3.2996898,0.07777085157113225
2.0,0.006786777201000463,-1.6544906,-1.6544906,-0.00039506666,-0.00039506666,3.2996895,3.2996898,0.07787973109634669
2.0,0.006796777201000462,-1.6545855,-1.6545855,-0.00012891587,-0.00012891587,3.2996895,3.2996898,0.07798861062156112
2.0,0.006806777201000463,-1.6544906,-1.6544906,-0.00039506663,-0.00039506663,3.2996895,3.2996898,0.07809749014677557
2.0,0.006816777201000462,-1.6545855,-1.6545855,-0.00012891596,-0.00012891596,3.2996895,3.2996898,0.07820636967199
2.0,0.006826777201000463,-1.6544906,-1.6544906,-0.0003950666,-0.0003950666,3.2996895,3.2996898,0.07831524919720444
2.0,0.006836777201000462,-1.6545855,-1.6545855,-0.00012891603,-0.00012891603,3.2996895,3.2996898,0.07842412872241888
2.0,0.006846777201000463,-1.6544906,-1.6544906,-0.00039506657,-0.00039506657,3.2996895,3.2996898,0.07853300824763332
2.0,0.0068567772010004625,-1.6545855,-1.6545855,-0.0001289161,-0.0001289161,3.2996895,3.2996898,0.07864188777284775
2.0,0.006866777201000463,-1.6544906,-1.6544906,-0.00039506657,-0.00039506657,3.2996895,3.2996898,0.0787507672980622
2.0,0.0068767772010004625,-1.6545855,-1.6545855,-0.00012891619,-0.00012891619,3.2996895,3.2996898,0.07885964682327663
2.0,0.006886777201000463,-1.6544906,-1.6544906,-0.00039506654,-0.00039506654,3.2996895,3.2996898,0.07896852634849107
2.0,0.006896777201000463,-1.6545855,-1.6545855,-0.00012891626,-0.00012891626,3.2996895,3.2996898,0.07907740587370551
2.0,0.006906777201000463,-1.6544906,-1.6544906,-0.0003950665,-0.0003950665,3.2996895,3.2996898,0.07918628539891995
2.0,0.006916777201000463,-1.6545855,-1.6545855,-0.00012891632,-0.00012891632,3.2996895,3.2996898,0.07929516492413437
2.0,0.006926777201000462,-1.6544906,-1.6544906,-0.00039506648,-0.00039506648,3.2996895,3.2996898,0.07940404444934882
2.0,0.006936777201000463,-1.6545855,-1.6545855,-0.0001289164,-0.0001289164,3.2996895,3.2996898,0.07951292397456325
2.0,0.006946777201000462,-1.6544906,-1.6544906,-0.00039506645,-0.00039506645,3.2996895,3.2996898,0.07962180349977768
2.0,0.006956777201000463,-1.6545855,-1.6545855,-0.00012891648,-0.00012891648,3.2996895,3.2996898,0.07973068302499213
2.0,0.006966777201000462,-1.6544906,-1.6544906,-0.00039506642,-0.00039506642,3.2996895,3.2996898,0.07983956255020656
2.0,0.006976777201000463,-1.6545855,-1.6545855,-0.00012891655,-0.00012891655,3.2996895,3.2996898,0.079948442075421
2.0,0.006986777201000462,-1.6544906,-1.6544906,-0.0003950664,-0.0003950664,3.2996895,3.2996898,0.08005732160063544
2.0,0.006996777201000463,-1.6545855,-1.6545855,-0.00012891662,-0.00012891662,3.2996895,3.2996898,0.08016620112584988
2.0,0.007006777201000462,-1.6544906,-1.6544906,-0.00039506637,-0.00039506637,3.2996895,3.2996898,0.08027508065106431
2.0,0.007016777201000463,-1.6545855,-1.6545855,-0.0001289167,-0.0001289167,3.2996895,3.2996898,0.08038396017627876
2.0,0.0070267772010004625,-1.6544906,-1.6544906,-0.00039506634,-0.00039506634,3.2996895,3.2996898,0.0804928397014932
2.0,0.007036777201000463,-1.6545855,-1.6545855,-0.00012891677,-0.00012891677,3.2996895,3.2996898,0.08060171922670763
2.0,0.0070467772010004625,-1.6544906,-1.6544906,-0.0003950663,-0.0003950663,3.2996895,3.2996898,0.08071059875192207
2.0,0.007056777201000463,-1.6545855,-1.6545855,-0.00012891684,-0.00012891684,3.2996895,3.2996898,0.08081947827713651
2.0,0.007066777201000463,-1.6544906,-1.6544906,-0.00039506625,-0.00039506625,3.2996895,3.2996898,0.08092835780235093
2.0,0.007076777201000462,-1.6545855,-1.6545855,-0.0001289169,-0.0001289169,3.2996895,3.2996898,0.08103723732756538
2.0,0.007086777201000463,-1.6544906,-1.6544906,-0.00039506622,-0.00039506622,3.2996895,3.2996898,0.08114611685277981
2.0,0.007096777201000462,-1.6545855,-1.6545855,-0.00012891696,-0.00012891696,3.2996895,3.2996898,0.08125499637799424
2.0,0.007106777201000463,-1.6544906,-1.6544906,-0.0003950662,-0.0003950662,3.2996895,3.2996898,0.08136387590320869
2.0,0.007116777201000462,-1.6545855,-1.6545855,-0.00012891703,-0.00012891703,3.2996895,3.2996898,0.08147275542842312
2.0,0.007126777201000463,-1.6544906,-1.6544906,-0.00039506616,-0.00039506616,3.2996895,3.2996898,0.08158163495363756
2.0,0.007136777201000462,-1.6545855,-1.6545855,-0.0001289171,-0.0001289171,3.2996895,3.2996898,0.081690514478852
2.0,0.007146777201000463,-1.6544906,-1.6544906,-0.00039506613,-0.00039506613,3.2996895,3.2996898,0.08179939400406644
2.0,0.007156777201000462,-1.6545855,-1.6545855,-0.00012891716,-0.00012891716,3.2996895,3.2996898,0.08190827352928087
2.0,0.007166777201000463,-1.6544906,-1.6544906,-0.0003950661,-0.0003950661,3.2996895,3.2996898,0.08201715305449532
2.0,0.0071767772010004624,-1.6545855,-1.6545855,-0.00012891724,-0.00012891724,3.2996895,3.2996898,0.08212603257970975
2.0,0.007186777201000463,-1.6544906,-1.6544906,-0.00039506605,-0.00039506605,3.2996895,3.2996898,0.08223491210492419
2.0,0.0071967772010004625,-1.6545855,-1.6545855,-0.00012891731,-0.00012891731,3.2996895,3.2996898,0.08234379163013864
2.0,0.007206777201000463,-1.6544906,-1.6544906,-0.00039506602,-0.00039506602,3.2996895,3.2996898,0.08245267115535307
2.0,0.0072167772010004625,-1.6545855,-1.6545855,-0.00012891737,-0.00012891737,3.2996895,3.2996898,0.0825615506805675
2.0,0.007226777201000463,-1.6544906,-1.6544906,-0.000395066,-0.000395066,3.2996895,3.2996898,0.08267043020578195
2.0,0.007236777201000463,-1.6545855,-1.6545855,-0.00012891744,-0.00012891744,3.2996895,3.2996898,0.08277930973099637
2.0,0.007246777201000462,-1.6544906,-1.6544906,-0.00039506596,-0.00039506596,3.2996895,3.2996898,0.08288818925621082
2.0,0.007256777201000463,-1.6545855,-1.6545855,-0.0001289175,-0.0001289175,3.2996895,3.2996898,0.08299706878142525
2.0,0.007266777201000462,-1.6544906,-1.6544906,-0.0003950659,-0.0003950659,3.2996895,3.2996898,0.08310594830663968
2.0,0.007276777201000463,-1.6545855,-1.6545855,-0.00012891756,-0.00012891756,3.2996895,3.2996898,0.08321482783185413
2.0,0.007286777201000462,-1.6544906,-1.6544906,-0.00039506587,-0.00039506587,3.2996895,3.2996898,0.08332370735706857
2.0,0.007296777201000463,-1.6545855,-1.6545855,-0.00012891761,-0.00012891761,3.2996895,3.2996898,0.083432586882283
2.0,0.007306777201000462,-1.6544906,-1.6544906,-0.00039506584,-0.00039506584,3.2996895,3.2996898,0.08354146640749745
2.0,0.007316777201000463,-1.6545855,-1.6545855,-0.00012891769,-0.00012891769,3.2996895,3.2996898,0.08365034593271188
2.0,0.007326777201000462,-1.6544906,-1.6544906,-0.00039506578,-0.00039506578,3.2996895,3.2996898,0.08375922545792631
2.0,0.007336777201000463,-1.6545855,-1.6545855,-0.00012891775,-0.00012891775,3.2996895,3.2996898,0.08386810498314076
2.0,0.0073467772010004624,-1.6544906,-1.6544906,-0.00039506576,-0.00039506576,3.2996895,3.2996898,0.0839769845083552
2.0,0.007356777201000463,-1.6545855,-1.6545855,-0.0001289178,-0.0001289178,3.2996895,3.2996898,0.08408586403356963
2.0,0.0073667772010004625,-1.6544906,-1.6544906,-0.00039506573,-0.00039506573,3.2996895,3.2996898,0.08419474355878408
2.0,0.007376777201000463,-1.6545855,-1.6545855,-0.00012891788,-0.00012891788,3.2996895,3.2996898,0.08430362308399851
2.0,0.0073867772010004626,-1.6544906,-1.6544906,-0.0003950657,-0.0003950657,3.2996895,3.2996898,0.08441250260921293
2.0,0.007396777201000462,-1.6545855,-1.6545855,-0.00012891793,-0.00012891793,3.2996895,3.2996898,0.08452138213442738
2.0,0.007406777201000463,-1.6544906,-1.6544906,-0.00039506567,-0.00039506567,3.2996895,3.2996898,0.08463026165964181
2.0,0.007416777201000462,-1.6545855,-1.6545855,-0.00012891799,-0.00012891799,3.2996895,3.2996898,0.08473914118485625
2.0,0.007426777201000463,-1.6544906,-1.6544906,-0.0003950656,-0.0003950656,3.2996895,3.2996898,0.08484802071007069
2.0,0.007436777201000462,-1.6545855,-1.6545855,-0.00012891807,-0.00012891807,3.2996895,3.2996898,0.08495690023528513
2.0,0.007446777201000463,-1.6544906,-1.6544906,-0.00039506558,-0.00039506558,3.2996895,3.2996898,0.08506577976049956
2.0,0.007456777201000462,-1.6545855,-1.6545855,-0.00012891812,-0.00012891812,3.2996895,3.2996898,0.08517465928571401
2.0,0.007466777201000463,-1.6544906,-1.6544906,-0.00039506555,-0.00039506555,3.2996895,3.2996898,0.08528353881092844
2.0,0.007476777201000462,-1.6545855,-1.6545855,-0.00012891817,-0.00012891817,3.2996895,3.2996898,0.08539241833614288
2.0,0.007486777201000463,-1.6544906,-1.6544906,-0.0003950655,-0.0003950655,3.2996895,3.2996898,0.08550129786135732
2.0,0.007496777201000462,-1.6545855,-1.6545855,-0.00012891823,-0.00012891823,3.2996895,3.2996898,0.08561017738657176
2.0,0.007506777201000463,-1.6544906,-1.6544906,-0.00039506546,-0.00039506546,3.2996895,3.2996898,0.08571905691178619
2.0,0.0075167772010004625,-1.6545855,-1.6545855,-0.0001289183,-0.0001289183,3.2996895,3.2996898,0.08582793643700064
2.0,0.007526777201000463,-1.6544906,-1.6544906,-0.0003950654,-0.0003950654,3.2996895,3.2996898,0.08593681596221507
2.0,0.0075367772010004625,-1.6545855,-1.6545855,-0.00012891836,-0.00012891836,3.2996895,3.2996898,0.0860456954874295
2.0,0.007546777201000463,-1.6544906,-1.6544906,-0.00039506538,-0.00039506538,3.2996895,3.2996898,0.08615457501264395
2.0,0.007556777201000463,-1.6545855,-1.6545855,-0.00012891841,-0.00012891841,3.2996895,3.2996898,0.08626345453785837
2.0,0.007566777201000462,-1.6544906,-1.6544906,-0.00039506532,-0.00039506532,3.2996895,3.2996898,0.0863723340630728
2.0,0.007576777201000463,-1.6545855,-1.6545855,-0.00012891847,-0.00012891847,3.2996895,3.2996898,0.08648121358828725
2.0,0.007586777201000462,-1.6544906,-1.6544906,-0.0003950653,-0.0003950653,3.2996895,3.2996898,0.08659009311350169
2.0,0.007596777201000463,-1.6545855,-1.6545855,-0.00012891853,-0.00012891853,3.2996895,3.2996898,0.08669897263871612
2.0,0.007606777201000462,-1.6544906,-1.6544906,-0.00039506523,-0.00039506523,3.2996895,3.2996898,0.08680785216393057
2.0,0.007616777201000463,-1.6545855,-1.6545855,-0.00012891859,-0.00012891859,3.2996895,3.2996898,0.086916731689145
2.0,0.007626777201000462,-1.6544906,-1.6544906,-0.0003950652,-0.0003950652,3.2996895,3.2996898,0.08702561121435944
2.0,0.007636777201000463,-1.6545855,-1.6545855,-0.00012891865,-0.00012891865,3.2996895,3.2996898,0.08713449073957388
2.0,0.007646777201000462,-1.6544906,-1.6544906,-0.00039506514,-0.00039506514,3.2996895,3.2996898,0.08724337026478832
2.0,0.007656777201000463,-1.6545855,-1.6545855,-0.0001289187,-0.0001289187,3.2996895,3.2996898,0.08735224979000275
2.0,0.007666777201000462,-1.6544906,-1.6544906,-0.00039506512,-0.00039506512,3.2996895,3.2996898,0.0874611293152172
2.0,0.007676777201000463,-1.6545855,-1.6545855,-0.00012891875,-0.00012891875,3.2996895,3.2996898,0.08757000884043163
2.0,0.0076867772010004625,-1.6544906,-1.6544906,-0.00039506506,-0.00039506506,3.2996895,3.2996898,0.08767888836564607
2.0,0.007696777201000463,-1.6545855,-1.6545855,-0.00012891881,-0.00012891881,3.2996895,3.2996898,0.08778776789086051
2.0,0.0077067772010004625,-1.6544906,-1.6544906,-0.00039506503,-0.00039506503,3.2996895,3.2996898,0.08789664741607493
2.0,0.007716777201000462,-1.6545855,-1.6545855,-0.00012891887,-0.00012891887,3.2996895,3.2996898,0.08800552694128937
2.0,0.007726777201000463,-1.6544906,-1.6544906,-0.00039506497,-0.00039506497,3.2996895,3.2996898,0.08811440646650381
2.0,0.007736777201000462,-1.6545855,-1.6545855,-0.00012891892,-0.00012891892,3.2996895,3.2996898,0.08822328599171825
2.0,0.007746777201000463,-1.6544906,-1.6544906,-0.00039506494,-0.00039506494,3.2996895,3.2996898,0.08833216551693268
2.0,0.007756777201000462,-1.6545855,-1.6545855,-0.00012891898,-0.00012891898,3.2996895,3.2996898,0.08844104504214713
2.0,0.007766777201000463,-1.6544906,-1.6544906,-0.00039506488,-0.00039506488,3.2996895,3.2996898,0.08854992456736156
2.0,0.007776777201000462,-1.6545855,-1.6545855,-0.00012891904,-0.00012891904,3.2996895,3.2996898,0.088658804092576
2.0,0.007786777201000463,-1.6544906,-1.6544906,-0.00039506485,-0.00039506482,3.2996895,3.2996898,0.08876768361779044
2.0,0.007796777201000462,-1.6545855,-1.6545855,-0.0001289191,-0.0001289191,3.2996895,3.2996898,0.08887656314300488
