Save Time: 2026-07-14 15:22:35,,,
Units:(mV),,,
,CH1,CH2,
Frequency:,2.845 Hz,1.420 Hz,
Period:,351.500 mS,704.000 mS,
SP:,1000.000 uS,1000.000 uS,
PK-PK:,3.600 V,3.360 V,
,,,
728,727000,160,2720
729,728000,160,2720
730,729000,160,2800
731,730000,80,2640
732,731000,80,2800
733,732000,80,2800
734,733000,80,2800
735,734000,0,2720
736,735000,0,2720
737,736000,80,2720
738,737000,160,2800
739,738000,0,2720
740,739000,0,2800
741,740000,80,2720
742,741000,160,2800
743,742000,80,2640
744,743000,160,2800
745,744000,80,2720
746,745000,160,2800
747,746000,0,2640
748,747000,80,2720
749,748000,80,2720
750,749000,80,2800
751,750000,0,2640
752,751000,0,2720
753,752000,80,2800
754,753000,160,2800
755,754000,0,2640
756,755000,80,2800
757,756000,80,2720
758,757000,160,2800
759,758000,80,2640
760,759000,80,2720
761,760000,80,2720
762,761000,160,2800
763,762000,80,2720
764,763000,80,2720
765,764000,80,2720
766,765000,3440,2800
767,766000,80,2720
768,767000,3440,2800
769,768000,3440,2800
770,769000,3520,2800
