Save Time:,7/14/2026 14:49,,
,,CH1,CH2
Frequency:,,2.845 Hz,2.845 Hz
Period:,,351.500 mS,351.500 mS
SP:,,1000.000 uS,1000.000 uS
PK-PK:,,3.600 V,3.520 V
,,,
Units:(mV),,,
153,153000.000us,3440,0
154,154000.000us,3520,80
155,155000.000us,3440,0
156,156000.000us,3440,0
157,157000.000us,3440,80
158,158000.000us,3520,80
159,159000.000us,3440,0
160,160000.000us,3440,0
161,161000.000us,3440,0
162,162000.000us,3520,80
163,163000.000us,3360,0
164,164000.000us,3520,0
165,165000.000us,3440,0
166,166000.000us,3520,80
167,167000.000us,3440,0
168,168000.000us,3520,80
169,169000.000us,3440,80
170,170000.000us,3520,80
171,171000.000us,3440,0
172,172000.000us,3440,80
173,173000.000us,3440,80
174,174000.000us,3520,80
175,175000.000us,3440,0
176,176000.000us,3440,0
177,177000.000us,3440,80
178,178000.000us,3520,80
179,179000.000us,3440,0
180,180000.000us,3440,80
181,181000.000us,3440,0
182,182000.000us,3520,80
183,183000.000us,3360,0
184,184000.000us,3440,0
185,185000.000us,3440,80
186,186000.000us,3520,80
187,187000.000us,3440,0
188,188000.000us,3440,80
189,189000.000us,3440,0
190,190000.000us,3520,80
191,191000.000us,3440,0
192,192000.000us,3440,80
193,193000.000us,3440,0
194,194000.000us,3520,80
195,195000.000us,3440,0
196,196000.000us,3440,0
197,197000.000us,3520,80
198,198000.000us,3520,80
199,199000.000us,3360,0
200,200000.000us,3360,0
201,201000.000us,3440,0
202,202000.000us,3520,80
203,203000.000us,3360,0
204,204000.000us,3440,0
205,205000.000us,3440,80
206,206000.000us,3520,80
207,207000.000us,3360,0
208,208000.000us,3520,0
209,209000.000us,3440,80
210,210000.000us,3520,80
211,211000.000us,3440,0
212,212000.000us,3440,0
213,213000.000us,3440,80
214,214000.000us,3520,80
215,215000.000us,3360,0
216,216000.000us,3440,80
217,217000.000us,3520,0
218,218000.000us,3520,80
219,219000.000us,3440,0
220,220000.000us,3440,0
221,221000.000us,3440,0
222,222000.000us,3520,80
223,223000.000us,3440,0
224,224000.000us,3440,80
225,225000.000us,3360,80
226,226000.000us,3520,80
227,227000.000us,3360,0
228,228000.000us,3360,0
229,229000.000us,3520,80
230,230000.000us,3520,80
231,231000.000us,3440,0
232,232000.000us,3440,80
233,233000.000us,3440,80
234,234000.000us,3520,80
235,235000.000us,3440,0
236,236000.000us,3440,0
237,237000.000us,3440,0
238,238000.000us,3520,80
239,239000.000us,3440,0
240,240000.000us,3440,80
241,241000.000us,3440,80
242,242000.000us,3520,80
243,243000.000us,3440,0
244,244000.000us,3440,80
245,245000.000us,3440,0
246,246000.000us,3520,80
247,247000.000us,3360,0
248,248000.000us,3440,80
249,249000.000us,3520,80
250,250000.000us,3520,80
251,251000.000us,3440,0
252,252000.000us,3520,80
253,253000.000us,3440,0
254,254000.000us,3440,80
255,255000.000us,3440,0
256,256000.000us,3440,80
257,257000.000us,3520,80
258,258000.000us,3520,80
259,259000.000us,3440,0
260,260000.000us,3440,0
261,261000.000us,3440,80
262,262000.000us,3520,80
263,263000.000us,3440,0
264,264000.000us,3440,80
265,265000.000us,3440,0
266,266000.000us,3440,80
267,267000.000us,3360,0
268,268000.000us,3440,80
269,269000.000us,3520,80
270,270000.000us,3520,80
271,271000.000us,3440,0
272,272000.000us,3440,80
273,273000.000us,3440,0
274,274000.000us,3520,80
275,275000.000us,3360,-80
276,276000.000us,3520,0
277,277000.000us,3440,80
278,278000.000us,3520,80
279,279000.000us,3440,0
280,280000.000us,3520,80
281,281000.000us,3440,0
282,282000.000us,3520,80
283,283000.000us,3440,0
284,284000.000us,3440,0
285,285000.000us,3440,80
286,286000.000us,3520,80
287,287000.000us,3360,0
288,288000.000us,3440,0
289,289000.000us,3520,0
290,290000.000us,3520,80
291,291000.000us,3360,0
292,292000.000us,3520,0
293,293000.000us,3440,0
294,294000.000us,3520,80
295,295000.000us,3440,0
296,296000.000us,3440,0
297,297000.000us,3520,0
298,298000.000us,3520,80
299,299000.000us,3360,0
300,300000.000us,3440,0
301,301000.000us,3440,0
302,302000.000us,3520,80
303,303000.000us,3440,0
304,304000.000us,3440,0
305,305000.000us,3440,0
306,306000.000us,3520,160
307,307000.000us,3440,0
308,308000.000us,3520,0
309,309000.000us,3520,0
310,310000.000us,3520,80
311,311000.000us,3440,0
312,312000.000us,3440,0
313,313000.000us,3440,0
314,314000.000us,3440,80
315,315000.000us,3440,0
316,316000.000us,3440,0
317,317000.000us,3440,0
318,318000.000us,3520,80
319,319000.000us,3360,0
320,320000.000us,3440,0
321,321000.000us,3520,0
322,322000.000us,3520,80
323,323000.000us,0,0
324,324000.000us,0,80
325,325000.000us,80,0
326,326000.000us,160,80
327,327000.000us,80,0
328,328000.000us,80,80
329,329000.000us,0,80
330,330000.000us,160,80
331,331000.000us,0,-80
332,332000.000us,160,-80
333,333000.000us,80,80
334,334000.000us,80,80
335,335000.000us,80,0
336,336000.000us,80,80
337,337000.000us,80,0
338,338000.000us,160,80
339,339000.000us,80,0
340,340000.000us,80,0
341,341000.000us,80,80
342,342000.000us,160,80
343,343000.000us,0,0
344,344000.000us,80,0
345,345000.000us,80,80
346,346000.000us,80,80
347,347000.000us,0,0
348,348000.000us,80,80
349,349000.000us,80,80
350,350000.000us,80,80
351,351000.000us,80,0
352,352000.000us,80,0
353,353000.000us,0,0
354,354000.000us,80,80
355,355000.000us,0,0
356,356000.000us,80,80
357,357000.000us,0,80
358,358000.000us,80,80
359,359000.000us,0,0
360,360000.000us,80,80
361,361000.000us,160,80
362,362000.000us,160,80
363,363000.000us,0,0
364,364000.000us,80,0
365,365000.000us,80,0
366,366000.000us,160,80
367,367000.000us,0,-80
368,368000.000us,80,80
369,369000.000us,80,80
370,370000.000us,160,3360
371,371000.000us,0,0
372,372000.000us,80,3360
373,373000.000us,80,3440
374,374000.000us,3440,3440
375,375000.000us,80,0
376,376000.000us,3440,80
377,377000.000us,3440,80
378,378000.000us,3440,80
379,379000.000us,3360,0
380,380000.000us,3440,80
381,381000.000us,3440,0
382,382000.000us,3520,80
383,383000.000us,3360,0
384,384000.000us,3520,0
385,385000.000us,3440,0
386,386000.000us,3520,80
387,387000.000us,3360,0
388,388000.000us,3440,80
389,389000.000us,3360,0
390,390000.000us,3520,80
391,391000.000us,3360,0
392,392000.000us,3440,80
393,393000.000us,3440,0
394,394000.000us,3520,80
395,395000.000us,3360,0
396,396000.000us,3440,0
397,397000.000us,3440,0
398,398000.000us,3440,80
399,399000.000us,3360,-80
400,400000.000us,3360,80
401,401000.000us,3520,0
402,402000.000us,3520,80
403,403000.000us,3360,0
404,404000.000us,3440,0
405,405000.000us,3520,0
406,406000.000us,3520,80
407,407000.000us,3360,0
408,408000.000us,3440,0
409,409000.000us,3440,80
410,410000.000us,3520,80
411,411000.000us,3360,0
412,412000.000us,3520,80
413,413000.000us,3440,0
414,414000.000us,3440,160
415,415000.000us,0,0
416,416000.000us,80,0
417,417000.000us,80,80
418,418000.000us,80,80
419,419000.000us,0,0
420,420000.000us,80,0
421,421000.000us,80,0
422,422000.000us,80,3440
423,423000.000us,0,0
424,424000.000us,0,3440
425,425000.000us,80,3440
426,426000.000us,80,3440
427,427000.000us,0,0
428,428000.000us,80,80
429,429000.000us,80,0
430,430000.000us,160,80
431,431000.000us,0,-80
432,432000.000us,160,80
433,433000.000us,0,80
434,434000.000us,80,80
435,435000.000us,0,0
436,436000.000us,80,80
437,437000.000us,80,0
438,438000.000us,80,80
439,439000.000us,0,0
440,440000.000us,0,0
441,441000.000us,80,0
442,442000.000us,160,80
443,443000.000us,0,-80
444,444000.000us,80,80
445,445000.000us,80,0
446,446000.000us,80,80
447,447000.000us,80,0
448,448000.000us,80,80
449,449000.000us,0,0
450,450000.000us,160,80
451,451000.000us,0,0
452,452000.000us,80,80
453,453000.000us,80,0
454,454000.000us,80,80
455,455000.000us,0,0
456,456000.000us,80,0
457,457000.000us,80,0
458,458000.000us,160,80
459,459000.000us,80,0
460,460000.000us,80,0
461,461000.000us,0,80
462,462000.000us,160,80
463,463000.000us,0,0
464,464000.000us,80,80
465,465000.000us,80,80
466,466000.000us,160,80
467,467000.000us,0,0
468,468000.000us,0,80
469,469000.000us,160,80
470,470000.000us,160,80
471,471000.000us,0,0
472,472000.000us,0,80
473,473000.000us,0,80
474,474000.000us,80,80
475,475000.000us,0,0
476,476000.000us,80,80
477,477000.000us,80,0
478,478000.000us,80,80
479,479000.000us,80,0
480,480000.000us,80,80
481,481000.000us,80,80
482,482000.000us,160,160
483,483000.000us,0,0
484,484000.000us,160,0
485,485000.000us,80,0
486,486000.000us,160,80
487,487000.000us,80,0
488,488000.000us,80,80
489,489000.000us,80,80
490,490000.000us,160,80
491,491000.000us,80,0
492,492000.000us,80,0
493,493000.000us,80,80
494,494000.000us,80,80
495,495000.000us,0,0
496,496000.000us,80,80
497,497000.000us,80,80
498,498000.000us,80,80
499,499000.000us,0,0
500,500000.000us,0,0
501,501000.000us,80,0
502,502000.000us,160,160
503,503000.000us,80,0
504,504000.000us,80,80
505,505000.000us,80,80
506,506000.000us,80,80
507,507000.000us,0,0
508,508000.000us,80,80
509,509000.000us,80,0
510,510000.000us,160,80
511,511000.000us,80,0
512,512000.000us,80,0
513,513000.000us,80,0
514,514000.000us,160,80
515,515000.000us,0,0
516,516000.000us,80,0
517,517000.000us,80,0
518,518000.000us,160,80
519,519000.000us,0,0
520,520000.000us,0,0
521,521000.000us,80,0
522,522000.000us,80,80
523,523000.000us,0,0
524,524000.000us,80,0
525,525000.000us,0,80
526,526000.000us,80,80
527,527000.000us,0,0
528,528000.000us,80,80
529,529000.000us,0,80
530,530000.000us,80,160
531,531000.000us,0,0
532,532000.000us,80,0
533,533000.000us,80,0
534,534000.000us,160,80
535,535000.000us,0,0
536,536000.000us,80,0
537,537000.000us,80,80
538,538000.000us,80,80
539,539000.000us,0,0
540,540000.000us,80,0
541,541000.000us,80,0
542,542000.000us,80,80
543,543000.000us,80,0
544,544000.000us,80,0
545,545000.000us,80,80
546,546000.000us,80,80
547,547000.000us,0,-80
548,548000.000us,80,0
549,549000.000us,0,80
550,550000.000us,80,80
551,551000.000us,0,0
552,552000.000us,80,0
553,553000.000us,80,80
554,554000.000us,160,80
555,555000.000us,80,0
556,556000.000us,160,0
557,557000.000us,80,80
558,558000.000us,80,80
559,559000.000us,0,0
560,560000.000us,0,80
561,561000.000us,80,0
562,562000.000us,160,80
563,563000.000us,80,0
564,564000.000us,80,80
565,565000.000us,80,80
566,566000.000us,80,80
567,567000.000us,0,0
568,568000.000us,80,0
569,569000.000us,80,0
570,570000.000us,80,80
571,571000.000us,0,0
572,572000.000us,0,80
573,573000.000us,0,0
574,574000.000us,80,80
575,575000.000us,0,0
576,576000.000us,80,80
577,577000.000us,0,-80
578,578000.000us,80,80
579,579000.000us,0,-80
580,580000.000us,80,80
581,581000.000us,80,0
582,582000.000us,160,80
583,583000.000us,0,0
584,584000.000us,160,0
585,585000.000us,80,80
586,586000.000us,80,80
587,587000.000us,0,0
588,588000.000us,80,80
589,589000.000us,80,80
590,590000.000us,80,80
591,591000.000us,0,0
592,592000.000us,80,0
593,593000.000us,80,80
594,594000.000us,160,80
595,595000.000us,80,0
596,596000.000us,80,0
597,597000.000us,0,0
598,598000.000us,80,80
599,599000.000us,0,-80
600,600000.000us,0,0
601,601000.000us,80,80
602,602000.000us,160,80
603,603000.000us,80,0
604,604000.000us,80,80
605,605000.000us,80,0
606,606000.000us,80,80
607,607000.000us,0,0
608,608000.000us,80,0
609,609000.000us,80,80
610,610000.000us,160,80
611,611000.000us,0,0
612,612000.000us,80,80
613,613000.000us,80,80
614,614000.000us,80,80
615,615000.000us,0,0
616,616000.000us,80,80
617,617000.000us,80,0
618,618000.000us,160,80
619,619000.000us,0,0
620,620000.000us,0,80
621,621000.000us,80,0
622,622000.000us,160,80
623,623000.000us,0,0
624,624000.000us,80,0
625,625000.000us,80,80
626,626000.000us,160,80
627,627000.000us,0,0
628,628000.000us,80,80
629,629000.000us,80,80
630,630000.000us,80,80
631,631000.000us,0,0
632,632000.000us,80,0
633,633000.000us,80,0
634,634000.000us,80,80
635,635000.000us,0,0
636,636000.000us,80,0
637,637000.000us,80,80
638,638000.000us,80,80
639,639000.000us,0,0
640,640000.000us,0,0
641,641000.000us,80,0
642,642000.000us,80,80
643,643000.000us,80,0
644,644000.000us,80,0
645,645000.000us,80,80
646,646000.000us,80,80
647,647000.000us,80,0
648,648000.000us,80,0
649,649000.000us,80,80
650,650000.000us,160,80
651,651000.000us,0,0
652,652000.000us,80,0
653,653000.000us,80,0
654,654000.000us,160,80
655,655000.000us,80,0
656,656000.000us,80,80
657,657000.000us,0,80
658,658000.000us,160,80
659,659000.000us,0,0
660,660000.000us,0,80
661,661000.000us,80,0
662,662000.000us,80,80
663,663000.000us,0,0
664,664000.000us,0,0
665,665000.000us,80,0
666,666000.000us,80,160
667,667000.000us,0,0
668,668000.000us,0,80
669,669000.000us,80,80
670,670000.000us,160,80
671,671000.000us,0,0
672,672000.000us,80,0
673,673000.000us,0,80
674,674000.000us,80,80
675,675000.000us,0,0
676,676000.000us,80,80
677,677000.000us,0,80
678,678000.000us,80,80
679,679000.000us,0,0
680,680000.000us,80,80
681,681000.000us,80,0
682,682000.000us,80,80
683,683000.000us,0,0
684,684000.000us,80,80
685,685000.000us,0,80
686,686000.000us,160,80
687,687000.000us,0,0
688,688000.000us,80,0
689,689000.000us,80,80
690,690000.000us,160,80
691,691000.000us,0,0
692,692000.000us,80,0
693,693000.000us,80,0
694,694000.000us,160,80
695,695000.000us,0,0
696,696000.000us,80,0
697,697000.000us,0,0
698,698000.000us,160,80
699,699000.000us,0,0
700,700000.000us,80,80
701,701000.000us,80,80
702,702000.000us,80,80
703,703000.000us,80,0
704,704000.000us,80,80
705,705000.000us,80,80
706,706000.000us,160,80
707,707000.000us,0,0
708,708000.000us,80,80
709,709000.000us,80,0
710,710000.000us,80,80
711,711000.000us,0,0
712,712000.000us,80,0
713,713000.000us,0,80
714,714000.000us,80,80
715,715000.000us,0,0
716,716000.000us,80,0
717,717000.000us,0,80
718,718000.000us,80,80
719,719000.000us,0,-80
720,720000.000us,80,80
721,721000.000us,80,80
722,722000.000us,160,3440
723,723000.000us,0,0
724,724000.000us,80,0
725,725000.000us,80,0
726,726000.000us,160,80
727,727000.000us,0,0
728,728000.000us,160,80
729,729000.000us,80,80
730,730000.000us,80,80
731,731000.000us,0,0
732,732000.000us,80,80
733,733000.000us,80,80
734,734000.000us,80,80
735,735000.000us,0,0
736,736000.000us,80,0
737,737000.000us,80,0
738,738000.000us,80,80
739,739000.000us,80,0
740,740000.000us,80,0
741,741000.000us,80,80
742,742000.000us,160,80
743,743000.000us,0,0
744,744000.000us,80,80
745,745000.000us,80,0
746,746000.000us,160,80
747,747000.000us,0,0
748,748000.000us,80,0
749,749000.000us,80,0
750,750000.000us,80,160
751,751000.000us,0,0
752,752000.000us,80,0
753,753000.000us,80,80
754,754000.000us,80,80
755,755000.000us,0,0
756,756000.000us,0,0
757,757000.000us,80,80
758,758000.000us,80,80
759,759000.000us,0,0
760,760000.000us,80,80
761,761000.000us,80,0
762,762000.000us,80,80
763,763000.000us,0,0
764,764000.000us,80,80
765,765000.000us,80,80
766,766000.000us,3520,80
767,767000.000us,0,0
768,768000.000us,3440,80
769,769000.000us,3520,80
770,770000.000us,3520,80
771,771000.000us,3360,0
772,772000.000us,3360,0
773,773000.000us,3440,80
774,774000.000us,3520,3440
775,775000.000us,3360,0
776,776000.000us,3520,80
777,777000.000us,3440,0
778,778000.000us,3520,80
779,779000.000us,3360,0
780,780000.000us,3520,80
781,781000.000us,3440,80
782,782000.000us,3520,80
783,783000.000us,3440,-80
784,784000.000us,3440,80
785,785000.000us,3440,80
786,786000.000us,3520,80
787,787000.000us,3360,0
788,788000.000us,3440,80
789,789000.000us,3520,0
790,790000.000us,3520,80
791,791000.000us,3360,0
792,792000.000us,3440,80
793,793000.000us,3520,0
794,794000.000us,3520,80
795,795000.000us,3360,0
796,796000.000us,3520,80
797,797000.000us,3440,0
798,798000.000us,3520,80
799,799000.000us,3360,0
800,800000.000us,3440,80
801,801000.000us,3440,0
802,802000.000us,3520,80
803,803000.000us,3360,0
804,804000.000us,3520,80
805,805000.000us,3440,0
806,806000.000us,3440,80
807,807000.000us,3440,0
808,808000.000us,3440,80
809,809000.000us,3440,0
810,810000.000us,3520,80
811,811000.000us,3440,0
812,812000.000us,3520,0
813,813000.000us,3360,80
814,814000.000us,3520,80
815,815000.000us,3360,0
816,816000.000us,3520,0
817,817000.000us,3520,0
818,818000.000us,3520,80
819,819000.000us,3440,0
820,820000.000us,3440,0
821,821000.000us,3440,80
822,822000.000us,3520,80
823,823000.000us,3440,0
824,824000.000us,3440,80
825,825000.000us,3440,0
826,826000.000us,3520,80
827,827000.000us,3360,0
828,828000.000us,3440,0
829,829000.000us,3440,80
830,830000.000us,3520,80
831,831000.000us,3360,0
832,832000.000us,3440,80
833,833000.000us,3440,0
834,834000.000us,3520,80
835,835000.000us,3360,0
836,836000.000us,3440,80
837,837000.000us,3440,0
838,838000.000us,3520,80
839,839000.000us,3360,0
840,840000.000us,3440,80
841,841000.000us,3440,80
842,842000.000us,3440,80
843,843000.000us,3360,-80
844,844000.000us,3440,80
845,845000.000us,3440,0
846,846000.000us,3520,80
847,847000.000us,3360,0
848,848000.000us,3520,80
849,849000.000us,3440,0
850,850000.000us,3520,80
851,851000.000us,3440,0
852,852000.000us,3520,80
853,853000.000us,3440,0
854,854000.000us,3520,80
855,855000.000us,3360,-80
856,856000.000us,3440,0
857,857000.000us,3440,0
858,858000.000us,3440,80
859,859000.000us,3360,0
860,860000.000us,3440,0
861,861000.000us,3440,0
862,862000.000us,3520,80
863,863000.000us,3440,0
864,864000.000us,3440,0
865,865000.000us,3520,0
866,866000.000us,3520,80
867,867000.000us,3360,0
868,868000.000us,3440,0
869,869000.000us,3440,0
870,870000.000us,3520,80
871,871000.000us,3360,0
872,872000.000us,3440,80
873,873000.000us,3440,0
874,874000.000us,3520,80
875,875000.000us,3360,0
876,876000.000us,3520,0
877,877000.000us,3360,0
878,878000.000us,3520,80
879,879000.000us,3360,0
880,880000.000us,3440,80
881,881000.000us,3440,80
882,882000.000us,3520,80
883,883000.000us,3360,0
884,884000.000us,3520,80
885,885000.000us,3440,80
886,886000.000us,3520,80
887,887000.000us,3440,0
888,888000.000us,3440,80
889,889000.000us,3440,80
890,890000.000us,3520,80
891,891000.000us,3440,0
892,892000.000us,3440,80
893,893000.000us,3520,0
894,894000.000us,3520,80
895,895000.000us,3360,0
896,896000.000us,3360,80
897,897000.000us,3440,80
898,898000.000us,3520,80
899,899000.000us,3440,-80
900,900000.000us,3440,80
901,901000.000us,3520,0
902,902000.000us,3520,80
903,903000.000us,3440,0
904,904000.000us,3440,0
905,905000.000us,3520,80
906,906000.000us,3520,80
907,907000.000us,3440,0
908,908000.000us,3440,0
909,909000.000us,3440,80
910,910000.000us,3520,80
911,911000.000us,3440,0
912,912000.000us,3440,80
913,913000.000us,3440,0
914,914000.000us,3520,80
915,915000.000us,3360,0
916,916000.000us,3440,80
917,917000.000us,3440,0
918,918000.000us,3520,80
919,919000.000us,3440,0
920,920000.000us,3440,0
921,921000.000us,3440,0
922,922000.000us,3520,80
923,923000.000us,3360,-80
924,924000.000us,3360,80
925,925000.000us,3360,0
926,926000.000us,3520,80
927,927000.000us,3360,0
928,928000.000us,3440,0
929,929000.000us,3440,80
930,930000.000us,3520,80
931,931000.000us,3360,0
932,932000.000us,3440,0
933,933000.000us,3440,0
934,934000.000us,3520,80
935,935000.000us,3360,0
936,936000.000us,3360,0
937,937000.000us,3440,80
938,938000.000us,3520,80
939,939000.000us,3440,0
940,940000.000us,3440,80
941,941000.000us,3440,80
942,942000.000us,3520,80
943,943000.000us,3360,0
944,944000.000us,3440,0
945,945000.000us,3440,0
946,946000.000us,3520,80
947,947000.000us,3360,0
948,948000.000us,3440,80
949,949000.000us,3360,80
950,950000.000us,3520,80
951,951000.000us,3360,0
952,952000.000us,3520,80
953,953000.000us,3520,0
954,954000.000us,3520,80
955,955000.000us,3360,0
956,956000.000us,3440,80
957,957000.000us,3440,80
958,958000.000us,3520,80
959,959000.000us,3440,0
960,960000.000us,3440,0
961,961000.000us,3520,80
962,962000.000us,3520,80
963,963000.000us,3360,0
964,964000.000us,3360,0
965,965000.000us,3520,80
966,966000.000us,3520,80
967,967000.000us,3360,0
968,968000.000us,3440,80
969,969000.000us,3440,80
970,970000.000us,3520,80
971,971000.000us,3440,0
972,972000.000us,3440,80
973,973000.000us,3440,80
974,974000.000us,3520,80
975,975000.000us,3360,0
976,976000.000us,3520,80
977,977000.000us,3440,0
978,978000.000us,3520,80
979,979000.000us,3360,0
980,980000.000us,3440,0
981,981000.000us,3440,0
982,982000.000us,3520,80
983,983000.000us,3360,0
984,984000.000us,3440,0
985,985000.000us,3520,80
986,986000.000us,3520,80
987,987000.000us,3440,0
988,988000.000us,3440,0
989,989000.000us,3440,80
990,990000.000us,3440,80
991,991000.000us,3440,0
992,992000.000us,3440,0
993,993000.000us,3440,80
994,994000.000us,3440,80
995,995000.000us,3440,0
996,996000.000us,3440,80
997,997000.000us,3440,80
998,998000.000us,3520,80
999,999000.000us,3360,0
1000,1000000.000us,3440,0
1001,1001000.000us,3440,80
1002,1002000.000us,3520,80
1003,1003000.000us,3440,0
1004,1004000.000us,3440,80
1005,1005000.000us,3440,0
1006,1006000.000us,3520,80
1007,1007000.000us,3360,0
1008,1008000.000us,3520,0
1009,1009000.000us,3440,0
1010,1010000.000us,3440,80
1011,1011000.000us,3360,0
1012,1012000.000us,3360,0
1013,1013000.000us,3360,0
1014,1014000.000us,3520,80
1015,1015000.000us,3360,0
1016,1016000.000us,3440,80
1017,1017000.000us,3440,0
1018,1018000.000us,3440,80
1019,1019000.000us,3440,0
1020,1020000.000us,3440,80
1021,1021000.000us,3360,80
1022,1022000.000us,3520,80
1023,1023000.000us,3360,0
1024,1024000.000us,3440,80
1025,1025000.000us,3440,0
1026,1026000.000us,3440,80
1027,1027000.000us,0,0
1028,1028000.000us,0,0
1029,1029000.000us,0,80
1030,1030000.000us,160,80
1031,1031000.000us,0,0
1032,1032000.000us,80,0
1033,1033000.000us,80,80
1034,1034000.000us,80,80
1035,1035000.000us,80,0
1036,1036000.000us,80,0
1037,1037000.000us,0,0
1038,1038000.000us,160,80
1039,1039000.000us,0,0
1040,1040000.000us,80,0
1041,1041000.000us,80,80
1042,1042000.000us,80,80
1043,1043000.000us,0,0
1044,1044000.000us,80,80
1045,1045000.000us,80,0
1046,1046000.000us,160,80
1047,1047000.000us,0,0
1048,1048000.000us,80,0
1049,1049000.000us,80,80
1050,1050000.000us,80,80
1051,1051000.000us,80,0
1052,1052000.000us,80,80
1053,1053000.000us,80,80
1054,1054000.000us,80,80
1055,1055000.000us,80,-80
1056,1056000.000us,80,0
1057,1057000.000us,80,80
1058,1058000.000us,160,80
1059,1059000.000us,80,0
1060,1060000.000us,80,0
1061,1061000.000us,80,0
1062,1062000.000us,80,80
1063,1063000.000us,0,0
1064,1064000.000us,0,0
1065,1065000.000us,0,0
1066,1066000.000us,80,80
1067,1067000.000us,0,0
1068,1068000.000us,80,0
1069,1069000.000us,80,80
1070,1070000.000us,160,80
1071,1071000.000us,80,0
1072,1072000.000us,80,0
1073,1073000.000us,0,80
1074,1074000.000us,80,3440
1075,1075000.000us,0,0
1076,1076000.000us,0,0
1077,1077000.000us,80,0
1078,1078000.000us,3520,80
1079,1079000.000us,80,0
1080,1080000.000us,3440,80
1081,1081000.000us,3440,80
1082,1082000.000us,3520,80
1083,1083000.000us,3360,0
1084,1084000.000us,3520,0
1085,1085000.000us,3440,0
1086,1086000.000us,3440,80
1087,1087000.000us,3440,0
1088,1088000.000us,3440,0
1089,1089000.000us,3440,0
1090,1090000.000us,3520,80
1091,1091000.000us,3440,0
1092,1092000.000us,3520,80
1093,1093000.000us,3440,80
1094,1094000.000us,3520,80
1095,1095000.000us,3440,-80
1096,1096000.000us,3440,-80
1097,1097000.000us,3440,80
1098,1098000.000us,3520,80
1099,1099000.000us,3360,0
1100,1100000.000us,3440,0
1101,1101000.000us,3520,0
1102,1102000.000us,3520,80
1103,1103000.000us,3440,0
1104,1104000.000us,3440,0
1105,1105000.000us,3440,80
1106,1106000.000us,3520,80
1107,1107000.000us,3440,0
1108,1108000.000us,3440,0
1109,1109000.000us,3440,80
1110,1110000.000us,3520,80
1111,1111000.000us,3360,0
1112,1112000.000us,3360,0
1113,1113000.000us,3440,80
1114,1114000.000us,3440,80
1115,1115000.000us,3440,0
1116,1116000.000us,3440,0
1117,1117000.000us,3440,0
1118,1118000.000us,3440,80
1119,1119000.000us,80,0
1120,1120000.000us,80,80
1121,1121000.000us,0,80
1122,1122000.000us,80,80
1123,1123000.000us,0,0
1124,1124000.000us,80,80
1125,1125000.000us,0,0
1126,1126000.000us,160,3440
1127,1127000.000us,0,0
1128,1128000.000us,80,3360
1129,1129000.000us,0,3440
1130,1130000.000us,80,3440
1131,1131000.000us,0,0
1132,1132000.000us,80,0
1133,1133000.000us,80,0
1134,1134000.000us,80,80
1135,1135000.000us,0,0
1136,1136000.000us,0,80
1137,1137000.000us,80,80
1138,1138000.000us,80,80
1139,1139000.000us,0,0
1140,1140000.000us,80,80
1141,1141000.000us,80,80
1142,1142000.000us,80,80
1143,1143000.000us,0,-80
1144,1144000.000us,80,0
1145,1145000.000us,80,80
1146,1146000.000us,160,80
1147,1147000.000us,80,0
1148,1148000.000us,80,80
1149,1149000.000us,80,80
1150,1150000.000us,80,80
1151,1151000.000us,0,0
1152,1152000.000us,0,0
1153,1153000.000us,0,0
1154,1154000.000us,160,80
1155,1155000.000us,0,0
1156,1156000.000us,0,80
1157,1157000.000us,80,80
1158,1158000.000us,160,80
1159,1159000.000us,0,0
1160,1160000.000us,160,0
1161,1161000.000us,160,80
1162,1162000.000us,160,80
1163,1163000.000us,0,0
1164,1164000.000us,80,0
1165,1165000.000us,80,80
1166,1166000.000us,160,80
1167,1167000.000us,80,0
1168,1168000.000us,80,80
1169,1169000.000us,0,80
1170,1170000.000us,80,80
1171,1171000.000us,0,0
1172,1172000.000us,80,0
1173,1173000.000us,80,0
1174,1174000.000us,160,80
1175,1175000.000us,0,0
1176,1176000.000us,0,80
1177,1177000.000us,80,80
1178,1178000.000us,80,80
1179,1179000.000us,0,0
1180,1180000.000us,0,80
1181,1181000.000us,80,0
1182,1182000.000us,80,80
1183,1183000.000us,0,0
1184,1184000.000us,80,80
1185,1185000.000us,80,0
1186,1186000.000us,80,80
1187,1187000.000us,0,0
1188,1188000.000us,0,0
1189,1189000.000us,80,0
1190,1190000.000us,80,80
1191,1191000.000us,0,0
1192,1192000.000us,80,80
1193,1193000.000us,80,80
1194,1194000.000us,80,80
1195,1195000.000us,0,0
1196,1196000.000us,80,0
1197,1197000.000us,0,80
1198,1198000.000us,80,80
1199,1199000.000us,0,0
1200,1200000.000us,80,0
1201,1201000.000us,80,0
1202,1202000.000us,160,80
1203,1203000.000us,0,0
1204,1204000.000us,80,80
1205,1205000.000us,160,0
1206,1206000.000us,160,80
1207,1207000.000us,80,0
1208,1208000.000us,160,0
1209,1209000.000us,80,80
1210,1210000.000us,160,80
1211,1211000.000us,80,0
1212,1212000.000us,80,0
1213,1213000.000us,80,0
1214,1214000.000us,80,80
1215,1215000.000us,80,0
1216,1216000.000us,80,80
1217,1217000.000us,80,80
1218,1218000.000us,80,80
1219,1219000.000us,80,0
1220,1220000.000us,80,80
1221,1221000.000us,80,0
1222,1222000.000us,80,80
1223,1223000.000us,0,0
1224,1224000.000us,0,80
1225,1225000.000us,80,0
