Save Time:,7/14/2026 14:49,,
,,CH1,CH2
Frequency:,,2.845 Hz,2.845 Hz
Period:,,351.500 mS,351.500 mS
SP:,,1000.000 uS,1000.000 uS
PK-PK:,,3.600 V,3.520 V
,,,
Units:(mV),,,
100,100000.000us,3440,0
101,101000.000us,3360,0
102,102000.000us,3520,80
103,103000.000us,3360,0
104,104000.000us,3440,80
105,105000.000us,3440,80
106,106000.000us,3520,80
107,107000.000us,3360,0
108,108000.000us,3440,80
109,109000.000us,3440,0
110,110000.000us,3520,80
111,111000.000us,3360,0
112,112000.000us,3440,0
113,113000.000us,3520,0
114,114000.000us,3520,80
115,115000.000us,3440,0
116,116000.000us,3520,80
117,117000.000us,3520,0
118,118000.000us,3520,80
119,119000.000us,3440,0
120,120000.000us,3440,0
121,121000.000us,3440,-80
122,122000.000us,3440,80
123,123000.000us,3360,-80
124,124000.000us,3440,0
125,125000.000us,3520,0
126,126000.000us,3520,80
127,127000.000us,3440,0
128,128000.000us,3440,0
129,129000.000us,3440,0
130,130000.000us,3520,80
131,131000.000us,3360,0
132,132000.000us,3440,0
133,133000.000us,3440,0
134,134000.000us,3520,80
135,135000.000us,3360,0
136,136000.000us,3520,0
137,137000.000us,3440,0
138,138000.000us,3520,80
139,139000.000us,3360,0
140,140000.000us,3360,0
141,141000.000us,3440,80
142,142000.000us,3520,80
143,143000.000us,3440,0
144,144000.000us,3440,80
145,145000.000us,3440,80
146,146000.000us,3440,80
147,147000.000us,3440,0
148,148000.000us,3440,0
149,149000.000us,3520,80
150,150000.000us,3520,80
151,151000.000us,3360,0
152,152000.000us,3440,0
