Save Time: 2026-07-14 15:24:45,,,
Units:(mV),,,
,CH1,CH2,
Frequency:,2.845 Hz,?,
Period:,351.500 mS,?,
SP:,1000.000 uS,1000.000 uS,
PK-PK:,3.600 V,800.000 mV,
,,,
1260,1259000,80,80
1261,1260000,80,0
1262,1261000,160,80
1263,1262000,80,0
1264,1263000,160,0
1265,1264000,80,80
1266,1265000,160,80
1267,1266000,80,0
1268,1267000,80,80
1269,1268000,80,160
1270,1269000,160,160
1271,1270000,80,0
1272,1271000,80,0
1273,1272000,80,0
1274,1273000,80,80
1275,1274000,80,0
1276,1275000,80,0
1277,1276000,0,80
1278,1277000,80,80
1279,1278000,0,0
1280,1279000,80,80
1281,1280000,160,0
1282,1281000,160,80
1283,1282000,80,0
1284,1283000,80,80
1285,1284000,160,80
1286,1285000,160,80
1287,1286000,80,-80
1288,1287000,80,-80
1289,1288000,80,80
1290,1289000,160,80
1291,1290000,0,0
1292,1291000,80,0
1293,1292000,80,0
1294,1293000,160,80
1295,1294000,80,0
1296,1295000,80,80
1297,1296000,80,80
1298,1297000,160,80
1299,1298000,0,-80
1300,1299000,160,0
1301,1300000,160,0
1302,1301000,160,80
1303,1302000,80,0
1304,1303000,80,0
1305,1304000,80,80
1306,1305000,160,80
1307,1306000,0,0
1308,1307000,80,0
1309,1308000,80,80
1310,1309000,160,80
1311,1310000,0,0
1312,1311000,80,0
1313,1312000,80,0
1314,1313000,80,80
1315,1314000,80,0
1316,1315000,80,0
1317,1316000,80,0
1318,1317000,160,80
1319,1318000,0,0
1320,1319000,80,80
1321,1320000,80,0
1322,1321000,80,80
1323,1322000,0,0
1324,1323000,80,80
1325,1324000,80,80
1326,1325000,80,160
1327,1326000,80,0
1328,1327000,80,0
1329,1328000,80,80
1330,1329000,160,80
1331,1330000,80,0
1332,1331000,80,0
1333,1332000,80,0
1334,1333000,160,80
1335,1334000,80,-80
1336,1335000,80,0
1337,1336000,80,0
1338,1337000,160,80
1339,1338000,80,0
1340,1339000,80,80
1341,1340000,80,80
1342,1341000,160,80
1343,1342000,0,0
1344,1343000,160,0
1345,1344000,80,80
1346,1345000,160,80
1347,1346000,0,0
1348,1347000,80,80
1349,1348000,80,0
1350,1349000,80,80
1351,1350000,0,0
1352,1351000,0,80
1353,1352000,80,0
1354,1353000,80,80
1355,1354000,0,0
1356,1355000,80,0
1357,1356000,80,80
1358,1357000,160,80
1359,1358000,0,0
1360,1359000,80,80
1361,1360000,0,0
1362,1361000,160,80
1363,1362000,0,0
1364,1363000,80,80
1365,1364000,80,80
1366,1365000,160,80
1367,1366000,80,0
1368,1367000,80,80
1369,1368000,80,0
1370,1369000,160,80
1371,1370000,80,0
1372,1371000,160,80
1373,1372000,80,80
1374,1373000,160,80
1375,1374000,0,0
1376,1375000,80,0
1377,1376000,160,0
1378,1377000,160,80
1379,1378000,0,-80
1380,1379000,80,-80
1381,1380000,80,0
1382,1381000,160,80
1383,1382000,0,0
1384,1383000,160,80
1385,1384000,80,80
1386,1385000,80,80
1387,1386000,80,0
1388,1387000,80,0
1389,1388000,80,0
1390,1389000,80,80
1391,1390000,0,0
1392,1391000,80,80
1393,1392000,80,0
1394,1393000,80,80
1395,1394000,0,0
1396,1395000,80,0
1397,1396000,160,0
1398,1397000,160,80
1399,1398000,0,0
1400,1399000,80,0
1401,1400000,80,0
1402,1401000,80,80
1403,1402000,80,0
1404,1403000,80,0
1405,1404000,0,0
1406,1405000,160,80
1407,1406000,0,0
1408,1407000,80,80
1409,1408000,80,80
1410,1409000,160,80
1411,1410000,80,0
1412,1411000,80,0
1413,1412000,0,80
1414,1413000,160,80
1415,1414000,0,0
1416,1415000,80,0
1417,1416000,80,80
1418,1417000,80,80
1419,1418000,0,0
1420,1419000,80,0
1421,1420000,160,80
1422,1421000,160,80
1423,1422000,0,0
1424,1423000,80,0
1425,1424000,80,80
1426,1425000,80,80
1427,1426000,80,-560
1428,1427000,80,-480
1429,1428000,80,-480
1430,1429000,160,-480
1431,1430000,80,-560
1432,1431000,80,-560
1433,1432000,80,-560
1434,1433000,80,-400
1435,1434000,0,-560
1436,1435000,80,-480
1437,1436000,80,-480
1438,1437000,80,-400
1439,1438000,0,-560
1440,1439000,80,-560
1441,1440000,80,-480
1442,1441000,160,-400
1443,1442000,0,-560
1444,1443000,80,-400
1445,1444000,80,-480
1446,1445000,80,-480
1447,1446000,80,-560
1448,1447000,80,-480
1449,1448000,80,-480
1450,1449000,160,-400
1451,1450000,80,-560
1452,1451000,80,-480
1453,1452000,80,-560
1454,1453000,80,-400
1455,1454000,0,-560
1456,1455000,0,-560
1457,1456000,80,-560
1458,1457000,80,-480
1459,1458000,80,-560
1460,1459000,80,-480
1461,1460000,80,-560
1462,1461000,160,-480
1463,1462000,80,-560
1464,1463000,160,-480
1465,1464000,80,-480
1466,1465000,160,-480
1467,1466000,80,-560
1468,1467000,80,-480
1469,1468000,80,-480
1470,1469000,3520,-400
1471,1470000,80,-560
1472,1471000,3440,-560
1473,1472000,3360,-480
1474,1473000,3520,-480
1475,1474000,3360,-560
1476,1475000,3520,-480
1477,1476000,3440,-480
1478,1477000,3520,-480
1479,1478000,3360,-560
1480,1479000,3520,-560
1481,1480000,3440,-400
1482,1481000,3520,-400
1483,1482000,3440,-560
1484,1483000,3520,-480
1485,1484000,3440,-480
1486,1485000,3520,-400
1487,1486000,3440,-560
1488,1487000,3440,-480
1489,1488000,3440,-560
1490,1489000,3520,-480
1491,1490000,3440,-560
1492,1491000,3440,-480
1493,1492000,3440,-480
1494,1493000,3520,-320
1495,1494000,3440,-560
1496,1495000,3440,-480
1497,1496000,3520,-480
1498,1497000,3520,-400
1499,1498000,3360,-560
1500,1499000,3520,-480
1501,1500000,3440,-560
1502,1501000,3520,-400
1503,1502000,3360,-560
1504,1503000,3440,-560
1505,1504000,3440,-480
1506,1505000,3520,-480
1507,1506000,3360,-560
1508,1507000,3520,-560
1509,1508000,3520,-560
1510,1509000,3520,-400
1511,1510000,3440,-560
1512,1511000,3440,-480
1513,1512000,3440,-480
1514,1513000,3520,-480
1515,1514000,3360,-560
1516,1515000,3440,-480
1517,1516000,3440,-480
1518,1517000,3520,-480
1519,1518000,3360,-560
1520,1519000,3360,-480
1521,1520000,3440,-560
1522,1521000,3520,-480
1523,1522000,3440,-560
1524,1523000,3520,-480
1525,1524000,3440,-480
1526,1525000,3520,-480
1527,1526000,3440,-480
1528,1527000,3440,-480
1529,1528000,3520,-480
1530,1529000,3520,-400
1531,1530000,3360,-560
1532,1531000,3360,-480
1533,1532000,3440,-480
1534,1533000,3520,-480
1535,1534000,3440,-560
1536,1535000,3440,-480
1537,1536000,3520,-480
1538,1537000,3520,-400
1539,1538000,3360,-560
1540,1539000,3440,-560
1541,1540000,3440,-480
1542,1541000,3520,-480
1543,1542000,3360,-560
1544,1543000,3440,-560
1545,1544000,3520,-480
1546,1545000,3520,-480
1547,1546000,3440,-560
1548,1547000,3440,-480
1549,1548000,3440,-480
1550,1549000,3520,-400
1551,1550000,3360,-560
1552,1551000,3440,-400
1553,1552000,3520,-560
1554,1553000,3520,-400
1555,1554000,3360,-560
1556,1555000,3440,-480
1557,1556000,3440,-480
1558,1557000,3520,-400
1559,1558000,3440,-560
1560,1559000,3440,-480
1561,1560000,3440,-480
1562,1561000,3520,-400
1563,1562000,3360,-560
1564,1563000,3360,-480
1565,1564000,3440,-480
1566,1565000,3520,-400
1567,1566000,3440,-560
1568,1567000,3440,-480
1569,1568000,3440,-560
1570,1569000,3520,-480
1571,1570000,3360,-560
1572,1571000,3440,-480
1573,1572000,3440,-400
1574,1573000,3520,-400
1575,1574000,3440,-560
1576,1575000,3520,-480
1577,1576000,3440,-560
1578,1577000,3520,-400
1579,1578000,3360,-560
1580,1579000,3520,-560
1581,1580000,3520,-480
1582,1581000,3520,-400
1583,1582000,3440,-560
1584,1583000,3440,-480
1585,1584000,3440,-480
1586,1585000,3520,-480
1587,1586000,3440,-560
1588,1587000,3440,-480
1589,1588000,3520,-560
1590,1589000,3520,-480
1591,1590000,3440,-560
1592,1591000,3440,-480
1593,1592000,3360,-480
1594,1593000,3520,-400
1595,1594000,3360,-560
1596,1595000,3440,-480
1597,1596000,3520,-400
1598,1597000,3520,-400
1599,1598000,3440,-480
1600,1599000,3440,-480
1601,1600000,3440,-560
1602,1601000,3520,-400
1603,1602000,3360,-560
1604,1603000,3440,-480
1605,1604000,3520,-480
1606,1605000,3520,-480
1607,1606000,3440,-560
1608,1607000,3440,-480
1609,1608000,3440,-480
1610,1609000,3520,-480
1611,1610000,3360,-560
1612,1611000,3520,-480
1613,1612000,3440,-480
1614,1613000,3520,-480
1615,1614000,3360,-560
1616,1615000,3360,-480
1617,1616000,3440,-480
1618,1617000,3520,-480
1619,1618000,3440,-560
1620,1619000,3440,-560
1621,1620000,3440,-480
1622,1621000,3520,-480
1623,1622000,3440,-560
1624,1623000,3520,-480
1625,1624000,3440,-560
1626,1625000,3520,-480
1627,1626000,3360,-560
1628,1627000,3520,-480
1629,1628000,3520,-480
1630,1629000,3520,-480
1631,1630000,3440,-560
1632,1631000,3440,-480
1633,1632000,3440,-480
1634,1633000,3520,-480
1635,1634000,3360,-560
1636,1635000,3360,-480
1637,1636000,3520,-480
1638,1637000,3520,-480
1639,1638000,3360,-560
1640,1639000,3520,-480
1641,1640000,3440,-480
1642,1641000,3520,-480
1643,1642000,3440,-560
1644,1643000,3520,-480
1645,1644000,3520,-480
1646,1645000,3520,-480
1647,1646000,3440,-560
1648,1647000,3440,-480
1649,1648000,3440,-480
1650,1649000,3520,-480
1651,1650000,3440,-480
1652,1651000,3440,-480
1653,1652000,3440,-560
1654,1653000,3520,-480
1655,1654000,3440,-560
1656,1655000,3440,-560
1657,1656000,3440,-560
1658,1657000,3520,-480
1659,1658000,3360,-560
1660,1659000,3520,-480
1661,1660000,3440,-480
1662,1661000,3520,-480
1663,1662000,3440,-560
1664,1663000,3440,-560
1665,1664000,3520,-560
1666,1665000,3520,-480
1667,1666000,3360,-560
1668,1667000,3440,-480
1669,1668000,3440,-480
1670,1669000,3520,-480
1671,1670000,3440,-560
1672,1671000,3520,-560
1673,1672000,3520,-560
1674,1673000,3520,-400
1675,1674000,3440,-560
1676,1675000,3440,-560
1677,1676000,3520,-560
1678,1677000,3520,-400
1679,1678000,3440,-560
1680,1679000,3520,-560
1681,1680000,3440,-560
1682,1681000,3520,-480
1683,1682000,3440,-560
1684,1683000,3520,-560
1685,1684000,3440,-480
1686,1685000,3520,-400
1687,1686000,3440,-560
1688,1687000,3440,-480
1689,1688000,3440,-560
1690,1689000,3520,-480
1691,1690000,3440,-560
1692,1691000,3520,-480
1693,1692000,3520,-400
1694,1693000,3520,-400
1695,1694000,3360,-560
1696,1695000,3440,-480
1697,1696000,3360,-480
1698,1697000,3520,-400
1699,1698000,3360,-560
1700,1699000,3520,-480
1701,1700000,3520,-560
1702,1701000,3520,-480
1703,1702000,3360,-560
1704,1703000,3440,-480
1705,1704000,3440,-560
1706,1705000,3520,-480
1707,1706000,3440,-560
1708,1707000,3520,-560
1709,1708000,3360,-560
1710,1709000,3520,-480
1711,1710000,3360,-560
1712,1711000,3440,-480
1713,1712000,3520,-480
1714,1713000,3520,-400
1715,1714000,3440,-560
1716,1715000,3440,-560
1717,1716000,3440,-560
1718,1717000,3520,-400
1719,1718000,3440,-560
1720,1719000,3520,-560
1721,1720000,3440,-480
1722,1721000,3520,-480
1723,1722000,3360,-560
1724,1723000,3440,-480
1725,1724000,3440,-480
1726,1725000,3520,-480
1727,1726000,3440,-560
1728,1727000,3520,-480
1729,1728000,80,-480
1730,1729000,80,-400
1731,1730000,0,-560
1732,1731000,80,-480
1733,1732000,80,-560
1734,1733000,80,-400
1735,1734000,0,-560
1736,1735000,80,-480
1737,1736000,80,-480
1738,1737000,160,-480
1739,1738000,80,-560
1740,1739000,80,-560
1741,1740000,80,-480
1742,1741000,160,-400
1743,1742000,80,-560
1744,1743000,160,-480
1745,1744000,80,-560
1746,1745000,160,-480
1747,1746000,80,-560
1748,1747000,160,-480
1749,1748000,80,-480
1750,1749000,160,-400
1751,1750000,80,-560
1752,1751000,80,-480
1753,1752000,80,-560
1754,1753000,160,-400
1755,1754000,0,-560
1756,1755000,160,-480
1757,1756000,80,-480
1758,1757000,160,-480
1759,1758000,0,-560
1760,1759000,80,-560
1761,1760000,80,-480
1762,1761000,160,-400
1763,1762000,0,-560
1764,1763000,0,-400
1765,1764000,80,-480
1766,1765000,160,-400
1767,1766000,80,-560
1768,1767000,80,-480
1769,1768000,80,-480
1770,1769000,160,-480
1771,1770000,0,-560
1772,1771000,80,-480
1773,1772000,80,-400
1774,1773000,160,-400
1775,1774000,0,-480
1776,1775000,80,-480
1777,1776000,80,-480
1778,1777000,160,-400
1779,1778000,80,-560
1780,1779000,80,-400
1781,1780000,80,-560
1782,1781000,3520,-480
1783,1782000,80,-560
1784,1783000,3440,-480
1785,1784000,3440,-480
1786,1785000,3520,-480
1787,1786000,3440,-560
1788,1787000,3440,-480
1789,1788000,3440,-400
1790,1789000,3520,-400
1791,1790000,3440,-560
1792,1791000,3440,-560
1793,1792000,3360,-480
1794,1793000,3520,-480
1795,1794000,3360,-560
1796,1795000,3440,-480
1797,1796000,3520,-480
1798,1797000,3520,-480
1799,1798000,3440,-560
1800,1799000,3520,-480
1801,1800000,3440,-480
1802,1801000,3440,-480
1803,1802000,3360,-560
1804,1803000,3440,-480
1805,1804000,3440,-480
1806,1805000,3520,-400
1807,1806000,3440,-560
1808,1807000,3440,-480
1809,1808000,3440,-560
1810,1809000,3520,-480
1811,1810000,3440,-560
1812,1811000,3520,-480
1813,1812000,3440,-480
1814,1813000,3520,-480
1815,1814000,3360,-560
1816,1815000,3440,-560
1817,1816000,3440,-480
1818,1817000,3520,-480
1819,1818000,3440,-560
1820,1819000,3440,-480
1821,1820000,3440,-480
1822,1821000,3520,-480
1823,1822000,80,-560
1824,1823000,80,-480
1825,1824000,160,-480
1826,1825000,160,-480
1827,1826000,80,-560
1828,1827000,80,-480
1829,1828000,80,-480
1830,1829000,80,80
1831,1830000,0,-560
1832,1831000,80,0
1833,1832000,80,80
1834,1833000,80,80
1835,1834000,0,0
1836,1835000,80,80
1837,1836000,80,0
1838,1837000,80,80
1839,1838000,0,-80
1840,1839000,80,80
1841,1840000,160,0
1842,1841000,160,80
1843,1842000,0,0
1844,1843000,0,80
1845,1844000,80,80
1846,1845000,80,80
1847,1846000,80,0
1848,1847000,80,0
1849,1848000,80,0
1850,1849000,80,80
1851,1850000,80,0
1852,1851000,80,80
1853,1852000,80,80
1854,1853000,160,80
1855,1854000,80,0
1856,1855000,80,80
1857,1856000,80,0
1858,1857000,160,80
1859,1858000,80,0
1860,1859000,160,80
1861,1860000,80,0
1862,1861000,160,80
1863,1862000,0,0
1864,1863000,160,0
1865,1864000,80,80
1866,1865000,160,80
1867,1866000,80,0
1868,1867000,80,80
1869,1868000,80,0
1870,1869000,160,80
1871,1870000,0,0
1872,1871000,80,80
1873,1872000,80,80
1874,1873000,80,80
1875,1874000,80,0
1876,1875000,80,80
1877,1876000,80,80
1878,1877000,80,80
1879,1878000,80,0
1880,1879000,80,80
1881,1880000,80,0
1882,1881000,80,80
1883,1882000,0,0
1884,1883000,80,0
1885,1884000,80,80
1886,1885000,160,80
1887,1886000,0,0
1888,1887000,80,0
1889,1888000,80,80
1890,1889000,160,80
1891,1890000,80,0
1892,1891000,160,80
1893,1892000,80,0
1894,1893000,80,80
1895,1894000,0,0
1896,1895000,80,0
1897,1896000,80,0
1898,1897000,80,80
1899,1898000,0,0
1900,1899000,80,80
1901,1900000,160,80
1902,1901000,160,80
1903,1902000,0,0
1904,1903000,80,0
1905,1904000,0,0
1906,1905000,80,80
1907,1906000,0,-80
1908,1907000,80,80
1909,1908000,80,0
1910,1909000,160,80
1911,1910000,80,0
1912,1911000,80,0
1913,1912000,160,0
1914,1913000,160,80
1915,1914000,0,0
1916,1915000,80,0
1917,1916000,80,80
1918,1917000,160,80
1919,1918000,0,-80
1920,1919000,80,0
1921,1920000,160,80
1922,1921000,160,80
1923,1922000,0,0
1924,1923000,80,0
1925,1924000,80,0
1926,1925000,160,80
1927,1926000,0,0
1928,1927000,80,0
1929,1928000,0,80
1930,1929000,80,80
1931,1930000,0,0
1932,1931000,80,80
1933,1932000,0,80
1934,1933000,80,80
1935,1934000,0,-80
1936,1935000,80,0
1937,1936000,80,80
1938,1937000,80,80
1939,1938000,0,0
1940,1939000,80,80
1941,1940000,80,0
1942,1941000,160,80
1943,1942000,0,0
1944,1943000,80,0
1945,1944000,80,0
1946,1945000,80,80
1947,1946000,80,0
1948,1947000,80,0
1949,1948000,80,80
1950,1949000,160,80
1951,1950000,80,0
1952,1951000,80,0
1953,1952000,80,0
1954,1953000,160,80
1955,1954000,80,0
1956,1955000,80,0
1957,1956000,80,0
1958,1957000,160,80
1959,1958000,80,0
1960,1959000,80,0
1961,1960000,80,0
1962,1961000,160,80
1963,1962000,0,0
1964,1963000,160,0
1965,1964000,80,80
1966,1965000,160,80
1967,1966000,0,0
1968,1967000,80,80
1969,1968000,80,0
1970,1969000,80,80
1971,1970000,0,0
1972,1971000,80,0
1973,1972000,80,80
1974,1973000,80,80
1975,1974000,80,0
1976,1975000,80,0
1977,1976000,80,-80
1978,1977000,160,80
1979,1978000,0,-80
1980,1979000,80,0
1981,1980000,80,80
1982,1981000,80,80
1983,1982000,0,0
1984,1983000,80,80
1985,1984000,80,0
1986,1985000,80,80
1987,1986000,80,0
1988,1987000,80,80
1989,1988000,80,80
1990,1989000,160,80
1991,1990000,80,0
1992,1991000,160,80
1993,1992000,80,0
1994,1993000,160,80
1995,1994000,0,0
1996,1995000,160,80
1997,1996000,160,80
1998,1997000,160,80
1999,1998000,0,0
2000,1999000,80,0
2001,2000000,80,80
2002,2001000,160,80
2003,2002000,80,0
2004,2003000,80,0
2005,2004000,80,0
2006,2005000,80,80
2007,2006000,0,0
2008,2007000,80,80
2009,2008000,80,80
2010,2009000,80,80
2011,2010000,0,0
2012,2011000,80,0
2013,2012000,160,0
2014,2013000,160,80
2015,2014000,80,-80
2016,2015000,80,0
2017,2016000,80,80
2018,2017000,160,80
2019,2018000,0,0
2020,2019000,80,0
2021,2020000,80,0
2022,2021000,160,160
2023,2022000,80,0
2024,2023000,80,80
2025,2024000,80,80
2026,2025000,80,80
2027,2026000,80,0
2028,2027000,80,80
2029,2028000,80,80
2030,2029000,80,80
2031,2030000,0,0
2032,2031000,80,80
2033,2032000,160,80
2034,2033000,160,80
2035,2034000,80,0
2036,2035000,160,80
2037,2036000,80,0
2038,2037000,160,80
2039,2038000,0,0
2040,2039000,80,0
2041,2040000,80,0
2042,2041000,160,80
2043,2042000,0,0
2044,2043000,80,0
2045,2044000,0,0
2046,2045000,160,80
2047,2046000,0,0
2048,2047000,80,0
2049,2048000,80,0
2050,2049000,160,80
2051,2050000,80,0
2052,2051000,80,0
2053,2052000,80,80
2054,2053000,160,80
2055,2054000,0,-80
2056,2055000,0,0
2057,2056000,80,80
2058,2057000,160,80
2059,2058000,80,0
2060,2059000,80,80
2061,2060000,80,80
2062,2061000,160,80
2063,2062000,80,0
2064,2063000,80,0
2065,2064000,80,80
2066,2065000,160,80
2067,2066000,80,0
2068,2067000,80,80
2069,2068000,0,0
2070,2069000,80,80
2071,2070000,0,0
2072,2071000,80,80
2073,2072000,80,0
2074,2073000,160,80
2075,2074000,80,0
2076,2075000,160,0
2077,2076000,80,80
2078,2077000,80,80
2079,2078000,80,0
2080,2079000,80,0
2081,2080000,0,0
2082,2081000,160,80
2083,2082000,0,0
2084,2083000,80,80
2085,2084000,80,0
2086,2085000,80,80
2087,2086000,0,0
2088,2087000,80,0
2089,2088000,160,0
2090,2089000,160,80
2091,2090000,0,0
2092,2091000,80,80
2093,2092000,80,80
2094,2093000,80,80
2095,2094000,80,0
2096,2095000,80,0
2097,2096000,80,0
2098,2097000,160,80
2099,2098000,0,0
2100,2099000,80,0
2101,2100000,80,80
2102,2101000,80,80
2103,2102000,0,0
2104,2103000,80,80
2105,2104000,80,0
2106,2105000,80,80
2107,2106000,0,0
2108,2107000,0,80
2109,2108000,80,0
2110,2109000,160,80
2111,2110000,80,0
2112,2111000,80,80
2113,2112000,80,0
2114,2113000,80,80
2115,2114000,80,0
2116,2115000,80,0
2117,2116000,160,0
2118,2117000,160,80
2119,2118000,80,0
2120,2119000,80,80
2121,2120000,0,0
2122,2121000,80,80
2123,2122000,0,0
2124,2123000,80,0
2125,2124000,160,80
2126,2125000,160,80
2127,2126000,80,0
2128,2127000,80,0
2129,2128000,80,-480
2130,2129000,80,-400
2131,2130000,80,-560
2132,2131000,80,-560
2133,2132000,80,-480
2134,2133000,80,-480
2135,2134000,0,-560
2136,2135000,0,-480
2137,2136000,0,-480
2138,2137000,80,-480
2139,2138000,0,-560
2140,2139000,80,-560
2141,2140000,80,-480
2142,2141000,160,-400
2143,2142000,80,-560
2144,2143000,80,-480
2145,2144000,80,-400
2146,2145000,80,-400
2147,2146000,0,-560
2148,2147000,80,-560
2149,2148000,80,-480
2150,2149000,160,-400
2151,2150000,0,-560
2152,2151000,80,-400
2153,2152000,80,-480
2154,2153000,160,-480
2155,2154000,80,-560
2156,2155000,80,-480
2157,2156000,160,-480
2158,2157000,160,-400
2159,2158000,80,-560
2160,2159000,80,-480
2161,2160000,80,-560
2162,2161000,160,-480
2163,2162000,0,-560
2164,2163000,80,-480
2165,2164000,80,-480
2166,2165000,160,-400
2167,2166000,0,-560
2168,2167000,80,-560
2169,2168000,80,-480
2170,2169000,80,-480
2171,2170000,0,-560
2172,2171000,80,-480
2173,2172000,80,-480
2174,2173000,3520,-400
2175,2174000,80,-560
2176,2175000,3440,-560
2177,2176000,3360,-560
2178,2177000,3520,-400
2179,2178000,3360,-560
2180,2179000,3440,-480
2181,2180000,3440,-480
2182,2181000,3520,-480
2183,2182000,3360,-560
2184,2183000,3440,-560
2185,2184000,3440,-480
2186,2185000,3520,-400
2187,2186000,3440,-560
2188,2187000,3520,-480
2189,2188000,3440,-400
2190,2189000,3520,-400
2191,2190000,3440,-560
2192,2191000,3520,-560
2193,2192000,3520,-480
2194,2193000,3520,-480
2195,2194000,3440,-560
2196,2195000,3440,-560
2197,2196000,3520,-480
2198,2197000,3520,-400
2199,2198000,3360,-560
2200,2199000,3440,-480
2201,2200000,3440,-480
2202,2201000,3600,-400
2203,2202000,3360,-480
2204,2203000,3440,-480
2205,2204000,3520,-480
2206,2205000,3520,-400
2207,2206000,3440,-560
2208,2207000,3440,-560
2209,2208000,3360,-480
2210,2209000,3520,-400
2211,2210000,3360,-560
2212,2211000,3520,-400
2213,2212000,3360,-480
2214,2213000,3440,-480
2215,2214000,3360,-560
2216,2215000,3440,-480
2217,2216000,3440,-560
2218,2217000,3520,-400
2219,2218000,3440,-560
2220,2219000,3520,-480
2221,2220000,3360,-480
2222,2221000,3520,-480
2223,2222000,3360,-560
2224,2223000,3520,-560
2225,2224000,3440,-480
2226,2225000,3520,-480
2227,2226000,3440,-560
2228,2227000,3520,-480
2229,2228000,3440,-480
2230,2229000,3520,-480
2231,2230000,3360,-560
2232,2231000,3520,-560
2233,2232000,3440,-560
2234,2233000,3440,-400
2235,2234000,3440,-560
2236,2235000,3440,-480
2237,2236000,3440,-480
2238,2237000,3520,-480
2239,2238000,3440,-560
2240,2239000,3440,-560
2241,2240000,3440,-480
2242,2241000,3520,-480
2243,2242000,3360,-560
2244,2243000,3520,-480
2245,2244000,3440,-480
2246,2245000,3520,-480
2247,2246000,3360,-560
2248,2247000,3440,-480
2249,2248000,3520,-480
2250,2249000,3520,-480
2251,2250000,3360,-560
2252,2251000,3440,-560
2253,2252000,3440,-480
2254,2253000,3520,-400
2255,2254000,3440,-560
2256,2255000,3520,-480
2257,2256000,3440,-480
2258,2257000,3520,-480
2259,2258000,3440,-480
2260,2259000,3520,-480
2261,2260000,3520,-480
2262,2261000,3520,-400
2263,2262000,3440,-560
2264,2263000,3520,-480
2265,2264000,3440,-480
2266,2265000,3520,-400
2267,2266000,3360,-560
2268,2267000,3440,-480
2269,2268000,3440,-480
2270,2269000,3520,-400
2271,2270000,3440,-560
2272,2271000,3440,-560
2273,2272000,3440,-400
2274,2273000,3520,-400
2275,2274000,3440,-560
2276,2275000,3440,-400
2277,2276000,3440,-480
2278,2277000,3520,-480
2279,2278000,3440,-560
2280,2279000,3520,-480
2281,2280000,3440,-480
2282,2281000,3520,-400
2283,2282000,3360,-560
2284,2283000,3440,-400
2285,2284000,3520,-560
2286,2285000,3520,-480
2287,2286000,3440,-560
2288,2287000,3520,-560
2289,2288000,3440,-480
2290,2289000,3520,-480
2291,2290000,3360,-560
2292,2291000,3440,-560
2293,2292000,3440,-480
2294,2293000,3520,-400
2295,2294000,3440,-560
2296,2295000,3440,-560
2297,2296000,3440,-480
2298,2297000,3520,-400
2299,2298000,3360,-560
2300,2299000,3440,-400
2301,2300000,3440,-480
2302,2301000,3520,-480
2303,2302000,3440,-560
2304,2303000,3440,-560
2305,2304000,3440,-480
2306,2305000,3520,-400
2307,2306000,3440,-560
2308,2307000,3440,-480
2309,2308000,3440,-480
2310,2309000,3520,-480
2311,2310000,3360,-560
2312,2311000,3440,-480
2313,2312000,3440,-480
2314,2313000,3520,-400
2315,2314000,3440,-560
2316,2315000,3520,-560
2317,2316000,3440,-480
2318,2317000,3520,-400
2319,2318000,3440,-560
2320,2319000,3520,-480
2321,2320000,3440,-560
2322,2321000,3520,-480
2323,2322000,3440,-560
2324,2323000,3520,-480
2325,2324000,3440,-480
2326,2325000,3520,-400
2327,2326000,3440,-560
2328,2327000,3440,-560
2329,2328000,3440,-480
2330,2329000,3520,-400
2331,2330000,3360,-560
2332,2331000,3440,-560
2333,2332000,3440,-480
2334,2333000,3520,-480
2335,2334000,3440,-560
2336,2335000,3440,-560
2337,2336000,3440,-480
2338,2337000,3520,-480
2339,2338000,3360,-560
2340,2339000,3440,-480
2341,2340000,3440,-480
2342,2341000,3520,-400
2343,2342000,3360,-560
2344,2343000,3520,-480
2345,2344000,3440,-480
2346,2345000,3520,-400
2347,2346000,3360,-560
2348,2347000,3440,-560
2349,2348000,3520,-480
2350,2349000,3520,-480
2351,2350000,3440,-560
2352,2351000,3440,-560
2353,2352000,3520,-480
2354,2353000,3520,-400
2355,2354000,3440,-560
2356,2355000,3440,-480
2357,2356000,3440,-480
2358,2357000,3440,-480
2359,2358000,3440,-560
2360,2359000,3440,-480
2361,2360000,3440,-480
2362,2361000,3520,-480
2363,2362000,3440,-560
2364,2363000,3440,-480
2365,2364000,3520,-560
2366,2365000,3520,-400
2367,2366000,3440,-560
2368,2367000,3520,-480
2369,2368000,3440,-480
2370,2369000,3520,-480
2371,2370000,3360,-560
2372,2371000,3520,-480
2373,2372000,3440,-480
2374,2373000,3520,-400
2375,2374000,3440,-560
2376,2375000,3440,-400
2377,2376000,3440,-560
2378,2377000,3520,-400
2379,2378000,3440,-560
2380,2379000,3440,-480
2381,2380000,3440,-480
2382,2381000,3520,-480
2383,2382000,3360,-560
2384,2383000,3440,-560
2385,2384000,3440,-560
2386,2385000,3520,-480
2387,2386000,3440,-560
2388,2387000,3520,-480
2389,2388000,3440,-480
2390,2389000,3440,-480
2391,2390000,3440,-560
2392,2391000,3440,-480
2393,2392000,3440,-560
2394,2393000,3520,-480
2395,2394000,3360,-560
2396,2395000,3440,-480
2397,2396000,3440,-480
2398,2397000,3520,-480
2399,2398000,3440,-560
2400,2399000,3440,-560
2401,2400000,3440,-480
2402,2401000,3520,-480
2403,2402000,3440,-560
2404,2403000,3440,-560
2405,2404000,3440,-480
2406,2405000,3440,-480
2407,2406000,3360,-560
2408,2407000,3440,-480
