Save Time: 2026-07-14 15:24:45,,,
Units:(mV),,,
,CH1,CH2,
Frequency:,2.845 Hz,?,
Period:,351.500 mS,?,
SP:,1000.000 uS,1000.000 uS,
PK-PK:,3.600 V,800.000 mV,
,,,
518,517000,160,80
519,518000,0,0
520,519000,80,80
521,520000,80,0
522,521000,160,80
523,522000,0,0
524,523000,80,80
525,524000,80,0
526,525000,160,80
527,526000,80,0
528,527000,80,80
529,528000,80,0
530,529000,160,80
531,530000,0,0
532,531000,80,0
533,532000,80,80
534,533000,160,80
535,534000,80,0
536,535000,80,0
537,536000,80,0
538,537000,80,80
539,538000,80,0
540,539000,80,80
541,540000,80,80
542,541000,80,80
543,542000,0,0
544,543000,80,0
545,544000,160,80
546,545000,160,80
547,546000,0,0
548,547000,80,0
549,548000,80,0
550,549000,80,80
551,550000,0,0
552,551000,80,0
553,552000,160,80
554,553000,160,80
555,554000,0,0
556,555000,160,0
557,556000,80,80
558,557000,240,80
559,558000,80,0
560,559000,160,0
561,560000,80,0
562,561000,80,80
563,562000,80,0
564,563000,80,80
565,564000,160,80
566,565000,160,80
567,566000,80,-80
568,567000,80,80
569,568000,80,0
570,569000,160,80
571,570000,0,-80
572,571000,160,0
573,572000,80,80
574,573000,80,80
575,574000,0,0
576,575000,80,80
577,576000,80,0
578,577000,160,80
579,578000,0,0
580,579000,80,80
581,580000,80,80
582,581000,160,80
583,582000,0,0
584,583000,160,0
585,584000,160,80
586,585000,160,80
587,586000,80,0
588,587000,80,80
589,588000,80,0
590,589000,160,80
591,590000,80,0
592,591000,160,80
593,592000,80,80
594,593000,160,80
595,594000,80,0
596,595000,80,0
597,596000,80,80
598,597000,80,160
599,598000,0,0
600,599000,0,0
601,600000,80,80
602,601000,80,80
603,602000,80,0
604,603000,80,0
605,604000,80,80
606,605000,80,80
607,606000,80,0
608,607000,80,80
609,608000,80,80
610,609000,160,80
611,610000,0,0
612,611000,80,80
613,612000,80,80
614,613000,160,80
615,614000,0,0
616,615000,160,80
617,616000,80,80
618,617000,160,160
619,618000,80,0
620,619000,80,0
621,620000,80,0
622,621000,160,80
623,622000,0,0
624,623000,80,0
625,624000,80,80
626,625000,160,80
627,626000,80,0
628,627000,160,0
629,628000,80,80
630,629000,80,80
631,630000,80,0
632,631000,80,80
633,632000,80,0
634,633000,80,80
635,634000,80,0
636,635000,80,80
637,636000,80,0
638,637000,80,80
639,638000,0,0
640,639000,80,0
641,640000,80,0
642,641000,80,80
643,642000,80,0
644,643000,80,80
645,644000,160,80
646,645000,160,80
647,646000,80,0
648,647000,80,0
649,648000,80,80
650,649000,80,80
651,650000,0,0
652,651000,80,0
653,652000,80,80
654,653000,160,80
655,654000,0,0
656,655000,80,80
657,656000,160,0
658,657000,160,80
659,658000,0,0
660,659000,80,0
661,660000,80,0
662,661000,80,80
663,662000,80,0
664,663000,80,0
665,664000,80,0
666,665000,80,80
667,666000,0,0
668,667000,80,80
669,668000,80,80
670,669000,80,80
671,670000,0,0
672,671000,80,0
673,672000,80,80
674,673000,80,80
675,674000,80,0
676,675000,80,80
677,676000,80,80
678,677000,80,80
679,678000,0,0
680,679000,80,0
681,680000,80,0
682,681000,160,80
683,682000,0,0
684,683000,80,80
685,684000,80,80
686,685000,160,80
687,686000,0,0
688,687000,160,0
689,688000,80,0
690,689000,80,80
691,690000,80,0
692,691000,80,0
693,692000,80,80
694,693000,160,80
695,694000,80,0
696,695000,80,80
697,696000,160,0
698,697000,160,80
699,698000,80,0
700,699000,80,0
701,700000,160,80
702,701000,160,80
703,702000,0,0
704,703000,160,80
705,704000,80,80
706,705000,160,80
707,706000,80,0
708,707000,80,80
709,708000,160,0
710,709000,160,80
711,710000,80,0
712,711000,80,0
713,712000,80,80
714,713000,160,80
715,714000,0,-80
716,715000,160,0
717,716000,0,80
718,717000,80,80
719,718000,0,0
720,719000,80,0
721,720000,160,80
722,721000,160,80
723,722000,80,-560
724,723000,160,-560
725,724000,0,-560
726,725000,160,-400
727,726000,0,-560
728,727000,160,-560
729,728000,80,-560
730,729000,80,-480
731,730000,80,-560
732,731000,80,-560
733,732000,80,-480
734,733000,160,-480
735,734000,0,-480
736,735000,80,-480
737,736000,80,-480
738,737000,160,-480
739,738000,0,-560
740,739000,160,-560
741,740000,80,-480
742,741000,80,-480
743,742000,0,-560
744,743000,0,-480
745,744000,80,-480
746,745000,80,-400
747,746000,80,-560
748,747000,80,-480
749,748000,80,-560
750,749000,160,-480
751,750000,0,-560
752,751000,0,-560
753,752000,0,-560
754,753000,80,-400
755,754000,0,-560
756,755000,80,-480
757,756000,80,-400
758,757000,80,-400
759,758000,80,-560
760,759000,80,-480
761,760000,80,-560
762,761000,160,-480
763,762000,80,-640
764,763000,160,-480
765,764000,80,-480
766,765000,3520,-480
767,766000,0,-560
