time	I(R1)
Step Information: Rtierra=1K  (Step: 1/3)
3.606416931564831e-04	7.689348e-06
3.634745922313900e-04	7.726550e-06
3.665710113236535e-04	7.766883e-06
3.699338044030903e-04	7.809935e-06
3.738329730141871e-04	7.858396e-06
3.790271894423638e-04	7.919848e-06
3.862481806211244e-04	7.998472e-06
3.962481806211244e-04	8.094574e-06
4.062481806211244e-04	8.175295e-06
4.162481806211244e-04	8.239486e-06
4.262481806211244e-04	8.287761e-06
4.362481806211244e-04	8.321126e-06
4.462481806211244e-04	8.340782e-06
4.562481806211244e-04	8.347997e-06
4.662481806211244e-04	8.344035e-06
4.762481806211244e-04	8.330116e-06
4.862481806211244e-04	8.307386e-06
4.962481806211244e-04	8.276911e-06
5.062481806211243e-04	8.239676e-06
5.162481806211244e-04	8.196581e-06
5.262481806211244e-04	8.148190e-06
5.362481806211244e-04	8.092818e-06
5.462481806211243e-04	8.027562e-06
5.562481806211244e-04	7.952865e-06
5.662481806211244e-04	7.871669e-06
5.762481806211244e-04	7.786402e-06
5.862481806211243e-04	7.698752e-06
5.962481806211244e-04	7.609920e-06
6.062481806211244e-04	7.520791e-06
6.162481806211244e-04	7.432037e-06
6.262481806211243e-04	7.344179e-06
6.362481806211244e-04	7.257622e-06
6.462481806211244e-04	7.172680e-06
6.562481806211244e-04	7.089597e-06
6.662481806211243e-04	7.008554e-06
6.762481806211243e-04	6.929687e-06
6.862481806211244e-04	6.853087e-06
6.962481806211244e-04	6.778816e-06
7.062481806211243e-04	6.706906e-06
7.162481806211243e-04	6.637367e-06
7.262481806211244e-04	6.570187e-06
7.362481806211244e-04	6.505345e-06
7.462481806211243e-04	6.442800e-06
7.562481806211243e-04	6.382507e-06
7.662481806211244e-04	6.324412e-06
7.762481806211244e-04	6.268456e-06
