time	V(out_pos,out_neg)	I(R1)	I(Vcell12)
Step Information: Rtierra=1K  (Step: 1/3)
1.462484269496506e-02	-4.768372e-07	3.407425e-06	-1.429873e-05
1.463484269496506e-02	-2.384186e-07	3.407224e-06	6.970417e-06
1.464484269496506e-02	0.000000e+00	3.407027e-06	-1.429811e-05
1.465484269496506e-02	-2.384186e-07	3.406833e-06	6.970220e-06
1.466484269496506e-02	-2.384186e-07	3.406642e-06	-1.429750e-05
1.467484269496506e-02	0.000000e+00	3.406455e-06	6.970016e-06
1.468484269496506e-02	-2.384186e-07	3.406271e-06	-1.429690e-05
1.469484269496506e-02	-4.768372e-07	3.406090e-06	6.969806e-06
1.470484269496506e-02	-2.384186e-07	3.405912e-06	-1.429630e-05
1.471484269496506e-02	-2.384186e-07	3.405738e-06	6.969589e-06
1.472484269496506e-02	-2.384186e-07	3.405566e-06	-1.429572e-05
1.473484269496506e-02	-2.384186e-07	3.405397e-06	6.969366e-06
1.474484269496506e-02	-4.768372e-07	3.405231e-06	-1.429513e-05
1.475484269496506e-02	-2.384186e-07	3.405068e-06	6.969137e-06
1.476484269496506e-02	-2.384186e-07	3.404908e-06	-1.429456e-05
1.477484269496506e-02	-2.384186e-07	3.404751e-06	6.968903e-06
1.478484269496506e-02	-2.384186e-07	3.404596e-06	-1.429398e-05
1.479484269496506e-02	-4.768372e-07	3.404444e-06	6.968663e-06
1.480484269496506e-02	-2.384186e-07	3.404295e-06	-1.429342e-05
1.481484269496506e-02	-4.768372e-07	3.404148e-06	6.968417e-06
1.482484269496506e-02	-2.384186e-07	3.404004e-06	-1.429286e-05
1.483484269496506e-02	-4.768372e-07	3.403862e-06	6.968166e-06
1.484484269496506e-02	-2.384186e-07	3.403723e-06	-1.429230e-05
1.485484269496506e-02	-4.768372e-07	3.403586e-06	6.967910e-06
1.486484269496506e-02	-2.384186e-07	3.403452e-06	-1.429175e-05
1.487484269496506e-02	-4.768372e-07	3.403320e-06	6.967650e-06
1.488484269496506e-02	-2.384186e-07	3.403190e-06	-1.429121e-05
1.489484269496506e-02	-4.768372e-07	3.403062e-06	6.967385e-06
1.490484269496506e-02	-2.384186e-07	3.402936e-06	-1.429067e-05
1.491484269496506e-02	-4.768372e-07	3.402813e-06	6.967115e-06
1.492484269496506e-02	-2.384186e-07	3.402692e-06	-1.429013e-05
1.493484269496506e-02	-2.384186e-07	3.402573e-06	6.966840e-06
1.494484269496506e-02	-2.384186e-07	3.402456e-06	-1.428960e-05
1.495484269496506e-02	-2.384186e-07	3.402341e-06	6.966562e-06
1.496484269496506e-02	-2.384186e-07	3.402228e-06	-1.428907e-05
1.497484269496506e-02	-2.384186e-07	3.402117e-06	6.966279e-06
1.498484269496506e-02	-2.384186e-07	3.402008e-06	-1.428855e-05
1.499484269496506e-02	-2.384186e-07	3.401901e-06	6.965992e-06
1.500484269496506e-02	0.000000e+00	3.401795e-06	-1.428803e-05
1.501484269496506e-02	-2.384186e-07	3.401692e-06	6.965702e-06
1.502484269496506e-02	-2.384186e-07	3.401590e-06	-1.428751e-05
1.503484269496506e-02	-2.384186e-07	3.401490e-06	6.965407e-06
1.504484269496506e-02	-2.384186e-07	3.401391e-06	-1.428700e-05
1.505484269496506e-02	0.000000e+00	3.401295e-06	6.965110e-06
1.506484269496506e-02	-2.384186e-07	3.401200e-06	-1.428649e-05
1.507484269496506e-02	-2.384186e-07	3.401107e-06	6.964808e-06
1.508484269496506e-02	-2.384186e-07	3.401015e-06	-1.428599e-05
1.509484269496506e-02	-2.384186e-07	3.400925e-06	6.964503e-06
1.510484269496506e-02	-2.384186e-07	3.400836e-06	-1.428549e-05
1.511484269496506e-02	-2.384186e-07	3.400749e-06	6.964196e-06
1.512484269496506e-02	-4.768372e-07	3.400663e-06	-1.428499e-05
1.513484269496506e-02	-2.384186e-07	3.400580e-06	6.963885e-06
1.514484269496506e-02	-4.768372e-07	3.400497e-06	-1.428449e-05
1.515484269496506e-02	-2.384186e-07	3.400416e-06	6.963570e-06
1.516484269496506e-02	-2.384186e-07	3.400336e-06	-1.428400e-05
1.517484269496506e-02	-2.384186e-07	3.400257e-06	6.963253e-06
1.518484269496506e-02	-2.384186e-07	3.400180e-06	-1.428351e-05
1.519484269496506e-02	-2.384186e-07	3.400105e-06	6.962933e-06
1.520484269496506e-02	-2.384186e-07	3.400030e-06	-1.428303e-05
1.521484269496506e-02	-2.384186e-07	3.399957e-06	6.962610e-06
1.522484269496506e-02	-2.384186e-07	3.399885e-06	-1.428254e-05
1.523484269496506e-02	-2.384186e-07	3.399814e-06	6.962285e-06
1.524484269496506e-02	-2.384186e-07	3.399745e-06	-1.428206e-05
1.525484269496506e-02	0.000000e+00	3.399677e-06	6.961957e-06
1.526484269496506e-02	0.000000e+00	3.399609e-06	-1.428158e-05
1.527484269496506e-02	-2.384186e-07	3.399543e-06	6.961626e-06
1.528484269496506e-02	-2.384186e-07	3.399479e-06	-1.428111e-05
1.529484269496506e-02	-2.384186e-07	3.399415e-06	6.961293e-06
1.530484269496506e-02	-2.384186e-07	3.399352e-06	-1.428063e-05
1.531484269496506e-02	-2.384186e-07	3.399291e-06	6.960958e-06
1.532484269496506e-02	-2.384186e-07	3.399231e-06	-1.428016e-05
1.533484269496506e-02	-4.768372e-07	3.399171e-06	6.960620e-06
1.534484269496506e-02	-2.384186e-07	3.399113e-06	-1.427970e-05
1.535484269496506e-02	-2.384186e-07	3.399055e-06	6.960281e-06
1.536484269496506e-02	-2.384186e-07	3.398999e-06	-1.427923e-05
1.537484269496506e-02	0.000000e+00	3.398944e-06	6.959939e-06
1.538484269496506e-02	0.000000e+00	3.398889e-06	-1.427876e-05
1.539484269496506e-02	0.000000e+00	3.398835e-06	6.959595e-06
1.540484269496506e-02	-2.384186e-07	3.398783e-06	-1.427830e-05
1.541484269496506e-02	-2.384186e-07	3.398731e-06	6.959250e-06
1.542484269496506e-02	-2.384186e-07	3.398680e-06	-1.427784e-05
1.543484269496506e-02	0.000000e+00	3.398630e-06	6.958902e-06
1.544484269496506e-02	0.000000e+00	3.398581e-06	-1.427738e-05
1.545484269496506e-02	-2.384186e-07	3.398533e-06	6.958553e-06
1.546484269496506e-02	-2.384186e-07	3.398486e-06	-1.427693e-05
1.547484269496506e-02	0.000000e+00	3.398439e-06	6.958201e-06
1.548484269496506e-02	-4.768372e-07	3.398393e-06	-1.427647e-05
1.549484269496506e-02	0.000000e+00	3.398348e-06	6.957848e-06
1.550484269496506e-02	-2.384186e-07	3.398304e-06	-1.427602e-05
1.551484269496506e-02	-4.768372e-07	3.398260e-06	6.957493e-06
1.552484269496506e-02	-2.384186e-07	3.398218e-06	-1.427557e-05
1.553484269496506e-02	-2.384186e-07	3.398176e-06	6.957137e-06
1.554484269496506e-02	0.000000e+00	3.398134e-06	-1.427512e-05
1.555484269496506e-02	-2.384186e-07	3.398094e-06	6.956780e-06
1.556484269496506e-02	-2.384186e-07	3.398054e-06	-1.427467e-05
1.557484269496506e-02	0.000000e+00	3.398015e-06	6.956420e-06
1.558484269496506e-02	0.000000e+00	3.397976e-06	-1.427423e-05
1.559484269496506e-02	0.000000e+00	3.397938e-06	6.956060e-06
1.560484269496506e-02	-2.384186e-07	3.397901e-06	-1.427378e-05
1.561484269496506e-02	-2.384186e-07	3.397864e-06	6.955698e-06
1.562484269496506e-02	0.000000e+00	3.397828e-06	-1.427334e-05
1.563484269496506e-02	-2.384186e-07	3.397793e-06	6.955334e-06
1.564484269496506e-02	-2.384186e-07	3.397758e-06	-1.427289e-05
1.565484269496506e-02	-2.384186e-07	3.397724e-06	6.954970e-06
1.566484269496506e-02	0.000000e+00	3.397691e-06	-1.427245e-05
1.567484269496506e-02	-2.384186e-07	3.397658e-06	6.954604e-06
1.568484269496506e-02	-2.384186e-07	3.397625e-06	-1.427201e-05
1.569484269496506e-02	-2.384186e-07	3.397593e-06	6.954236e-06
1.570484269496506e-02	0.000000e+00	3.397562e-06	-1.427158e-05
1.571484269496506e-02	-2.384186e-07	3.397531e-06	6.953868e-06
1.572484269496506e-02	-2.384186e-07	3.397501e-06	-1.427114e-05
1.573484269496506e-02	-2.384186e-07	3.397471e-06	6.953499e-06
1.574484269496506e-02	-2.384186e-07	3.397442e-06	-1.427070e-05
1.575484269496506e-02	-2.384186e-07	3.397413e-06	6.953128e-06
1.576484269496506e-02	-2.384186e-07	3.397385e-06	-1.427027e-05
1.577484269496506e-02	-2.384186e-07	3.397357e-06	6.952756e-06
1.578484269496506e-02	-2.384186e-07	3.397330e-06	-1.426984e-05
1.579484269496506e-02	-2.384186e-07	3.397303e-06	6.952384e-06
1.580484269496506e-02	-2.384186e-07	3.397277e-06	-1.426940e-05
1.581484269496506e-02	-2.384186e-07	3.397251e-06	6.952010e-06
1.582484269496506e-02	-2.384186e-07	3.397226e-06	-1.426897e-05
1.583484269496506e-02	-2.384186e-07	3.397201e-06	6.951635e-06
1.584484269496506e-02	-2.384186e-07	3.397176e-06	-1.426854e-05
1.585484269496506e-02	0.000000e+00	3.397152e-06	6.951260e-06
1.586484269496506e-02	-2.384186e-07	3.397128e-06	-1.426811e-05
1.587484269496506e-02	-2.384186e-07	3.397105e-06	6.950884e-06
1.588484269496506e-02	-2.384186e-07	3.397082e-06	-1.426768e-05
1.589484269496506e-02	-2.384186e-07	3.397059e-06	6.950506e-06
1.590484269496506e-02	-2.384186e-07	3.397037e-06	-1.426725e-05
1.591484269496506e-02	-4.768372e-07	3.397015e-06	6.950128e-06
1.592484269496506e-02	0.000000e+00	3.396994e-06	-1.426683e-05
1.593484269496506e-02	-4.768372e-07	3.396973e-06	6.949750e-06
1.594484269496506e-02	-2.384186e-07	3.396952e-06	-1.426640e-05
1.595484269496506e-02	-2.384186e-07	3.396932e-06	6.949370e-06
1.596484269496506e-02	-2.384186e-07	3.396912e-06	-1.426598e-05
1.597484269496506e-02	-4.768372e-07	3.396892e-06	6.948989e-06
1.598484269496506e-02	-4.768372e-07	3.396872e-06	-1.426555e-05
1.599484269496506e-02	-4.768372e-07	3.396854e-06	6.948608e-06
1.600484269496506e-02	-2.384186e-07	3.396835e-06	-1.426513e-05
1.601484269496506e-02	-2.384186e-07	3.396817e-06	6.948227e-06
1.602484269496506e-02	-2.384186e-07	3.396799e-06	-1.426470e-05
1.603484269496506e-02	-2.384186e-07	3.396781e-06	6.947844e-06
1.604484269496506e-02	-2.384186e-07	3.396763e-06	-1.426428e-05
1.605484269496506e-02	0.000000e+00	3.396746e-06	6.947461e-06
1.606484269496506e-02	-4.768372e-07	3.396729e-06	-1.426386e-05
1.607484269496506e-02	0.000000e+00	3.396713e-06	6.947077e-06
1.608484269496506e-02	-2.384186e-07	3.396696e-06	-1.426344e-05
1.609484269496506e-02	-2.384186e-07	3.396681e-06	6.946693e-06
1.610484269496506e-02	0.000000e+00	3.396665e-06	-1.426302e-05
1.611484269496506e-02	-2.384186e-07	3.396649e-06	6.946308e-06
1.612484269496506e-02	-4.768372e-07	3.396634e-06	-1.426260e-05
1.613484269496506e-02	-4.768372e-07	3.396619e-06	6.945922e-06
1.614484269496506e-02	-2.384186e-07	3.396605e-06	-1.426218e-05
1.615484269496506e-02	-2.384186e-07	3.396590e-06	6.945536e-06
1.616484269496506e-02	-2.384186e-07	3.396576e-06	-1.426176e-05
1.617484269496506e-02	-4.768372e-07	3.396562e-06	6.945150e-06
1.618484269496506e-02	-4.768372e-07	3.396548e-06	-1.426134e-05
1.619484269496506e-02	-2.384186e-07	3.396535e-06	6.944763e-06
1.620484269496506e-02	-2.384186e-07	3.396522e-06	-1.426093e-05
1.621484269496506e-02	-2.384186e-07	3.396509e-06	6.944375e-06
1.622484269496506e-02	-2.384186e-07	3.396496e-06	-1.426051e-05
1.623484269496506e-02	0.000000e+00	3.396483e-06	6.943988e-06
1.624484269496506e-02	-2.384186e-07	3.396471e-06	-1.426009e-05
1.625484269496506e-02	-2.384186e-07	3.396459e-06	6.943599e-06
1.626484269496506e-02	-2.384186e-07	3.396447e-06	-1.425968e-05
1.627484269496506e-02	-2.384186e-07	3.396435e-06	6.943210e-06
1.628484269496506e-02	-2.384186e-07	3.396424e-06	-1.425926e-05
1.629484269496506e-02	-2.384186e-07	3.396412e-06	6.942821e-06
1.630484269496506e-02	-2.384186e-07	3.396401e-06	-1.425885e-05
1.631484269496506e-02	-2.384186e-07	3.396390e-06	6.942431e-06
1.632484269496506e-02	-2.384186e-07	3.396379e-06	-1.425843e-05
1.633484269496506e-02	-2.384186e-07	3.396369e-06	6.942041e-06
1.634484269496506e-02	-2.384186e-07	3.396358e-06	-1.425802e-05
1.635484269496506e-02	-2.384186e-07	3.396348e-06	6.941651e-06
1.636484269496506e-02	-2.384186e-07	3.396338e-06	-1.425760e-05
1.637484269496506e-02	-2.384186e-07	3.396328e-06	6.941260e-06
1.638484269496506e-02	-2.384186e-07	3.396318e-06	-1.425719e-05
1.639484269496506e-02	-2.384186e-07	3.396309e-06	6.940869e-06
1.640484269496506e-02	-2.384186e-07	3.396299e-06	-1.425678e-05
1.641484269496506e-02	-2.384186e-07	3.396290e-06	6.940477e-06
1.642484269496506e-02	-2.384186e-07	3.396281e-06	-1.425636e-05
1.643484269496506e-02	-2.384186e-07	3.396272e-06	6.940085e-06
1.644484269496506e-02	-2.384186e-07	3.396263e-06	-1.425595e-05
1.645484269496506e-02	-2.384186e-07	3.396255e-06	6.939693e-06
1.646484269496506e-02	-2.384186e-07	3.396246e-06	-1.425554e-05
1.647484269496506e-02	-2.384186e-07	3.396238e-06	6.939301e-06
1.648484269496506e-02	-2.384186e-07	3.396230e-06	-1.425513e-05
1.649484269496506e-02	0.000000e+00	3.396222e-06	6.938908e-06
1.650484269496506e-02	-2.384186e-07	3.396214e-06	-1.425472e-05
1.651484269496506e-02	-2.384186e-07	3.396206e-06	6.938515e-06
1.652484269496506e-02	-2.384186e-07	3.396198e-06	-1.425431e-05
1.653484269496506e-02	-4.768372e-07	3.396191e-06	6.938122e-06
1.654484269496506e-02	0.000000e+00	3.396184e-06	-1.425390e-05
1.655484269496506e-02	-4.768372e-07	3.396176e-06	6.937728e-06
1.656484269496506e-02	0.000000e+00	3.396169e-06	-1.425349e-05
1.657484269496506e-02	-4.768372e-07	3.396162e-06	6.937335e-06
1.658484269496506e-02	0.000000e+00	3.396155e-06	-1.425308e-05
1.659484269496506e-02	-4.768372e-07	3.396148e-06	6.936940e-06
1.660484269496506e-02	-2.384186e-07	3.396142e-06	-1.425267e-05
1.661484269496506e-02	-2.384186e-07	3.396135e-06	6.936546e-06
1.662484269496506e-02	-2.384186e-07	3.396129e-06	-1.425226e-05
1.663484269496506e-02	-2.384186e-07	3.396122e-06	6.936152e-06
1.664484269496506e-02	0.000000e+00	3.396116e-06	-1.425185e-05
1.665484269496506e-02	-2.384186e-07	3.396110e-06	6.935757e-06
1.666484269496506e-02	-2.384186e-07	3.396104e-06	-1.425144e-05
1.667484269496506e-02	-2.384186e-07	3.396098e-06	6.935362e-06
1.668484269496506e-02	-2.384186e-07	3.396092e-06	-1.425103e-05
1.669484269496506e-02	-2.384186e-07	3.396086e-06	6.934967e-06
1.670484269496506e-02	-4.768372e-07	3.396081e-06	-1.425063e-05
1.671484269496506e-02	-2.384186e-07	3.396075e-06	6.934572e-06
1.672484269496506e-02	-2.384186e-07	3.396070e-06	-1.425022e-05
1.673484269496506e-02	0.000000e+00	3.396065e-06	6.934176e-06
1.674484269496506e-02	0.000000e+00	3.396059e-06	-1.424981e-05
1.675484269496506e-02	0.000000e+00	3.396054e-06	6.933780e-06
1.676484269496506e-02	-2.384186e-07	3.396049e-06	-1.424940e-05
1.677484269496506e-02	-2.384186e-07	3.396044e-06	6.933385e-06
1.678484269496506e-02	-2.384186e-07	3.396039e-06	-1.424899e-05
1.679484269496506e-02	-2.384186e-07	3.396034e-06	6.932989e-06
1.680484269496506e-02	-2.384186e-07	3.396030e-06	-1.424859e-05
1.681484269496506e-02	-2.384186e-07	3.396025e-06	6.932592e-06
1.682484269496506e-02	-2.384186e-07	3.396020e-06	-1.424818e-05
1.683484269496506e-02	0.000000e+00	3.396016e-06	6.932196e-06
1.684484269496506e-02	0.000000e+00	3.396011e-06	-1.424777e-05
1.685484269496506e-02	-2.384186e-07	3.396007e-06	6.931799e-06
1.686484269496506e-02	-2.384186e-07	3.396003e-06	-1.424737e-05
1.687484269496506e-02	-2.384186e-07	3.395999e-06	6.931403e-06
1.688484269496506e-02	-2.384186e-07	3.395995e-06	-1.424696e-05
1.689484269496506e-02	-2.384186e-07	3.395990e-06	6.931006e-06
1.690484269496506e-02	-2.384186e-07	3.395986e-06	-1.424656e-05
1.691484269496506e-02	-2.384186e-07	3.395982e-06	6.930609e-06
1.692484269496506e-02	0.000000e+00	3.395978e-06	-1.424615e-05
1.693484269496506e-02	-2.384186e-07	3.395975e-06	6.930212e-06
1.694484269496506e-02	-2.384186e-07	3.395971e-06	-1.424574e-05
1.695484269496506e-02	-2.384186e-07	3.395967e-06	6.929815e-06
1.696484269496506e-02	-2.384186e-07	3.395964e-06	-1.424534e-05
1.697484269496506e-02	-2.384186e-07	3.395960e-06	6.929418e-06
1.698484269496506e-02	-2.384186e-07	3.395957e-06	-1.424493e-05
1.699484269496506e-02	-2.384186e-07	3.395953e-06	6.929021e-06
1.700484269496506e-02	-2.384186e-07	3.395950e-06	-1.424453e-05
1.701484269496506e-02	-2.384186e-07	3.395947e-06	6.928623e-06
1.702484269496506e-02	-2.384186e-07	3.395943e-06	-1.424412e-05
1.703484269496506e-02	-2.384186e-07	3.395940e-06	6.928226e-06
1.704484269496506e-02	-2.384186e-07	3.395937e-06	-1.424372e-05
1.705484269496506e-02	-2.384186e-07	3.395934e-06	6.927828e-06
1.706484269496506e-02	-2.384186e-07	3.395931e-06	-1.424331e-05
1.707484269496506e-02	-2.384186e-07	3.395928e-06	6.927430e-06
1.708484269496506e-02	-2.384186e-07	3.395925e-06	-1.424291e-05
1.709484269496506e-02	-2.384186e-07	3.395922e-06	6.927033e-06
1.710484269496506e-02	-2.384186e-07	3.395919e-06	-1.424250e-05
1.711484269496506e-02	0.000000e+00	3.395916e-06	6.926635e-06
1.712484269496506e-02	-2.384186e-07	3.395914e-06	-1.424210e-05
1.713484269496506e-02	-2.384186e-07	3.395911e-06	6.926236e-06
1.714484269496506e-02	-2.384186e-07	3.395908e-06	-1.424170e-05
1.715484269496506e-02	-2.384186e-07	3.395905e-06	6.925839e-06
1.716484269496506e-02	-2.384186e-07	3.395903e-06	-1.424129e-05
1.717484269496506e-02	-2.384186e-07	3.395900e-06	6.925440e-06
1.718484269496506e-02	0.000000e+00	3.395898e-06	-1.424089e-05
1.719484269496506e-02	-4.768372e-07	3.395895e-06	6.925042e-06
1.720484269496506e-02	0.000000e+00	3.395893e-06	-1.424048e-05
1.721484269496506e-02	-4.768372e-07	3.395891e-06	6.924644e-06
1.722484269496506e-02	0.000000e+00	3.395888e-06	-1.424008e-05
1.723484269496506e-02	-4.768372e-07	3.395886e-06	6.924246e-06
1.724484269496506e-02	0.000000e+00	3.395884e-06	-1.423968e-05
1.725484269496506e-02	-2.384186e-07	3.395882e-06	6.923847e-06
1.726484269496506e-02	-2.384186e-07	3.395880e-06	-1.423927e-05
1.727484269496506e-02	0.000000e+00	3.395877e-06	6.923449e-06
1.728484269496506e-02	-4.768372e-07	3.395875e-06	-1.423887e-05
1.729484269496506e-02	0.000000e+00	3.395873e-06	6.923050e-06
1.730484269496506e-02	-4.768372e-07	3.395871e-06	-1.423847e-05
1.731484269496506e-02	0.000000e+00	3.395869e-06	6.922652e-06
1.732484269496506e-02	-2.384186e-07	3.395867e-06	-1.423806e-05
1.733484269496506e-02	-2.384186e-07	3.395865e-06	6.922253e-06
1.734484269496506e-02	0.000000e+00	3.395863e-06	-1.423766e-05
1.735484269496506e-02	-4.768372e-07	3.395861e-06	6.921854e-06
1.736484269496506e-02	0.000000e+00	3.395859e-06	-1.423726e-05
1.737484269496506e-02	-2.384186e-07	3.395858e-06	6.921456e-06
1.738484269496506e-02	-2.384186e-07	3.395856e-06	-1.423685e-05
1.739484269496506e-02	0.000000e+00	3.395854e-06	6.921057e-06
1.740484269496506e-02	-2.384186e-07	3.395853e-06	-1.423645e-05
1.741484269496506e-02	-2.384186e-07	3.395851e-06	6.920658e-06
1.742484269496506e-02	-2.384186e-07	3.395849e-06	-1.423605e-05
1.743484269496506e-02	-2.384186e-07	3.395848e-06	6.920259e-06
1.744484269496506e-02	-2.384186e-07	3.395846e-06	-1.423565e-05
1.745484269496506e-02	0.000000e+00	3.395844e-06	6.919860e-06
1.746484269496506e-02	-2.384186e-07	3.395843e-06	-1.423524e-05
1.747484269496506e-02	-2.384186e-07	3.395841e-06	6.919462e-06
1.748484269496506e-02	-2.384186e-07	3.395840e-06	-1.423484e-05
1.749484269496506e-02	-2.384186e-07	3.395838e-06	6.919063e-06
1.750484269496506e-02	-2.384186e-07	3.395837e-06	-1.423444e-05
1.751484269496506e-02	-2.384186e-07	3.395835e-06	6.918664e-06
1.752484269496506e-02	-2.384186e-07	3.395834e-06	-1.423404e-05
1.753484269496506e-02	0.000000e+00	3.395833e-06	6.918265e-06
1.754484269496506e-02	-2.384186e-07	3.395831e-06	-1.423363e-05
1.755484269496506e-02	-2.384186e-07	3.395830e-06	6.917866e-06
