time	V(out_pos,out_neg)	I(R1)	I(Vcell12)
Step Information: Rtierra=1K  (Step: 1/3)
1.194273817609324e-02	3.299689e+00	8.052434e-06	-7.961236e-06
1.195273817609324e-02	3.299689e+00	8.049822e-06	-8.512577e-06
1.196273817609324e-02	3.299689e+00	8.047284e-06	-7.960150e-06
1.197273817609324e-02	3.299689e+00	8.044818e-06	-8.512086e-06
1.198273817609324e-02	3.299689e+00	8.042422e-06	-7.959106e-06
1.199273817609324e-02	3.299689e+00	8.040094e-06	-8.511638e-06
1.200273817609324e-02	3.299689e+00	8.037832e-06	-7.958104e-06
1.201273817609324e-02	3.299689e+00	8.035635e-06	-8.511229e-06
1.202273817609324e-02	3.299689e+00	8.033500e-06	-7.957140e-06
1.203273817609324e-02	3.299689e+00	8.031426e-06	-8.510856e-06
1.204273817609324e-02	3.299689e+00	8.029410e-06	-7.956212e-06
1.205273817609324e-02	3.299689e+00	8.027452e-06	-8.510518e-06
1.206273817609324e-02	3.299689e+00	8.025549e-06	-7.955319e-06
1.207273817609324e-02	3.299689e+00	8.023701e-06	-8.510214e-06
1.208273817609324e-02	3.299689e+00	8.021903e-06	-7.954458e-06
1.209273817609324e-02	3.299689e+00	8.020158e-06	-8.509940e-06
1.210273817609324e-02	3.299689e+00	8.018462e-06	-7.953628e-06
1.211273817609324e-02	3.299689e+00	8.016814e-06	-8.509695e-06
1.212273817609324e-02	3.299689e+00	8.015212e-06	-7.952826e-06
1.213273817609324e-02	3.299689e+00	8.013656e-06	-8.509479e-06
1.214273817609324e-02	3.299689e+00	8.012144e-06	-7.952052e-06
1.215273817609324e-02	3.299689e+00	8.010674e-06	-8.509289e-06
1.216273817609324e-02	3.299689e+00	8.009246e-06	-7.951305e-06
1.217273817609324e-02	3.299689e+00	8.007859e-06	-8.509122e-06
1.218273817609324e-02	3.299689e+00	8.006510e-06	-7.950581e-06
1.219273817609324e-02	3.299689e+00	8.005200e-06	-8.508980e-06
1.220273817609324e-02	3.299689e+00	8.003926e-06	-7.949880e-06
1.221273817609324e-02	3.299689e+00	8.002689e-06	-8.508860e-06
1.222273817609324e-02	3.299689e+00	8.001487e-06	-7.949201e-06
1.223273817609324e-02	3.299689e+00	8.000318e-06	-8.508759e-06
1.224273817609324e-02	3.299689e+00	7.999182e-06	-7.948543e-06
1.225273817609324e-02	3.299689e+00	7.998079e-06	-8.508679e-06
1.226273817609324e-02	3.299689e+00	7.997006e-06	-7.947904e-06
1.227273817609324e-02	3.299689e+00	7.995964e-06	-8.508617e-06
1.228273817609324e-02	3.299689e+00	7.994951e-06	-7.947284e-06
1.229273817609324e-02	3.299689e+00	7.993966e-06	-8.508573e-06
1.230273817609324e-02	3.299689e+00	7.993010e-06	-7.946681e-06
1.231273817609324e-02	3.299689e+00	7.992080e-06	-8.508545e-06
1.232273817609324e-02	3.299689e+00	7.991176e-06	-7.946094e-06
1.233273817609324e-02	3.299689e+00	7.990298e-06	-8.508533e-06
1.234273817609324e-02	3.299689e+00	7.989444e-06	-7.945524e-06
1.235273817609324e-02	3.299689e+00	7.988615e-06	-8.508536e-06
1.236273817609324e-02	3.299690e+00	7.987808e-06	-7.944968e-06
1.237273817609324e-02	3.299689e+00	7.987025e-06	-8.508552e-06
1.238273817609324e-02	3.299689e+00	7.986263e-06	-7.944426e-06
1.239273817609324e-02	3.299689e+00	7.985523e-06	-8.508582e-06
1.240273817609324e-02	3.299689e+00	7.984803e-06	-7.943898e-06
1.241273817609324e-02	3.299689e+00	7.984103e-06	-8.508625e-06
1.242273817609324e-02	3.299689e+00	7.983424e-06	-7.943381e-06
1.243273817609324e-02	3.299689e+00	7.982762e-06	-8.508679e-06
1.244273817609324e-02	3.299690e+00	7.982120e-06	-7.942877e-06
1.245273817609324e-02	3.299689e+00	7.981496e-06	-8.508744e-06
1.246273817609324e-02	3.299689e+00	7.980889e-06	-7.942385e-06
1.247273817609324e-02	3.299689e+00	7.980299e-06	-8.508820e-06
1.248273817609324e-02	3.299689e+00	7.979726e-06	-7.941903e-06
1.249273817609324e-02	3.299689e+00	7.979168e-06	-8.508906e-06
1.250273817609324e-02	3.299689e+00	7.978626e-06	-7.941431e-06
1.251273817609324e-02	3.299689e+00	7.978098e-06	-8.509001e-06
1.252273817609324e-02	3.299689e+00	7.977587e-06	-7.940969e-06
1.253273817609324e-02	3.299689e+00	7.977089e-06	-8.509105e-06
1.254273817609324e-02	3.299689e+00	7.976605e-06	-7.940516e-06
1.255273817609324e-02	3.299689e+00	7.976134e-06	-8.509218e-06
1.256273817609324e-02	3.299689e+00	7.975677e-06	-7.940072e-06
1.257273817609324e-02	3.299689e+00	7.975232e-06	-8.509339e-06
1.258273817609324e-02	3.299689e+00	7.974800e-06	-7.939636e-06
1.259273817609324e-02	3.299689e+00	7.974380e-06	-8.509467e-06
1.260273817609324e-02	3.299689e+00	7.973971e-06	-7.939208e-06
1.261273817609324e-02	3.299689e+00	7.973574e-06	-8.509603e-06
1.262273817609324e-02	3.299689e+00	7.973187e-06	-7.938786e-06
1.263273817609324e-02	3.299689e+00	7.972812e-06	-8.509744e-06
1.264273817609324e-02	3.299689e+00	7.972447e-06	-7.938373e-06
1.265273817609324e-02	3.299689e+00	7.972091e-06	-8.509893e-06
1.266273817609324e-02	3.299689e+00	7.971746e-06	-7.937965e-06
