time	V(out_pos,out_neg)
Step Information: Rtierra=1K  (Step: 1/3)
0.000000000000000e+00	5.238056e-04
9.999999439624929e-11	5.240440e-04
1.999999887924986e-10	5.240440e-04
1.599999910339989e-09	5.235672e-04
3.199999820679977e-09	5.238056e-04
6.399999641359955e-09	5.240440e-04
1.279999928271991e-08	5.240440e-04
2.559999856543982e-08	5.238056e-04
4.834694126825823e-08	5.240440e-04
7.275908626559145e-08	5.240440e-04
8.558974844250400e-08	5.240440e-04
9.486876739741385e-08	5.238056e-04
1.055638479802406e-07	5.238056e-04
1.179906049890101e-07	5.238056e-04
1.337920558735477e-07	5.238056e-04
1.621657317299513e-07	5.240440e-04
1.926422546681698e-07	5.240440e-04
2.238843165197348e-07	5.238056e-04
2.585639343133433e-07	5.240440e-04
3.009761420732194e-07	5.240440e-04
3.574315890821780e-07	5.240440e-04
4.388692105179783e-07	5.240440e-04
5.756993917433144e-07	5.240440e-04
7.819412888596446e-07	5.240440e-04
9.688281891438324e-07	5.240440e-04
1.228983665877929e-06	5.240440e-04
1.507109727465639e-06	5.238056e-04
1.867303965739120e-06	5.240440e-04
2.260931145237617e-06	5.238056e-04
2.785087386795605e-06	5.238056e-04
3.419822108936468e-06	5.238056e-04
4.405891781871556e-06	5.238056e-04
5.627787139838503e-06	5.238056e-04
7.111187848745844e-06	5.238056e-04
8.481230448480532e-06	5.238056e-04
1.009438993915975e-05	5.238056e-04
1.135418094515945e-05	5.238056e-04
1.241231306152455e-05	5.238056e-04
1.373456344448145e-05	5.235672e-04
1.501947891708904e-05	5.235672e-04
1.648975660198975e-05	5.238056e-04
1.806091710498774e-05	5.235672e-04
1.996863776861131e-05	5.235672e-04
2.233301087120047e-05	5.235672e-04
2.459332133965884e-05	5.235672e-04
2.652222532614672e-05	5.235672e-04
2.872457132953714e-05	5.233288e-04
3.044274489999302e-05	5.233288e-04
3.295344965664073e-05	5.233288e-04
3.599163426822825e-05	5.233288e-04
4.080560537407293e-05	5.230904e-04
4.690244371152236e-05	5.230904e-04
4.923159179806897e-05	5.228519e-04
5.072100934024730e-05	5.228519e-04
5.122847651553726e-05	5.228519e-04
5.161497441828009e-05	5.230904e-04
5.179737248665992e-05	5.230904e-04
5.199574016132080e-05	5.233288e-04
5.222885307448129e-05	5.235672e-04
5.269507890080226e-05	5.238056e-04
5.339150268685212e-05	5.247593e-04
5.408780567568399e-05	5.271435e-04
5.482769606562734e-05	5.331039e-04
5.563438950681850e-05	5.474091e-04
5.663395222090666e-05	5.874634e-04
5.793981472682226e-05	6.873608e-04
5.886422381557413e-05	8.087158e-04
5.991133783703483e-05	1.019239e-03
6.094782106072029e-05	1.311779e-03
6.205551652535964e-05	1.731634e-03
6.309676223206147e-05	2.243519e-03
6.421640987809092e-05	2.943993e-03
6.546000087155440e-05	3.932953e-03
6.704527312004682e-05	5.594015e-03
6.945653646738298e-05	9.115934e-03
7.304544147571460e-05	1.609731e-02
7.477636804160856e-05	2.035308e-02
7.603278739752463e-05	2.401662e-02
7.696518581608963e-05	2.702355e-02
7.780022075152053e-05	2.993345e-02
7.867073211743351e-05	3.317833e-02
7.958824463677172e-05	3.682232e-02
8.049243640198055e-05	4.064274e-02
8.141239704048758e-05	4.476857e-02
8.233320416224024e-05	4.913998e-02
8.326200132564533e-05	5.379701e-02
8.420035687428159e-05	5.875421e-02
8.515531182009555e-05	6.405926e-02
8.613849679338877e-05	6.979275e-02
8.717100764159375e-05	7.610440e-02
8.829531510761262e-05	8.330369e-02
8.959631448408516e-05	9.203506e-02
9.129501339029346e-05	1.040080e-01
9.370557825066968e-05	1.218069e-01
9.612113202221924e-05	1.403933e-01
9.866007053191240e-05	1.606538e-01
1.021334469780199e-04	1.892328e-01
1.062832517885349e-04	2.242482e-01
1.100527052893737e-04	2.567453e-01
1.148794337450523e-04	2.990963e-01
1.205910033733199e-04	3.499393e-01
1.289144586978623e-04	4.249156e-01
1.379860442151696e-04	5.073267e-01
1.479860442151696e-04	5.986629e-01
1.579860442151696e-04	6.902335e-01
1.679860442151696e-04	7.818811e-01
1.779860442151696e-04	8.735192e-01
1.879860442151696e-04	9.651101e-01
1.979860442151696e-04	1.056644e+00
2.079860442151696e-04	1.148129e+00
2.179860442151696e-04	1.239582e+00
2.279860442151696e-04	1.331027e+00
2.379860442151696e-04	1.422488e+00
2.479860442151696e-04	1.513996e+00
2.579860442151695e-04	1.605583e+00
2.679860442151696e-04	1.697284e+00
2.779860442151695e-04	1.789140e+00
2.879860442151696e-04	1.881193e+00
2.979860442151695e-04	1.973493e+00
3.079860442151696e-04	2.066093e+00
3.179860442151695e-04	2.159050e+00
3.279860442151696e-04	2.252322e+00
3.353473383074448e-04	2.320983e+00
3.395894281020198e-04	2.360272e+00
3.426229613400070e-04	2.387985e+00
3.456251710289990e-04	2.414974e+00
3.487941307014390e-04	2.442962e+00
3.524203687668990e-04	2.474399e+00
3.550486604040558e-04	2.496747e+00
3.577376228114904e-04	2.519156e+00
3.606416931564831e-04	2.542883e+00
3.634745922313900e-04	2.565533e+00
3.665710113236535e-04	2.589704e+00
3.699338044030903e-04	2.615256e+00
3.738329730141871e-04	2.643919e+00
3.790271894423638e-04	2.680473e+00
3.862481806211244e-04	2.728300e+00
3.962481806211244e-04	2.789568e+00
