time	V(out_pos,out_1)	I(Vcell22)
Step Information: Rtierra=1K  (Step: 1/3)
1.373006682780233e-02	3.194719e+00	-1.584460e-01
1.374006682780233e-02	3.194719e+00	-1.584467e-01
1.375006682780233e-02	3.194719e+00	-1.584460e-01
1.376006682780233e-02	3.194719e+00	-1.584467e-01
1.377006682780233e-02	3.194719e+00	-1.584460e-01
1.378006682780233e-02	3.194719e+00	-1.584467e-01
1.379006682780233e-02	3.194719e+00	-1.584460e-01
1.380006682780233e-02	3.194719e+00	-1.584467e-01
1.381006682780233e-02	3.194719e+00	-1.584460e-01
1.382006682780233e-02	3.194719e+00	-1.584467e-01
1.383006682780233e-02	3.194719e+00	-1.584460e-01
1.384006682780233e-02	3.194719e+00	-1.584467e-01
1.385006682780233e-02	3.194719e+00	-1.584460e-01
1.386006682780233e-02	3.194719e+00	-1.584467e-01
1.387006682780233e-02	3.194719e+00	-1.584460e-01
1.388006682780233e-02	3.194718e+00	-1.584467e-01
1.389006682780233e-02	3.194719e+00	-1.584460e-01
1.390006682780233e-02	3.194718e+00	-1.584467e-01
1.391006682780233e-02	3.194719e+00	-1.584460e-01
1.392006682780233e-02	3.194718e+00	-1.584467e-01
1.393006682780233e-02	3.194719e+00	-1.584460e-01
1.394006682780233e-02	3.194718e+00	-1.584467e-01
1.395006682780233e-02	3.194719e+00	-1.584460e-01
1.396006682780233e-02	3.194719e+00	-1.584467e-01
1.397006682780233e-02	3.194719e+00	-1.584460e-01
1.398006682780233e-02	3.194719e+00	-1.584467e-01
1.399006682780233e-02	3.194719e+00	-1.584460e-01
1.400006682780233e-02	3.194719e+00	-1.584467e-01
1.401006682780233e-02	3.194719e+00	-1.584460e-01
1.402006682780233e-02	3.194719e+00	-1.584467e-01
1.403006682780233e-02	3.194719e+00	-1.584460e-01
1.404006682780233e-02	3.194719e+00	-1.584467e-01
1.405006682780233e-02	3.194719e+00	-1.584460e-01
1.406006682780233e-02	3.194719e+00	-1.584467e-01
1.407006682780233e-02	3.194719e+00	-1.584460e-01
1.408006682780233e-02	3.194719e+00	-1.584467e-01
1.409006682780233e-02	3.194719e+00	-1.584460e-01
1.410006682780233e-02	3.194719e+00	-1.584467e-01
1.411006682780233e-02	3.194719e+00	-1.584460e-01
1.412006682780233e-02	3.194719e+00	-1.584467e-01
1.413006682780233e-02	3.194719e+00	-1.584460e-01
1.414006682780233e-02	3.194719e+00	-1.584467e-01
1.415006682780233e-02	3.194719e+00	-1.584460e-01
1.416006682780233e-02	3.194719e+00	-1.584467e-01
1.417006682780233e-02	3.194719e+00	-1.584460e-01
1.418006682780233e-02	3.194719e+00	-1.584467e-01
1.419006682780233e-02	3.194719e+00	-1.584460e-01
1.420006682780233e-02	3.194719e+00	-1.584467e-01
1.421006682780233e-02	3.194719e+00	-1.584460e-01
1.422006682780233e-02	3.194719e+00	-1.584467e-01
1.423006682780233e-02	3.194719e+00	-1.584460e-01
1.424006682780233e-02	3.194719e+00	-1.584467e-01
1.425006682780233e-02	3.194719e+00	-1.584460e-01
1.426006682780233e-02	3.194719e+00	-1.584467e-01
1.427006682780233e-02	3.194719e+00	-1.584460e-01
1.428006682780233e-02	3.194719e+00	-1.584467e-01
1.429006682780233e-02	3.194719e+00	-1.584460e-01
1.430006682780233e-02	3.194719e+00	-1.584467e-01
1.431006682780233e-02	3.194719e+00	-1.584460e-01
1.432006682780233e-02	3.194719e+00	-1.584467e-01
1.433006682780233e-02	3.194719e+00	-1.584460e-01
1.434006682780233e-02	3.194719e+00	-1.584467e-01
1.435006682780233e-02	3.194719e+00	-1.584460e-01
1.436006682780233e-02	3.194719e+00	-1.584467e-01
1.437006682780233e-02	3.194719e+00	-1.584460e-01
1.438006682780233e-02	3.194719e+00	-1.584467e-01
1.439006682780233e-02	3.194719e+00	-1.584460e-01
1.440006682780233e-02	3.194719e+00	-1.584467e-01
1.441006682780233e-02	3.194719e+00	-1.584460e-01
1.442006682780233e-02	3.194719e+00	-1.584467e-01
1.443006682780233e-02	3.194719e+00	-1.584460e-01
1.444006682780233e-02	3.194719e+00	-1.584467e-01
1.445006682780233e-02	3.194719e+00	-1.584460e-01
1.446006682780233e-02	3.194719e+00	-1.584467e-01
1.447006682780233e-02	3.194719e+00	-1.584460e-01
1.448006682780233e-02	3.194719e+00	-1.584467e-01
1.449006682780233e-02	3.194719e+00	-1.584460e-01
1.450006682780233e-02	3.194719e+00	-1.584467e-01
1.451006682780233e-02	3.194719e+00	-1.584460e-01
1.452006682780233e-02	3.194719e+00	-1.584467e-01
1.453006682780233e-02	3.194719e+00	-1.584460e-01
1.454006682780233e-02	3.194719e+00	-1.584467e-01
1.455006682780233e-02	3.194719e+00	-1.584460e-01
1.456006682780233e-02	3.194719e+00	-1.584467e-01
1.457006682780233e-02	3.194719e+00	-1.584460e-01
1.458006682780233e-02	3.194719e+00	-1.584467e-01
1.459006682780233e-02	3.194719e+00	-1.584460e-01
1.460006682780233e-02	3.194719e+00	-1.584467e-01
1.461006682780233e-02	3.194719e+00	-1.584460e-01
1.462006682780233e-02	3.194718e+00	-1.584467e-01
1.463006682780233e-02	3.194719e+00	-1.584460e-01
1.464006682780233e-02	3.194718e+00	-1.584467e-01
1.465006682780233e-02	3.194719e+00	-1.584460e-01
1.466006682780233e-02	3.194718e+00	-1.584467e-01
1.467006682780233e-02	3.194719e+00	-1.584460e-01
1.468006682780233e-02	3.194718e+00	-1.584467e-01
1.469006682780233e-02	3.194719e+00	-1.584460e-01
1.470006682780233e-02	3.194718e+00	-1.584467e-01
1.471006682780233e-02	3.194719e+00	-1.584460e-01
1.472006682780233e-02	3.194718e+00	-1.584467e-01
1.473006682780233e-02	3.194719e+00	-1.584460e-01
1.474006682780233e-02	3.194718e+00	-1.584467e-01
1.475006682780233e-02	3.194719e+00	-1.584460e-01
1.476006682780233e-02	3.194718e+00	-1.584467e-01
1.477006682780233e-02	3.194719e+00	-1.584460e-01
1.478006682780233e-02	3.194718e+00	-1.584467e-01
1.479006682780233e-02	3.194719e+00	-1.584460e-01
1.480006682780233e-02	3.194718e+00	-1.584467e-01
1.481006682780233e-02	3.194719e+00	-1.584460e-01
1.482006682780233e-02	3.194718e+00	-1.584467e-01
1.483006682780233e-02	3.194719e+00	-1.584460e-01
1.484006682780233e-02	3.194719e+00	-1.584467e-01
1.485006682780233e-02	3.194719e+00	-1.584460e-01
1.486006682780233e-02	3.194719e+00	-1.584467e-01
1.487006682780233e-02	3.194719e+00	-1.584460e-01
1.488006682780233e-02	3.194719e+00	-1.584467e-01
1.489006682780233e-02	3.194719e+00	-1.584460e-01
1.490006682780233e-02	3.194719e+00	-1.584467e-01
1.491006682780233e-02	3.194719e+00	-1.584460e-01
1.492006682780233e-02	3.194719e+00	-1.584467e-01
1.493006682780233e-02	3.194719e+00	-1.584460e-01
1.494006682780233e-02	3.194719e+00	-1.584467e-01
1.495006682780233e-02	3.194719e+00	-1.584460e-01
1.496006682780233e-02	3.194719e+00	-1.584467e-01
1.497006682780233e-02	3.194719e+00	-1.584460e-01
1.498006682780233e-02	3.194719e+00	-1.584467e-01
1.499006682780233e-02	3.194719e+00	-1.584460e-01
1.500006682780233e-02	3.194719e+00	-1.584467e-01
1.501006682780233e-02	3.194719e+00	-1.584460e-01
1.502006682780233e-02	3.194719e+00	-1.584467e-01
1.503006682780233e-02	3.194719e+00	-1.584460e-01
1.504006682780233e-02	3.194719e+00	-1.584467e-01
1.505006682780233e-02	3.194719e+00	-1.584460e-01
1.506006682780233e-02	3.194719e+00	-1.584467e-01
1.507006682780233e-02	3.194719e+00	-1.584460e-01
1.508006682780233e-02	3.194719e+00	-1.584467e-01
1.509006682780233e-02	3.194719e+00	-1.584460e-01
1.510006682780233e-02	3.194719e+00	-1.584467e-01
1.511006682780233e-02	3.194719e+00	-1.584460e-01
1.512006682780233e-02	3.194719e+00	-1.584467e-01
1.513006682780233e-02	3.194719e+00	-1.584460e-01
1.514006682780233e-02	3.194719e+00	-1.584467e-01
1.515006682780233e-02	3.194719e+00	-1.584460e-01
1.516006682780233e-02	3.194719e+00	-1.584467e-01
1.517006682780233e-02	3.194719e+00	-1.584460e-01
1.518006682780233e-02	3.194719e+00	-1.584467e-01
1.519006682780233e-02	3.194719e+00	-1.584460e-01
1.520006682780233e-02	3.194719e+00	-1.584467e-01
1.521006682780233e-02	3.194719e+00	-1.584460e-01
1.522006682780233e-02	3.194719e+00	-1.584467e-01
1.523006682780233e-02	3.194719e+00	-1.584460e-01
1.524006682780233e-02	3.194719e+00	-1.584467e-01
1.525006682780233e-02	3.194719e+00	-1.584460e-01
1.526006682780233e-02	3.194719e+00	-1.584467e-01
1.527006682780233e-02	3.194719e+00	-1.584460e-01
1.528006682780233e-02	3.194719e+00	-1.584467e-01
1.529006682780233e-02	3.194719e+00	-1.584460e-01
1.530006682780233e-02	3.194719e+00	-1.584467e-01
1.531006682780233e-02	3.194719e+00	-1.584460e-01
1.532006682780233e-02	3.194719e+00	-1.584467e-01
1.533006682780233e-02	3.194719e+00	-1.584460e-01
1.534006682780233e-02	3.194719e+00	-1.584467e-01
1.535006682780233e-02	3.194719e+00	-1.584460e-01
1.536006682780233e-02	3.194719e+00	-1.584467e-01
1.537006682780233e-02	3.194719e+00	-1.584460e-01
1.538006682780233e-02	3.194719e+00	-1.584467e-01
1.539006682780233e-02	3.194719e+00	-1.584460e-01
1.540006682780233e-02	3.194719e+00	-1.584467e-01
1.541006682780233e-02	3.194719e+00	-1.584460e-01
1.542006682780233e-02	3.194719e+00	-1.584467e-01
1.543006682780233e-02	3.194719e+00	-1.584460e-01
1.544006682780233e-02	3.194719e+00	-1.584467e-01
1.545006682780233e-02	3.194719e+00	-1.584460e-01
1.546006682780233e-02	3.194719e+00	-1.584467e-01
1.547006682780233e-02	3.194719e+00	-1.584460e-01
1.548006682780233e-02	3.194719e+00	-1.584467e-01
1.549006682780233e-02	3.194719e+00	-1.584460e-01
1.550006682780233e-02	3.194719e+00	-1.584467e-01
1.551006682780233e-02	3.194719e+00	-1.584460e-01
1.552006682780233e-02	3.194719e+00	-1.584467e-01
1.553006682780233e-02	3.194719e+00	-1.584460e-01
1.554006682780233e-02	3.194719e+00	-1.584467e-01
1.555006682780233e-02	3.194719e+00	-1.584460e-01
1.556006682780233e-02	3.194719e+00	-1.584467e-01
1.557006682780233e-02	3.194719e+00	-1.584460e-01
1.558006682780233e-02	3.194719e+00	-1.584467e-01
1.559006682780233e-02	3.194719e+00	-1.584460e-01
1.560006682780233e-02	3.194719e+00	-1.584467e-01
1.561006682780233e-02	3.194719e+00	-1.584460e-01
1.562006682780233e-02	3.194719e+00	-1.584467e-01
1.563006682780233e-02	3.194719e+00	-1.584460e-01
1.564006682780233e-02	3.194719e+00	-1.584467e-01
1.565006682780233e-02	3.194719e+00	-1.584460e-01
1.566006682780233e-02	3.194719e+00	-1.584467e-01
1.567006682780233e-02	3.194719e+00	-1.584460e-01
1.568006682780233e-02	3.194719e+00	-1.584467e-01
1.569006682780233e-02	3.194719e+00	-1.584460e-01
1.570006682780233e-02	3.194719e+00	-1.584467e-01
1.571006682780233e-02	3.194719e+00	-1.584460e-01
1.572006682780233e-02	3.194719e+00	-1.584467e-01
1.573006682780233e-02	3.194719e+00	-1.584460e-01
1.574006682780233e-02	3.194719e+00	-1.584467e-01
1.575006682780233e-02	3.194719e+00	-1.584460e-01
1.576006682780233e-02	3.194719e+00	-1.584467e-01
1.577006682780233e-02	3.194719e+00	-1.584460e-01
1.578006682780233e-02	3.194719e+00	-1.584467e-01
1.579006682780233e-02	3.194719e+00	-1.584460e-01
1.580006682780233e-02	3.194719e+00	-1.584467e-01
1.581006682780233e-02	3.194719e+00	-1.584460e-01
1.582006682780233e-02	3.194719e+00	-1.584467e-01
1.583006682780233e-02	3.194719e+00	-1.584460e-01
1.584006682780233e-02	3.194719e+00	-1.584467e-01
1.585006682780233e-02	3.194719e+00	-1.584460e-01
1.586006682780233e-02	3.194719e+00	-1.584467e-01
1.587006682780233e-02	3.194719e+00	-1.584460e-01
1.588006682780233e-02	3.194719e+00	-1.584467e-01
1.589006682780233e-02	3.194719e+00	-1.584460e-01
1.590006682780233e-02	3.194719e+00	-1.584467e-01
1.591006682780233e-02	3.194719e+00	-1.584460e-01
1.592006682780233e-02	3.194719e+00	-1.584467e-01
1.593006682780233e-02	3.194719e+00	-1.584460e-01
1.594006682780233e-02	3.194719e+00	-1.584467e-01
1.595006682780233e-02	3.194719e+00	-1.584460e-01
1.596006682780233e-02	3.194719e+00	-1.584467e-01
1.597006682780233e-02	3.194719e+00	-1.584460e-01
1.598006682780233e-02	3.194719e+00	-1.584467e-01
1.599006682780233e-02	3.194719e+00	-1.584460e-01
1.600006682780233e-02	3.194719e+00	-1.584467e-01
1.601006682780233e-02	3.194719e+00	-1.584460e-01
1.602006682780233e-02	3.194719e+00	-1.584467e-01
1.603006682780233e-02	3.194719e+00	-1.584460e-01
1.604006682780233e-02	3.194719e+00	-1.584467e-01
1.605006682780233e-02	3.194719e+00	-1.584460e-01
1.606006682780233e-02	3.194719e+00	-1.584467e-01
1.607006682780233e-02	3.194719e+00	-1.584460e-01
1.608006682780233e-02	3.194719e+00	-1.584467e-01
1.609006682780233e-02	3.194719e+00	-1.584460e-01
1.610006682780233e-02	3.194719e+00	-1.584467e-01
1.611006682780233e-02	3.194719e+00	-1.584460e-01
1.612006682780233e-02	3.194719e+00	-1.584467e-01
1.613006682780233e-02	3.194719e+00	-1.584460e-01
1.614006682780233e-02	3.194719e+00	-1.584467e-01
1.615006682780233e-02	3.194719e+00	-1.584460e-01
1.616006682780233e-02	3.194719e+00	-1.584467e-01
1.617006682780233e-02	3.194719e+00	-1.584460e-01
1.618006682780233e-02	3.194719e+00	-1.584467e-01
1.619006682780233e-02	3.194719e+00	-1.584460e-01
1.620006682780233e-02	3.194719e+00	-1.584467e-01
1.621006682780233e-02	3.194719e+00	-1.584460e-01
1.622006682780233e-02	3.194719e+00	-1.584467e-01
1.623006682780233e-02	3.194719e+00	-1.584460e-01
1.624006682780233e-02	3.194719e+00	-1.584467e-01
1.625006682780233e-02	3.194719e+00	-1.584460e-01
1.626006682780233e-02	3.194719e+00	-1.584467e-01
1.627006682780233e-02	3.194719e+00	-1.584460e-01
1.628006682780233e-02	3.194719e+00	-1.584467e-01
1.629006682780233e-02	3.194719e+00	-1.584460e-01
1.630006682780233e-02	3.194719e+00	-1.584467e-01
1.631006682780233e-02	3.194719e+00	-1.584460e-01
1.632006682780233e-02	3.194719e+00	-1.584467e-01
1.633006682780233e-02	3.194719e+00	-1.584460e-01
1.634006682780233e-02	3.194719e+00	-1.584467e-01
1.635006682780233e-02	3.194719e+00	-1.584460e-01
1.636006682780233e-02	3.194719e+00	-1.584467e-01
1.637006682780233e-02	3.194719e+00	-1.584460e-01
1.638006682780233e-02	3.194719e+00	-1.584467e-01
1.639006682780233e-02	3.194719e+00	-1.584460e-01
1.640006682780233e-02	3.194719e+00	-1.584467e-01
1.641006682780233e-02	3.194719e+00	-1.584460e-01
1.642006682780233e-02	3.194719e+00	-1.584467e-01
1.643006682780233e-02	3.194719e+00	-1.584460e-01
1.644006682780233e-02	3.194719e+00	-1.584467e-01
1.645006682780233e-02	3.194719e+00	-1.584460e-01
1.646006682780233e-02	3.194719e+00	-1.584467e-01
1.647006682780233e-02	3.194719e+00	-1.584460e-01
1.648006682780233e-02	3.194719e+00	-1.584467e-01
1.649006682780233e-02	3.194719e+00	-1.584460e-01
1.650006682780233e-02	3.194719e+00	-1.584467e-01
1.651006682780233e-02	3.194719e+00	-1.584460e-01
1.652006682780233e-02	3.194719e+00	-1.584467e-01
1.653006682780233e-02	3.194719e+00	-1.584460e-01
1.654006682780233e-02	3.194719e+00	-1.584467e-01
1.655006682780233e-02	3.194719e+00	-1.584460e-01
1.656006682780233e-02	3.194719e+00	-1.584467e-01
1.657006682780233e-02	3.194719e+00	-1.584460e-01
1.658006682780233e-02	3.194719e+00	-1.584467e-01
1.659006682780233e-02	3.194719e+00	-1.584460e-01
1.660006682780233e-02	3.194719e+00	-1.584467e-01
1.661006682780233e-02	3.194719e+00	-1.584460e-01
1.662006682780233e-02	3.194719e+00	-1.584467e-01
1.663006682780233e-02	3.194719e+00	-1.584460e-01
1.664006682780233e-02	3.194719e+00	-1.584467e-01
1.665006682780233e-02	3.194719e+00	-1.584460e-01
1.666006682780233e-02	3.194719e+00	-1.584467e-01
1.667006682780233e-02	3.194719e+00	-1.584460e-01
1.668006682780233e-02	3.194719e+00	-1.584467e-01
1.669006682780233e-02	3.194719e+00	-1.584460e-01
1.670006682780233e-02	3.194719e+00	-1.584467e-01
1.671006682780233e-02	3.194719e+00	-1.584460e-01
1.672006682780233e-02	3.194719e+00	-1.584467e-01
1.673006682780233e-02	3.194719e+00	-1.584460e-01
1.674006682780233e-02	3.194719e+00	-1.584467e-01
1.675006682780233e-02	3.194719e+00	-1.584460e-01
1.676006682780233e-02	3.194719e+00	-1.584467e-01
1.677006682780233e-02	3.194719e+00	-1.584460e-01
1.678006682780233e-02	3.194719e+00	-1.584467e-01
1.679006682780233e-02	3.194719e+00	-1.584460e-01
1.680006682780233e-02	3.194719e+00	-1.584467e-01
1.681006682780233e-02	3.194719e+00	-1.584460e-01
1.682006682780233e-02	3.194719e+00	-1.584467e-01
1.683006682780233e-02	3.194719e+00	-1.584460e-01
1.684006682780233e-02	3.194719e+00	-1.584467e-01
1.685006682780233e-02	3.194719e+00	-1.584460e-01
1.686006682780233e-02	3.194719e+00	-1.584467e-01
1.687006682780233e-02	3.194719e+00	-1.584460e-01
1.688006682780233e-02	3.194719e+00	-1.584467e-01
1.689006682780233e-02	3.194719e+00	-1.584460e-01
1.690006682780233e-02	3.194719e+00	-1.584467e-01
1.691006682780233e-02	3.194719e+00	-1.584460e-01
1.692006682780233e-02	3.194719e+00	-1.584467e-01
1.693006682780233e-02	3.194719e+00	-1.584460e-01
1.694006682780233e-02	3.194719e+00	-1.584467e-01
1.695006682780233e-02	3.194719e+00	-1.584460e-01
1.696006682780233e-02	3.194719e+00	-1.584467e-01
1.697006682780233e-02	3.194719e+00	-1.584460e-01
1.698006682780233e-02	3.194719e+00	-1.584467e-01
1.699006682780233e-02	3.194719e+00	-1.584460e-01
1.700006682780233e-02	3.194719e+00	-1.584467e-01
1.701006682780233e-02	3.194719e+00	-1.584460e-01
1.702006682780233e-02	3.194719e+00	-1.584467e-01
1.703006682780233e-02	3.194719e+00	-1.584460e-01
1.704006682780233e-02	3.194719e+00	-1.584467e-01
1.705006682780233e-02	3.194719e+00	-1.584460e-01
1.706006682780233e-02	3.194719e+00	-1.584467e-01
1.707006682780233e-02	3.194719e+00	-1.584460e-01
1.708006682780233e-02	3.194719e+00	-1.584467e-01
1.709006682780233e-02	3.194719e+00	-1.584460e-01
1.710006682780233e-02	3.194719e+00	-1.584467e-01
1.711006682780233e-02	3.194719e+00	-1.584460e-01
1.712006682780233e-02	3.194719e+00	-1.584467e-01
1.713006682780233e-02	3.194719e+00	-1.584460e-01
1.714006682780233e-02	3.194719e+00	-1.584467e-01
1.715006682780233e-02	3.194719e+00	-1.584460e-01
1.716006682780233e-02	3.194719e+00	-1.584467e-01
1.717006682780233e-02	3.194719e+00	-1.584460e-01
1.718006682780233e-02	3.194719e+00	-1.584467e-01
1.719006682780233e-02	3.194719e+00	-1.584460e-01
1.720006682780233e-02	3.194719e+00	-1.584467e-01
1.721006682780233e-02	3.194719e+00	-1.584460e-01
1.722006682780233e-02	3.194719e+00	-1.584467e-01
1.723006682780233e-02	3.194719e+00	-1.584460e-01
1.724006682780233e-02	3.194719e+00	-1.584467e-01
1.725006682780233e-02	3.194719e+00	-1.584460e-01
1.726006682780233e-02	3.194719e+00	-1.584467e-01
1.727006682780233e-02	3.194719e+00	-1.584460e-01
1.728006682780233e-02	3.194719e+00	-1.584467e-01
1.729006682780233e-02	3.194719e+00	-1.584460e-01
1.730006682780233e-02	3.194719e+00	-1.584467e-01
1.731006682780233e-02	3.194719e+00	-1.584460e-01
1.732006682780233e-02	3.194719e+00	-1.584467e-01
1.733006682780233e-02	3.194719e+00	-1.584460e-01
1.734006682780233e-02	3.194719e+00	-1.584467e-01
1.735006682780233e-02	3.194719e+00	-1.584460e-01
1.736006682780233e-02	3.194719e+00	-1.584467e-01
1.737006682780233e-02	3.194719e+00	-1.584460e-01
1.738006682780233e-02	3.194719e+00	-1.584467e-01
1.739006682780233e-02	3.194719e+00	-1.584460e-01
1.740006682780233e-02	3.194719e+00	-1.584467e-01
1.741006682780233e-02	3.194719e+00	-1.584460e-01
1.742006682780233e-02	3.194719e+00	-1.584467e-01
1.743006682780233e-02	3.194719e+00	-1.584460e-01
1.744006682780233e-02	3.194719e+00	-1.584467e-01
1.745006682780233e-02	3.194719e+00	-1.584460e-01
1.746006682780233e-02	3.194719e+00	-1.584467e-01
1.747006682780233e-02	3.194719e+00	-1.584460e-01
1.748006682780233e-02	3.194719e+00	-1.584467e-01
1.749006682780233e-02	3.194719e+00	-1.584460e-01
1.750006682780233e-02	3.194719e+00	-1.584467e-01
1.751006682780233e-02	3.194719e+00	-1.584460e-01
1.752006682780233e-02	3.194719e+00	-1.584467e-01
1.753006682780233e-02	3.194719e+00	-1.584460e-01
1.754006682780233e-02	3.194719e+00	-1.584467e-01
1.755006682780233e-02	3.194719e+00	-1.584460e-01
1.756006682780233e-02	3.194719e+00	-1.584467e-01
1.757006682780233e-02	3.194719e+00	-1.584460e-01
1.758006682780233e-02	3.194719e+00	-1.584467e-01
1.759006682780233e-02	3.194719e+00	-1.584460e-01
1.760006682780233e-02	3.194719e+00	-1.584467e-01
1.761006682780233e-02	3.194719e+00	-1.584460e-01
1.762006682780233e-02	3.194719e+00	-1.584467e-01
1.763006682780233e-02	3.194719e+00	-1.584460e-01
1.764006682780233e-02	3.194719e+00	-1.584467e-01
1.765006682780233e-02	3.194719e+00	-1.584460e-01
1.766006682780233e-02	3.194719e+00	-1.584467e-01
1.767006682780233e-02	3.194719e+00	-1.584460e-01
1.768006682780233e-02	3.194719e+00	-1.584467e-01
1.769006682780233e-02	3.194719e+00	-1.584460e-01
1.770006682780233e-02	3.194719e+00	-1.584467e-01
1.771006682780233e-02	3.194719e+00	-1.584460e-01
1.772006682780233e-02	3.194719e+00	-1.584467e-01
1.773006682780233e-02	3.194719e+00	-1.584460e-01
1.774006682780233e-02	3.194719e+00	-1.584467e-01
1.775006682780233e-02	3.194719e+00	-1.584460e-01
1.776006682780233e-02	3.194719e+00	-1.584467e-01
1.777006682780233e-02	3.194719e+00	-1.584460e-01
1.778006682780233e-02	3.194719e+00	-1.584467e-01
1.779006682780233e-02	3.194719e+00	-1.584460e-01
1.780006682780233e-02	3.194719e+00	-1.584467e-01
1.781006682780233e-02	3.194719e+00	-1.584460e-01
1.782006682780233e-02	3.194719e+00	-1.584467e-01
1.783006682780233e-02	3.194719e+00	-1.584460e-01
1.784006682780233e-02	3.194719e+00	-1.584467e-01
1.785006682780233e-02	3.194719e+00	-1.584460e-01
1.786006682780233e-02	3.194719e+00	-1.584467e-01
1.787006682780233e-02	3.194719e+00	-1.584460e-01
1.788006682780233e-02	3.194719e+00	-1.584467e-01
1.789006682780233e-02	3.194719e+00	-1.584460e-01
1.790006682780233e-02	3.194719e+00	-1.584467e-01
1.791006682780233e-02	3.194719e+00	-1.584460e-01
1.792006682780233e-02	3.194719e+00	-1.584467e-01
1.793006682780233e-02	3.194719e+00	-1.584460e-01
1.794006682780233e-02	3.194719e+00	-1.584467e-01
1.795006682780233e-02	3.194719e+00	-1.584460e-01
1.796006682780233e-02	3.194719e+00	-1.584467e-01
1.797006682780233e-02	3.194719e+00	-1.584460e-01
1.798006682780233e-02	3.194719e+00	-1.584467e-01
1.799006682780233e-02	3.194719e+00	-1.584460e-01
1.800006682780233e-02	3.194719e+00	-1.584467e-01
1.801006682780233e-02	3.194719e+00	-1.584460e-01
1.802006682780233e-02	3.194719e+00	-1.584467e-01
1.803006682780233e-02	3.194719e+00	-1.584460e-01
1.804006682780233e-02	3.194719e+00	-1.584467e-01
1.805006682780233e-02	3.194719e+00	-1.584460e-01
1.806006682780233e-02	3.194719e+00	-1.584467e-01
1.807006682780233e-02	3.194719e+00	-1.584460e-01
1.808006682780233e-02	3.194719e+00	-1.584467e-01
1.809006682780233e-02	3.194719e+00	-1.584460e-01
1.810006682780233e-02	3.194719e+00	-1.584467e-01
1.811006682780233e-02	3.194719e+00	-1.584460e-01
1.812006682780233e-02	3.194719e+00	-1.584467e-01
1.813006682780233e-02	3.194719e+00	-1.584460e-01
1.814006682780233e-02	3.194719e+00	-1.584467e-01
1.815006682780233e-02	3.194719e+00	-1.584460e-01
1.816006682780233e-02	3.194719e+00	-1.584467e-01
1.817006682780233e-02	3.194719e+00	-1.584460e-01
1.818006682780233e-02	3.194719e+00	-1.584467e-01
1.819006682780233e-02	3.194719e+00	-1.584460e-01
1.820006682780233e-02	3.194719e+00	-1.584467e-01
1.821006682780233e-02	3.194719e+00	-1.584460e-01
1.822006682780233e-02	3.194719e+00	-1.584467e-01
1.823006682780233e-02	3.194719e+00	-1.584460e-01
1.824006682780233e-02	3.194719e+00	-1.584467e-01
1.825006682780233e-02	3.194719e+00	-1.584460e-01
1.826006682780233e-02	3.194719e+00	-1.584467e-01
1.827006682780233e-02	3.194719e+00	-1.584460e-01
1.828006682780233e-02	3.194719e+00	-1.584467e-01
1.829006682780233e-02	3.194719e+00	-1.584460e-01
1.830006682780233e-02	3.194719e+00	-1.584467e-01
1.831006682780233e-02	3.194719e+00	-1.584460e-01
1.832006682780233e-02	3.194719e+00	-1.584467e-01
1.833006682780233e-02	3.194719e+00	-1.584460e-01
1.834006682780233e-02	3.194719e+00	-1.584467e-01
1.835006682780233e-02	3.194719e+00	-1.584460e-01
1.836006682780233e-02	3.194719e+00	-1.584467e-01
1.837006682780233e-02	3.194719e+00	-1.584460e-01
1.838006682780233e-02	3.194719e+00	-1.584467e-01
1.839006682780233e-02	3.194719e+00	-1.584460e-01
1.840006682780233e-02	3.194719e+00	-1.584467e-01
1.841006682780233e-02	3.194719e+00	-1.584460e-01
1.842006682780233e-02	3.194719e+00	-1.584467e-01
1.843006682780233e-02	3.194719e+00	-1.584460e-01
1.844006682780233e-02	3.194719e+00	-1.584467e-01
1.845006682780233e-02	3.194719e+00	-1.584460e-01
1.846006682780233e-02	3.194719e+00	-1.584467e-01
1.847006682780233e-02	3.194719e+00	-1.584460e-01
1.848006682780233e-02	3.194719e+00	-1.584467e-01
1.849006682780233e-02	3.194719e+00	-1.584460e-01
1.850006682780233e-02	3.194719e+00	-1.584467e-01
1.851006682780233e-02	3.194719e+00	-1.584460e-01
1.852006682780233e-02	3.194719e+00	-1.584467e-01
1.853006682780233e-02	3.194719e+00	-1.584460e-01
1.854006682780233e-02	3.194719e+00	-1.584467e-01
1.855006682780233e-02	3.194719e+00	-1.584460e-01
1.856006682780233e-02	3.194719e+00	-1.584467e-01
1.857006682780233e-02	3.194719e+00	-1.584460e-01
1.858006682780233e-02	3.194719e+00	-1.584467e-01
1.859006682780233e-02	3.194719e+00	-1.584460e-01
1.860006682780233e-02	3.194719e+00	-1.584467e-01
1.861006682780233e-02	3.194719e+00	-1.584460e-01
1.862006682780233e-02	3.194719e+00	-1.584467e-01
1.863006682780233e-02	3.194719e+00	-1.584460e-01
1.864006682780233e-02	3.194719e+00	-1.584467e-01
1.865006682780233e-02	3.194719e+00	-1.584460e-01
1.866006682780233e-02	3.194719e+00	-1.584467e-01
1.867006682780233e-02	3.194719e+00	-1.584460e-01
1.868006682780233e-02	3.194719e+00	-1.584467e-01
1.869006682780233e-02	3.194719e+00	-1.584460e-01
1.870006682780233e-02	3.194719e+00	-1.584467e-01
