time	I(R1)
Step Information: Rtierra=1K  (Step: 1/3)
1.943038390393885e-02	3.781711e-06
1.944038390393885e-02	3.781711e-06
1.945038390393885e-02	3.781711e-06
1.946038390393885e-02	3.781711e-06
1.947038390393885e-02	3.781711e-06
1.948038390393885e-02	3.781711e-06
1.949038390393885e-02	3.781711e-06
1.950038390393885e-02	3.781711e-06
1.951038390393885e-02	3.781711e-06
1.952038390393885e-02	3.781711e-06
1.953038390393885e-02	3.781711e-06
1.954038390393885e-02	3.781711e-06
1.955038390393885e-02	3.781711e-06
1.956038390393885e-02	3.781711e-06
1.957038390393885e-02	3.781711e-06
1.958038390393885e-02	3.781711e-06
1.959038390393885e-02	3.781711e-06
1.960038390393885e-02	3.781711e-06
1.961038390393885e-02	3.781711e-06
1.962038390393885e-02	3.781711e-06
1.963038390393885e-02	3.781711e-06
1.964038390393885e-02	3.781711e-06
1.965038390393885e-02	3.781711e-06
1.966038390393885e-02	3.781711e-06
1.967038390393885e-02	3.781711e-06
1.968038390393885e-02	3.781711e-06
1.969038390393885e-02	3.781711e-06
1.970038390393885e-02	3.781711e-06
1.971038390393885e-02	3.781711e-06
1.972038390393885e-02	3.781711e-06
1.973038390393885e-02	3.781711e-06
1.974038390393885e-02	3.781711e-06
1.975038390393885e-02	3.781711e-06
1.976038390393885e-02	3.781711e-06
1.977038390393885e-02	3.781711e-06
1.978038390393885e-02	3.781711e-06
1.979038390393885e-02	3.781711e-06
1.980038390393885e-02	3.781711e-06
1.981038390393885e-02	3.781711e-06
1.982038390393885e-02	3.781711e-06
1.983038390393885e-02	3.781711e-06
1.984038390393885e-02	3.781711e-06
1.985038390393885e-02	3.781711e-06
1.986038390393885e-02	3.781711e-06
1.987038390393885e-02	3.781711e-06
1.988038390393885e-02	3.781711e-06
1.989038390393885e-02	3.781711e-06
1.990038390393885e-02	3.781711e-06
1.991038390393885e-02	3.781711e-06
1.992038390393885e-02	3.781711e-06
1.993038390393885e-02	3.781711e-06
1.994038390393885e-02	3.781711e-06
1.995038390393885e-02	3.781711e-06
1.996038390393885e-02	3.781711e-06
1.997038390393885e-02	3.781711e-06
1.998038390393885e-02	3.781711e-06
1.999038390393885e-02	3.781711e-06
2.000000000000000e-02	3.781711e-06
Step Information: Rtierra=100K  (Step: 2/3)
0.000000000000000e+00	1.448858e-11
9.999999439624929e-11	-8.460205e-10
1.999999887924986e-10	-1.681339e-09
1.599999910339989e-09	-1.313281e-08
3.199999820679977e-09	-2.607859e-08
6.399999641359955e-09	-5.152227e-08
1.279999928271991e-08	-1.006740e-07
2.559999856543982e-08	-1.923829e-07
5.119999713087964e-08	-3.451316e-07
7.490654290052677e-08	-4.010131e-07
8.747229649951642e-08	-3.134447e-07
9.679819192661923e-08	-1.369417e-07
1.082355590522887e-07	1.554481e-07
