time	I(V1)	I(Vcell12)
1.042476389691199e-04	1.099489e-05	-4.756343e-02
1.101629988779451e-04	1.093590e-05	-5.175723e-02
1.174883659227746e-04	1.086372e-05	-5.688557e-02
1.272293913163959e-04	1.076913e-05	-6.364524e-02
1.372293913163959e-04	1.067362e-05	-7.050505e-02
1.472293913163959e-04	1.057946e-05	-7.731397e-02
1.572293913163959e-04	1.048656e-05	-8.405754e-02
1.672293913163959e-04	1.039473e-05	-9.075952e-02
1.772293913163959e-04	1.030396e-05	-9.740239e-02
1.872293913163959e-04	1.021410e-05	-1.040084e-01
1.972293913163959e-04	1.012520e-05	-1.105588e-01
2.072293913163959e-04	1.003715e-05	-1.170755e-01
2.172293913163959e-04	9.949993e-06	-1.235395e-01
2.272293913163959e-04	9.863649e-06	-1.299721e-01
2.372293913163959e-04	9.778185e-06	-1.363541e-01
2.472293913163959e-04	9.691223e-06	-1.426827e-01
2.572293913163959e-04	9.595429e-06	-1.488572e-01
2.612233318233133e-04	9.561324e-06	-1.509618e-01
2.633859183013479e-04	9.551371e-06	-1.515805e-01
2.649112327032235e-04	9.542001e-06	-1.519176e-01
2.660825949105051e-04	9.533832e-06	-1.521286e-01
2.673397077379972e-04	9.524217e-06	-1.523388e-01
2.689024549810399e-04	9.511394e-06	-1.525583e-01
2.720279494671255e-04	9.483709e-06	-1.529423e-01
2.748734558590490e-04	9.456897e-06	-1.532252e-01
2.792609161825067e-04	9.413956e-06	-1.536057e-01
2.833735928425136e-04	9.372543e-06	-1.538991e-01
2.899878331781673e-04	9.304466e-06	-1.543115e-01
2.971812107939184e-04	9.229021e-06	-1.546759e-01
3.057565926749509e-04	9.137892e-06	-1.550512e-01
3.157565926749509e-04	9.030820e-06	-1.554053e-01
3.257565926749509e-04	8.923560e-06	-1.557115e-01
3.357565926749509e-04	8.816723e-06	-1.559615e-01
3.457565926749509e-04	8.710705e-06	-1.561861e-01
3.557565926749509e-04	8.605891e-06	-1.563707e-01
3.657565926749509e-04	8.502485e-06	-1.565419e-01
3.757565926749509e-04	8.400738e-06	-1.566824e-01
3.857565926749509e-04	8.300741e-06	-1.568168e-01
3.957565926749509e-04	8.202654e-06	-1.569263e-01
4.057565926749509e-04	8.106501e-06	-1.570344e-01
4.157565926749509e-04	8.012387e-06	-1.571214e-01
4.257565926749509e-04	7.920294e-06	-1.572102e-01
4.357565926749509e-04	7.830288e-06	-1.572804e-01
4.457565926749509e-04	7.742327e-06	-1.573546e-01
4.557565926749509e-04	7.656455e-06	-1.574119e-01
4.657565926749509e-04	7.572611e-06	-1.574749e-01
4.757565926749509e-04	7.490825e-06	-1.575223e-01
4.857565926749509e-04	7.409600e-06	-1.575792e-01
4.957565926749509e-04	7.324318e-06	-1.576325e-01
5.057565926749509e-04	7.236473e-06	-1.576990e-01
5.157565926749509e-04	7.147745e-06	-1.577535e-01
5.257565926749509e-04	7.059124e-06	-1.578159e-01
5.357565926749509e-04	6.971460e-06	-1.578636e-01
5.457565926749509e-04	6.885273e-06	-1.579180e-01
5.557565926749509e-04	6.801005e-06	-1.579574e-01
5.657565926749509e-04	6.718891e-06	-1.580037e-01
5.757565926749509e-04	6.639165e-06	-1.580353e-01
5.857565926749509e-04	6.561904e-06	-1.580745e-01
5.957565926749509e-04	6.487223e-06	-1.580996e-01
6.057565926749509e-04	6.415109e-06	-1.581328e-01
6.157565926749509e-04	6.345605e-06	-1.581526e-01
6.257565926749509e-04	6.278648e-06	-1.581810e-01
6.357565926749509e-04	6.214239e-06	-1.581964e-01
6.457565926749509e-04	6.152283e-06	-1.582209e-01
6.557565926749509e-04	6.092759e-06	-1.582328e-01
6.657565926749509e-04	6.035556e-06	-1.582540e-01
6.757565926749509e-04	5.980640e-06	-1.582631e-01
6.857565926749509e-04	5.927894e-06	-1.582818e-01
6.957565926749508e-04	5.877280e-06	-1.582885e-01
7.057565926749509e-04	5.828676e-06	-1.583050e-01
7.157565926749509e-04	5.782045e-06	-1.583098e-01
7.257565926749509e-04	5.737268e-06	-1.583246e-01
7.357565926749508e-04	5.694307e-06	-1.583278e-01
7.457565926749509e-04	5.653048e-06	-1.583411e-01
7.557565926749509e-04	5.613459e-06	-1.583430e-01
7.657565926749509e-04	5.575427e-06	-1.583552e-01
7.757565926749508e-04	5.538925e-06	-1.583560e-01
7.857565926749509e-04	5.503847e-06	-1.583671e-01
7.957565926749509e-04	5.470169e-06	-1.583669e-01
8.057565926749509e-04	5.437791e-06	-1.583773e-01
8.157565926749508e-04	5.406695e-06	-1.583763e-01
8.257565926749509e-04	5.376784e-06	-1.583859e-01
8.357565926749509e-04	5.348047e-06	-1.583844e-01
8.457565926749509e-04	5.320391e-06	-1.583934e-01
8.557565926749508e-04	5.293808e-06	-1.583912e-01
8.657565926749509e-04	5.268213e-06	-1.583997e-01
8.757565926749509e-04	5.243601e-06	-1.583971e-01
8.857565926749509e-04	5.219890e-06	-1.584052e-01
8.957565926749508e-04	5.197081e-06	-1.584022e-01
9.057565926749509e-04	5.175094e-06	-1.584098e-01
9.157565926749509e-04	5.153934e-06	-1.584065e-01
9.257565926749509e-04	5.133526e-06	-1.584139e-01
9.357565926749508e-04	5.113877e-06	-1.584102e-01
9.457565926749509e-04	5.094917e-06	-1.584173e-01
9.557565926749509e-04	5.076656e-06	-1.584135e-01
9.657565926749509e-04	5.059024e-06	-1.584203e-01
9.757565926749508e-04	5.042035e-06	-1.584162e-01
9.857565926749510e-04	5.025625e-06	-1.584229e-01
9.957565926749508e-04	5.009807e-06	-1.584186e-01
1.005756592674951e-03	4.994519e-06	-1.584251e-01
1.015756592674951e-03	4.979779e-06	-1.584207e-01
1.025756592674951e-03	4.965525e-06	-1.584270e-01
1.035756592674951e-03	4.951778e-06	-1.584225e-01
1.045756592674951e-03	4.938478e-06	-1.584287e-01
1.055756592674951e-03	4.925646e-06	-1.584240e-01
1.065756592674951e-03	4.913227e-06	-1.584301e-01
1.075756592674951e-03	4.901242e-06	-1.584253e-01
1.085756592674951e-03	4.889636e-06	-1.584313e-01
1.095756592674951e-03	4.878434e-06	-1.584265e-01
1.105756592674951e-03	4.867582e-06	-1.584324e-01
1.115756592674951e-03	4.857104e-06	-1.584274e-01
1.125756592674951e-03	4.846950e-06	-1.584333e-01
1.135756592674951e-03	4.837144e-06	-1.584283e-01
1.145756592674951e-03	4.827636e-06	-1.584341e-01
1.155756592674951e-03	4.818454e-06	-1.584290e-01
1.165756592674951e-03	4.809547e-06	-1.584348e-01
1.175756592674951e-03	4.800944e-06	-1.584297e-01
1.185756592674951e-03	4.792596e-06	-1.584354e-01
1.195756592674951e-03	4.784531e-06	-1.584302e-01
1.205756592674951e-03	4.776702e-06	-1.584359e-01
1.215756592674951e-03	4.769139e-06	-1.584307e-01
1.225756592674951e-03	4.761794e-06	-1.584363e-01
1.235756592674951e-03	4.754697e-06	-1.584311e-01
1.245756592674951e-03	4.747803e-06	-1.584367e-01
1.255756592674951e-03	4.741142e-06	-1.584315e-01
1.265756592674951e-03	4.734668e-06	-1.584371e-01
1.275756592674951e-03	4.728412e-06	-1.584318e-01
1.285756592674951e-03	4.722331e-06	-1.584373e-01
1.295756592674951e-03	4.716455e-06	-1.584320e-01
1.305756592674951e-03	4.710741e-06	-1.584376e-01
1.315756592674951e-03	4.705219e-06	-1.584323e-01
1.325756592674951e-03	4.699847e-06	-1.584378e-01
1.335756592674951e-03	4.694657e-06	-1.584325e-01
1.345756592674951e-03	4.689606e-06	-1.584380e-01
1.355756592674951e-03	4.684726e-06	-1.584326e-01
1.365756592674951e-03	4.679975e-06	-1.584381e-01
1.375756592674951e-03	4.675386e-06	-1.584328e-01
1.385756592674951e-03	4.670915e-06	-1.584383e-01
1.395756592674951e-03	4.666598e-06	-1.584329e-01
1.405756592674951e-03	4.662391e-06	-1.584384e-01
1.415756592674951e-03	4.658329e-06	-1.584330e-01
1.425756592674951e-03	4.654369e-06	-1.584385e-01
1.435756592674951e-03	4.650546e-06	-1.584331e-01
1.445756592674951e-03	4.646818e-06	-1.584386e-01
1.455756592674951e-03	4.643219e-06	-1.584332e-01
1.465756592674951e-03	4.639708e-06	-1.584387e-01
1.475756592674951e-03	4.636319e-06	-1.584333e-01
1.485756592674951e-03	4.633012e-06	-1.584387e-01
1.495756592674951e-03	4.629822e-06	-1.584333e-01
1.505756592674951e-03	4.626706e-06	-1.584388e-01
1.515756592674951e-03	4.623702e-06	-1.584334e-01
1.525756592674951e-03	4.620766e-06	-1.584388e-01
1.535756592674951e-03	4.617936e-06	-1.584334e-01
1.545756592674951e-03	4.615169e-06	-1.584389e-01
1.555756592674951e-03	4.612503e-06	-1.584335e-01
1.565756592674951e-03	4.609896e-06	-1.584389e-01
1.575756592674951e-03	4.607384e-06	-1.584335e-01
1.585756592674951e-03	4.604926e-06	-1.584389e-01
1.595756592674951e-03	4.602559e-06	-1.584335e-01
1.605756592674951e-03	4.600241e-06	-1.584390e-01
1.615756592674951e-03	4.598011e-06	-1.584335e-01
1.625756592674951e-03	4.595826e-06	-1.584390e-01
1.635756592674951e-03	4.593724e-06	-1.584336e-01
1.645756592674951e-03	4.591663e-06	-1.584390e-01
1.655756592674951e-03	4.589682e-06	-1.584336e-01
1.665756592674951e-03	4.587739e-06	-1.584390e-01
1.675756592674951e-03	4.585871e-06	-1.584336e-01
1.685756592674951e-03	4.584037e-06	-1.584390e-01
1.695756592674951e-03	4.582277e-06	-1.584336e-01
1.705756592674951e-03	4.580548e-06	-1.584390e-01
1.715756592674951e-03	4.578887e-06	-1.584336e-01
1.725756592674951e-03	4.577256e-06	-1.584390e-01
1.735756592674951e-03	4.575691e-06	-1.584336e-01
1.745756592674951e-03	4.574152e-06	-1.584391e-01
1.755756592674951e-03	4.572676e-06	-1.584336e-01
1.765756592674951e-03	4.571224e-06	-1.584391e-01
1.775756592674951e-03	4.569832e-06	-1.584336e-01
1.785756592674951e-03	4.568462e-06	-1.584391e-01
1.795756592674951e-03	4.567150e-06	-1.584336e-01
1.805756592674951e-03	4.565856e-06	-1.584391e-01
1.815756592674951e-03	4.564618e-06	-1.584336e-01
1.825756592674951e-03	4.563398e-06	-1.584391e-01
1.835756592674951e-03	4.562231e-06	-1.584336e-01
1.845756592674951e-03	4.561078e-06	-1.584391e-01
1.855756592674951e-03	4.559977e-06	-1.584336e-01
1.865756592674951e-03	4.558889e-06	-1.584391e-01
1.875756592674951e-03	4.557851e-06	-1.584336e-01
1.885756592674951e-03	4.556824e-06	-1.584391e-01
1.895756592674951e-03	4.555845e-06	-1.584337e-01
1.905756592674951e-03	4.554875e-06	-1.584391e-01
1.915756592674951e-03	4.553952e-06	-1.584337e-01
1.925756592674951e-03	4.553036e-06	-1.584391e-01
1.935756592674951e-03	4.552165e-06	-1.584337e-01
1.945756592674951e-03	4.551300e-06	-1.584391e-01
1.955756592674951e-03	4.550479e-06	-1.584337e-01
1.965756592674951e-03	4.549662e-06	-1.584391e-01
1.975756592674951e-03	4.548887e-06	-1.584337e-01
1.985756592674951e-03	4.548116e-06	-1.584391e-01
1.995756592674951e-03	4.547385e-06	-1.584337e-01
2.005756592674951e-03	4.546656e-06	-1.584391e-01
2.015756592674951e-03	4.545966e-06	-1.584337e-01
2.025756592674951e-03	4.545278e-06	-1.584391e-01
2.035756592674951e-03	4.544628e-06	-1.584337e-01
2.045756592674951e-03	4.543977e-06	-1.584391e-01
2.055756592674951e-03	4.543364e-06	-1.584337e-01
2.065756592674951e-03	4.542749e-06	-1.584391e-01
2.075756592674951e-03	4.542171e-06	-1.584337e-01
2.085756592674951e-03	4.541590e-06	-1.584391e-01
2.095756592674951e-03	4.541044e-06	-1.584337e-01
2.105756592674951e-03	4.540495e-06	-1.584391e-01
2.115756592674951e-03	4.539981e-06	-1.584337e-01
2.125756592674951e-03	4.539462e-06	-1.584391e-01
2.135756592674951e-03	4.538976e-06	-1.584337e-01
2.145756592674951e-03	4.538486e-06	-1.584391e-01
2.155756592674951e-03	4.538027e-06	-1.584337e-01
2.165756592674951e-03	4.537564e-06	-1.584391e-01
2.175756592674951e-03	4.537132e-06	-1.584337e-01
2.185756592674951e-03	4.536694e-06	-1.584391e-01
2.195756592674951e-03	4.536286e-06	-1.584337e-01
2.205756592674951e-03	4.535872e-06	-1.584391e-01
2.215756592674951e-03	4.535487e-06	-1.584337e-01
2.225756592674951e-03	4.535096e-06	-1.584391e-01
2.235756592674951e-03	4.534733e-06	-1.584337e-01
2.245756592674951e-03	4.534362e-06	-1.584391e-01
2.255756592674951e-03	4.534020e-06	-1.584337e-01
2.265756592674951e-03	4.533670e-06	-1.584391e-01
2.275756592674951e-03	4.533347e-06	-1.584337e-01
2.285756592674951e-03	4.533016e-06	-1.584391e-01
2.295756592674951e-03	4.532712e-06	-1.584337e-01
2.305756592674951e-03	4.532398e-06	-1.584391e-01
2.315756592674951e-03	4.532111e-06	-1.584337e-01
2.325756592674951e-03	4.531814e-06	-1.584391e-01
2.335756592674951e-03	4.531544e-06	-1.584337e-01
2.345756592674951e-03	4.531263e-06	-1.584391e-01
2.355756592674951e-03	4.531008e-06	-1.584336e-01
2.365756592674951e-03	4.530742e-06	-1.584391e-01
2.375756592674951e-03	4.530501e-06	-1.584336e-01
2.385756592674951e-03	4.530249e-06	-1.584391e-01
2.395756592674951e-03	4.530023e-06	-1.584336e-01
2.405756592674951e-03	4.529784e-06	-1.584391e-01
2.415756592674951e-03	4.529570e-06	-1.584336e-01
2.425756592674951e-03	4.529345e-06	-1.584391e-01
2.435756592674951e-03	4.529143e-06	-1.584336e-01
2.445756592674951e-03	4.528929e-06	-1.584391e-01
2.455756592674951e-03	4.528739e-06	-1.584336e-01
2.465756592674951e-03	4.528536e-06	-1.584391e-01
2.475756592674951e-03	4.528357e-06	-1.584336e-01
2.485756592674951e-03	4.528165e-06	-1.584391e-01
2.495756592674951e-03	4.527997e-06	-1.584336e-01
2.505756592674951e-03	4.527814e-06	-1.584391e-01
2.515756592674951e-03	4.527656e-06	-1.584336e-01
2.525756592674951e-03	4.527483e-06	-1.584391e-01
2.535756592674951e-03	4.527333e-06	-1.584336e-01
2.545756592674951e-03	4.527169e-06	-1.584391e-01
2.555756592674951e-03	4.527029e-06	-1.584336e-01
2.565756592674951e-03	4.526873e-06	-1.584391e-01
2.575756592674951e-03	4.526740e-06	-1.584336e-01
2.585756592674951e-03	4.526593e-06	-1.584391e-01
2.595756592674951e-03	4.526468e-06	-1.584336e-01
2.605756592674951e-03	4.526328e-06	-1.584391e-01
2.615756592674951e-03	4.526210e-06	-1.584336e-01
2.625756592674951e-03	4.526078e-06	-1.584391e-01
2.635756592674951e-03	4.525967e-06	-1.584336e-01
2.645756592674951e-03	4.525841e-06	-1.584391e-01
2.655756592674951e-03	4.525737e-06	-1.584336e-01
2.665756592674951e-03	4.525617e-06	-1.584391e-01
2.675756592674951e-03	4.525519e-06	-1.584336e-01
2.685756592674951e-03	4.525405e-06	-1.584391e-01
2.695756592674951e-03	4.525313e-06	-1.584336e-01
2.705756592674951e-03	4.525205e-06	-1.584391e-01
2.715756592674951e-03	4.525118e-06	-1.584336e-01
2.725756592674951e-03	4.525015e-06	-1.584391e-01
2.735756592674951e-03	4.524934e-06	-1.584336e-01
2.745756592674951e-03	4.524836e-06	-1.584391e-01
2.755756592674951e-03	4.524759e-06	-1.584336e-01
2.765756592674951e-03	4.524667e-06	-1.584391e-01
2.775756592674951e-03	4.524594e-06	-1.584336e-01
2.785756592674951e-03	4.524506e-06	-1.584391e-01
2.795756592674951e-03	4.524438e-06	-1.584336e-01
2.805756592674951e-03	4.524354e-06	-1.584391e-01
2.815756592674951e-03	4.524290e-06	-1.584336e-01
2.825756592674951e-03	4.524210e-06	-1.584391e-01
2.835756592674951e-03	4.524150e-06	-1.584336e-01
2.845756592674951e-03	4.524074e-06	-1.584391e-01
2.855756592674951e-03	4.524018e-06	-1.584336e-01
2.865756592674951e-03	4.523945e-06	-1.584391e-01
2.875756592674950e-03	4.523893e-06	-1.584336e-01
2.885756592674951e-03	4.523823e-06	-1.584391e-01
2.895756592674951e-03	4.523774e-06	-1.584336e-01
2.905756592674951e-03	4.523708e-06	-1.584391e-01
2.915756592674951e-03	4.523662e-06	-1.584336e-01
2.925756592674951e-03	4.523599e-06	-1.584391e-01
2.935756592674951e-03	4.523556e-06	-1.584336e-01
2.945756592674951e-03	4.523496e-06	-1.584391e-01
2.955756592674951e-03	4.523455e-06	-1.584336e-01
2.965756592674951e-03	4.523397e-06	-1.584391e-01
2.975756592674951e-03	4.523359e-06	-1.584336e-01
2.985756592674951e-03	4.523305e-06	-1.584391e-01
2.995756592674951e-03	4.523269e-06	-1.584336e-01
3.005756592674951e-03	4.523217e-06	-1.584391e-01
3.015756592674951e-03	4.523184e-06	-1.584336e-01
3.025756592674951e-03	4.523134e-06	-1.584391e-01
3.035756592674950e-03	4.523102e-06	-1.584336e-01
3.045756592674951e-03	4.523054e-06	-1.584391e-01
3.055756592674951e-03	4.523025e-06	-1.584336e-01
3.065756592674951e-03	4.522980e-06	-1.584391e-01
3.075756592674951e-03	4.522953e-06	-1.584336e-01
3.085756592674951e-03	4.522909e-06	-1.584391e-01
3.095756592674951e-03	4.522884e-06	-1.584336e-01
3.105756592674951e-03	4.522842e-06	-1.584391e-01
3.115756592674951e-03	4.522818e-06	-1.584336e-01
3.125756592674951e-03	4.522778e-06	-1.584391e-01
3.135756592674951e-03	4.522757e-06	-1.584336e-01
3.145756592674951e-03	4.522718e-06	-1.584391e-01
3.155756592674951e-03	4.522698e-06	-1.584336e-01
3.165756592674951e-03	4.522661e-06	-1.584391e-01
3.175756592674951e-03	4.522642e-06	-1.584336e-01
3.185756592674951e-03	4.522607e-06	-1.584391e-01
3.195756592674950e-03	4.522589e-06	-1.584336e-01
3.205756592674950e-03	4.522555e-06	-1.584391e-01
3.215756592674951e-03	4.522539e-06	-1.584336e-01
3.225756592674951e-03	4.522506e-06	-1.584391e-01
3.235756592674951e-03	4.522492e-06	-1.584336e-01
3.245756592674951e-03	4.522460e-06	-1.584391e-01
3.255756592674951e-03	4.522446e-06	-1.584336e-01
3.265756592674951e-03	4.522416e-06	-1.584391e-01
3.275756592674951e-03	4.522404e-06	-1.584336e-01
3.285756592674951e-03	4.522374e-06	-1.584391e-01
3.295756592674951e-03	4.522363e-06	-1.584336e-01
3.305756592674951e-03	4.522335e-06	-1.584391e-01
3.315756592674951e-03	4.522325e-06	-1.584336e-01
3.325756592674951e-03	4.522297e-06	-1.584391e-01
3.335756592674951e-03	4.522288e-06	-1.584336e-01
3.345756592674951e-03	4.522261e-06	-1.584391e-01
3.355756592674950e-03	4.522253e-06	-1.584336e-01
3.365756592674950e-03	4.522228e-06	-1.584391e-01
3.375756592674951e-03	4.522220e-06	-1.584336e-01
3.385756592674951e-03	4.522195e-06	-1.584391e-01
3.395756592674951e-03	4.522189e-06	-1.584336e-01
3.405756592674951e-03	4.522165e-06	-1.584391e-01
3.415756592674951e-03	4.522159e-06	-1.584336e-01
3.425756592674951e-03	4.522136e-06	-1.584391e-01
3.435756592674951e-03	4.522131e-06	-1.584336e-01
3.445756592674951e-03	4.522109e-06	-1.584391e-01
3.455756592674951e-03	4.522104e-06	-1.584336e-01
3.465756592674951e-03	4.522082e-06	-1.584391e-01
3.475756592674951e-03	4.522079e-06	-1.584336e-01
3.485756592674951e-03	4.522058e-06	-1.584391e-01
3.495756592674951e-03	4.522054e-06	-1.584336e-01
3.505756592674951e-03	4.522034e-06	-1.584391e-01
3.515756592674950e-03	4.522031e-06	-1.584336e-01
3.525756592674950e-03	4.522011e-06	-1.584391e-01
3.535756592674950e-03	4.522009e-06	-1.584336e-01
3.545756592674951e-03	4.521990e-06	-1.584391e-01
3.555756592674951e-03	4.521989e-06	-1.584336e-01
3.565756592674951e-03	4.521970e-06	-1.584391e-01
3.575756592674951e-03	4.521969e-06	-1.584336e-01
3.585756592674951e-03	4.521950e-06	-1.584391e-01
3.595756592674951e-03	4.521950e-06	-1.584336e-01
3.605756592674951e-03	4.521932e-06	-1.584391e-01
3.615756592674951e-03	4.521932e-06	-1.584336e-01
3.625756592674951e-03	4.521914e-06	-1.584391e-01
3.635756592674951e-03	4.521915e-06	-1.584336e-01
3.645756592674951e-03	4.521898e-06	-1.584391e-01
3.655756592674951e-03	4.521899e-06	-1.584336e-01
3.665756592674951e-03	4.521882e-06	-1.584391e-01
3.675756592674950e-03	4.521883e-06	-1.584336e-01
3.685756592674950e-03	4.521867e-06	-1.584391e-01
3.695756592674950e-03	4.521868e-06	-1.584336e-01
3.705756592674951e-03	4.521853e-06	-1.584391e-01
3.715756592674951e-03	4.521854e-06	-1.584336e-01
3.725756592674951e-03	4.521839e-06	-1.584391e-01
3.735756592674951e-03	4.521841e-06	-1.584336e-01
3.745756592674951e-03	4.521826e-06	-1.584391e-01
3.755756592674951e-03	4.521828e-06	-1.584336e-01
3.765756592674951e-03	4.521813e-06	-1.584391e-01
3.775756592674951e-03	4.521816e-06	-1.584336e-01
3.785756592674951e-03	4.521802e-06	-1.584391e-01
3.795756592674951e-03	4.521804e-06	-1.584336e-01
3.805756592674951e-03	4.521790e-06	-1.584391e-01
3.815756592674951e-03	4.521793e-06	-1.584336e-01
3.825756592674951e-03	4.521779e-06	-1.584391e-01
3.835756592674950e-03	4.521783e-06	-1.584336e-01
3.845756592674950e-03	4.521769e-06	-1.584391e-01
3.855756592674950e-03	4.521773e-06	-1.584336e-01
3.865756592674950e-03	4.521759e-06	-1.584391e-01
3.875756592674951e-03	4.521763e-06	-1.584336e-01
3.885756592674951e-03	4.521750e-06	-1.584391e-01
3.895756592674951e-03	4.521754e-06	-1.584336e-01
3.905756592674951e-03	4.521741e-06	-1.584391e-01
3.915756592674950e-03	4.521745e-06	-1.584336e-01
3.925756592674951e-03	4.521733e-06	-1.584391e-01
3.935756592674950e-03	4.521737e-06	-1.584336e-01
3.945756592674951e-03	4.521724e-06	-1.584391e-01
3.955756592674950e-03	4.521729e-06	-1.584336e-01
3.965756592674951e-03	4.521717e-06	-1.584391e-01
3.975756592674950e-03	4.521722e-06	-1.584336e-01
3.985756592674951e-03	4.521709e-06	-1.584391e-01
3.995756592674950e-03	4.521714e-06	-1.584336e-01
4.005756592674951e-03	4.521702e-06	-1.584391e-01
4.015756592674950e-03	4.521707e-06	-1.584336e-01
4.025756592674951e-03	4.521696e-06	-1.584391e-01
4.035756592674951e-03	4.521701e-06	-1.584336e-01
4.045756592674951e-03	4.521689e-06	-1.584391e-01
4.055756592674951e-03	4.521694e-06	-1.584336e-01
4.065756592674951e-03	4.521683e-06	-1.584391e-01
4.075756592674951e-03	4.521688e-06	-1.584336e-01
4.085756592674950e-03	4.521677e-06	-1.584391e-01
4.095756592674951e-03	4.521683e-06	-1.584336e-01
4.105756592674950e-03	4.521671e-06	-1.584391e-01
4.115756592674951e-03	4.521677e-06	-1.584336e-01
4.125756592674950e-03	4.521666e-06	-1.584391e-01
4.135756592674951e-03	4.521672e-06	-1.584336e-01
4.145756592674950e-03	4.521661e-06	-1.584391e-01
4.155756592674951e-03	4.521667e-06	-1.584336e-01
4.165756592674950e-03	4.521656e-06	-1.584391e-01
4.175756592674951e-03	4.521662e-06	-1.584336e-01
4.185756592674950e-03	4.521651e-06	-1.584391e-01
4.195756592674951e-03	4.521657e-06	-1.584336e-01
4.205756592674951e-03	4.521647e-06	-1.584391e-01
4.215756592674951e-03	4.521652e-06	-1.584336e-01
4.225756592674951e-03	4.521642e-06	-1.584391e-01
4.235756592674950e-03	4.521648e-06	-1.584336e-01
4.245756592674951e-03	4.521638e-06	-1.584391e-01
4.255756592674950e-03	4.521644e-06	-1.584336e-01
4.265756592674951e-03	4.521634e-06	-1.584391e-01
4.275756592674950e-03	4.521641e-06	-1.584336e-01
4.285756592674951e-03	4.521630e-06	-1.584391e-01
4.295756592674950e-03	4.521637e-06	-1.584336e-01
4.305756592674951e-03	4.521627e-06	-1.584391e-01
4.315756592674950e-03	4.521633e-06	-1.584336e-01
4.325756592674951e-03	4.521623e-06	-1.584391e-01
4.335756592674950e-03	4.521630e-06	-1.584336e-01
4.345756592674951e-03	4.521620e-06	-1.584391e-01
4.355756592674950e-03	4.521627e-06	-1.584336e-01
4.365756592674951e-03	4.521617e-06	-1.584391e-01
4.375756592674951e-03	4.521623e-06	-1.584336e-01
4.385756592674951e-03	4.521613e-06	-1.584391e-01
4.395756592674951e-03	4.521620e-06	-1.584336e-01
4.405756592674950e-03	4.521611e-06	-1.584391e-01
4.415756592674951e-03	4.521617e-06	-1.584336e-01
4.425756592674950e-03	4.521607e-06	-1.584391e-01
4.435756592674951e-03	4.521615e-06	-1.584336e-01
4.445756592674950e-03	4.521605e-06	-1.584391e-01
4.455756592674951e-03	4.521612e-06	-1.584336e-01
4.465756592674950e-03	4.521602e-06	-1.584391e-01
4.475756592674951e-03	4.521609e-06	-1.584336e-01
4.485756592674950e-03	4.521600e-06	-1.584391e-01
4.495756592674951e-03	4.521607e-06	-1.584336e-01
4.505756592674950e-03	4.521597e-06	-1.584391e-01
4.515756592674951e-03	4.521604e-06	-1.584336e-01
4.525756592674950e-03	4.521595e-06	-1.584391e-01
4.535756592674951e-03	4.521602e-06	-1.584336e-01
4.545756592674951e-03	4.521593e-06	-1.584391e-01
4.555756592674950e-03	4.521600e-06	-1.584336e-01
4.565756592674951e-03	4.521591e-06	-1.584391e-01
4.575756592674950e-03	4.521598e-06	-1.584336e-01
4.585756592674951e-03	4.521589e-06	-1.584391e-01
4.595756592674950e-03	4.521596e-06	-1.584336e-01
4.605756592674951e-03	4.521587e-06	-1.584391e-01
4.615756592674950e-03	4.521594e-06	-1.584336e-01
4.625756592674951e-03	4.521585e-06	-1.584391e-01
4.635756592674950e-03	4.521592e-06	-1.584336e-01
4.645756592674951e-03	4.521583e-06	-1.584391e-01
4.655756592674950e-03	4.521590e-06	-1.584336e-01
4.665756592674951e-03	4.521581e-06	-1.584391e-01
4.675756592674950e-03	4.521588e-06	-1.584336e-01
4.685756592674951e-03	4.521579e-06	-1.584391e-01
4.695756592674950e-03	4.521587e-06	-1.584336e-01
4.705756592674951e-03	4.521578e-06	-1.584391e-01
4.715756592674951e-03	4.521585e-06	-1.584336e-01
4.725756592674950e-03	4.521576e-06	-1.584391e-01
4.735756592674951e-03	4.521584e-06	-1.584336e-01
4.745756592674950e-03	4.521575e-06	-1.584391e-01
4.755756592674951e-03	4.521582e-06	-1.584336e-01
4.765756592674950e-03	4.521573e-06	-1.584391e-01
4.775756592674951e-03	4.521581e-06	-1.584336e-01
4.785756592674950e-03	4.521572e-06	-1.584391e-01
4.795756592674951e-03	4.521579e-06	-1.584336e-01
4.805756592674950e-03	4.521571e-06	-1.584391e-01
4.815756592674951e-03	4.521578e-06	-1.584336e-01
4.825756592674950e-03	4.521569e-06	-1.584391e-01
4.835756592674951e-03	4.521577e-06	-1.584336e-01
4.845756592674950e-03	4.521568e-06	-1.584391e-01
4.855756592674951e-03	4.521576e-06	-1.584336e-01
4.865756592674951e-03	4.521567e-06	-1.584391e-01
4.875756592674950e-03	4.521574e-06	-1.584336e-01
4.885756592674951e-03	4.521566e-06	-1.584391e-01
4.895756592674950e-03	4.521573e-06	-1.584336e-01
4.905756592674951e-03	4.521565e-06	-1.584391e-01
4.915756592674950e-03	4.521572e-06	-1.584336e-01
4.925756592674951e-03	4.521563e-06	-1.584391e-01
4.935756592674950e-03	4.521571e-06	-1.584336e-01
4.945756592674951e-03	4.521562e-06	-1.584391e-01
4.955756592674950e-03	4.521570e-06	-1.584336e-01
4.965756592674951e-03	4.521562e-06	-1.584391e-01
4.975756592674950e-03	4.521569e-06	-1.584336e-01
4.985756592674951e-03	4.521560e-06	-1.584391e-01
4.995756592674950e-03	4.521568e-06	-1.584336e-01
