time	-I(Vcell12)
1.000000000000000e-03	3.308819e-03
1.000000001000000e-03	3.308819e-03
9.356777201000463e-03	3.308784e-03
9.996777201000463e-03	3.308784e-03
1.000000000000000e-02	3.308784e-03
1.000000000100000e-02	3.308781e-03
1.000000000200000e-02	3.308781e-03
1.000000000347517e-02	3.308781e-03
1.000000008095193e-02	3.308757e-03
1.000000015842870e-02	3.308735e-03
1.000000023590547e-02	3.308713e-03
1.000000031338223e-02	3.308692e-03
1.000000039085900e-02	3.308672e-03
1.000000046833576e-02	3.308653e-03
1.000000054581253e-02	3.308635e-03
1.000000109027671e-02	3.308512e-03
1.000000217920506e-02	3.308285e-03
1.000000435706178e-02	3.307836e-03
1.000000871277520e-02	3.306936e-03
1.000001493845933e-02	3.305697e-03
1.000002567084350e-02	3.303697e-03
1.000003385769424e-02	3.302148e-03
1.000003967829176e-02	3.300532e-03
1.000004424642539e-02	3.297987e-03
1.000004805436653e-02	3.293954e-03
1.000005205783873e-02	3.287551e-03
1.000005713277066e-02	3.279231e-03
1.000006382583065e-02	3.273772e-03
1.000007007227567e-02	3.274182e-03
1.000007671729407e-02	3.280133e-03
1.000008401482084e-02	3.292887e-03
1.000009240382227e-02	3.301348e-03
1.000010024114810e-02	3.308317e-03
1.000010886700092e-02	3.316928e-03
1.000012366839440e-02	3.332079e-03
1.000014147710939e-02	3.350119e-03
1.000017709453936e-02	3.384575e-03
1.000021463320874e-02	3.417824e-03
1.000025064537512e-02	3.446298e-03
1.000028748208239e-02	3.471265e-03
1.000033441837895e-02	3.493067e-03
1.000040048487054e-02	3.500719e-03
1.000040973309958e-02	3.500456e-03
1.000042822955768e-02	3.499822e-03
1.000046522247387e-02	3.498107e-03
1.000053920830626e-02	3.493998e-03
1.000068717997104e-02	3.485202e-03
1.000087814395422e-02	3.473622e-03
1.000109144681307e-02	3.460585e-03
1.000129101030463e-02	3.448345e-03
1.000144800871455e-02	3.438701e-03
1.000160599781430e-02	3.428963e-03
1.000177253480394e-02	3.418658e-03
1.000202942175089e-02	3.402669e-03
1.000234333176512e-02	3.382971e-03
1.000261964713835e-02	3.365464e-03
1.000292577159309e-02	3.345899e-03
1.000320747595266e-02	3.327676e-03
1.000354770052622e-02	3.305412e-03
1.000390239817438e-02	3.281734e-03
1.000435077738032e-02	3.251045e-03
1.000485950676129e-02	3.214553e-03
1.000554231918182e-02	3.161679e-03
1.000641452923179e-02	3.079130e-03
1.000710960861340e-02	2.978230e-03
1.000763241406413e-02	2.842663e-03
1.000802362057067e-02	2.642744e-03
1.000832623540993e-02	2.332506e-03
1.000853304742763e-02	1.930172e-03
1.000867724879961e-02	1.462666e-03
1.000880023030771e-02	8.446691e-04
1.000888732886665e-02	2.317061e-04
1.000891616307492e-02	9.745659e-05
1.000894352800294e-02	4.417129e-05
1.000897429993000e-02	4.170996e-05
1.000899655035978e-02	4.183336e-05
1.000902127032209e-02	4.159050e-05
1.000907071024672e-02	4.163913e-05
1.000916959009597e-02	4.121108e-05
1.000932573045910e-02	4.099235e-05
1.000963801118536e-02	4.006104e-05
1.001026257263789e-02	3.880629e-05
1.001151169554294e-02	3.614185e-05
1.001400994135303e-02	3.242210e-05
1.001644793119912e-02	2.962789e-05
1.001861039147331e-02	2.787104e-05
1.002075164795778e-02	2.592625e-05
1.002299510943431e-02	2.377149e-05
1.002538291350948e-02	2.076873e-05
1.002756938872026e-02	1.712631e-05
1.002972455965394e-02	1.212270e-05
1.003172486220182e-02	6.041927e-06
1.003369632710945e-02	-1.442411e-06
1.003530002830622e-02	-8.884791e-06
1.003700104653581e-02	-1.792955e-05
1.003873915199936e-02	-2.901769e-05
1.004081773868569e-02	-2.967244e-05
1.004277117550926e-02	-3.049376e-05
1.004497392803807e-02	-3.088569e-05
1.004797881243609e-02	-3.158583e-05
1.005116858776566e-02	-3.169113e-05
1.005410410634819e-02	-3.192377e-05
1.005518756940470e-02	-3.172834e-05
1.005567657491415e-02	-3.188839e-05
1.005617217987017e-02	-3.169360e-05
1.005627435731883e-02	-3.186168e-05
1.005640406590947e-02	-3.168693e-05
1.005656372539216e-02	-3.184523e-05
1.005668680166510e-02	-3.167618e-05
1.005682311765761e-02	-3.182911e-05
1.005693761733430e-02	-3.166627e-05
1.005705984224582e-02	-3.181326e-05
1.005717566953133e-02	-3.165621e-05
1.005728859797637e-02	-3.179722e-05
1.005741099908874e-02	-3.164544e-05
1.005752896630559e-02	-3.178010e-05
1.005767354298908e-02	-3.163181e-05
1.005780883666149e-02	-3.176021e-05
1.005800279128864e-02	-3.161229e-05
1.005818167746421e-02	-3.173358e-05
1.005845336211509e-02	-3.158216e-05
1.005873231976048e-02	-3.169250e-05
1.005918064268921e-02	-3.152710e-05
1.005971522253213e-02	-3.161187e-05
1.006067444847186e-02	-3.139472e-05
1.006210977111414e-02	-3.137573e-05
1.006498041639872e-02	-3.090138e-05
1.006948942103003e-02	-3.038537e-05
1.007438076659048e-02	-2.946302e-05
1.007904771226112e-02	-2.878559e-05
1.008212873464858e-02	-2.811878e-05
1.008532644601184e-02	-2.769169e-05
1.008694112172049e-02	-2.738630e-05
1.008857129414634e-02	-2.730018e-05
1.009014401149702e-02	-2.686328e-05
1.009163239057437e-02	-2.677521e-05
1.009460914872905e-02	-2.604642e-05
1.009796214693470e-02	-2.551576e-05
1.010000000000000e-02	-2.486657e-05
1.010000000100000e-02	-2.485859e-05
1.010000029128571e-02	-2.489810e-05
1.010000058157143e-02	-2.492867e-05
1.010000087185714e-02	-2.495030e-05
1.010000116214286e-02	-2.496298e-05
1.010000145242857e-02	-2.496672e-05
1.010000174271429e-02	-2.496152e-05
1.010000203300000e-02	-2.494737e-05
1.010000363557684e-02	-2.495211e-05
1.010001559042265e-02	-2.494762e-05
1.010025577772725e-02	-2.488971e-05
1.010049596503185e-02	-2.483109e-05
1.010073615233646e-02	-2.477177e-05
1.010097633964106e-02	-2.471174e-05
1.010121652694566e-02	-2.465101e-05
1.010145671425026e-02	-2.458958e-05
1.010169690155486e-02	-2.452744e-05
1.010339145135741e-02	-2.404769e-05
1.010444862551624e-02	-2.361187e-05
1.010509349659436e-02	-2.311833e-05
1.010574693883192e-02	-2.271055e-05
1.010612028067940e-02	-2.325346e-05
1.010652487343395e-02	-2.276187e-05
1.010733405894304e-02	-2.327675e-05
1.010851652283775e-02	-2.267950e-05
1.010986187230632e-02	-2.305653e-05
1.011142205142124e-02	-2.231828e-05
1.011303821644862e-02	-2.260123e-05
1.011512422840771e-02	-2.173904e-05
1.011726319260557e-02	-2.191893e-05
1.012029289373570e-02	-2.088519e-05
1.012344935178655e-02	-2.089700e-05
1.012819688844569e-02	-1.959017e-05
1.013260602860598e-02	-1.942940e-05
1.013787906926684e-02	-1.807270e-05
1.014313709579062e-02	-1.782451e-05
1.014952421593397e-02	-1.636392e-05
1.015688260922976e-02	-1.589231e-05
1.016006396864090e-02	-1.488585e-05
1.016117052230635e-02	-1.487212e-05
1.016186447620418e-02	-1.459470e-05
1.016237028563661e-02	-1.478848e-05
1.016283899078370e-02	-1.453792e-05
1.016331443605422e-02	-1.474690e-05
1.016379586218308e-02	-1.447463e-05
1.016428801239567e-02	-1.468667e-05
1.016490408204918e-02	-1.438379e-05
1.016558660581173e-02	-1.457698e-05
1.016635940503793e-02	-1.423359e-05
1.016724917307717e-02	-1.439725e-05
1.016827527973740e-02	-1.400552e-05
1.016960365060505e-02	-1.411454e-05
1.017123533795879e-02	-1.364052e-05
1.017351373102535e-02	-1.363849e-05
1.017593609165387e-02	-1.307020e-05
1.017859925471055e-02	-1.303218e-05
1.018149013942028e-02	-1.241340e-05
1.018490986284729e-02	-1.229696e-05
1.018884204636686e-02	-1.156158e-05
1.019204450487737e-02	-1.144806e-05
1.019459916263366e-02	-1.067513e-05
1.019710689318542e-02	-1.078910e-05
1.019938423880643e-02	-1.006252e-05
1.020176661006004e-02	-1.018090e-05
1.020537731377429e-02	-9.262766e-06
1.021001075374465e-02	-9.034895e-06
1.021614400900184e-02	-7.617129e-06
1.022133165873774e-02	-6.965321e-06
1.022505334528345e-02	-5.358678e-06
1.022679824662232e-02	-4.793831e-06
1.022850298253064e-02	-2.783590e-06
1.022947602783841e-02	-1.287644e-06
1.023057083176521e-02	2.159886e-06
1.023108049799379e-02	1.676940e-06
1.023174757909484e-02	3.235707e-06
1.023224256405110e-02	2.398800e-06
1.023275010768976e-02	3.639864e-06
1.023322550005715e-02	2.684444e-06
1.023374152887569e-02	3.861455e-06
1.023425879583052e-02	2.859564e-06
1.023475876209797e-02	4.010412e-06
1.023539689036349e-02	2.990132e-06
1.023603409372947e-02	4.148078e-06
1.023700995072577e-02	3.135356e-06
1.023797652588118e-02	4.316048e-06
1.023970105887465e-02	3.342141e-06
1.024163695216474e-02	4.580519e-06
1.024446748361877e-02	3.647282e-06
1.024698888356177e-02	4.885051e-06
1.024940021420954e-02	3.890817e-06
1.025201679077007e-02	5.106739e-06
1.025440487458885e-02	4.088107e-06
1.025681816033927e-02	5.281257e-06
1.025921803903768e-02	4.248398e-06
1.026167250695546e-02	5.433777e-06
1.026414704644453e-02	4.391989e-06
1.026669801340267e-02	5.572961e-06
1.026927785814812e-02	4.524195e-06
1.027196748212242e-02	5.701987e-06
1.027467140042737e-02	4.646782e-06
1.027753947269471e-02	5.821554e-06
1.028084586599935e-02	4.768219e-06
1.028482306455013e-02	5.953096e-06
1.028965683514075e-02	4.908185e-06
1.029598213862551e-02	6.101598e-06
1.030425340760859e-02	5.050217e-06
1.031425340760859e-02	6.183626e-06
1.032425340760859e-02	4.957161e-06
1.033297873384520e-02	5.680782e-06
1.033759060212146e-02	3.687365e-06
1.034224564275524e-02	3.964102e-06
1.034456019463755e-02	3.532110e-06
1.034599807604614e-02	4.286770e-06
1.034725397723091e-02	3.493648e-06
1.034859072766801e-02	4.371013e-06
1.035038305011589e-02	3.563142e-06
1.035396769501165e-02	4.499704e-06
1.036113698480316e-02	3.821277e-06
1.037113698480316e-02	4.970528e-06
1.038113698480316e-02	4.745482e-06
1.038557061693477e-02	6.820157e-06
1.038788373256692e-02	7.516475e-06
1.038916515717206e-02	9.660665e-06
1.039060321253616e-02	1.009159e-05
1.039100539867866e-02	1.121053e-05
1.039142437194111e-02	1.057862e-05
1.039186944880924e-02	1.163820e-05
1.039228120897049e-02	1.090437e-05
1.039273115348196e-02	1.189259e-05
1.039311650170669e-02	1.108186e-05
1.039352113057893e-02	1.202140e-05
1.039396558439639e-02	1.117282e-05
1.039440772755143e-02	1.209400e-05
1.039504685655815e-02	1.122029e-05
1.039564011738348e-02	1.213003e-05
1.039664425266631e-02	1.123231e-05
1.039762936864305e-02	1.213128e-05
1.039959960059653e-02	1.121086e-05
1.040191895287935e-02	1.209417e-05
1.040655765744499e-02	1.114439e-05
1.041583506657626e-02	1.195879e-05
1.042118143300801e-02	1.050696e-05
1.042294490207720e-02	5.428919e-06
1.042363491420123e-02	4.778359e-06
1.042438906771262e-02	3.909907e-06
1.042522127853112e-02	3.511235e-06
1.042660684757109e-02	2.621087e-06
1.042847436202582e-02	2.142155e-06
1.043024135004224e-02	1.514110e-06
1.043341618619501e-02	1.072096e-06
1.043676011677210e-02	4.654742e-07
1.044136783275245e-02	1.641820e-07
1.044630804135089e-02	-3.579042e-07
1.045006160887099e-02	-4.205189e-07
1.045286438485683e-02	-7.367460e-07
1.045449808997093e-02	-6.477746e-07
1.045586950616197e-02	-8.836893e-07
1.045672209040507e-02	-7.424209e-07
1.045749559482541e-02	-9.456332e-07
1.045797583208247e-02	-7.647436e-07
1.045839790524000e-02	-9.362834e-07
1.045866901518804e-02	-6.894045e-07
1.045889527388215e-02	-7.912069e-07
1.045905149746140e-02	-3.997353e-07
1.045917432643084e-02	-2.879420e-07
1.045926638552527e-02	4.404259e-07
1.045933789033753e-02	1.154360e-06
1.045940890371815e-02	3.122983e-06
1.045947998708689e-02	4.464798e-06
1.045954499720745e-02	5.429503e-06
1.045961191964400e-02	5.955249e-06
1.045967635830060e-02	6.429273e-06
1.045974139272825e-02	6.699057e-06
1.045980714839332e-02	6.941871e-06
1.045987382528699e-02	7.123368e-06
1.045994286433258e-02	7.223907e-06
1.046001437712382e-02	7.371815e-06
1.046008953693643e-02	7.365685e-06
1.046016908929868e-02	7.492145e-06
1.046025398509711e-02	7.386076e-06
1.046034540673112e-02	7.490608e-06
1.046044448851813e-02	7.328161e-06
1.046055269511983e-02	7.458550e-06
1.046067158643410e-02	7.265900e-06
1.046079832569070e-02	7.417229e-06
1.046093462860334e-02	7.199213e-06
1.046107180578282e-02	7.370238e-06
1.046124671937944e-02	7.125640e-06
1.046143348275359e-02	7.304460e-06
1.046165976823605e-02	7.036355e-06
1.046194356649245e-02	7.210263e-06
1.046229615497845e-02	6.910646e-06
1.046274118830274e-02	7.066518e-06
1.046331078084866e-02	6.727993e-06
1.046402459967645e-02	6.852565e-06
1.046493656383058e-02	6.470352e-06
1.046608975597627e-02	6.556175e-06
1.046755507539975e-02	6.133838e-06
1.046941964068145e-02	6.194267e-06
1.047178913858499e-02	5.767680e-06
1.047481227234870e-02	5.869553e-06
1.047866642983459e-02	5.548164e-06
1.048275739434631e-02	5.823420e-06
1.048737456218209e-02	5.686702e-06
1.049038299483802e-02	6.035151e-06
1.049273694124144e-02	5.870237e-06
1.049504310959527e-02	6.205291e-06
1.049735725173595e-02	6.040278e-06
1.049997625489466e-02	6.386284e-06
1.050338143378345e-02	6.253461e-06
1.050732745098308e-02	6.633570e-06
1.051209127860944e-02	6.522147e-06
1.051751788924509e-02	6.915028e-06
1.052406800102433e-02	6.806326e-06
1.053184679572687e-02	7.196395e-06
1.054123143107921e-02	7.068763e-06
1.055123143107921e-02	7.414368e-06
1.056123143107921e-02	7.220922e-06
1.057123143107921e-02	7.506985e-06
1.058123143107921e-02	7.262112e-06
1.059112387769948e-02	7.503523e-06
1.060112387769948e-02	7.223452e-06
1.061112387769948e-02	7.438920e-06
1.062112387769948e-02	7.139432e-06
1.063112387769948e-02	7.341208e-06
1.064112387769948e-02	7.031819e-06
1.065112387769948e-02	7.227225e-06
1.066112387769948e-02	6.913608e-06
1.067112387769948e-02	7.107008e-06
1.068112387769948e-02	6.792530e-06
1.069112387769948e-02	6.986485e-06
1.070112387769948e-02	6.673096e-06
1.071112387769948e-02	6.869058e-06
1.072112387769948e-02	6.557834e-06
1.073112387769948e-02	6.756572e-06
1.074112387769948e-02	6.448053e-06
1.075112387769948e-02	6.649921e-06
1.076112387769948e-02	6.344320e-06
1.077112387769948e-02	6.549416e-06
1.078112387769948e-02	6.246755e-06
1.079112387769948e-02	6.455033e-06
1.080112387769948e-02	6.155217e-06
1.081112387769948e-02	6.366546e-06
1.082112387769948e-02	6.069420e-06
1.083112387769948e-02	6.283626e-06
1.084112387769948e-02	5.989005e-06
1.085112387769948e-02	6.205894e-06
1.086112387769948e-02	5.913583e-06
1.087112387769948e-02	6.132958e-06
1.088112387769948e-02	5.842762e-06
1.089112387769948e-02	6.064431e-06
1.090112387769948e-02	5.776162e-06
1.091112387769948e-02	5.999942e-06
1.092112387769948e-02	5.713423e-06
1.093112387769948e-02	5.939144e-06
1.094112387769948e-02	5.654212e-06
1.095112387769948e-02	5.881717e-06
1.096112387769948e-02	5.598222e-06
1.097112387769948e-02	5.827368e-06
1.098112387769948e-02	5.545172e-06
1.099112387769948e-02	5.775829e-06
1.100000000100000e-02	5.497565e-06
1.100000000200000e-02	6.417091e-06
1.100000001800000e-02	6.448990e-06
1.100000005000000e-02	6.177547e-06
1.100000011400000e-02	5.959952e-06
1.100000024200000e-02	5.718208e-06
1.100000049800000e-02	5.631714e-06
1.100000101000000e-02	5.604461e-06
1.100000203400000e-02	5.631493e-06
1.100000408200000e-02	5.618392e-06
1.100000817800000e-02	5.632795e-06
1.100001637000000e-02	5.618520e-06
1.100003275400001e-02	5.632610e-06
1.100006552200002e-02	5.618493e-06
1.100013105800003e-02	5.632355e-06
1.100026213000006e-02	5.618036e-06
1.100052427400013e-02	5.631391e-06
1.100094210380063e-02	5.616376e-06
1.100164929464694e-02	5.628630e-06
1.100306367633956e-02	5.611188e-06
1.100589243972480e-02	5.618297e-06
1.101154996649527e-02	5.590703e-06
1.102154996649527e-02	5.581086e-06
1.103154996649527e-02	5.544062e-06
1.104154996649527e-02	5.535543e-06
1.105154996649527e-02	5.499570e-06
1.106154996649527e-02	5.492058e-06
1.107154996649527e-02	5.457051e-06
1.108154996649527e-02	5.450465e-06
1.109154996649527e-02	5.416347e-06
1.110154996649527e-02	5.410613e-06
1.111154996649527e-02	5.377313e-06
1.112154996649527e-02	5.372366e-06
1.113154996649527e-02	5.339823e-06
1.114154996649527e-02	5.335604e-06
1.115154996649527e-02	5.303762e-06
1.116154996649527e-02	5.300217e-06
1.117154996649527e-02	5.269026e-06
1.118154996649527e-02	5.266108e-06
1.119154996649527e-02	5.235522e-06
1.120154996649527e-02	5.233188e-06
1.121154996649527e-02	5.203167e-06
1.122154996649527e-02	5.201378e-06
1.123154996649527e-02	5.171886e-06
1.124154996649527e-02	5.170607e-06
1.125154996649527e-02	5.141610e-06
1.126154996649527e-02	5.140811e-06
1.127154996649527e-02	5.112278e-06
1.128154996649527e-02	5.111930e-06
1.129154996649527e-02	5.083835e-06
1.130154996649527e-02	5.083912e-06
1.131154996649527e-02	5.056231e-06
1.132154996649527e-02	5.056709e-06
1.133154996649527e-02	5.029420e-06
1.134154996649527e-02	5.030278e-06
1.135154996649527e-02	5.003360e-06
1.136154996649527e-02	5.004579e-06
1.137154996649527e-02	4.978013e-06
1.138154996649527e-02	4.979576e-06
1.139154996649527e-02	4.953346e-06
1.140154996649527e-02	4.955235e-06
1.141154996649527e-02	4.929325e-06
1.142154996649527e-02	4.931527e-06
1.143154996649527e-02	4.905923e-06
1.144154996649527e-02	4.908423e-06
1.145154996649527e-02	4.883112e-06
1.146154996649527e-02	4.885897e-06
1.147154996649527e-02	4.860866e-06
1.148154996649527e-02	4.863926e-06
1.149154996649527e-02	4.839164e-06
1.150154996649527e-02	4.842487e-06
1.151154996649527e-02	4.817983e-06
1.152154996649527e-02	4.821559e-06
1.153154996649527e-02	4.797304e-06
1.154154996649527e-02	4.801123e-06
1.155154996649527e-02	4.777107e-06
1.156154996649527e-02	4.781161e-06
1.157154996649527e-02	4.757375e-06
1.158154996649527e-02	4.761655e-06
1.159154996649527e-02	4.738091e-06
1.160154996649527e-02	4.742589e-06
1.161154996649527e-02	4.719240e-06
1.162154996649527e-02	4.723947e-06
1.163154996649527e-02	4.700805e-06
1.164154996649527e-02	4.705715e-06
1.165154996649527e-02	4.682772e-06
1.166154996649527e-02	4.687878e-06
1.167154996649527e-02	4.665128e-06
1.168154996649527e-02	4.670422e-06
1.169154996649527e-02	4.647858e-06
1.170154996649527e-02	4.653334e-06
1.171154996649527e-02	4.630949e-06
1.172154996649527e-02	4.636601e-06
1.173154996649527e-02	4.614389e-06
1.174154996649527e-02	4.620209e-06
1.175154996649527e-02	4.598163e-06
1.176154996649527e-02	4.604145e-06
1.177154996649527e-02	4.582259e-06
1.178154996649527e-02	4.588398e-06
1.179154996649527e-02	4.566665e-06
1.180154996649527e-02	4.572953e-06
1.181154996649527e-02	4.551367e-06
1.182154996649527e-02	4.557797e-06
1.183154996649527e-02	4.536350e-06
1.184154996649527e-02	4.542916e-06
1.185154996649527e-02	4.521603e-06
1.186154996649527e-02	4.528298e-06
1.187154996649527e-02	4.507109e-06
1.188154996649527e-02	4.513925e-06
1.189154996649527e-02	4.492854e-06
1.190154996649527e-02	4.499782e-06
1.191154996649527e-02	4.478821e-06
1.192154996649527e-02	4.485853e-06
1.193154996649527e-02	4.464992e-06
1.194154996649527e-02	4.472120e-06
1.195154996649527e-02	4.451349e-06
1.196154996649527e-02	4.458561e-06
1.197154996649527e-02	4.437870e-06
1.198154996649527e-02	4.445156e-06
1.199154996649527e-02	4.424533e-06
1.200154996649527e-02	4.431881e-06
1.201154996649527e-02	4.411314e-06
1.202154996649527e-02	4.418710e-06
1.203154996649527e-02	4.398186e-06
1.204154996649527e-02	4.405619e-06
1.205154996649527e-02	4.385124e-06
1.206154996649527e-02	4.392578e-06
1.207154996649527e-02	4.372099e-06
1.208154996649527e-02	4.379563e-06
1.209154996649527e-02	4.359089e-06
1.210154996649527e-02	4.366553e-06
1.211154996649527e-02	4.346078e-06
1.212154996649527e-02	4.353539e-06
1.213154996649527e-02	4.333064e-06
1.214154996649527e-02	4.340528e-06
1.215154996649527e-02	4.320065e-06
1.216154996649527e-02	4.327553e-06
1.217154996649527e-02	4.307129e-06
1.218154996649527e-02	4.314677e-06
1.219154996649527e-02	4.294336e-06
1.220154996649527e-02	4.301992e-06
1.221154996649527e-02	4.281789e-06
1.222154996649527e-02	4.289611e-06
1.223154996649527e-02	4.269603e-06
1.224154996649527e-02	4.277646e-06
1.225154996649527e-02	4.257881e-06
1.226154996649527e-02	4.266184e-06
1.227154996649527e-02	4.246690e-06
1.228154996649527e-02	4.255271e-06
1.229154996649527e-02	4.236058e-06
1.230154996649527e-02	4.244916e-06
1.231154996649527e-02	4.225973e-06
1.232154996649527e-02	4.235092e-06
1.233154996649527e-02	4.216401e-06
1.234154996649527e-02	4.225757e-06
1.235154996649527e-02	4.207292e-06
1.236154996649527e-02	4.216862e-06
1.237154996649527e-02	4.198598e-06
1.238154996649527e-02	4.208357e-06
1.239154996649527e-02	4.190272e-06
1.240154996649527e-02	4.200199e-06
1.241154996649527e-02	4.182274e-06
1.242154996649527e-02	4.192353e-06
1.243154996649527e-02	4.174572e-06
1.244154996649527e-02	4.184787e-06
1.245154996649527e-02	4.167137e-06
1.246154996649527e-02	4.177477e-06
1.247154996649527e-02	4.159948e-06
1.248154996649527e-02	4.170404e-06
1.249154996649527e-02	4.152988e-06
1.250154996649527e-02	4.163553e-06
1.251154996649527e-02	4.146242e-06
1.252154996649527e-02	4.156908e-06
1.253154996649527e-02	4.139697e-06
1.254154996649527e-02	4.150461e-06
1.255154996649527e-02	4.133345e-06
1.256154996649527e-02	4.144201e-06
1.257154996649527e-02	4.127176e-06
1.258154996649527e-02	4.138121e-06
1.259154996649527e-02	4.121183e-06
1.260154996649527e-02	4.132213e-06
1.261154996649527e-02	4.115359e-06
1.262154996649527e-02	4.126471e-06
1.263154996649527e-02	4.109699e-06
1.264154996649527e-02	4.120890e-06
1.265154996649527e-02	4.104196e-06
1.266154996649527e-02	4.115464e-06
1.267154996649527e-02	4.098847e-06
1.268154996649527e-02	4.110188e-06
1.269154996649527e-02	4.093645e-06
1.270154996649527e-02	4.105059e-06
1.271154996649527e-02	4.088586e-06
1.272154996649527e-02	4.100070e-06
1.273154996649527e-02	4.083668e-06
1.274154996649527e-02	4.095220e-06
1.275154996649527e-02	4.078884e-06
1.276154996649527e-02	4.090502e-06
1.277154996649527e-02	4.074232e-06
1.278154996649527e-02	4.085914e-06
1.279154996649527e-02	4.069707e-06
1.280154996649527e-02	4.081452e-06
1.281154996649527e-02	4.065307e-06
1.282154996649527e-02	4.077111e-06
1.283154996649527e-02	4.061027e-06
1.284154996649527e-02	4.072891e-06
1.285154996649527e-02	4.056865e-06
1.286154996649527e-02	4.068786e-06
1.287154996649527e-02	4.052816e-06
1.288154996649527e-02	4.064792e-06
1.289154996649527e-02	4.048879e-06
1.290154996649527e-02	4.060909e-06
1.291154996649527e-02	4.045049e-06
1.292154996649527e-02	4.057132e-06
1.293154996649527e-02	4.041324e-06
1.294154996649527e-02	4.053458e-06
1.295154996649527e-02	4.037701e-06
1.296154996649527e-02	4.049884e-06
1.297154996649527e-02	4.034177e-06
1.298154996649527e-02	4.046409e-06
1.299154996649527e-02	4.030750e-06
1.300154996649527e-02	4.043028e-06
1.301154996649527e-02	4.027416e-06
1.302154996649527e-02	4.039740e-06
1.303154996649527e-02	4.024173e-06
1.304154996649527e-02	4.036542e-06
1.305154996649527e-02	4.021019e-06
1.306154996649527e-02	4.033431e-06
1.307154996649527e-02	4.017952e-06
1.308154996649527e-02	4.030405e-06
1.309154996649527e-02	4.014968e-06
1.310154996649527e-02	4.027462e-06
1.311154996649527e-02	4.012066e-06
1.312154996649527e-02	4.024600e-06
1.313154996649527e-02	4.009243e-06
1.314154996649527e-02	4.021816e-06
1.315154996649527e-02	4.006497e-06
1.316154996649527e-02	4.019108e-06
1.317154996649527e-02	4.003827e-06
1.318154996649527e-02	4.016474e-06
1.319154996649527e-02	4.001229e-06
1.320154996649527e-02	4.013912e-06
1.321154996649527e-02	3.998703e-06
1.322154996649527e-02	4.011420e-06
1.323154996649527e-02	3.996245e-06
1.324154996649527e-02	4.008996e-06
1.325154996649527e-02	3.993855e-06
1.326154996649527e-02	4.006638e-06
1.327154996649527e-02	3.991530e-06
1.328154996649527e-02	4.004345e-06
1.329154996649527e-02	3.989269e-06
