time	V(N024,N004)	V(N027,N006)
1.000129525009757e-02	-1.658630e-02	-1.706123e-02
1.000130469869101e-02	-1.672745e-02	-1.720238e-02
1.000131015913738e-02	-1.680899e-02	-1.728392e-02
1.000131334587732e-02	-1.685667e-02	-1.733160e-02
1.000131520243495e-02	-1.688433e-02	-1.735926e-02
1.000131891555022e-02	-1.693988e-02	-1.741481e-02
1.000131976986488e-02	-1.695251e-02	-1.742744e-02
1.000132027565559e-02	-1.696014e-02	-1.743507e-02
1.000132074122357e-02	-1.696706e-02	-1.744199e-02
1.000132167235953e-02	-1.698112e-02	-1.745605e-02
1.000132253685559e-02	-1.699400e-02	-1.746893e-02
1.000132406668546e-02	-1.701665e-02	-1.749158e-02
1.000132650577179e-02	-1.705337e-02	-1.752806e-02
1.000133050289649e-02	-1.711297e-02	-1.758790e-02
1.000133501491990e-02	-1.718044e-02	-1.765537e-02
1.000134170652387e-02	-1.728058e-02	-1.775527e-02
1.000135053350538e-02	-1.741242e-02	-1.788712e-02
1.000136282900480e-02	-1.759601e-02	-1.807094e-02
1.000137993809950e-02	-1.785183e-02	-1.832628e-02
1.000140415622469e-02	-1.821351e-02	-1.868820e-02
1.000143944544053e-02	-1.874065e-02	-1.921511e-02
1.000149185963670e-02	-1.952314e-02	-1.999736e-02
1.000157454213386e-02	-2.075696e-02	-2.123094e-02
1.000167340573252e-02	-2.223134e-02	-2.270508e-02
1.000176916317855e-02	-2.365804e-02	-2.413154e-02
1.000186629771330e-02	-2.510500e-02	-2.557802e-02
1.000192309274765e-02	-2.595043e-02	-2.642322e-02
1.000197042907824e-02	-2.665472e-02	-2.712727e-02
1.000201665124686e-02	-2.734208e-02	-2.781463e-02
1.000210909558409e-02	-2.871609e-02	-2.918816e-02
1.000229398425856e-02	-3.146100e-02	-3.193259e-02
1.000250907646470e-02	-3.465033e-02	-3.512096e-02
1.000275626695363e-02	-3.830934e-02	-3.877926e-02
1.000300217886927e-02	-4.194307e-02	-4.241204e-02
1.000326646012002e-02	-4.584098e-02	-4.630899e-02
1.000348266391095e-02	-4.902387e-02	-4.949141e-02
1.000372437290157e-02	-5.257630e-02	-5.304289e-02
1.000397723887983e-02	-5.628538e-02	-5.675101e-02
1.000431246419614e-02	-6.119251e-02	-6.165695e-02
1.000455228069539e-02	-6.469607e-02	-6.515980e-02
1.000483169080282e-02	-6.876969e-02	-6.923223e-02
1.000507712662993e-02	-7.234120e-02	-7.280302e-02
1.000529306648864e-02	-7.547808e-02	-7.593918e-02
1.000550195545073e-02	-7.850766e-02	-7.896805e-02
1.000572091973303e-02	-8.167768e-02	-8.213735e-02
1.000599934489320e-02	-8.570123e-02	-8.615994e-02
1.000629286256713e-02	-8.993363e-02	-9.039116e-02
1.000663898678935e-02	-9.491253e-02	-9.536910e-02
1.000697885956998e-02	-9.978962e-02	-1.002450e-01
1.000731525156623e-02	-1.046038e-01	-1.050582e-01
1.000764097939211e-02	-1.092534e-01	-1.097066e-01
1.000797448142729e-02	-1.140015e-01	-1.144536e-01
1.000831030717936e-02	-1.187701e-01	-1.192210e-01
1.000864975781648e-02	-1.235771e-01	-1.240268e-01
1.000899894507243e-02	-1.285086e-01	-1.289570e-01
1.000935959848514e-02	-1.335874e-01	-1.340349e-01
1.000974948698719e-02	-1.390615e-01	-1.395075e-01
1.001016915874436e-02	-1.449349e-01	-1.453795e-01
1.001063151908437e-02	-1.513834e-01	-1.518266e-01
1.001111471211661e-02	-1.580970e-01	-1.585386e-01
1.001164791821928e-02	-1.654751e-01	-1.659150e-01
1.001223058763622e-02	-1.735015e-01	-1.739395e-01
1.001289944068811e-02	-1.826677e-01	-1.831036e-01
1.001366171624817e-02	-1.930518e-01	-1.934853e-01
1.001456792411998e-02	-2.053092e-01	-2.057395e-01
1.001564521998318e-02	-2.197537e-01	-2.201807e-01
1.001697364984187e-02	-2.373686e-01	-2.377915e-01
1.001859781218440e-02	-2.585857e-01	-2.590036e-01
1.002059869298950e-02	-2.841356e-01	-2.845473e-01
1.002298849296206e-02	-3.128181e-01	-3.132222e-01
1.002566692336541e-02	-3.360741e-01	-3.364701e-01
1.002687973175689e-02	-3.366067e-01	-3.369992e-01
1.002735330692871e-02	-3.338051e-01	-3.341959e-01
1.002756104181717e-02	-3.324461e-01	-3.328364e-01
1.002767187109645e-02	-3.317125e-01	-3.321025e-01
1.002775251965641e-02	-3.311653e-01	-3.315549e-01
1.002784258106257e-02	-3.305693e-01	-3.309584e-01
1.002793526705432e-02	-3.299508e-01	-3.303397e-01
1.002812063903781e-02	-3.287117e-01	-3.290999e-01
1.002849138300480e-02	-3.262253e-01	-3.266122e-01
1.002903531236092e-02	-3.225539e-01	-3.229394e-01
1.003012317107316e-02	-3.151231e-01	-3.155048e-01
1.003216698091151e-02	-3.008704e-01	-3.012457e-01
1.003502609994726e-02	-2.803106e-01	-2.806768e-01
1.003793385075367e-02	-2.584667e-01	-2.588236e-01
1.004102673520747e-02	-2.337773e-01	-2.341247e-01
1.004386074784155e-02	-2.082801e-01	-2.086186e-01
1.004644146697274e-02	-1.737657e-01	-1.740959e-01
1.004727771573199e-02	-1.461875e-01	-1.465144e-01
1.004774156638738e-02	-1.178920e-01	-1.182168e-01
1.004798043663504e-02	-1.002207e-01	-1.005440e-01
1.004820663574034e-02	-8.311987e-02	-8.344221e-02
1.004851325822118e-02	-5.950308e-02	-5.982351e-02
1.004882553744970e-02	-3.493881e-02	-3.525734e-02
1.004918857574166e-02	-5.669832e-03	-5.986214e-03
1.004959273546244e-02	2.782130e-02	2.750754e-02
1.005002903909979e-02	6.486559e-02	6.455493e-02
1.005015133078569e-02	7.545042e-02	7.514048e-02
1.005020724845201e-02	8.034134e-02	8.003187e-02
1.005023362661778e-02	8.267093e-02	8.236194e-02
1.005025009800706e-02	8.411837e-02	8.380961e-02
1.005025634081653e-02	8.467555e-02	8.436704e-02
1.005025794440927e-02	8.482599e-02	8.451748e-02
1.005025821663443e-02	8.485007e-02	8.454156e-02
1.005025840951487e-02	8.486629e-02	8.455777e-02
1.005025847390871e-02	8.487177e-02	8.456326e-02
1.005025850150883e-02	8.487415e-02	8.456564e-02
1.005025851186987e-02	8.487511e-02	8.456659e-02
1.005025851597060e-02	8.487535e-02	8.456683e-02
1.005025851791043e-02	8.487558e-02	8.456707e-02
1.005025851903083e-02	8.487558e-02	8.456707e-02
1.005025851958801e-02	8.487582e-02	8.456731e-02
1.005025851979582e-02	8.487558e-02	8.456707e-02
1.005025851989520e-02	8.487558e-02	8.456707e-02
1.005025851998429e-02	8.487582e-02	8.456731e-02
1.005025852008262e-02	8.487582e-02	8.456731e-02
1.005025852026199e-02	8.487582e-02	8.456731e-02
1.005025852062073e-02	8.487582e-02	8.456731e-02
1.005025852133822e-02	8.487582e-02	8.456731e-02
1.005025852277320e-02	8.487606e-02	8.456755e-02
1.005025852564316e-02	8.487630e-02	8.456779e-02
1.005025853138307e-02	8.487678e-02	8.456826e-02
1.005025854286289e-02	8.487773e-02	8.456922e-02
1.005025856582254e-02	8.487964e-02	8.457112e-02
1.005025861174184e-02	8.488369e-02	8.457518e-02
1.005025868531578e-02	8.488989e-02	8.458138e-02
1.005025883246367e-02	8.490276e-02	8.459425e-02
1.005025912675943e-02	8.492827e-02	8.461976e-02
1.005025971535096e-02	8.497977e-02	8.467126e-02
1.005026089253402e-02	8.508325e-02	8.477473e-02
1.005026324690014e-02	8.529186e-02	8.498335e-02
1.005026772151240e-02	8.569002e-02	8.538198e-02
1.005027564620161e-02	8.639860e-02	8.609080e-02
1.005029149558005e-02	8.782506e-02	8.751822e-02
1.005030781072577e-02	8.931136e-02	8.900595e-02
1.005032535981833e-02	9.094334e-02	9.064007e-02
1.005034318548101e-02	9.265709e-02	9.235764e-02
1.005036188180625e-02	9.454918e-02	9.425592e-02
1.005038149016868e-02	9.669089e-02	9.640670e-02
1.005040319532345e-02	9.932470e-02	9.905386e-02
1.005042869317360e-02	1.028669e-01	1.026142e-01
1.005046363091821e-02	1.085477e-01	1.083174e-01
1.005052034240251e-02	1.191199e-01	1.189167e-01
1.005057960747671e-02	1.312325e-01	1.310470e-01
1.005064756584739e-02	1.457510e-01	1.455767e-01
1.005072070617405e-02	1.612647e-01	1.610973e-01
1.005079803870469e-02	1.767693e-01	1.766062e-01
1.005087660811506e-02	1.908286e-01	1.906683e-01
1.005097076136553e-02	2.047794e-01	2.046208e-01
1.005110593223880e-02	2.200341e-01	2.198775e-01
1.005127392021344e-02	2.333453e-01	2.331898e-01
1.005147013752383e-02	2.435613e-01	2.434070e-01
1.005167660797931e-02	2.502568e-01	2.501032e-01
1.005193064739157e-02	2.551842e-01	2.550309e-01
1.005211637368534e-02	2.572527e-01	2.570996e-01
1.005225887725253e-02	2.580521e-01	2.578995e-01
1.005236067540215e-02	2.582796e-01	2.581270e-01
1.005243709809664e-02	2.582765e-01	2.581241e-01
1.005249374715710e-02	2.581840e-01	2.580318e-01
1.005253673990392e-02	2.580633e-01	2.579112e-01
1.005256949137559e-02	2.579422e-01	2.577899e-01
1.005259428177219e-02	2.578330e-01	2.576807e-01
1.005261347324910e-02	2.577350e-01	2.575827e-01
1.005262924304644e-02	2.576349e-01	2.574828e-01
1.005264674810302e-02	2.575359e-01	2.573838e-01
1.005266445192936e-02	2.574475e-01	2.572954e-01
1.005268717822528e-02	2.573156e-01	2.571638e-01
1.005271251348496e-02	2.571659e-01	2.570140e-01
1.005275287784899e-02	2.569010e-01	2.567489e-01
1.005280120924476e-02	2.565558e-01	2.564037e-01
1.005286628706361e-02	2.560751e-01	2.559233e-01
1.005295671057334e-02	2.553937e-01	2.552421e-01
1.005313440497037e-02	2.540512e-01	2.538996e-01
1.005345334378861e-02	2.516322e-01	2.514811e-01
1.005378769134114e-02	2.491097e-01	2.489586e-01
1.005420377548109e-02	2.460165e-01	2.458656e-01
1.005465878496123e-02	2.427523e-01	2.426019e-01
1.005526761254503e-02	2.386765e-01	2.385263e-01
1.005600659761677e-02	2.337089e-01	2.335594e-01
1.005667497559422e-02	2.293465e-01	2.291977e-01
1.005748004357693e-02	2.239361e-01	2.237880e-01
1.005833623721503e-02	2.169945e-01	2.168469e-01
1.005899249203696e-02	2.116733e-01	2.115262e-01
1.005972758578812e-02	2.062414e-01	2.060947e-01
1.006050579209593e-02	2.005143e-01	2.003684e-01
1.006102136672884e-02	1.968014e-01	1.966558e-01
1.006157155828784e-02	1.929321e-01	1.927869e-01
1.006224220207308e-02	1.882389e-01	1.880939e-01
1.006297107103637e-02	1.831534e-01	1.830091e-01
1.006370536255910e-02	1.780517e-01	1.779077e-01
1.006455592313076e-02	1.721673e-01	1.720240e-01
1.006565004824869e-02	1.646311e-01	1.644881e-01
1.006706673758631e-02	1.549256e-01	1.547837e-01
1.006901557345238e-02	1.416676e-01	1.415267e-01
1.007163444151479e-02	1.240132e-01	1.238737e-01
1.007520480207872e-02	1.002169e-01	1.000795e-01
1.007931450363662e-02	7.319951e-02	7.306433e-02
1.008422228778843e-02	4.144692e-02	4.131389e-02
1.008978336264402e-02	6.131649e-03	6.001234e-03
1.009693801149086e-02	-3.830814e-02	-3.843546e-02
1.010573846240640e-02	-9.157038e-02	-9.169412e-02
1.011573846240640e-02	-1.503494e-01	-1.504688e-01
1.012573846240640e-02	-2.073226e-01	-2.074380e-01
1.013573846240640e-02	-2.625093e-01	-2.626209e-01
1.014573846240640e-02	-3.159781e-01	-3.160863e-01
1.015573846240640e-02	-3.677914e-01	-3.678961e-01
1.016573846240640e-02	-4.187031e-01	-4.188085e-01
1.017166467493720e-02	-4.500754e-01	-4.501891e-01
1.017723319165226e-02	-4.826651e-01	-4.827924e-01
1.018264095153206e-02	-5.182486e-01	-5.183947e-01
1.018650876882364e-02	-5.470440e-01	-5.472081e-01
1.018960911812430e-02	-5.731494e-01	-5.733318e-01
1.019258896762969e-02	-6.010849e-01	-6.012847e-01
1.019588360760586e-02	-6.343715e-01	-6.345859e-01
1.019746425551434e-02	-6.510389e-01	-6.512575e-01
1.019902629408220e-02	-6.678665e-01	-6.680870e-01
1.020073244011321e-02	-6.863415e-01	-6.865621e-01
1.020242705885433e-02	-7.046733e-01	-7.048929e-01
1.020421039249486e-02	-7.238464e-01	-7.240644e-01
1.020610180885866e-02	-7.439885e-01	-7.442043e-01
1.020801726588673e-02	-7.641244e-01	-7.643371e-01
1.021026867248182e-02	-7.874315e-01	-7.876406e-01
1.021264571625800e-02	-8.115852e-01	-8.117902e-01
1.021558151575433e-02	-8.407722e-01	-8.409722e-01
1.021884826268665e-02	-8.723934e-01	-8.725877e-01
1.022317016739677e-02	-9.128897e-01	-9.130771e-01
1.022828442013983e-02	-9.581749e-01	-9.583459e-01
1.023561590412741e-02	-1.013240e+00	-1.013371e+00
1.024381690884361e-02	-1.058056e+00	-1.058148e+00
1.025122871360390e-02	-1.088855e+00	-1.088929e+00
1.025513667337034e-02	-1.103051e+00	-1.103121e+00
1.025802749493667e-02	-1.112895e+00	-1.112962e+00
1.026089661367726e-02	-1.122326e+00	-1.122391e+00
1.026381404078993e-02	-1.131640e+00	-1.131703e+00
1.026691256654707e-02	-1.141285e+00	-1.141347e+00
1.026975628644833e-02	-1.149930e+00	-1.149990e+00
1.027271872395339e-02	-1.158750e+00	-1.158810e+00
1.027561016066851e-02	-1.167188e+00	-1.167246e+00
1.027877983812414e-02	-1.176263e+00	-1.176320e+00
1.028252071502534e-02	-1.186752e+00	-1.186808e+00
1.028712715157406e-02	-1.199383e+00	-1.199438e+00
1.029270439514678e-02	-1.214275e+00	-1.214328e+00
1.030022616412768e-02	-1.233744e+00	-1.233795e+00
1.031022616412768e-02	-1.258721e+00	-1.258770e+00
1.032022616412768e-02	-1.282775e+00	-1.282822e+00
1.033022616412768e-02	-1.305925e+00	-1.305970e+00
1.034022616412768e-02	-1.328248e+00	-1.328292e+00
1.035022616412768e-02	-1.349790e+00	-1.349832e+00
1.036022616412768e-02	-1.370604e+00	-1.370645e+00
1.037022616412768e-02	-1.390719e+00	-1.390758e+00
1.038022616412768e-02	-1.410175e+00	-1.410213e+00
1.039022616412768e-02	-1.428993e+00	-1.429029e+00
1.040022616412768e-02	-1.447206e+00	-1.447242e+00
1.041022616412768e-02	-1.464832e+00	-1.464866e+00
1.042022616412768e-02	-1.481899e+00	-1.481932e+00
1.043022616412768e-02	-1.498419e+00	-1.498451e+00
1.044022616412768e-02	-1.514421e+00	-1.514452e+00
1.045022616412768e-02	-1.529913e+00	-1.529943e+00
1.046022616412768e-02	-1.544923e+00	-1.544951e+00
1.047022616412768e-02	-1.559456e+00	-1.559484e+00
1.048022616412768e-02	-1.573538e+00	-1.573565e+00
1.049022616412768e-02	-1.587175e+00	-1.587201e+00
1.050022616412768e-02	-1.600390e+00	-1.600415e+00
1.051022616412768e-02	-1.613188e+00	-1.613212e+00
1.052022616412768e-02	-1.625590e+00	-1.625614e+00
1.053022616412768e-02	-1.637602e+00	-1.637625e+00
1.054022616412768e-02	-1.649244e+00	-1.649266e+00
1.055022616412768e-02	-1.660519e+00	-1.660541e+00
1.056022616412768e-02	-1.671448e+00	-1.671469e+00
1.057022616412768e-02	-1.682032e+00	-1.682052e+00
1.058022616412768e-02	-1.692292e+00	-1.692312e+00
1.059022616412768e-02	-1.702229e+00	-1.702248e+00
1.060022616412768e-02	-1.711861e+00	-1.711880e+00
1.061022616412768e-02	-1.721191e+00	-1.721208e+00
1.062022616412768e-02	-1.730234e+00	-1.730251e+00
1.063022616412768e-02	-1.738993e+00	-1.739009e+00
1.064022616412768e-02	-1.747485e+00	-1.747501e+00
1.065022616412768e-02	-1.755709e+00	-1.755724e+00
1.066022616412768e-02	-1.763682e+00	-1.763697e+00
1.067022616412768e-02	-1.771404e+00	-1.771418e+00
1.068022616412768e-02	-1.778891e+00	-1.778905e+00
1.069022616412768e-02	-1.786142e+00	-1.786155e+00
1.070022616412768e-02	-1.793172e+00	-1.793185e+00
1.071022616412768e-02	-1.799980e+00	-1.799993e+00
1.072022616412768e-02	-1.806582e+00	-1.806594e+00
1.073022616412768e-02	-1.812976e+00	-1.812987e+00
1.074022616412768e-02	-1.819175e+00	-1.819187e+00
1.075022616412768e-02	-1.825179e+00	-1.825190e+00
1.076022616412768e-02	-1.831001e+00	-1.831012e+00
1.077022616412768e-02	-1.836639e+00	-1.836649e+00
1.078022616412768e-02	-1.842107e+00	-1.842117e+00
1.079022616412768e-02	-1.847401e+00	-1.847411e+00
1.080022616412768e-02	-1.852536e+00	-1.852546e+00
1.081022616412768e-02	-1.857509e+00	-1.857517e+00
1.082022616412768e-02	-1.862331e+00	-1.862340e+00
1.083022616412768e-02	-1.867001e+00	-1.867009e+00
1.084022616412768e-02	-1.871530e+00	-1.871538e+00
1.085022616412768e-02	-1.875916e+00	-1.875923e+00
1.086022616412768e-02	-1.880170e+00	-1.880177e+00
1.087022616412768e-02	-1.884288e+00	-1.884295e+00
1.088022616412768e-02	-1.888284e+00	-1.888290e+00
1.089022616412768e-02	-1.892152e+00	-1.892158e+00
1.090022616412768e-02	-1.895904e+00	-1.895911e+00
1.091022616412768e-02	-1.899537e+00	-1.899543e+00
1.092022616412768e-02	-1.903062e+00	-1.903068e+00
1.093022616412768e-02	-1.906474e+00	-1.906480e+00
1.094022616412768e-02	-1.909784e+00	-1.909790e+00
1.095022616412768e-02	-1.912989e+00	-1.912994e+00
1.096022616412768e-02	-1.916099e+00	-1.916104e+00
1.097022616412768e-02	-1.919109e+00	-1.919114e+00
1.098022616412768e-02	-1.922030e+00	-1.922034e+00
1.099022616412768e-02	-1.924856e+00	-1.924861e+00
1.100022616412768e-02	-1.927600e+00	-1.927605e+00
1.101022616412768e-02	-1.930255e+00	-1.930260e+00
1.102022616412768e-02	-1.932833e+00	-1.932837e+00
1.103022616412768e-02	-1.935326e+00	-1.935331e+00
1.104022616412768e-02	-1.937747e+00	-1.937751e+00
1.105022616412768e-02	-1.940090e+00	-1.940094e+00
1.106022616412768e-02	-1.942364e+00	-1.942368e+00
1.107022616412768e-02	-1.944564e+00	-1.944567e+00
1.108022616412768e-02	-1.946700e+00	-1.946703e+00
1.109022616412768e-02	-1.948767e+00	-1.948770e+00
1.110022616412768e-02	-1.950774e+00	-1.950776e+00
1.111022616412768e-02	-1.952715e+00	-1.952718e+00
1.112022616412768e-02	-1.954600e+00	-1.954602e+00
1.113022616412768e-02	-1.956423e+00	-1.956426e+00
1.114022616412768e-02	-1.958194e+00	-1.958197e+00
1.115022616412768e-02	-1.959906e+00	-1.959909e+00
1.116022616412768e-02	-1.961570e+00	-1.961572e+00
1.117022616412768e-02	-1.963178e+00	-1.963181e+00
1.118022616412768e-02	-1.964741e+00	-1.964743e+00
1.119022616412768e-02	-1.966252e+00	-1.966254e+00
1.120022616412768e-02	-1.967720e+00	-1.967722e+00
1.121022616412768e-02	-1.969140e+00	-1.969141e+00
1.122022616412768e-02	-1.970519e+00	-1.970521e+00
1.123022616412768e-02	-1.971852e+00	-1.971854e+00
1.124022616412768e-02	-1.973148e+00	-1.973149e+00
1.125022616412768e-02	-1.974400e+00	-1.974401e+00
1.126022616412768e-02	-1.975617e+00	-1.975619e+00
1.127022616412768e-02	-1.976793e+00	-1.976795e+00
1.128022616412768e-02	-1.977937e+00	-1.977938e+00
1.129022616412768e-02	-1.979042e+00	-1.979043e+00
1.130022616412768e-02	-1.980116e+00	-1.980117e+00
1.131022616412768e-02	-1.981154e+00	-1.981155e+00
1.132022616412768e-02	-1.982163e+00	-1.982164e+00
1.133022616412768e-02	-1.983138e+00	-1.983139e+00
1.134022616412768e-02	-1.984086e+00	-1.984087e+00
1.135022616412768e-02	-1.985002e+00	-1.985003e+00
1.136022616412768e-02	-1.985893e+00	-1.985894e+00
1.137022616412768e-02	-1.986753e+00	-1.986754e+00
1.138022616412768e-02	-1.987590e+00	-1.987591e+00
1.139022616412768e-02	-1.988398e+00	-1.988398e+00
1.140022616412768e-02	-1.989184e+00	-1.989185e+00
1.141022616412768e-02	-1.989943e+00	-1.989944e+00
1.142022616412768e-02	-1.990682e+00	-1.990682e+00
1.143022616412768e-02	-1.991395e+00	-1.991395e+00
1.144022616412768e-02	-1.992089e+00	-1.992089e+00
1.145022616412768e-02	-1.992758e+00	-1.992759e+00
1.146022616412768e-02	-1.993411e+00	-1.993411e+00
1.147022616412768e-02	-1.994039e+00	-1.994040e+00
1.148022616412768e-02	-1.994652e+00	-1.994653e+00
1.149022616412768e-02	-1.995243e+00	-1.995243e+00
1.150022616412768e-02	-1.995819e+00	-1.995819e+00
1.151022616412768e-02	-1.996373e+00	-1.996374e+00
1.152022616412768e-02	-1.996915e+00	-1.996915e+00
1.153022616412768e-02	-1.997436e+00	-1.997436e+00
1.154022616412768e-02	-1.997944e+00	-1.997944e+00
1.155022616412768e-02	-1.998433e+00	-1.998433e+00
1.156022616412768e-02	-1.998911e+00	-1.998911e+00
1.157022616412768e-02	-1.999371e+00	-1.999371e+00
1.158022616412768e-02	-1.999820e+00	-1.999820e+00
1.159022616412768e-02	-2.000251e+00	-2.000251e+00
1.160022616412768e-02	-2.000673e+00	-2.000673e+00
1.161022616412768e-02	-2.001079e+00	-2.001079e+00
1.162022616412768e-02	-2.001475e+00	-2.001475e+00
1.163022616412768e-02	-2.001856e+00	-2.001856e+00
1.164022616412768e-02	-2.002228e+00	-2.002228e+00
1.165022616412768e-02	-2.002586e+00	-2.002586e+00
1.166022616412768e-02	-2.002936e+00	-2.002936e+00
1.167022616412768e-02	-2.003272e+00	-2.003272e+00
1.168022616412768e-02	-2.003601e+00	-2.003600e+00
1.169022616412768e-02	-2.003916e+00	-2.003916e+00
1.170022616412768e-02	-2.004225e+00	-2.004225e+00
1.171022616412768e-02	-2.004522e+00	-2.004521e+00
1.172022616412768e-02	-2.004812e+00	-2.004812e+00
1.173022616412768e-02	-2.005090e+00	-2.005090e+00
1.174022616412768e-02	-2.005363e+00	-2.005363e+00
1.175022616412768e-02	-2.005625e+00	-2.005624e+00
1.176022616412768e-02	-2.005881e+00	-2.005881e+00
1.177022616412768e-02	-2.006127e+00	-2.006126e+00
1.178022616412768e-02	-2.006368e+00	-2.006367e+00
1.179022616412768e-02	-2.006598e+00	-2.006598e+00
1.180022616412768e-02	-2.006825e+00	-2.006824e+00
1.181022616412768e-02	-2.007041e+00	-2.007041e+00
1.182022616412768e-02	-2.007254e+00	-2.007254e+00
1.183022616412768e-02	-2.007457e+00	-2.007457e+00
1.184022616412768e-02	-2.007657e+00	-2.007657e+00
1.185022616412768e-02	-2.007848e+00	-2.007848e+00
1.186022616412768e-02	-2.008036e+00	-2.008036e+00
1.187022616412768e-02	-2.008216e+00	-2.008215e+00
1.188022616412768e-02	-2.008393e+00	-2.008392e+00
1.189022616412768e-02	-2.008561e+00	-2.008560e+00
1.190022616412768e-02	-2.008727e+00	-2.008726e+00
1.191022616412768e-02	-2.008885e+00	-2.008884e+00
1.192022616412768e-02	-2.009041e+00	-2.009040e+00
1.193022616412768e-02	-2.009189e+00	-2.009189e+00
1.194022616412768e-02	-2.009336e+00	-2.009336e+00
1.195022616412768e-02	-2.009475e+00	-2.009475e+00
1.196022616412768e-02	-2.009614e+00	-2.009613e+00
1.197022616412768e-02	-2.009744e+00	-2.009744e+00
1.198022616412768e-02	-2.009874e+00	-2.009873e+00
1.199022616412768e-02	-2.009997e+00	-2.009996e+00
1.200022616412768e-02	-2.010119e+00	-2.010118e+00
1.201022616412768e-02	-2.010234e+00	-2.010234e+00
1.202022616412768e-02	-2.010349e+00	-2.010348e+00
1.203022616412768e-02	-2.010457e+00	-2.010456e+00
1.204022616412768e-02	-2.010565e+00	-2.010564e+00
1.205022616412768e-02	-2.010666e+00	-2.010666e+00
1.206022616412768e-02	-2.010768e+00	-2.010767e+00
1.207022616412768e-02	-2.010863e+00	-2.010863e+00
1.208022616412768e-02	-2.010958e+00	-2.010958e+00
1.209022616412768e-02	-2.011048e+00	-2.011047e+00
1.210022616412768e-02	-2.011138e+00	-2.011137e+00
1.211022616412768e-02	-2.011221e+00	-2.011221e+00
1.212022616412768e-02	-2.011306e+00	-2.011305e+00
1.213022616412768e-02	-2.011385e+00	-2.011384e+00
1.214022616412768e-02	-2.011464e+00	-2.011463e+00
1.215022616412768e-02	-2.011538e+00	-2.011537e+00
1.216022616412768e-02	-2.011612e+00	-2.011612e+00
1.217022616412768e-02	-2.011682e+00	-2.011681e+00
1.218022616412768e-02	-2.011752e+00	-2.011751e+00
1.219022616412768e-02	-2.011817e+00	-2.011816e+00
1.220022616412768e-02	-2.011883e+00	-2.011882e+00
1.221022616412768e-02	-2.011944e+00	-2.011944e+00
1.222022616412768e-02	-2.012006e+00	-2.012006e+00
1.223022616412768e-02	-2.012064e+00	-2.012063e+00
1.224022616412768e-02	-2.012122e+00	-2.012121e+00
1.225022616412768e-02	-2.012176e+00	-2.012175e+00
1.226022616412768e-02	-2.012230e+00	-2.012230e+00
1.227022616412768e-02	-2.012281e+00	-2.012280e+00
1.228022616412768e-02	-2.012333e+00	-2.012332e+00
1.229022616412768e-02	-2.012380e+00	-2.012379e+00
1.230022616412768e-02	-2.012429e+00	-2.012428e+00
1.231022616412768e-02	-2.012473e+00	-2.012472e+00
1.232022616412768e-02	-2.012519e+00	-2.012518e+00
1.233022616412768e-02	-2.012560e+00	-2.012560e+00
1.234022616412768e-02	-2.012603e+00	-2.012603e+00
1.235022616412768e-02	-2.012642e+00	-2.012642e+00
1.236022616412768e-02	-2.012683e+00	-2.012682e+00
1.237022616412768e-02	-2.012720e+00	-2.012719e+00
1.238022616412768e-02	-2.012758e+00	-2.012757e+00
1.239022616412768e-02	-2.012792e+00	-2.012791e+00
1.240022616412768e-02	-2.012828e+00	-2.012827e+00
1.241022616412768e-02	-2.012860e+00	-2.012859e+00
1.242022616412768e-02	-2.012894e+00	-2.012893e+00
1.243022616412768e-02	-2.012924e+00	-2.012923e+00
1.244022616412768e-02	-2.012956e+00	-2.012955e+00
1.245022616412768e-02	-2.012984e+00	-2.012983e+00
1.246022616412768e-02	-2.013014e+00	-2.013013e+00
1.247022616412768e-02	-2.013041e+00	-2.013040e+00
1.248022616412768e-02	-2.013069e+00	-2.013068e+00
1.249022616412768e-02	-2.013093e+00	-2.013093e+00
1.250022616412768e-02	-2.013120e+00	-2.013119e+00
1.251022616412768e-02	-2.013143e+00	-2.013142e+00
1.252022616412768e-02	-2.013168e+00	-2.013168e+00
1.253022616412768e-02	-2.013190e+00	-2.013189e+00
1.254022616412768e-02	-2.013214e+00	-2.013213e+00
1.255022616412768e-02	-2.013234e+00	-2.013233e+00
1.256022616412768e-02	-2.013256e+00	-2.013255e+00
1.257022616412768e-02	-2.013275e+00	-2.013275e+00
1.258022616412768e-02	-2.013296e+00	-2.013295e+00
1.259022616412768e-02	-2.013314e+00	-2.013313e+00
1.260022616412768e-02	-2.013334e+00	-2.013333e+00
1.261022616412768e-02	-2.013351e+00	-2.013350e+00
1.262022616412768e-02	-2.013369e+00	-2.013368e+00
1.263022616412768e-02	-2.013385e+00	-2.013384e+00
1.264022616412768e-02	-2.013402e+00	-2.013402e+00
1.265022616412768e-02	-2.013417e+00	-2.013416e+00
1.266022616412768e-02	-2.013434e+00	-2.013433e+00
1.267022616412768e-02	-2.013447e+00	-2.013446e+00
1.268022616412768e-02	-2.013463e+00	-2.013462e+00
1.269022616412768e-02	-2.013476e+00	-2.013475e+00
1.270022616412768e-02	-2.013490e+00	-2.013490e+00
1.271022616412768e-02	-2.013502e+00	-2.013502e+00
1.272022616412768e-02	-2.013516e+00	-2.013515e+00
1.273022616412768e-02	-2.013527e+00	-2.013526e+00
1.274022616412768e-02	-2.013540e+00	-2.013540e+00
1.275022616412768e-02	-2.013551e+00	-2.013550e+00
1.276022616412768e-02	-2.013563e+00	-2.013563e+00
