time	V(N024,N004)	V(N027,N006)
2.002631969373889e-02	-2.399457e-01	-1.984263e+00
2.002636843650305e-02	-2.294736e-01	-1.984878e+00
2.002646592203136e-02	-2.106893e-01	-1.986150e+00
2.002657192704032e-02	-1.930952e-01	-1.987595e+00
2.002672720741120e-02	-1.717851e-01	-1.989828e+00
2.002690172932613e-02	-1.525707e-01	-1.992490e+00
2.002712648410091e-02	-1.326630e-01	-1.996103e+00
2.002721644663225e-02	-1.260054e-01	-1.997608e+00
2.002727428996827e-02	-1.222646e-01	-1.998605e+00
2.002731498733053e-02	-1.197987e-01	-1.999316e+00
2.002734661021649e-02	-1.179669e-01	-1.999874e+00
2.002737202738814e-02	-1.165435e-01	-2.000325e+00
2.002739452026878e-02	-1.153185e-01	-2.000728e+00
2.002741575887318e-02	-1.141901e-01	-2.001110e+00
2.002743814811223e-02	-1.130278e-01	-2.001514e+00
2.002746188980939e-02	-1.118224e-01	-2.001946e+00
2.002748538927832e-02	-1.106546e-01	-2.002375e+00
2.002750932058176e-02	-1.094861e-01	-2.002815e+00
2.002753336430254e-02	-1.083269e-01	-2.003259e+00
2.002755777661089e-02	-1.071546e-01	-2.003712e+00
2.002758268032263e-02	-1.059463e-01	-2.004177e+00
2.002760849546070e-02	-1.046543e-01	-2.004662e+00
2.002763588257321e-02	-1.032107e-01	-2.005179e+00
2.002765951411718e-02	-1.018736e-01	-2.005627e+00
2.002768235002696e-02	-1.004741e-01	-2.006063e+00
2.002770648198847e-02	-9.887648e-02	-2.006525e+00
2.002773005500745e-02	-9.720469e-02	-2.006979e+00
2.002775403116592e-02	-9.540582e-02	-2.007443e+00
2.002777808378733e-02	-9.352565e-02	-2.007910e+00
2.002780249196977e-02	-9.156370e-02	-2.008387e+00
2.002782738091438e-02	-8.953047e-02	-2.008875e+00
2.002785316143630e-02	-8.741069e-02	-2.009383e+00
2.002788048507010e-02	-8.516932e-02	-2.009925e+00
2.002791069720529e-02	-8.271670e-02	-2.010526e+00
2.002794675175822e-02	-7.985115e-02	-2.011249e+00
2.002799727984491e-02	-7.597232e-02	-2.012270e+00
2.002805959231312e-02	-7.142186e-02	-2.013540e+00
2.002812503404349e-02	-6.697226e-02	-2.014890e+00
2.002821606611119e-02	-6.136894e-02	-2.016792e+00
2.002834313901900e-02	-5.449843e-02	-2.019490e+00
2.002848333864125e-02	-4.807711e-02	-2.022521e+00
2.002864393393909e-02	-4.211783e-02	-2.026067e+00
2.002885978226952e-02	-3.597236e-02	-2.030949e+00
2.002915560041323e-02	-2.990389e-02	-2.037817e+00
2.002948386035546e-02	-2.532029e-02	-2.045641e+00
2.002979346034393e-02	-2.248335e-02	-2.053204e+00
2.003010731312831e-02	-2.058554e-02	-2.061036e+00
2.003042762514112e-02	-1.926875e-02	-2.069173e+00
2.003077120405944e-02	-1.828361e-02	-2.078034e+00
2.003112203501875e-02	-1.755905e-02	-2.087197e+00
2.003147997409015e-02	-1.700401e-02	-2.096640e+00
2.003180847555144e-02	-1.660609e-02	-2.105372e+00
2.003220048438101e-02	-1.622868e-02	-2.115852e+00
2.003279125217188e-02	-1.578069e-02	-2.131694e+00
2.003368129376864e-02	-1.525807e-02	-2.155512e+00
2.003466501007285e-02	-1.481271e-02	-2.181592e+00
2.003560541704940e-02	-1.447916e-02	-2.206077e+00
2.003664371943631e-02	-1.417851e-02	-2.232442e+00
2.003758386235107e-02	-1.394749e-02	-2.255585e+00
2.003858215015571e-02	-1.373339e-02	-2.279327e+00
2.003940687840036e-02	-1.357293e-02	-2.298330e+00
2.003981412800713e-02	-1.349878e-02	-2.307463e+00
2.004011863207676e-02	-1.344562e-02	-2.314155e+00
2.004038627443542e-02	-1.340032e-02	-2.319952e+00
2.004066682754863e-02	-1.335359e-02	-2.325947e+00
2.004096911080447e-02	-1.330471e-02	-2.332317e+00
2.004126961356186e-02	-1.325703e-02	-2.338557e+00
2.004157965716097e-02	-1.320815e-02	-2.344911e+00
2.004169897339528e-02	-1.306129e-02	-2.347330e+00
2.004177540808788e-02	-1.266336e-02	-2.348869e+00
2.004183005175304e-02	-1.210022e-02	-2.349963e+00
2.004191191962933e-02	-1.104045e-02	-2.351596e+00
2.004201047313553e-02	-9.737492e-03	-2.353554e+00
2.004207799823204e-02	-8.886337e-03	-2.354888e+00
2.004216131489526e-02	-7.916451e-03	-2.356527e+00
2.004224179556971e-02	-7.069588e-03	-2.358102e+00
2.004234933448396e-02	-6.072998e-03	-2.360194e+00
2.004246423109879e-02	-5.164623e-03	-2.362412e+00
2.004262199049342e-02	-4.150152e-03	-2.365428e+00
2.004281548922792e-02	-3.203154e-03	-2.369077e+00
2.004311087632638e-02	-2.200127e-03	-2.374531e+00
2.004348052520473e-02	-1.401663e-03	-2.381157e+00
2.004386884369961e-02	-9.155273e-04	-2.387825e+00
2.004432348655956e-02	-6.031990e-04	-2.395185e+00
2.004484901671937e-02	-4.050732e-04	-2.403080e+00
2.004541078561539e-02	-2.882481e-04	-2.410794e+00
2.004610274907848e-02	-2.076626e-04	-2.419371e+00
2.004705286594522e-02	-1.442432e-04	-2.429934e+00
2.004828765393806e-02	-9.775162e-05	-2.442207e+00
2.004986805491894e-02	-6.461143e-05	-2.456262e+00
2.005159183953808e-02	-4.410744e-05	-2.470020e+00
2.005348490167249e-02	-3.123283e-05	-2.483534e+00
2.005586715553314e-02	-2.145767e-05	-2.498587e+00
2.005891959055872e-02	-1.430511e-05	-2.515307e+00
2.006271411517076e-02	-9.298325e-06	-2.532839e+00
2.006684094294663e-02	-6.198883e-06	-2.548330e+00
2.007194731995716e-02	-4.053116e-06	-2.563135e+00
2.007816040637615e-02	-2.622604e-06	-2.576200e+00
2.008499377590870e-02	-1.430511e-06	-2.585782e+00
2.009138941450946e-02	-1.192093e-06	-2.591063e+00
2.009786922563020e-02	-7.152557e-07	-2.593466e+00
2.010529641522504e-02	-2.384186e-07	-2.593615e+00
2.011388725479558e-02	-2.384186e-07	-2.591432e+00
2.012388725479558e-02	0.000000e+00	-2.586885e+00
2.013388725479558e-02	0.000000e+00	-2.581078e+00
2.014388725479558e-02	0.000000e+00	-2.574676e+00
2.015388725479558e-02	0.000000e+00	-2.568225e+00
2.016388725479558e-02	0.000000e+00	-2.562121e+00
2.017388725479557e-02	0.000000e+00	-2.556656e+00
2.018388725479557e-02	0.000000e+00	-2.552056e+00
2.019388725479558e-02	0.000000e+00	-2.548493e+00
2.020388725479558e-02	0.000000e+00	-2.545954e+00
2.021388725479558e-02	0.000000e+00	-2.544143e+00
2.022388725479558e-02	0.000000e+00	-2.542753e+00
2.023388725479558e-02	0.000000e+00	-2.541630e+00
2.024388725479558e-02	0.000000e+00	-2.540697e+00
2.025388725479558e-02	0.000000e+00	-2.539896e+00
2.026388725479557e-02	0.000000e+00	-2.539186e+00
2.027388725479557e-02	0.000000e+00	-2.538539e+00
2.028388725479558e-02	0.000000e+00	-2.537930e+00
2.029388725479558e-02	0.000000e+00	-2.537343e+00
2.030388725479558e-02	0.000000e+00	-2.536763e+00
2.031388725479558e-02	0.000000e+00	-2.536172e+00
2.032388725479558e-02	0.000000e+00	-2.535553e+00
2.033388725479558e-02	0.000000e+00	-2.534871e+00
2.034388725479557e-02	0.000000e+00	-2.534063e+00
2.035388725479557e-02	0.000000e+00	-2.532930e+00
2.036388725479558e-02	0.000000e+00	-2.530885e+00
2.036988440894770e-02	0.000000e+00	-2.528040e+00
2.037244819462658e-02	0.000000e+00	-2.525126e+00
2.037357313423126e-02	0.000000e+00	-2.522674e+00
2.037436150747724e-02	0.000000e+00	-2.520270e+00
2.037467575743385e-02	0.000000e+00	-2.519176e+00
2.037493446576348e-02	0.000000e+00	-2.518227e+00
2.037520966472687e-02	0.000000e+00	-2.517197e+00
2.037547451296383e-02	0.000000e+00	-2.516195e+00
2.037576013113450e-02	0.000000e+00	-2.515108e+00
2.037602530548420e-02	0.000000e+00	-2.514097e+00
2.037628004540459e-02	0.000000e+00	-2.513125e+00
2.037654139889642e-02	0.000000e+00	-2.512131e+00
2.037678361148670e-02	0.000000e+00	-2.511211e+00
2.037701458112711e-02	0.000000e+00	-2.510338e+00
2.037726002973424e-02	0.000000e+00	-2.509413e+00
2.037754023725806e-02	0.000000e+00	-2.508363e+00
2.037784579694610e-02	0.000000e+00	-2.507224e+00
2.037820764841289e-02	0.000000e+00	-2.505883e+00
2.037861229250465e-02	0.000000e+00	-2.504396e+00
2.037913638624119e-02	0.000000e+00	-2.502487e+00
2.037970940885277e-02	0.000000e+00	-2.500426e+00
2.038085545407594e-02	0.000000e+00	-2.496370e+00
2.038191388898839e-02	0.000000e+00	-2.492710e+00
2.038403075881332e-02	0.000000e+00	-2.485642e+00
2.038730001281236e-02	0.000000e+00	-2.475213e+00
2.039101850837544e-02	0.000000e+00	-2.464049e+00
2.039579840885168e-02	0.000000e+00	-2.450507e+00
2.039912046247741e-02	0.000000e+00	-2.441023e+00
2.040112967932156e-02	0.000000e+00	-2.434545e+00
2.040265580127735e-02	0.000000e+00	-2.428856e+00
2.040442006847794e-02	0.000000e+00	-2.421633e+00
2.040604812564833e-02	0.000000e+00	-2.414504e+00
2.040773101107253e-02	0.000000e+00	-2.406696e+00
2.040992876840309e-02	0.000000e+00	-2.395996e+00
2.041214222446058e-02	0.000000e+00	-2.384708e+00
2.041596055653077e-02	0.000000e+00	-2.364397e+00
2.041954707132367e-02	0.000000e+00	-2.344601e+00
2.042510974948478e-02	0.000000e+00	-2.312922e+00
2.043116214789309e-02	0.000000e+00	-2.277707e+00
2.044116214789309e-02	0.000000e+00	-2.218834e+00
2.045079316236961e-02	0.000000e+00	-2.162160e+00
2.046079316236961e-02	0.000000e+00	-2.103892e+00
2.047079316236961e-02	0.000000e+00	-2.046595e+00
2.048079316236961e-02	0.000000e+00	-1.990497e+00
2.049079316236961e-02	0.000000e+00	-1.935723e+00
2.050079316236961e-02	0.000000e+00	-1.882344e+00
2.051079316236961e-02	0.000000e+00	-1.830395e+00
2.052079316236961e-02	0.000000e+00	-1.779887e+00
2.053079316236961e-02	0.000000e+00	-1.730817e+00
2.054079316236961e-02	0.000000e+00	-1.683172e+00
2.055079316236961e-02	0.000000e+00	-1.636931e+00
2.056079316236961e-02	0.000000e+00	-1.592067e+00
2.057079316236961e-02	0.000000e+00	-1.548552e+00
2.058079316236961e-02	0.000000e+00	-1.506353e+00
2.059079316236961e-02	0.000000e+00	-1.465437e+00
2.060079316236961e-02	0.000000e+00	-1.425769e+00
2.061079316236961e-02	0.000000e+00	-1.387313e+00
2.062079316236961e-02	0.000000e+00	-1.350035e+00
2.063079316236961e-02	0.000000e+00	-1.313898e+00
2.064079316236961e-02	0.000000e+00	-1.278867e+00
2.065079316236961e-02	0.000000e+00	-1.244908e+00
2.066079316236961e-02	0.000000e+00	-1.211986e+00
2.067079316236961e-02	0.000000e+00	-1.180068e+00
2.068079316236961e-02	0.000000e+00	-1.149121e+00
2.069079316236961e-02	0.000000e+00	-1.119112e+00
2.070079316236961e-02	0.000000e+00	-1.090012e+00
2.071079316236961e-02	0.000000e+00	-1.061789e+00
2.072079316236961e-02	0.000000e+00	-1.034413e+00
2.073079316236961e-02	0.000000e+00	-1.007849e+00
2.074079316236961e-02	0.000000e+00	-9.820340e-01
2.075079316236961e-02	0.000000e+00	-9.568963e-01
2.076079316236961e-02	0.000000e+00	-9.323940e-01
2.077079316236961e-02	0.000000e+00	-9.085097e-01
2.078079316236961e-02	0.000000e+00	-8.852289e-01
2.079079316236961e-02	0.000000e+00	-8.625367e-01
2.080079316236961e-02	0.000000e+00	-8.404183e-01
2.081079316236961e-02	0.000000e+00	-8.188601e-01
2.082079316236961e-02	0.000000e+00	-7.978482e-01
2.083079316236961e-02	0.000000e+00	-7.773690e-01
2.084079316236961e-02	0.000000e+00	-7.574096e-01
2.085079316236961e-02	0.000000e+00	-7.379570e-01
2.086079316236961e-02	0.000000e+00	-7.189987e-01
2.087079316236961e-02	0.000000e+00	-7.005222e-01
2.088079316236961e-02	0.000000e+00	-6.825156e-01
2.089079316236961e-02	0.000000e+00	-6.649675e-01
2.090079316236961e-02	0.000000e+00	-6.478665e-01
2.091079316236961e-02	0.000000e+00	-6.312013e-01
2.092079316236961e-02	0.000000e+00	-6.149607e-01
2.093079316236961e-02	0.000000e+00	-5.991344e-01
2.094079316236961e-02	0.000000e+00	-5.837121e-01
2.095079316236961e-02	0.000000e+00	-5.686836e-01
2.096079316236961e-02	0.000000e+00	-5.540390e-01
2.097079316236961e-02	0.000000e+00	-5.397687e-01
2.098079316236961e-02	0.000000e+00	-5.258632e-01
2.099079316236961e-02	0.000000e+00	-5.123134e-01
2.100079316236961e-02	0.000000e+00	-4.991102e-01
2.101079316236961e-02	0.000000e+00	-4.862452e-01
2.102079316236961e-02	0.000000e+00	-4.737093e-01
2.103079316236961e-02	0.000000e+00	-4.614947e-01
2.104079316236961e-02	0.000000e+00	-4.495933e-01
2.105079316236961e-02	0.000000e+00	-4.379969e-01
2.106079316236961e-02	0.000000e+00	-4.266977e-01
2.107079316236961e-02	0.000000e+00	-4.156885e-01
2.108079316236961e-02	0.000000e+00	-4.049618e-01
2.109079316236961e-02	0.000000e+00	-3.945103e-01
2.110079316236961e-02	0.000000e+00	-3.843274e-01
2.111079316236961e-02	0.000000e+00	-3.744059e-01
2.112079316236961e-02	0.000000e+00	-3.647392e-01
2.113079316236961e-02	0.000000e+00	-3.553209e-01
2.114079316236961e-02	0.000000e+00	-3.461447e-01
2.115079316236961e-02	0.000000e+00	-3.372045e-01
2.116079316236961e-02	0.000000e+00	-3.284941e-01
2.117079316236961e-02	0.000000e+00	-3.200078e-01
2.118079316236961e-02	0.000000e+00	-3.117399e-01
2.119079316236961e-02	0.000000e+00	-3.036847e-01
2.120079316236961e-02	0.000000e+00	-2.958369e-01
2.121079316236961e-02	0.000000e+00	-2.881911e-01
2.122079316236961e-02	0.000000e+00	-2.807422e-01
2.123079316236961e-02	0.000000e+00	-2.734852e-01
2.124079316236961e-02	0.000000e+00	-2.664151e-01
2.125079316236961e-02	0.000000e+00	-2.595270e-01
2.126079316236961e-02	0.000000e+00	-2.528167e-01
2.127079316236961e-02	0.000000e+00	-2.462792e-01
2.128079316236961e-02	0.000000e+00	-2.399101e-01
2.129079316236961e-02	0.000000e+00	-2.337055e-01
2.130079316236961e-02	0.000000e+00	-2.276607e-01
2.131079316236961e-02	0.000000e+00	-2.217720e-01
2.132079316236961e-02	0.000000e+00	-2.160349e-01
2.133079316236961e-02	0.000000e+00	-2.104461e-01
2.134079316236961e-02	0.000000e+00	-2.050014e-01
2.135079316236961e-02	0.000000e+00	-1.996970e-01
2.136079316236961e-02	0.000000e+00	-1.945298e-01
2.137079316236961e-02	0.000000e+00	-1.894958e-01
2.138079316236961e-02	0.000000e+00	-1.845920e-01
2.139079316236961e-02	0.000000e+00	-1.798146e-01
2.140079316236961e-02	0.000000e+00	-1.751606e-01
2.141079316236961e-02	0.000000e+00	-1.706271e-01
2.142079316236961e-02	0.000000e+00	-1.662104e-01
2.143079316236961e-02	0.000000e+00	-1.619077e-01
2.144079316236961e-02	0.000000e+00	-1.577163e-01
2.145079316236961e-02	0.000000e+00	-1.536334e-01
2.146079316236961e-02	0.000000e+00	-1.496558e-01
2.147079316236961e-02	0.000000e+00	-1.457810e-01
2.148079316236961e-02	0.000000e+00	-1.420064e-01
2.149079316236961e-02	0.000000e+00	-1.383293e-01
2.150079316236961e-02	0.000000e+00	-1.347473e-01
2.151079316236961e-02	0.000000e+00	-1.312578e-01
2.152079316236961e-02	0.000000e+00	-1.278586e-01
2.153079316236961e-02	0.000000e+00	-1.245472e-01
2.154079316236961e-02	0.000000e+00	-1.213217e-01
2.155079316236961e-02	0.000000e+00	-1.181793e-01
2.156079316236961e-02	0.000000e+00	-1.151183e-01
2.157079316236961e-02	0.000000e+00	-1.121366e-01
2.158079316236961e-02	0.000000e+00	-1.092319e-01
2.159079316236961e-02	0.000000e+00	-1.064024e-01
2.160079316236961e-02	0.000000e+00	-1.036460e-01
2.161079316236961e-02	0.000000e+00	-1.009612e-01
2.162079316236961e-02	0.000000e+00	-9.834552e-02
2.163079316236961e-02	0.000000e+00	-9.579778e-02
2.164079316236961e-02	0.000000e+00	-9.331584e-02
2.165079316236961e-02	0.000000e+00	-9.089804e-02
2.166079316236961e-02	0.000000e+00	-8.854294e-02
2.167079316236961e-02	0.000000e+00	-8.624887e-02
2.168079316236961e-02	0.000000e+00	-8.401418e-02
2.169079316236961e-02	0.000000e+00	-8.183718e-02
2.170079316236961e-02	0.000000e+00	-7.971668e-02
2.171079316236961e-02	0.000000e+00	-7.765079e-02
2.172079316236961e-02	0.000000e+00	-7.563877e-02
2.173079316236961e-02	0.000000e+00	-7.367849e-02
2.174079316236961e-02	0.000000e+00	-7.176924e-02
2.175079316236961e-02	0.000000e+00	-6.990933e-02
2.176079316236961e-02	0.000000e+00	-6.809759e-02
2.177079316236961e-02	0.000000e+00	-6.633282e-02
2.178079316236961e-02	0.000000e+00	-6.461382e-02
2.179079316236961e-02	0.000000e+00	-6.293917e-02
2.180079316236961e-02	0.000000e+00	-6.130791e-02
2.181079316236961e-02	0.000000e+00	-5.971885e-02
2.182079316236961e-02	0.000000e+00	-5.817103e-02
2.183079316236961e-02	0.000000e+00	-5.666327e-02
2.184079316236961e-02	0.000000e+00	-5.519462e-02
2.185079316236961e-02	0.000000e+00	-5.376410e-02
2.186079316236961e-02	0.000000e+00	-5.237055e-02
2.187079316236961e-02	0.000000e+00	-5.101299e-02
2.188079316236961e-02	0.000000e+00	-4.969072e-02
2.189079316236961e-02	0.000000e+00	-4.840255e-02
2.190079316236961e-02	0.000000e+00	-4.714799e-02
2.191079316236961e-02	0.000000e+00	-4.592586e-02
2.192079316236961e-02	0.000000e+00	-4.473543e-02
2.193079316236961e-02	0.000000e+00	-4.357576e-02
2.194079316236961e-02	0.000000e+00	-4.244614e-02
2.195079316236961e-02	0.000000e+00	-4.134583e-02
2.196079316236961e-02	0.000000e+00	-4.027390e-02
2.197079316236961e-02	0.000000e+00	-3.922987e-02
2.198079316236961e-02	0.000000e+00	-3.821278e-02
2.199079316236961e-02	0.000000e+00	-3.722215e-02
2.200079316236961e-02	0.000000e+00	-3.625727e-02
2.201079316236961e-02	0.000000e+00	-3.531742e-02
2.202079316236961e-02	0.000000e+00	-3.440166e-02
2.203079316236961e-02	0.000000e+00	-3.350973e-02
2.204079316236961e-02	0.000000e+00	-3.264093e-02
2.205079316236961e-02	0.000000e+00	-3.179479e-02
2.206079316236961e-02	0.000000e+00	-3.097057e-02
2.207079316236961e-02	0.000000e+00	-3.016758e-02
2.208079316236961e-02	0.000000e+00	-2.938533e-02
2.209079316236961e-02	0.000000e+00	-2.862358e-02
2.210079316236961e-02	0.000000e+00	-2.788138e-02
2.211079316236961e-02	0.000000e+00	-2.715874e-02
2.212079316236961e-02	0.000000e+00	-2.645445e-02
2.213079316236961e-02	0.000000e+00	-2.576876e-02
2.214079316236961e-02	0.000000e+00	-2.510047e-02
2.215079316236961e-02	0.000000e+00	-2.444983e-02
2.216079316236961e-02	0.000000e+00	-2.381587e-02
2.217079316236961e-02	0.000000e+00	-2.319837e-02
2.218079316236961e-02	0.000000e+00	-2.259684e-02
2.219079316236961e-02	0.000000e+00	-2.201104e-02
2.220079316236961e-02	0.000000e+00	-2.144051e-02
2.221079316236961e-02	0.000000e+00	-2.088451e-02
2.222079316236961e-02	0.000000e+00	-2.034307e-02
2.223079316236961e-02	0.000000e+00	-1.981544e-02
2.224079316236961e-02	0.000000e+00	-1.930165e-02
2.225079316236961e-02	0.000000e+00	-1.880121e-02
2.226079316236961e-02	0.000000e+00	-1.831388e-02
2.227079316236961e-02	0.000000e+00	-1.783895e-02
2.228079316236961e-02	0.000000e+00	-1.737642e-02
2.229079316236961e-02	0.000000e+00	-1.692581e-02
2.230079316236961e-02	0.000000e+00	-1.648712e-02
2.231079316236961e-02	0.000000e+00	-1.605964e-02
2.232079316236961e-02	0.000000e+00	-1.564312e-02
2.233079316236961e-02	0.000000e+00	-1.523757e-02
2.234079316236961e-02	0.000000e+00	-1.484251e-02
2.235079316236961e-02	0.000000e+00	-1.445770e-02
2.236079316236961e-02	0.000000e+00	-1.408291e-02
2.237079316236961e-02	0.000000e+00	-1.371789e-02
2.238079316236961e-02	0.000000e+00	-1.336217e-02
2.239079316236961e-02	0.000000e+00	-1.301575e-02
2.240079316236961e-02	0.000000e+00	-1.267815e-02
2.241079316236961e-02	0.000000e+00	-1.234961e-02
2.242079316236961e-02	0.000000e+00	-1.202941e-02
2.243079316236961e-02	0.000000e+00	-1.171732e-02
2.244079316236961e-02	0.000000e+00	-1.141357e-02
2.245079316236961e-02	0.000000e+00	-1.111770e-02
2.246079316236961e-02	0.000000e+00	-1.082945e-02
2.247079316236961e-02	0.000000e+00	-1.054859e-02
2.248079316236961e-02	0.000000e+00	-1.027536e-02
2.249079316236961e-02	0.000000e+00	-1.000881e-02
2.250079316236961e-02	0.000000e+00	-9.749413e-03
2.251079316236961e-02	0.000000e+00	-9.496689e-03
2.252079316236961e-02	0.000000e+00	-9.250402e-03
2.253079316236961e-02	0.000000e+00	-9.010553e-03
2.254079316236961e-02	0.000000e+00	-8.777142e-03
2.255079316236961e-02	0.000000e+00	-8.549452e-03
2.256079316236961e-02	0.000000e+00	-8.327723e-03
2.257079316236961e-02	0.000000e+00	-8.111954e-03
2.258079316236961e-02	0.000000e+00	-7.901669e-03
2.259079316236961e-02	0.000000e+00	-7.696629e-03
2.260079316236961e-02	0.000000e+00	-7.497311e-03
2.261079316236961e-02	0.000000e+00	-7.302761e-03
2.262079316236961e-02	0.000000e+00	-7.113457e-03
2.263079316236961e-02	0.000000e+00	-6.929159e-03
2.264079316236961e-02	0.000000e+00	-6.749630e-03
2.265079316236961e-02	0.000000e+00	-6.574631e-03
2.266079316236961e-02	0.000000e+00	-6.404161e-03
2.267079316236961e-02	0.000000e+00	-6.237984e-03
2.268079316236961e-02	0.000000e+00	-6.076336e-03
2.269079316236961e-02	0.000000e+00	-5.918980e-03
2.270079316236961e-02	0.000000e+00	-5.765438e-03
2.271079316236961e-02	0.000000e+00	-5.616188e-03
2.272079316236961e-02	0.000000e+00	-5.470514e-03
2.273079316236961e-02	0.000000e+00	-5.328655e-03
2.274079316236961e-02	0.000000e+00	-5.190611e-03
2.275079316236961e-02	0.000000e+00	-5.056143e-03
2.276079316236961e-02	0.000000e+00	-4.925013e-03
2.277079316236961e-02	0.000000e+00	-4.797459e-03
2.278079316236961e-02	0.000000e+00	-4.673004e-03
2.279079316236961e-02	0.000000e+00	-4.551888e-03
2.280079316236961e-02	0.000000e+00	-4.434109e-03
2.281079316236961e-02	0.000000e+00	-4.319191e-03
2.282079316236961e-02	0.000000e+00	-4.207134e-03
2.283079316236961e-02	0.000000e+00	-4.098177e-03
2.284079316236961e-02	0.000000e+00	-3.991842e-03
2.285079316236961e-02	0.000000e+00	-3.888607e-03
2.286079316236961e-02	0.000000e+00	-3.787756e-03
2.287079316236961e-02	0.000000e+00	-3.689766e-03
2.288079316236961e-02	0.000000e+00	-3.593922e-03
2.289079316236961e-02	0.000000e+00	-3.500938e-03
2.290079316236961e-02	0.000000e+00	-3.410101e-03
2.291079316236961e-02	0.000000e+00	-3.321648e-03
2.292079316236961e-02	0.000000e+00	-3.235817e-03
2.293079316236961e-02	0.000000e+00	-3.151894e-03
2.294079316236961e-02	0.000000e+00	-3.070354e-03
2.295079316236961e-02	0.000000e+00	-2.990723e-03
2.296079316236961e-02	0.000000e+00	-2.913237e-03
2.297079316236961e-02	0.000000e+00	-2.837896e-03
2.298079316236961e-02	0.000000e+00	-2.764225e-03
2.299079316236961e-02	0.000000e+00	-2.692699e-03
2.300079316236961e-02	0.000000e+00	-2.622843e-03
2.301079316236961e-02	0.000000e+00	-2.554893e-03
2.302079316236961e-02	0.000000e+00	-2.488852e-03
2.303079316236961e-02	0.000000e+00	-2.424240e-03
2.304079316236961e-02	0.000000e+00	-2.361536e-03
2.305079316236961e-02	0.000000e+00	-2.300262e-03
2.306079316236961e-02	0.000000e+00	-2.240896e-03
2.307079316236961e-02	0.000000e+00	-2.182961e-03
2.308079316236961e-02	0.000000e+00	-2.126217e-03
2.309079316236961e-02	0.000000e+00	-2.071381e-03
2.310079316236961e-02	0.000000e+00	-2.017498e-03
2.311079316236961e-02	0.000000e+00	-1.965523e-03
2.312079316236961e-02	0.000000e+00	-1.914501e-03
2.313079316236961e-02	0.000000e+00	-1.864910e-03
2.314079316236961e-02	0.000000e+00	-1.816750e-03
2.315079316236961e-02	0.000000e+00	-1.769543e-03
2.316079316236961e-02	0.000000e+00	-1.723766e-03
2.317079316236961e-02	0.000000e+00	-1.679182e-03
2.318079316236961e-02	0.000000e+00	-1.635790e-03
2.319079316236961e-02	0.000000e+00	-1.593351e-03
2.320079316236961e-02	0.000000e+00	-1.552105e-03
2.321079316236961e-02	0.000000e+00	-1.512051e-03
2.322079316236961e-02	0.000000e+00	-1.472950e-03
2.323079316236961e-02	0.000000e+00	-1.434803e-03
2.324079316236961e-02	0.000000e+00	-1.397610e-03
2.325079316236961e-02	0.000000e+00	-1.361609e-03
2.326079316236961e-02	0.000000e+00	-1.326323e-03
2.327079316236961e-02	0.000000e+00	-1.291990e-03
2.328079316236961e-02	0.000000e+00	-1.258612e-03
2.329079316236961e-02	0.000000e+00	-1.225948e-03
2.330079316236961e-02	0.000000e+00	-1.194239e-03
2.331079316236961e-02	0.000000e+00	-1.163483e-03
2.332079316236961e-02	0.000000e+00	-1.133442e-03
2.333079316236961e-02	0.000000e+00	-1.104116e-03
2.334079316236961e-02	0.000000e+00	-1.075506e-03
2.335079316236961e-02	0.000000e+00	-1.047611e-03
2.336079316236961e-02	0.000000e+00	-1.020670e-03
2.337079316236961e-02	0.000000e+00	-9.942055e-04
2.338079316236961e-02	0.000000e+00	-9.686947e-04
2.339079316236961e-02	0.000000e+00	-9.436607e-04
2.340079316236961e-02	0.000000e+00	-9.193420e-04
2.341079316236961e-02	0.000000e+00	-8.955002e-04
2.342079316236961e-02	0.000000e+00	-8.723736e-04
2.343079316236961e-02	0.000000e+00	-8.497238e-04
2.344079316236961e-02	0.000000e+00	-8.277893e-04
2.345079316236961e-02	0.000000e+00	-8.065701e-04
2.346079316236961e-02	0.000000e+00	-7.858276e-04
2.347079316236961e-02	0.000000e+00	-7.653236e-04
2.348079316236961e-02	0.000000e+00	-7.457733e-04
2.349079316236961e-02	0.000000e+00	-7.262230e-04
2.350079316236961e-02	0.000000e+00	-7.076263e-04
2.351079316236961e-02	0.000000e+00	-6.892681e-04
2.352079316236961e-02	0.000000e+00	-6.716251e-04
2.353079316236961e-02	0.000000e+00	-6.542206e-04
2.354079316236961e-02	0.000000e+00	-6.375313e-04
2.355079316236961e-02	0.000000e+00	-6.208420e-04
2.356079316236961e-02	0.000000e+00	-6.048679e-04
2.357079316236961e-02	0.000000e+00	-5.893707e-04
2.358079316236961e-02	0.000000e+00	-5.741119e-04
2.359079316236961e-02	0.000000e+00	-5.593300e-04
2.360079316236961e-02	0.000000e+00	-5.450249e-04
2.361079316236961e-02	0.000000e+00	-5.307198e-04
2.362079316236961e-02	0.000000e+00	-5.171299e-04
2.363079316236961e-02	0.000000e+00	-5.040169e-04
2.364079316236961e-02	0.000000e+00	-4.909039e-04
2.365079316236961e-02	0.000000e+00	-4.782677e-04
2.366079316236961e-02	0.000000e+00	-4.658699e-04
2.367079316236961e-02	0.000000e+00	-4.539490e-04
2.368079316236961e-02	0.000000e+00	-4.422665e-04
2.369079316236961e-02	0.000000e+00	-4.310608e-04
2.370079316236961e-02	0.000000e+00	-4.198551e-04
2.371079316236961e-02	0.000000e+00	-4.091263e-04
