time	Ix(M3:D)
1.163677720200402e-02	-5.365738e-06
1.164677720200402e-02	-5.354299e-06
1.165677720200402e-02	-5.343032e-06
1.166677720200402e-02	-5.331932e-06
1.167677720200402e-02	-5.320995e-06
1.168677720200402e-02	-5.310219e-06
1.169677720200402e-02	-5.299601e-06
1.170677720200402e-02	-5.289136e-06
1.171677720200402e-02	-5.278822e-06
1.172677720200402e-02	-5.268657e-06
1.173677720200402e-02	-5.258638e-06
1.174677720200402e-02	-5.248764e-06
1.175677720200402e-02	-5.239032e-06
1.176677720200402e-02	-5.229441e-06
1.177677720200402e-02	-5.219988e-06
1.178677720200402e-02	-5.210674e-06
1.179677720200402e-02	-5.201496e-06
1.180677720200402e-02	-5.192454e-06
1.181677720200402e-02	-5.183546e-06
1.182677720200402e-02	-5.174772e-06
1.183677720200402e-02	-5.166132e-06
1.184677720200402e-02	-5.157624e-06
1.185677720200402e-02	-5.149249e-06
1.186677720200402e-02	-5.141007e-06
1.187677720200402e-02	-5.132898e-06
1.188677720200402e-02	-5.124922e-06
1.189677720200402e-02	-5.117080e-06
1.190677720200402e-02	-5.109371e-06
1.191677720200402e-02	-5.101798e-06
1.192677720200402e-02	-5.094360e-06
1.193677720200402e-02	-5.087059e-06
1.194677720200402e-02	-5.079897e-06
1.195677720200402e-02	-5.072875e-06
1.196677720200402e-02	-5.065994e-06
1.197677720200402e-02	-5.059256e-06
1.198677720200402e-02	-5.052664e-06
1.199677720200402e-02	-5.046219e-06
1.200677720200402e-02	-5.039924e-06
1.201677720200402e-02	-5.033783e-06
1.202677720200402e-02	-5.027796e-06
1.203677720200402e-02	-5.021969e-06
1.204677720200402e-02	-5.016303e-06
1.205677720200402e-02	-5.010803e-06
1.206677720200402e-02	-5.005472e-06
1.207677720200402e-02	-5.000314e-06
1.208677720200402e-02	-4.995333e-06
1.209677720200402e-02	-4.990532e-06
1.210677720200402e-02	-4.985917e-06
1.211677720200402e-02	-4.981490e-06
1.212677720200402e-02	-4.977256e-06
1.213677720200402e-02	-4.973218e-06
1.214677720200402e-02	-4.969380e-06
1.215677720200402e-02	-4.965745e-06
1.216677720200402e-02	-4.962314e-06
1.217677720200402e-02	-4.959088e-06
1.218677720200402e-02	-4.956068e-06
1.219677720200402e-02	-4.953251e-06
1.220677720200402e-02	-4.950634e-06
1.221677720200402e-02	-4.948212e-06
1.222677720200402e-02	-4.945976e-06
1.223677720200402e-02	-4.943917e-06
1.224677720200402e-02	-4.942020e-06
1.225677720200402e-02	-4.940270e-06
1.226677720200402e-02	-4.938647e-06
1.227677720200402e-02	-4.937132e-06
1.228677720200402e-02	-4.935700e-06
1.229677720200402e-02	-4.934331e-06
1.230677720200402e-02	-4.933000e-06
1.231677720200402e-02	-4.931686e-06
1.232677720200402e-02	-4.930369e-06
1.233677720200402e-02	-4.929034e-06
1.234677720200402e-02	-4.927668e-06
1.235677720200402e-02	-4.926264e-06
1.236677720200402e-02	-4.924821e-06
1.237677720200402e-02	-4.923339e-06
1.238677720200402e-02	-4.921824e-06
1.239677720200402e-02	-4.920287e-06
1.240677720200402e-02	-4.918738e-06
1.241677720200402e-02	-4.917191e-06
1.242677720200402e-02	-4.915661e-06
1.243677720200402e-02	-4.914162e-06
1.244677720200402e-02	-4.912708e-06
1.245677720200402e-02	-4.911313e-06
1.246677720200402e-02	-4.909988e-06
1.247677720200402e-02	-4.908745e-06
1.248677720200402e-02	-4.907592e-06
1.249677720200402e-02	-4.906538e-06
1.250677720200402e-02	-4.905589e-06
1.251677720200402e-02	-4.904748e-06
1.252677720200402e-02	-4.904020e-06
1.253677720200402e-02	-4.903406e-06
1.254677720200402e-02	-4.902907e-06
1.255677720200402e-02	-4.902524e-06
1.256677720200402e-02	-4.902254e-06
1.257677720200402e-02	-4.902096e-06
1.258677720200402e-02	-4.902047e-06
1.259677720200402e-02	-4.902105e-06
1.260677720200402e-02	-4.902265e-06
1.261677720200402e-02	-4.902523e-06
1.262677720200402e-02	-4.902874e-06
1.263677720200402e-02	-4.903313e-06
1.264677720200402e-02	-4.903836e-06
1.265677720200402e-02	-4.904438e-06
1.266677720200402e-02	-4.905113e-06
1.267677720200402e-02	-4.905855e-06
1.268677720200402e-02	-4.906660e-06
1.269677720200402e-02	-4.907521e-06
1.270677720200402e-02	-4.908434e-06
1.271677720200402e-02	-4.909393e-06
1.272677720200402e-02	-4.910394e-06
1.273677720200402e-02	-4.911430e-06
1.274677720200402e-02	-4.912498e-06
1.275677720200402e-02	-4.913593e-06
1.276677720200402e-02	-4.914710e-06
1.277677720200402e-02	-4.915845e-06
1.278677720200402e-02	-4.916995e-06
1.279677720200402e-02	-4.918154e-06
1.280677720200402e-02	-4.919320e-06
1.281677720200402e-02	-4.920489e-06
1.282677720200402e-02	-4.921658e-06
1.283677720200402e-02	-4.922824e-06
1.284677720200402e-02	-4.923985e-06
1.285677720200402e-02	-4.925138e-06
1.286677720200402e-02	-4.926280e-06
1.287677720200402e-02	-4.927409e-06
1.288677720200402e-02	-4.928525e-06
1.289677720200402e-02	-4.929624e-06
1.290677720200402e-02	-4.930705e-06
1.291677720200402e-02	-4.931768e-06
1.292677720200402e-02	-4.932810e-06
1.293677720200402e-02	-4.933832e-06
1.294677720200402e-02	-4.934831e-06
1.295677720200402e-02	-4.935808e-06
1.296677720200402e-02	-4.936761e-06
1.297677720200402e-02	-4.937690e-06
1.298677720200402e-02	-4.938596e-06
1.299677720200402e-02	-4.939477e-06
1.300677720200402e-02	-4.940333e-06
1.301677720200402e-02	-4.941165e-06
1.302677720200402e-02	-4.941972e-06
1.303677720200402e-02	-4.942755e-06
1.304677720200402e-02	-4.943513e-06
1.305677720200402e-02	-4.944247e-06
1.306677720200402e-02	-4.944957e-06
1.307677720200402e-02	-4.945644e-06
1.308677720200402e-02	-4.946307e-06
1.309677720200402e-02	-4.946948e-06
1.310677720200402e-02	-4.947566e-06
1.311677720200402e-02	-4.948162e-06
