time	I(Vcell25)
0.000000000000000e+00	-2.647137e-07
9.999999439624929e-11	-2.645915e-07
1.999999887924986e-10	-2.644522e-07
3.999999775849972e-10	-2.641404e-07
7.999999551699943e-10	-2.633493e-07
1.599999910339989e-09	-2.613045e-07
3.199999820679977e-09	-2.563031e-07
6.399999641359955e-09	-2.456905e-07
1.279999928271991e-08	-2.267696e-07
2.559999856543982e-08	-1.965877e-07
5.119999713087964e-08	-1.500107e-07
9.248630664979748e-08	-9.376345e-08
1.509759026644180e-07	-2.192532e-07
2.056786036796262e-07	-5.149143e-07
2.711470554082648e-07	-7.974963e-07
3.307589917392930e-07	-9.512551e-07
4.499828644013495e-07	-9.596616e-07
4.722951375678552e-07	-9.370539e-07
5.169196839008667e-07	-8.907734e-07
6.061687765668897e-07	-8.027147e-07
7.846669618989356e-07	-6.507053e-07
1.141663332563027e-06	-4.378660e-07
1.717850044023306e-06	-2.834838e-07
2.438243087911455e-06	-2.584337e-07
3.466266525716984e-06	-3.111727e-07
5.224207515102728e-06	-4.260748e-07
8.740089493874218e-06	-6.263770e-07
1.577185345141720e-05	-6.156732e-06
2.577185345141720e-05	-2.061459e-05
3.577185345141720e-05	-2.873440e-05
4.577185345141720e-05	-3.087649e-05
5.577185345141720e-05	-2.762247e-05
6.577185345141719e-05	-2.350339e-05
7.577185345141719e-05	-1.994790e-05
8.577185345141719e-05	-1.722930e-05
9.577185345141719e-05	-1.472580e-05
1.000000009999994e-04	-1.396244e-05
1.000000019999994e-04	-1.396328e-05
1.000000179999994e-04	-1.396263e-05
1.000000499999994e-04	-1.396368e-05
1.000001139999994e-04	-1.396331e-05
1.000002419999994e-04	-1.396368e-05
1.000004979999994e-04	-1.396269e-05
1.000010099999994e-04	-1.396078e-05
1.000020339999994e-04	-1.395497e-05
1.000040819999994e-04	-1.394454e-05
1.000081779999994e-04	-1.392807e-05
1.000163699999994e-04	-1.390956e-05
1.000327539999994e-04	-1.389375e-05
1.000655219999995e-04	-1.388537e-05
1.001310579999995e-04	-1.387250e-05
1.002621299999997e-04	-1.384540e-05
1.005242740000000e-04	-1.379195e-05
1.010485620000006e-04	-1.368673e-05
1.020971380000018e-04	-1.347850e-05
1.041942900000042e-04	-1.307284e-05
1.083885940000089e-04	-1.230050e-05
1.167772020000184e-04	-1.090013e-05
1.267772020000184e-04	-9.455539e-06
1.367772020000184e-04	-8.217469e-06
1.467772020000184e-04	-4.910777e-05
1.567772020000184e-04	-1.165658e-04
1.637399388752004e-04	-5.853014e-03
1.704888489359943e-04	-1.757227e-02
1.739243607918198e-04	-2.141850e-02
1.773201076481437e-04	-2.408766e-02
1.818188852255194e-04	-2.698753e-02
1.859811516968270e-04	-2.966813e-02
1.943056846394420e-04	-3.459177e-02
2.043056846394420e-04	-4.054137e-02
2.143056846394420e-04	-4.624942e-02
2.243056846394420e-04	-5.208167e-02
2.343056846394420e-04	-5.771924e-02
2.443056846394420e-04	-6.350234e-02
2.543056846394420e-04	-6.910156e-02
2.643056846394420e-04	-7.485258e-02
2.743056846394420e-04	-8.042348e-02
2.843056846394420e-04	-8.614842e-02
2.943056846394420e-04	-9.167555e-02
3.043056846394420e-04	-9.741783e-02
3.143056846394420e-04	-1.040779e-01
3.241275325582053e-04	-1.189514e-01
3.331953639616870e-04	-1.420010e-01
3.425530178579571e-04	-1.655897e-01
3.515208552939228e-04	-1.875968e-01
3.615208552939228e-04	-2.071377e-01
3.715208552939228e-04	-2.144970e-01
3.815208552939228e-04	-2.207602e-01
3.915208552939228e-04	-2.263470e-01
4.015208552939228e-04	-2.320725e-01
4.115208552939228e-04	-2.373883e-01
4.215208552939228e-04	-2.429491e-01
4.315208552939228e-04	-2.481509e-01
4.415208552939228e-04	-2.536277e-01
4.515208552939228e-04	-2.587625e-01
4.615208552939228e-04	-2.641850e-01
4.715208552939228e-04	-2.692729e-01
4.815208552939228e-04	-2.746550e-01
4.915208552939228e-04	-2.797063e-01
5.015208552939228e-04	-2.850558e-01
5.115208552939228e-04	-2.900763e-01
5.215208552939227e-04	-2.953978e-01
5.315208552939228e-04	-3.003914e-01
5.415208552939228e-04	-3.056880e-01
5.515208552939228e-04	-3.106572e-01
5.615208552939227e-04	-3.154587e-01
5.715208552939228e-04	-3.165615e-01
5.815208552939228e-04	-3.173293e-01
5.915208552939228e-04	-3.174773e-01
