time	V(out_pos,out_neg)
0.000000000000000e+00	5.245209e-06
9.999999439624929e-11	5.245209e-06
1.999999887924986e-10	5.245209e-06
3.999999775849972e-10	5.245209e-06
7.999999551699943e-10	5.245209e-06
1.599999910339989e-09	5.245209e-06
3.199999820679977e-09	5.006790e-06
6.399999641359955e-09	5.245209e-06
1.279999928271991e-08	4.768372e-06
2.559999856543982e-08	4.291534e-06
5.119999713087964e-08	3.099442e-06
9.248630664979748e-08	9.775162e-06
1.509759026644180e-07	2.765656e-05
2.056786036796262e-07	3.576279e-05
2.711470554082648e-07	2.598763e-05
3.307589917392930e-07	1.645088e-05
4.499828644013495e-07	-1.406670e-05
4.722951375678552e-07	-2.098083e-05
5.169196839008667e-07	-2.145767e-05
6.061687765668897e-07	-1.978874e-05
7.846669618989356e-07	-8.583069e-06
1.141663332563027e-06	2.622604e-06
1.717850044023306e-06	-3.337860e-05
2.438243087911455e-06	-1.161098e-04
3.466266525716984e-06	-2.892017e-04
5.224207515102728e-06	-8.251667e-04
8.740089493874218e-06	-6.394386e-04
1.577185345141720e-05	1.186609e-03
2.577185345141720e-05	-3.908157e-03
3.577185345141720e-05	-5.099773e-03
4.577185345141720e-05	-1.113176e-03
5.577185345141720e-05	-2.573490e-03
6.577185345141719e-05	-1.135111e-03
7.577185345141719e-05	-6.473064e-04
8.577185345141719e-05	-2.133846e-04
9.577185345141719e-05	-7.033348e-05
1.000000009999994e-04	-2.765656e-05
1.000000019999994e-04	-2.765656e-05
1.000000179999994e-04	-2.765656e-05
1.000000499999994e-04	-2.765656e-05
1.000001139999994e-04	-2.765656e-05
1.000002419999994e-04	-2.765656e-05
1.000004979999994e-04	-2.765656e-05
1.000010099999994e-04	-2.765656e-05
1.000020339999994e-04	-2.765656e-05
1.000040819999994e-04	-2.765656e-05
1.000081779999994e-04	-2.789497e-05
1.000163699999994e-04	-2.813339e-05
1.000327539999994e-04	-2.813339e-05
1.000655219999995e-04	-2.837181e-05
1.001310579999995e-04	-2.861023e-05
1.002621299999997e-04	-2.884865e-05
1.005242740000000e-04	-2.884865e-05
1.010485620000006e-04	-2.884865e-05
1.020971380000018e-04	-2.813339e-05
1.041942900000042e-04	-2.574921e-05
1.083885940000089e-04	-1.406670e-05
1.167772020000184e-04	1.358986e-05
1.267772020000184e-04	3.004074e-05
1.367772020000184e-04	-4.350424e-02
1.467772020000184e-04	-9.065676e-02
1.567772020000184e-04	6.022811e-02
1.637399388752004e-04	1.481915e-01
1.704888489359943e-04	3.514233e-01
1.739243607918198e-04	4.279959e-01
1.773201076481437e-04	4.793386e-01
1.818188852255194e-04	5.393500e-01
1.859811516968270e-04	5.910795e-01
1.943056846394420e-04	6.914396e-01
2.043056846394420e-04	8.086267e-01
