time	V(out_pos,out_neg)
0.000000000000000e+00	5.006790e-06
9.999999439624929e-11	5.006790e-06
1.999999887924986e-10	5.006790e-06
3.999999775849972e-10	5.006790e-06
7.999999551699943e-10	5.006790e-06
1.599999910339989e-09	5.006790e-06
3.199999820679977e-09	5.245209e-06
6.399999641359955e-09	5.006790e-06
1.279999928271991e-08	4.768372e-06
2.559999856543982e-08	3.337860e-06
5.119999713087964e-08	-5.626678e-05
9.252070775647470e-08	2.598763e-05
1.510105614849590e-07	1.685619e-04
2.057097563394625e-07	7.653236e-05
2.711918199481543e-07	5.769730e-05
3.308260921975742e-07	3.576279e-05
4.437653210593508e-07	-1.382828e-05
4.641529771383221e-07	-2.312660e-05
5.049282892962648e-07	-2.455711e-05
5.864789136121502e-07	-2.479553e-05
7.495801622439208e-07	-1.859665e-05
1.075782659507462e-06	-9.059906e-06
1.633817302632812e-06	-2.837181e-05
2.330362374581690e-06	-8.273125e-05
3.315593155943878e-06	-1.883507e-04
4.937628055957390e-06	-4.897118e-04
8.181697855984414e-06	-1.202345e-03
1.466983745603846e-05	-1.158476e-03
2.466983745603846e-05	-4.258156e-04
3.466983745603846e-05	-1.178503e-03
4.466983745603846e-05	-1.835585e-03
5.466983745603846e-05	-2.273321e-03
6.466983745603846e-05	-2.382040e-03
7.466983745603846e-05	-2.083540e-03
8.466983745603846e-05	-1.562595e-03
9.466983745603846e-05	-2.276897e-04
1.000000009999994e-04	-7.867813e-06
1.000000019999994e-04	-7.867813e-06
1.000000179999994e-04	-7.867813e-06
1.000000499999994e-04	-7.867813e-06
1.000001139999994e-04	-7.867813e-06
1.000002419999994e-04	-7.748604e-06
1.000004979999994e-04	-7.748604e-06
1.000010099999994e-04	-7.867813e-06
1.000020339999994e-04	-7.867813e-06
1.000040819999994e-04	-7.867813e-06
1.000081779999994e-04	-7.748604e-06
1.000163699999994e-04	-7.867813e-06
1.000327539999994e-04	-7.867813e-06
1.000655219999995e-04	-7.748604e-06
1.001310579999995e-04	-7.748604e-06
1.002621299999997e-04	-7.510185e-06
1.005242740000000e-04	-6.437302e-06
1.010485620000006e-04	-2.264977e-06
1.020971380000018e-04	1.251698e-05
1.041942900000042e-04	5.006790e-05
1.083885940000089e-04	-4.029274e-05
1.167772020000184e-04	-6.883144e-04
1.267772020000184e-04	-1.152277e-03
1.367772020000184e-04	-1.205564e-03
1.467772020000184e-04	-1.094103e-03
1.567772020000184e-04	-9.516478e-04
1.667772020000184e-04	-7.956028e-04
1.767772020000184e-04	-6.712675e-04
1.867772020000184e-04	-5.563498e-04
1.967772020000184e-04	-4.698038e-04
2.067772020000184e-04	-4.057884e-04
2.167772020000184e-04	-2.855182e-03
2.267772020000184e-04	-1.299191e-02
2.367772020000184e-04	-1.985836e-02
2.467772020000184e-04	-8.558869e-03
2.567772020000184e-04	1.301408e-03
2.667772020000184e-04	-2.379417e-04
2.767772020000184e-04	3.554821e-04
2.867772020000184e-04	2.214909e-04
2.967772020000184e-04	3.399849e-04
3.067772020000184e-04	1.483679e-03
3.167772020000184e-04	1.634836e-03
3.267772020000184e-04	1.493931e-03
3.367772020000184e-04	3.964448e-02
3.467772020000184e-04	1.018567e-01
3.526689974438482e-04	2.118030e-01
3.584169121317970e-04	4.374440e-01
3.654051165794683e-04	7.242525e-01
3.722249489212302e-04	9.609962e-01
3.782766817416345e-04	1.102658e+00
3.843428632561266e-04	1.203248e+00
3.901874126668784e-04	1.293816e+00
4.001874126668784e-04	1.443614e+00
4.101874126668784e-04	1.588853e+00
4.201874126668784e-04	1.730686e+00
4.301874126668784e-04	1.870145e+00
4.401874126668784e-04	2.007853e+00
4.501874126668784e-04	2.144222e+00
4.601874126668784e-04	2.279488e+00
4.701874126668784e-04	2.413873e+00
4.801874126668784e-04	2.547492e+00
4.901874126668784e-04	2.680475e+00
5.001874126668783e-04	2.812878e+00
5.101874126668784e-04	2.944784e+00
5.201874126668784e-04	3.071567e+00
5.301874126668784e-04	3.165995e+00
5.401874126668783e-04	3.207959e+00
5.501874126668784e-04	3.219790e+00
5.601874126668784e-04	3.226318e+00
5.701874126668784e-04	3.230868e+00
5.801874126668783e-04	3.234409e+00
5.901874126668784e-04	3.237259e+00
6.001874126668784e-04	3.239684e+00
6.101874126668784e-04	3.241744e+00
6.201874126668783e-04	3.243577e+00
6.301874126668784e-04	3.245175e+00
6.401874126668784e-04	3.246653e+00
6.501874126668784e-04	3.248147e+00
6.601874126668783e-04	3.249670e+00
6.701874126668784e-04	3.251109e+00
6.801874126668784e-04	3.252489e+00
6.901874126668784e-04	3.253746e+00
7.001874126668783e-04	3.254930e+00
7.101874126668784e-04	3.255994e+00
7.201874126668784e-04	3.256992e+00
7.301874126668784e-04	3.257884e+00
7.401874126668783e-04	3.258723e+00
7.501874126668783e-04	3.259470e+00
7.601874126668784e-04	3.260177e+00
7.701874126668784e-04	3.260804e+00
7.801874126668783e-04	3.261401e+00
7.901874126668783e-04	3.261930e+00
8.001874126668784e-04	3.262438e+00
8.101874126668784e-04	3.262886e+00
8.201874126668783e-04	3.263319e+00
8.301874126668783e-04	3.263700e+00
8.401874126668784e-04	3.264072e+00
8.501874126668784e-04	3.264398e+00
8.601874126668783e-04	3.264719e+00
8.701874126668783e-04	3.264998e+00
8.801874126668784e-04	3.265277e+00
8.901874126668784e-04	3.265517e+00
9.001874126668783e-04	3.265760e+00
9.101874126668783e-04	3.265967e+00
9.201874126668784e-04	3.266179e+00
9.301874126668784e-04	3.266358e+00
9.401874126668783e-04	3.266544e+00
9.501874126668783e-04	3.266700e+00
9.601874126668784e-04	3.266863e+00
9.701874126668784e-04	3.266998e+00
9.801874126668783e-04	3.267142e+00
9.901874126668783e-04	3.267260e+00
1.000000000000000e-03	3.267387e+00
1.000000001000000e-03	3.267387e+00
1.000000017000000e-03	3.267387e+00
1.000000049000000e-03	3.267387e+00
1.000000113000000e-03	3.267387e+00
1.000000241000000e-03	3.267386e+00
1.000000497000000e-03	3.267385e+00
1.000001009000000e-03	3.267384e+00
1.000002033000000e-03	3.267382e+00
1.000004081000000e-03	3.267382e+00
1.000008177000000e-03	3.267382e+00
1.000016369000001e-03	3.267382e+00
1.000032753000001e-03	3.267382e+00
1.000065521000002e-03	3.267382e+00
1.000131057000004e-03	3.267383e+00
1.000262129000007e-03	3.267384e+00
1.000524273000015e-03	3.267387e+00
1.001048561000029e-03	3.267393e+00
1.002097137000058e-03	3.267405e+00
1.004194289000116e-03	3.267429e+00
1.008388593000232e-03	3.267475e+00
1.016777201000463e-03	3.267564e+00
1.026777201000463e-03	3.267664e+00
1.036777201000463e-03	3.267758e+00
1.046777201000463e-03	3.267847e+00
1.056777201000463e-03	3.267929e+00
1.066777201000463e-03	3.268007e+00
1.076777201000463e-03	3.268081e+00
1.086777201000463e-03	3.268150e+00
1.096777201000463e-03	3.268215e+00
1.106777201000463e-03	3.268276e+00
1.116777201000463e-03	3.268333e+00
1.126777201000463e-03	3.268387e+00
1.136777201000463e-03	3.268438e+00
1.146777201000463e-03	3.268486e+00
1.156777201000463e-03	3.268532e+00
1.166777201000463e-03	3.268574e+00
1.176777201000463e-03	3.268615e+00
1.186777201000463e-03	3.268653e+00
1.196777201000463e-03	3.268688e+00
1.206777201000463e-03	3.268722e+00
1.216777201000463e-03	3.268754e+00
1.226777201000463e-03	3.268784e+00
1.236777201000463e-03	3.268812e+00
1.246777201000463e-03	3.268839e+00
1.256777201000463e-03	3.268864e+00
1.266777201000463e-03	3.268888e+00
1.276777201000463e-03	3.268910e+00
1.286777201000463e-03	3.268931e+00
1.296777201000463e-03	3.268951e+00
1.306777201000463e-03	3.268970e+00
1.316777201000463e-03	3.268988e+00
1.326777201000463e-03	3.269005e+00
1.336777201000463e-03	3.269021e+00
1.346777201000463e-03	3.269036e+00
1.356777201000463e-03	3.269050e+00
1.366777201000463e-03	3.269063e+00
1.376777201000463e-03	3.269076e+00
1.386777201000463e-03	3.269088e+00
1.396777201000463e-03	3.269099e+00
1.406777201000463e-03	3.269110e+00
1.416777201000463e-03	3.269120e+00
1.426777201000463e-03	3.269130e+00
1.436777201000463e-03	3.269138e+00
1.446777201000463e-03	3.269147e+00
1.456777201000463e-03	3.269155e+00
1.466777201000463e-03	3.269163e+00
1.476777201000463e-03	3.269170e+00
1.486777201000463e-03	3.269177e+00
1.496777201000463e-03	3.269183e+00
1.506777201000463e-03	3.269189e+00
1.516777201000463e-03	3.269195e+00
1.526777201000463e-03	3.269200e+00
1.536777201000463e-03	3.269205e+00
1.546777201000463e-03	3.269210e+00
1.556777201000463e-03	3.269215e+00
1.566777201000463e-03	3.269219e+00
1.576777201000463e-03	3.269223e+00
1.586777201000463e-03	3.269227e+00
1.596777201000463e-03	3.269231e+00
1.606777201000463e-03	3.269234e+00
1.616777201000463e-03	3.269238e+00
1.626777201000463e-03	3.269241e+00
1.636777201000463e-03	3.269244e+00
1.646777201000463e-03	3.269246e+00
1.656777201000463e-03	3.269249e+00
1.666777201000463e-03	3.269252e+00
1.676777201000463e-03	3.269254e+00
1.686777201000463e-03	3.269256e+00
1.696777201000463e-03	3.269258e+00
1.706777201000463e-03	3.269260e+00
1.716777201000463e-03	3.269262e+00
1.726777201000463e-03	3.269264e+00
1.736777201000463e-03	3.269266e+00
1.746777201000463e-03	3.269267e+00
1.756777201000463e-03	3.269269e+00
1.766777201000463e-03	3.269270e+00
1.776777201000463e-03	3.269271e+00
1.786777201000463e-03	3.269273e+00
1.796777201000463e-03	3.269274e+00
1.806777201000463e-03	3.269275e+00
1.816777201000463e-03	3.269276e+00
1.826777201000463e-03	3.269277e+00
1.836777201000463e-03	3.269278e+00
1.846777201000463e-03	3.269279e+00
1.856777201000463e-03	3.269280e+00
1.866777201000463e-03	3.269281e+00
1.876777201000463e-03	3.269282e+00
1.886777201000463e-03	3.269282e+00
1.896777201000463e-03	3.269283e+00
1.906777201000463e-03	3.269284e+00
1.916777201000463e-03	3.269284e+00
1.926777201000463e-03	3.269285e+00
1.936777201000463e-03	3.269285e+00
1.946777201000463e-03	3.269286e+00
1.956777201000463e-03	3.269286e+00
1.966777201000463e-03	3.269287e+00
1.976777201000463e-03	3.269287e+00
1.986777201000463e-03	3.269288e+00
1.996777201000463e-03	3.269288e+00
2.006777201000463e-03	3.269289e+00
2.016777201000463e-03	3.269289e+00
2.026777201000463e-03	3.269289e+00
2.036777201000463e-03	3.269289e+00
2.046777201000463e-03	3.269290e+00
2.056777201000463e-03	3.269290e+00
2.066777201000463e-03	3.269290e+00
2.076777201000463e-03	3.269291e+00
2.086777201000463e-03	3.269291e+00
2.096777201000463e-03	3.269291e+00
2.106777201000463e-03	3.269291e+00
2.116777201000463e-03	3.269291e+00
2.126777201000463e-03	3.269292e+00
2.136777201000463e-03	3.269292e+00
2.146777201000463e-03	3.269292e+00
2.156777201000463e-03	3.269292e+00
2.166777201000463e-03	3.269292e+00
2.176777201000463e-03	3.269292e+00
2.186777201000463e-03	3.269293e+00
2.196777201000463e-03	3.269293e+00
2.206777201000463e-03	3.269293e+00
2.216777201000463e-03	3.269293e+00
2.226777201000463e-03	3.269293e+00
2.236777201000463e-03	3.269293e+00
2.246777201000463e-03	3.269293e+00
2.256777201000463e-03	3.269294e+00
2.266777201000463e-03	3.269294e+00
2.276777201000463e-03	3.269294e+00
2.286777201000463e-03	3.269294e+00
2.296777201000463e-03	3.269294e+00
2.306777201000463e-03	3.269294e+00
2.316777201000463e-03	3.269294e+00
2.326777201000463e-03	3.269294e+00
2.336777201000463e-03	3.269294e+00
2.346777201000463e-03	3.269294e+00
2.356777201000463e-03	3.269294e+00
2.366777201000463e-03	3.269294e+00
2.376777201000463e-03	3.269294e+00
2.386777201000463e-03	3.269294e+00
2.396777201000463e-03	3.269294e+00
2.406777201000463e-03	3.269294e+00
2.416777201000463e-03	3.269294e+00
2.426777201000463e-03	3.269294e+00
2.436777201000463e-03	3.269295e+00
2.446777201000463e-03	3.269295e+00
2.456777201000463e-03	3.269295e+00
2.466777201000463e-03	3.269295e+00
2.476777201000463e-03	3.269295e+00
2.486777201000463e-03	3.269295e+00
2.496777201000463e-03	3.269295e+00
2.506777201000463e-03	3.269295e+00
2.516777201000463e-03	3.269295e+00
2.526777201000463e-03	3.269295e+00
2.536777201000463e-03	3.269295e+00
2.546777201000463e-03	3.269295e+00
2.556777201000463e-03	3.269295e+00
2.566777201000463e-03	3.269295e+00
2.576777201000463e-03	3.269295e+00
2.586777201000463e-03	3.269295e+00
2.596777201000463e-03	3.269295e+00
2.606777201000463e-03	3.269295e+00
2.616777201000463e-03	3.269295e+00
2.626777201000463e-03	3.269295e+00
2.636777201000463e-03	3.269295e+00
2.646777201000463e-03	3.269295e+00
2.656777201000463e-03	3.269295e+00
2.666777201000463e-03	3.269295e+00
2.676777201000463e-03	3.269295e+00
2.686777201000463e-03	3.269295e+00
2.696777201000463e-03	3.269295e+00
2.706777201000463e-03	3.269295e+00
2.716777201000463e-03	3.269295e+00
2.726777201000463e-03	3.269295e+00
2.736777201000463e-03	3.269295e+00
2.746777201000463e-03	3.269295e+00
2.756777201000463e-03	3.269295e+00
2.766777201000463e-03	3.269295e+00
2.776777201000463e-03	3.269295e+00
2.786777201000463e-03	3.269295e+00
2.796777201000463e-03	3.269295e+00
2.806777201000463e-03	3.269295e+00
2.816777201000463e-03	3.269295e+00
2.826777201000463e-03	3.269295e+00
2.836777201000463e-03	3.269295e+00
2.846777201000463e-03	3.269295e+00
2.856777201000463e-03	3.269295e+00
2.866777201000463e-03	3.269295e+00
2.876777201000463e-03	3.269295e+00
2.886777201000463e-03	3.269295e+00
2.896777201000463e-03	3.269295e+00
2.906777201000463e-03	3.269295e+00
2.916777201000463e-03	3.269295e+00
2.926777201000463e-03	3.269295e+00
2.936777201000463e-03	3.269295e+00
2.946777201000463e-03	3.269295e+00
