time	Ix(M3:S)
6.196777201000462e-03	-8.569455e-06
6.206777201000463e-03	-8.569455e-06
6.216777201000463e-03	-8.569455e-06
6.226777201000463e-03	-8.569455e-06
6.236777201000463e-03	-8.569455e-06
6.246777201000463e-03	-8.569455e-06
6.256777201000463e-03	-8.569455e-06
6.266777201000463e-03	-8.569455e-06
6.276777201000463e-03	-8.569455e-06
6.286777201000462e-03	-8.569455e-06
6.296777201000463e-03	-8.569455e-06
6.306777201000462e-03	-8.569455e-06
6.316777201000463e-03	-8.569455e-06
6.326777201000462e-03	-8.569455e-06
6.336777201000463e-03	-8.569455e-06
6.346777201000462e-03	-8.569455e-06
6.356777201000463e-03	-8.569455e-06
6.366777201000462e-03	-8.569455e-06
6.376777201000463e-03	-8.569455e-06
6.386777201000463e-03	-8.569455e-06
6.396777201000463e-03	-8.569455e-06
6.406777201000463e-03	-8.569455e-06
6.416777201000463e-03	-8.569455e-06
6.426777201000463e-03	-8.569455e-06
6.436777201000462e-03	-8.569455e-06
6.446777201000463e-03	-8.569455e-06
6.456777201000462e-03	-8.569455e-06
6.466777201000463e-03	-8.569455e-06
6.476777201000462e-03	-8.569455e-06
6.486777201000463e-03	-8.569455e-06
6.496777201000462e-03	-8.569455e-06
6.506777201000463e-03	-8.569455e-06
6.516777201000462e-03	-8.569455e-06
6.526777201000463e-03	-8.569455e-06
6.536777201000462e-03	-8.569455e-06
6.546777201000463e-03	-8.569455e-06
6.556777201000463e-03	-8.569455e-06
6.566777201000463e-03	-8.569455e-06
6.576777201000463e-03	-8.569455e-06
6.586777201000463e-03	-8.569455e-06
6.596777201000463e-03	-8.569455e-06
6.606777201000462e-03	-8.569455e-06
6.616777201000463e-03	-8.569455e-06
6.626777201000462e-03	-8.569455e-06
6.636777201000463e-03	-8.569455e-06
6.646777201000462e-03	-8.569455e-06
6.656777201000463e-03	-8.569455e-06
6.666777201000462e-03	-8.569455e-06
6.676777201000463e-03	-8.569455e-06
6.686777201000462e-03	-8.569455e-06
6.696777201000463e-03	-8.569455e-06
6.706777201000463e-03	-8.569455e-06
6.716777201000463e-03	-8.569456e-06
6.726777201000463e-03	-8.569456e-06
6.736777201000463e-03	-8.569455e-06
6.746777201000463e-03	-8.569455e-06
6.756777201000462e-03	-8.569455e-06
6.766777201000463e-03	-8.569455e-06
6.776777201000462e-03	-8.569455e-06
6.786777201000463e-03	-8.569455e-06
6.796777201000462e-03	-8.569455e-06
6.806777201000463e-03	-8.569455e-06
6.816777201000462e-03	-8.569455e-06
6.826777201000463e-03	-8.569455e-06
6.836777201000462e-03	-8.569455e-06
6.846777201000463e-03	-8.569455e-06
6.856777201000462e-03	-8.569455e-06
6.866777201000463e-03	-8.569455e-06
6.876777201000463e-03	-8.569455e-06
6.886777201000463e-03	-8.569455e-06
6.896777201000463e-03	-8.569455e-06
6.906777201000463e-03	-8.569455e-06
6.916777201000463e-03	-8.569455e-06
6.926777201000462e-03	-8.569455e-06
6.936777201000463e-03	-8.569455e-06
6.946777201000462e-03	-8.569455e-06
6.956777201000463e-03	-8.569455e-06
6.966777201000462e-03	-8.569455e-06
6.976777201000463e-03	-8.569455e-06
6.986777201000462e-03	-8.569455e-06
6.996777201000463e-03	-8.569455e-06
7.006777201000462e-03	-8.569455e-06
7.016777201000463e-03	-8.569455e-06
7.026777201000462e-03	-8.569455e-06
7.036777201000463e-03	-8.569455e-06
7.046777201000463e-03	-8.569455e-06
7.056777201000463e-03	-8.569455e-06
7.066777201000463e-03	-8.569455e-06
7.076777201000462e-03	-8.569455e-06
7.086777201000463e-03	-8.569455e-06
7.096777201000462e-03	-8.569455e-06
7.106777201000463e-03	-8.569455e-06
7.116777201000462e-03	-8.569455e-06
7.126777201000463e-03	-8.569455e-06
7.136777201000462e-03	-8.569455e-06
7.146777201000463e-03	-8.569455e-06
7.156777201000462e-03	-8.569455e-06
