time	I(Vcell25)
0.000000000000000e+00	-2.656571e-07
9.999999439624929e-11	-2.655381e-07
1.999999887924986e-10	-2.654023e-07
3.999999775849972e-10	-2.650978e-07
7.999999551699943e-10	-2.643226e-07
1.599999910339989e-09	-2.623111e-07
3.199999820679977e-09	-2.573672e-07
6.399999641359955e-09	-2.468078e-07
1.279999928271991e-08	-2.278138e-07
2.559999856543982e-08	-1.971679e-07
5.119999713087964e-08	-1.494000e-07
9.252070311618464e-08	-9.142740e-08
1.510333739817309e-07	-2.155384e-07
2.057408767038243e-07	-5.128662e-07
2.712252236998067e-07	-7.962724e-07
3.308483285955238e-07	-9.432744e-07
4.500945383869579e-07	-9.390226e-07
4.715278489310965e-07	-9.174552e-07
5.143944700193735e-07	-8.738179e-07
6.001277121959275e-07	-7.904707e-07
7.715941965490356e-07	-6.443880e-07
1.114527165255252e-06	-4.338885e-07
1.680622112752960e-06	-2.677033e-07
2.395090483783586e-06	-2.295259e-07
3.411490828398060e-06	-2.707261e-07
5.126686116133788e-06	-3.716981e-07
8.557076691605245e-06	-5.587671e-07
1.541785784254816e-05	-3.761896e-06
2.541785784254816e-05	-1.670626e-05
3.541785784254816e-05	-2.446544e-05
4.541785784254816e-05	-2.742437e-05
5.541785784254816e-05	-2.699985e-05
6.541785784254815e-05	-2.411669e-05
7.541785784254815e-05	-2.055917e-05
8.541785784254815e-05	-1.752787e-05
9.541785784254815e-05	-1.501332e-05
1.000000009999994e-04	-1.398274e-05
1.000000019999994e-04	-1.398226e-05
1.000000179999994e-04	-1.398200e-05
1.000000499999994e-04	-1.398188e-05
1.000001139999994e-04	-1.398148e-05
1.000002419999994e-04	-1.398118e-05
1.000004979999994e-04	-1.398077e-05
1.000010099999994e-04	-1.398058e-05
1.000020339999994e-04	-1.398012e-05
1.000040819999994e-04	-1.397961e-05
1.000081779999994e-04	-1.397882e-05
1.000163699999994e-04	-1.397796e-05
1.000327539999994e-04	-1.397607e-05
1.000655219999995e-04	-1.397183e-05
1.001310579999995e-04	-1.396053e-05
1.002621299999997e-04	-1.393410e-05
1.005242740000000e-04	-1.387843e-05
1.010485620000006e-04	-1.376808e-05
1.020971380000018e-04	-1.355002e-05
1.041942900000042e-04	-1.312536e-05
1.083885940000089e-04	-1.231861e-05
1.167772020000184e-04	-1.086174e-05
1.267772020000184e-04	-9.369338e-06
1.367772020000184e-04	-7.037836e-05
1.467772020000184e-04	-1.472319e-03
1.520022794647161e-04	-1.071866e-02
1.570540523639880e-04	-2.153509e-02
1.600466409562815e-04	-2.599254e-02
1.632617690497503e-04	-2.879116e-02
1.669045297167822e-04	-3.177845e-02
1.707456845975716e-04	-3.450722e-02
1.784279943591504e-04	-4.010783e-02
1.884279943591504e-04	-4.694239e-02
1.984279943591504e-04	-5.392933e-02
2.084279943591504e-04	-6.062672e-02
2.184279943591504e-04	-6.748420e-02
2.284279943591504e-04	-7.405055e-02
2.384279943591504e-04	-8.087684e-02
2.484279943591504e-04	-8.744717e-02
2.584279943591505e-04	-9.426336e-02
2.684279943591504e-04	-1.008267e-01
2.784279943591504e-04	-1.076331e-01
2.884279943591504e-04	-1.141859e-01
2.984279943591504e-04	-1.209805e-01
3.084279943591504e-04	-1.275206e-01
3.184279943591504e-04	-1.301901e-01
3.284279943591504e-04	-1.305436e-01
3.384279943591504e-04	-1.308108e-01
3.484279943591504e-04	-1.312955e-01
3.584279943591504e-04	-1.354749e-01
3.632856701076135e-04	-1.471141e-01
3.680260150749855e-04	-1.594277e-01
3.738104959281599e-04	-1.743809e-01
3.838104959281599e-04	-1.992967e-01
3.938104959281599e-04	-2.195933e-01
4.038104959281599e-04	-2.272243e-01
4.138104959281599e-04	-2.344392e-01
4.238104959281599e-04	-2.408738e-01
4.338104959281599e-04	-2.477470e-01
4.438104959281599e-04	-2.540035e-01
4.538104959281599e-04	-2.607606e-01
4.638104959281599e-04	-2.669339e-01
4.738104959281599e-04	-2.736240e-01
4.838104959281599e-04	-2.797438e-01
4.938104959281599e-04	-2.863859e-01
5.038104959281599e-04	-2.924653e-01
5.138104959281599e-04	-2.990690e-01
5.238104959281600e-04	-3.051153e-01
5.338104959281599e-04	-3.116860e-01
5.438104959281599e-04	-3.177033e-01
5.538104959281599e-04	-3.242446e-01
5.638104959281600e-04	-3.264236e-01
