time	V(out_1,N084)	V(out_2,out_1)	V(out_pos,N024)
9.849524994354071e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.859524994354071e-03	3.240113e+00	3.240131e+00	3.240126e+00
9.869524994354071e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.879524994354072e-03	3.240113e+00	3.240131e+00	3.240126e+00
9.889524994354072e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.899524994354071e-03	3.240113e+00	3.240131e+00	3.240126e+00
9.909524994354071e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.919524994354072e-03	3.240113e+00	3.240131e+00	3.240126e+00
9.929524994354072e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.939524994354071e-03	3.240113e+00	3.240131e+00	3.240126e+00
9.949524994354071e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.959524994354072e-03	3.240113e+00	3.240131e+00	3.240126e+00
9.969524994354072e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.979524994354071e-03	3.240113e+00	3.240131e+00	3.240126e+00
9.989524994354071e-03	3.240136e+00	3.240115e+00	3.240120e+00
9.999524994354072e-03	3.240113e+00	3.240131e+00	3.240126e+00
1.000000000000000e-02	3.240136e+00	3.240115e+00	3.240120e+00
1.000010000000000e-02	3.240112e+00	3.240131e+00	3.240126e+00
1.000020000000000e-02	3.240137e+00	3.240113e+00	3.240121e+00
1.000020473874906e-02	3.240126e+00	3.240121e+00	3.240124e+00
1.000021421624719e-02	3.240126e+00	3.240120e+00	3.240124e+00
1.000023317124344e-02	3.240126e+00	3.240119e+00	3.240125e+00
1.000026872789086e-02	3.240127e+00	3.240118e+00	3.240126e+00
1.000032964241738e-02	3.240127e+00	3.240117e+00	3.240127e+00
1.000034034888055e-02	3.240127e+00	3.240117e+00	3.240127e+00
1.000036176180689e-02	3.240127e+00	3.240117e+00	3.240128e+00
1.000040458765956e-02	3.240127e+00	3.240117e+00	3.240128e+00
1.000049023936492e-02	3.240126e+00	3.240118e+00	3.240129e+00
1.000062813967659e-02	3.240123e+00	3.240121e+00	3.240130e+00
1.000079504375817e-02	3.240131e+00	3.240121e+00	3.240124e+00
1.000109806588051e-02	3.240213e+00	3.240089e+00	3.240055e+00
1.000168606918661e-02	3.246978e+00	3.246020e+00	3.225249e+00
1.000241258881210e-02	3.278890e+00	3.258687e+00	3.167805e+00
1.000348555253395e-02	3.362558e+00	3.275267e+00	3.013256e+00
1.000366443199066e-02	3.379707e+00	3.278718e+00	2.978015e+00
1.000402219090409e-02	3.417331e+00	3.287652e+00	2.898526e+00
1.000473770873095e-02	3.477613e+00	3.281051e+00	2.764287e+00
1.000547572611750e-02	3.520351e+00	3.237356e+00	2.666467e+00
1.000640777036515e-02	3.569287e+00	3.156382e+00	2.553137e+00
1.000740365486758e-02	3.608281e+00	3.052719e+00	2.442532e+00
1.000939542387244e-02	3.648501e+00	2.875386e+00	2.197560e+00
1.001161715349749e-02	3.661664e+00	2.674304e+00	1.941361e+00
1.001365243786110e-02	3.664289e+00	2.441854e+00	1.764628e+00
1.001772300658832e-02	3.637372e+00	1.998640e+00	1.464855e+00
1.002482323391073e-02	3.570909e+00	1.310106e+00	1.078313e+00
1.003482323391073e-02	3.475541e+00	6.748226e-01	6.423001e-01
1.004482323391073e-02	3.358140e+00	3.683252e-01	3.390846e-01
1.005482323391073e-02	2.875927e+00	3.614590e-01	3.169048e-01
1.006482323391073e-02	2.451187e+00	3.453181e-01	3.007743e-01
1.007482323391073e-02	2.069396e+00	3.253548e-01	2.853997e-01
1.008482323391073e-02	1.696608e+00	3.158884e-01	2.780364e-01
1.009482323391073e-02	1.335574e+00	3.106420e-01	2.740107e-01
1.010482323391073e-02	9.850698e-01	3.079264e-01	2.719398e-01
1.011482323391073e-02	6.942151e-01	2.854629e-01	2.534347e-01
1.012482323391073e-02	4.934185e-01	2.383246e-01	2.145605e-01
1.013482323391073e-02	3.527641e-01	1.894927e-01	1.736455e-01
1.014482323391073e-02	2.540920e-01	1.466680e-01	1.366727e-01
1.015482323391073e-02	1.841886e-01	1.117961e-01	1.057613e-01
1.016482323391073e-02	1.342657e-01	8.446383e-02	8.088756e-02
1.017482323391073e-02	9.833145e-02	6.343865e-02	6.138706e-02
1.018482323391073e-02	7.225657e-02	4.750967e-02	4.632068e-02
1.019482323391073e-02	5.327153e-02	3.546882e-02	3.481674e-02
1.020482323391073e-02	3.932858e-02	2.647400e-02	2.609134e-02
1.021482323391073e-02	2.911639e-02	1.970387e-02	1.951146e-02
1.022482323391073e-02	2.154613e-02	1.469064e-02	1.456785e-02
1.023482323391073e-02	1.599622e-02	1.090956e-02	1.086307e-02
1.024482323391073e-02	1.184535e-02	8.135080e-03	8.094072e-03
1.025482323391073e-02	8.814573e-03	6.026030e-03	6.025553e-03
1.026482323391073e-02	6.522417e-03	4.499912e-03	4.484415e-03
1.027482323391073e-02	4.867554e-03	3.320456e-03	3.334045e-03
1.028482323391073e-02	3.593445e-03	2.486944e-03	2.479076e-03
1.029482323391073e-02	2.692699e-03	1.823425e-03	1.840830e-03
1.030482323391073e-02	1.978397e-03	1.373529e-03	1.368046e-03
1.031482323391073e-02	1.492977e-03	9.956360e-04	1.014471e-03
1.032482323391073e-02	1.086950e-03	7.579327e-04	7.534027e-04
1.033482323391073e-02	8.306503e-04	5.378723e-04	5.571842e-04
1.034482323391073e-02	5.948544e-04	4.179478e-04	4.134178e-04
1.035482323391073e-02	4.651546e-04	2.851486e-04	3.046989e-04
1.036482323391073e-02	3.230572e-04	2.298355e-04	2.255440e-04
1.037482323391073e-02	2.629757e-04	1.454353e-04	1.647472e-04
1.038482323391073e-02	1.730919e-04	1.261234e-04	1.215935e-04
1.039482323391073e-02	1.516342e-04	6.842613e-05	8.797646e-05
1.040482323391073e-02	9.012222e-05	6.890297e-05	6.461143e-05
1.041482323391073e-02	9.012222e-05	2.574921e-05	4.506111e-05
1.042482323391073e-02	4.458427e-05	3.695488e-05	3.266335e-05
1.043482323391073e-02	5.602837e-05	2.384186e-06	2.145767e-05
1.044482323391073e-02	1.931190e-05	1.955032e-05	1.525879e-05
1.045482323391073e-02	3.743172e-05	-1.072884e-05	8.583069e-06
1.046482323391073e-02	5.245209e-06	1.001358e-05	5.722046e-06
1.047482323391073e-02	2.694130e-05	-1.788139e-05	1.430511e-06
1.048482323391073e-02	-2.384186e-06	4.529953e-06	2.384186e-07
1.049482323391073e-02	2.121925e-05	-2.193451e-05	-2.384186e-06
1.050482323391073e-02	-6.675720e-06	1.668930e-06	-2.622604e-06
1.051482323391073e-02	1.811981e-05	-2.408028e-05	-4.768372e-06
1.052482323391073e-02	-8.821487e-06	0.000000e+00	-4.291534e-06
1.053482323391073e-02	1.621246e-05	-2.527237e-05	-5.722046e-06
1.054482323391073e-02	-1.025200e-05	-7.152557e-07	-5.245209e-06
1.055482323391073e-02	1.525879e-05	-2.598763e-05	-6.675720e-06
1.056482323391073e-02	-1.096725e-05	-1.430511e-06	-5.483627e-06
1.057482323391073e-02	1.478195e-05	-2.646446e-05	-6.914139e-06
1.058482323391073e-02	-1.144409e-05	-1.668930e-06	-5.960464e-06
1.059482323391073e-02	1.454353e-05	-2.646446e-05	-6.914139e-06
1.060482323391073e-02	-1.168251e-05	-1.668930e-06	-6.198883e-06
1.061482323391073e-02	1.430511e-05	-2.670288e-05	-7.152557e-06
1.062482323391073e-02	-1.192093e-05	-1.668930e-06	-5.960464e-06
1.063482323391073e-02	1.430511e-05	-2.670288e-05	-7.390976e-06
1.064482323391073e-02	-1.168251e-05	-1.907349e-06	-5.960464e-06
1.065482323391073e-02	1.406670e-05	-2.646446e-05	-7.152557e-06
1.066482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.067482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.068482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.069482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.070482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.071482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.072482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.073482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.074482323391073e-02	-1.192093e-05	-2.145767e-06	-6.198883e-06
1.075482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.076482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.077482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.078482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.079482323391073e-02	1.382828e-05	-2.646446e-05	-7.152557e-06
1.080482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.081482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.082482323391073e-02	-1.192093e-05	-1.907349e-06	-6.198883e-06
1.083482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.084482323391073e-02	-1.192093e-05	-1.907349e-06	-6.198883e-06
1.085482323391073e-02	1.382828e-05	-2.646446e-05	-7.152557e-06
1.086482323391073e-02	-1.192093e-05	-1.907349e-06	-6.198883e-06
1.087482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.088482323391073e-02	-1.192093e-05	-1.907349e-06	-6.198883e-06
1.089482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.090482323391073e-02	-1.192093e-05	-2.145767e-06	-6.198883e-06
1.091482323391073e-02	1.406670e-05	-2.670288e-05	-7.390976e-06
1.092482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.093482323391073e-02	1.382828e-05	-2.670288e-05	-7.390976e-06
1.094482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.095482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.096482323391073e-02	-1.168251e-05	-2.145767e-06	-6.437302e-06
1.097482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.098482323391073e-02	-1.192093e-05	-1.907349e-06	-6.198883e-06
1.099482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.100482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.101482323391073e-02	1.382828e-05	-2.646446e-05	-7.152557e-06
1.102482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.103482323391073e-02	1.382828e-05	-2.646446e-05	-7.152557e-06
1.104482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.105482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.106482323391073e-02	-1.192093e-05	-2.145767e-06	-6.198883e-06
1.107482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.108482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.109482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.110482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.111482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.112482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.113482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.114482323391073e-02	-1.168251e-05	-2.145767e-06	-6.437302e-06
1.115482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.116482323391073e-02	-1.168251e-05	-2.384186e-06	-6.198883e-06
1.117482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.118482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.119482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.120482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.121482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.122482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.123482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.124482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.125482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.126482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.127482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.128482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.129482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.130482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.131482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.132482323391073e-02	-1.168251e-05	-2.384186e-06	-6.198883e-06
1.133482323391073e-02	1.358986e-05	-2.646446e-05	-7.390976e-06
1.134482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.135482323391073e-02	1.358986e-05	-2.646446e-05	-7.390976e-06
1.136482323391073e-02	-1.168251e-05	-2.384186e-06	-6.198883e-06
1.137482323391073e-02	1.358986e-05	-2.646446e-05	-7.390976e-06
1.138482323391073e-02	-1.168251e-05	-2.145767e-06	-6.437302e-06
1.139482323391073e-02	1.358986e-05	-2.646446e-05	-7.390976e-06
1.140482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.141482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.142482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.143482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.144482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.145482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.146482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.147482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.148482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.149482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.150482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.151482323391073e-02	1.358986e-05	-2.622604e-05	-7.152557e-06
1.152482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.153482323391073e-02	1.358986e-05	-2.622604e-05	-7.152557e-06
1.154482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.155482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.156482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.157482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.158482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.159482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.160482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.161482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.162482323391073e-02	-1.144409e-05	-2.384186e-06	-6.437302e-06
1.163482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.164482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.165482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.166482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.167482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.168482323391073e-02	-1.168251e-05	-2.145767e-06	-6.198883e-06
1.169482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.170482323391073e-02	-1.144409e-05	-2.384186e-06	-6.437302e-06
1.171482323391073e-02	1.382828e-05	-2.646446e-05	-7.390976e-06
1.172482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.173482323391073e-02	1.358986e-05	-2.646446e-05	-7.390976e-06
1.174482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.175482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.176482323391073e-02	-1.168251e-05	-2.384186e-06	-6.198883e-06
1.177482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.178482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.179482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.180482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.181482323391073e-02	1.358986e-05	-2.622604e-05	-7.152557e-06
1.182482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.183482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.184482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.185482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.186482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.187482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.188482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.189482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.190482323391073e-02	-1.144409e-05	-2.622604e-06	-6.198883e-06
1.191482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.192482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.193482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.194482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.195482323391073e-02	1.358986e-05	-2.646446e-05	-7.390976e-06
1.196482323391073e-02	-1.144409e-05	-2.384186e-06	-6.437302e-06
1.197482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.198482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.199482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.200482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.201482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.202482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.203482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.204482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.205482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.206482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.207482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.208482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.209482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.210482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.211482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.212482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.213482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.214482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.215482323391073e-02	1.358986e-05	-2.622604e-05	-7.152557e-06
1.216482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.217482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.218482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.219482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.220482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.221482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.222482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.223482323391073e-02	1.335144e-05	-2.622604e-05	-7.390976e-06
1.224482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.225482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.226482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.227482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.228482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.229482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.230482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.231482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.232482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.233482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.234482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.235482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.236482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.237482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.238482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.239482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.240482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.241482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.242482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.243482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.244482323391073e-02	-1.144409e-05	-2.384186e-06	-6.198883e-06
1.245482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.246482323391073e-02	-1.144409e-05	-2.622604e-06	-6.198883e-06
1.247482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.248482323391073e-02	-1.144409e-05	-2.622604e-06	-6.198883e-06
1.249482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.250482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.251482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.252482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.253482323391073e-02	1.358986e-05	-2.622604e-05	-7.390976e-06
1.254482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.255482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.256482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.257482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.258482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.259482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.260482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.261482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.262482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.263482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.264482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.265482323391073e-02	1.335144e-05	-2.598763e-05	-7.629395e-06
1.266482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.267482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.268482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.269482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.270482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.271482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.272482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.273482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.274482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.275482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.276482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.277482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.278482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.279482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.280482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.281482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.282482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.283482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.284482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.285482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.286482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.287482323391073e-02	1.335144e-05	-2.598763e-05	-7.629395e-06
1.288482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.289482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.290482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.291482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.292482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.293482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.294482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.295482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.296482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.297482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.298482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.299482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.300482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.301482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.302482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.303482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.304482323391073e-02	-1.120567e-05	-2.622604e-06	-6.198883e-06
1.305482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.306482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.307482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.308482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.309482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.310482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.311482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.312482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.313482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.314482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.315482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.316482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.317482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.318482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.319482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.320482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.321482323391073e-02	1.335144e-05	-2.574921e-05	-7.390976e-06
1.322482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.323482323391073e-02	1.311302e-05	-2.574921e-05	-7.629395e-06
1.324482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.325482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.326482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.327482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.328482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.329482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.330482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.331482323391073e-02	1.335144e-05	-2.598763e-05	-7.390976e-06
1.332482323391073e-02	-1.120567e-05	-2.861023e-06	-6.198883e-06
1.333482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
1.334482323391073e-02	-1.096725e-05	-2.861023e-06	-6.198883e-06
1.335482323391073e-02	1.311302e-05	-2.574921e-05	-7.390976e-06
