time	V(N016,N024)	V(N048,out_1)	V(N074,N084)
9.609524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468213e-02
9.619524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.629524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468213e-02
9.639524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.649524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.659524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.669524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.679524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.689524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.699524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.709524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.719524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.729524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.739524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.749524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.759524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.769524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.779524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.789524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.799524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.809524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.819524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.829524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.839524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.849524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.859524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.869524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.879524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.889524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.899524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.909524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.919524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.929524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.939524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.949524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.959524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.969524994354072e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.979524994354071e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
9.989524994354071e-03	-4.469204e-02	-4.469705e-02	-4.468214e-02
9.999524994354072e-03	-4.468966e-02	-4.468489e-02	-4.469785e-02
1.000000000000000e-02	-4.469204e-02	-4.469705e-02	-4.468214e-02
1.000010000000000e-02	-4.468966e-02	-4.468465e-02	-4.469817e-02
1.000020000000000e-02	-4.469109e-02	-4.469824e-02	-4.467906e-02
1.000020473874906e-02	-4.468966e-02	-4.469228e-02	-4.468662e-02
1.000021421624719e-02	-4.468966e-02	-4.469228e-02	-4.468612e-02
1.000023317124344e-02	-4.468870e-02	-4.469252e-02	-4.468503e-02
1.000026872789086e-02	-4.468727e-02	-4.469228e-02	-4.468332e-02
1.000032964241738e-02	-4.468489e-02	-4.469156e-02	-4.468061e-02
1.000034034888055e-02	-4.468393e-02	-4.469132e-02	-4.468025e-02
1.000036176180689e-02	-4.468298e-02	-4.469061e-02	-4.467949e-02
1.000040458765956e-02	-4.468107e-02	-4.468894e-02	-4.467825e-02
1.000049023936492e-02	-4.467773e-02	-4.468489e-02	-4.467689e-02
1.000062813967659e-02	-4.467297e-02	-4.467821e-02	-4.467582e-02
1.000079504375817e-02	-4.468107e-02	-4.467964e-02	-4.466910e-02
1.000109806588051e-02	-4.478693e-02	-4.474998e-02	-4.462515e-02
1.000168606918661e-02	-5.628443e-02	-4.055333e-02	-3.964689e-02
1.000241258881210e-02	-1.015081e-01	-3.145146e-02	-1.581479e-02
1.000348555253395e-02	-2.310448e-01	-1.937366e-02	4.692703e-02
1.000366443199066e-02	-2.622080e-01	-1.676250e-02	5.977279e-02
1.000402219090409e-02	-3.345428e-01	-9.832144e-03	8.790394e-02
1.000473770873095e-02	-4.692812e-01	-1.543570e-02	1.329431e-01
1.000547572611750e-02	-5.791888e-01	-5.233073e-02	1.650130e-01
1.000640777036515e-02	-7.055960e-01	-1.240752e-01	2.017641e-01
1.000740365486758e-02	-8.274722e-01	-2.218912e-01	2.312596e-01
1.000939542387244e-02	-1.085750e+00	-4.045558e-01	2.626772e-01
1.001161715349749e-02	-1.350252e+00	-6.104329e-01	2.745697e-01
1.001365243786110e-02	-1.532167e+00	-8.434954e-01	2.785135e-01
1.001772300658832e-02	-1.835145e+00	-1.287945e+00	2.624729e-01
1.002482323391073e-02	-2.221688e+00	-1.981883e+00	2.188922e-01
1.003482323391073e-02	-2.657700e+00	-2.625178e+00	1.526080e-01
1.004482323391073e-02	-2.960916e+00	-2.931675e+00	5.630295e-02
1.005482323391073e-02	-2.983095e+00	-2.938542e+00	-4.240682e-01
1.006482323391073e-02	-2.999226e+00	-2.954682e+00	-8.488108e-01
1.007482323391073e-02	-3.014600e+00	-2.974646e+00	-1.230602e+00
1.008482323391073e-02	-3.021964e+00	-2.984111e+00	-1.603390e+00
1.009482323391073e-02	-3.025989e+00	-2.989359e+00	-1.964424e+00
1.010482323391073e-02	-3.028060e+00	-2.992073e+00	-2.314929e+00
1.011482323391073e-02	-3.046565e+00	-3.014538e+00	-2.605783e+00
1.012482323391073e-02	-3.085439e+00	-3.061675e+00	-2.806581e+00
1.013482323391073e-02	-3.126355e+00	-3.110508e+00	-2.947234e+00
1.014482323391073e-02	-3.163327e+00	-3.153332e+00	-3.045907e+00
1.015482323391073e-02	-3.194239e+00	-3.188204e+00	-3.115810e+00
1.016482323391073e-02	-3.219113e+00	-3.215536e+00	-3.165734e+00
1.017482323391073e-02	-3.238613e+00	-3.236562e+00	-3.201667e+00
1.018482323391073e-02	-3.253679e+00	-3.252490e+00	-3.227743e+00
1.019482323391073e-02	-3.265183e+00	-3.264532e+00	-3.246727e+00
1.020482323391073e-02	-3.273909e+00	-3.273526e+00	-3.260671e+00
1.021482323391073e-02	-3.280488e+00	-3.280297e+00	-3.270882e+00
1.022482323391073e-02	-3.285432e+00	-3.285309e+00	-3.278453e+00
1.023482323391073e-02	-3.289137e+00	-3.289091e+00	-3.284002e+00
1.024482323391073e-02	-3.291906e+00	-3.291864e+00	-3.288154e+00
1.025482323391073e-02	-3.293974e+00	-3.293974e+00	-3.291184e+00
1.026482323391073e-02	-3.295516e+00	-3.295500e+00	-3.293477e+00
1.027482323391073e-02	-3.296666e+00	-3.296680e+00	-3.295131e+00
1.028482323391073e-02	-3.297521e+00	-3.297513e+00	-3.296406e+00
1.029482323391073e-02	-3.298159e+00	-3.298177e+00	-3.297306e+00
1.030482323391073e-02	-3.298632e+00	-3.298626e+00	-3.298021e+00
1.031482323391073e-02	-3.298985e+00	-3.299005e+00	-3.298506e+00
1.032482323391073e-02	-3.299247e+00	-3.299242e+00	-3.298913e+00
1.033482323391073e-02	-3.299443e+00	-3.299462e+00	-3.299168e+00
1.034482323391073e-02	-3.299587e+00	-3.299582e+00	-3.299405e+00
1.035482323391073e-02	-3.299695e+00	-3.299715e+00	-3.299534e+00
1.036482323391073e-02	-3.299774e+00	-3.299770e+00	-3.299677e+00
1.037482323391073e-02	-3.299835e+00	-3.299855e+00	-3.299736e+00
1.038482323391073e-02	-3.299878e+00	-3.299873e+00	-3.299826e+00
1.039482323391073e-02	-3.299912e+00	-3.299932e+00	-3.299847e+00
1.040482323391073e-02	-3.299936e+00	-3.299931e+00	-3.299909e+00
1.041482323391073e-02	-3.299955e+00	-3.299975e+00	-3.299909e+00
1.042482323391073e-02	-3.299967e+00	-3.299963e+00	-3.299955e+00
1.043482323391073e-02	-3.299978e+00	-3.299998e+00	-3.299943e+00
1.044482323391073e-02	-3.299985e+00	-3.299980e+00	-3.299980e+00
1.045482323391073e-02	-3.299991e+00	-3.300011e+00	-3.299961e+00
1.046482323391073e-02	-3.299994e+00	-3.299990e+00	-3.299994e+00
1.047482323391073e-02	-3.299998e+00	-3.300018e+00	-3.299972e+00
1.048482323391073e-02	-3.300000e+00	-3.299995e+00	-3.300002e+00
1.049482323391073e-02	-3.300002e+00	-3.300022e+00	-3.299977e+00
1.050482323391073e-02	-3.300003e+00	-3.299998e+00	-3.300006e+00
1.051482323391073e-02	-3.300005e+00	-3.300025e+00	-3.299981e+00
1.052482323391073e-02	-3.300004e+00	-3.300000e+00	-3.300008e+00
1.053482323391073e-02	-3.300006e+00	-3.300026e+00	-3.299982e+00
1.054482323391073e-02	-3.300005e+00	-3.300000e+00	-3.300010e+00
1.055482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299983e+00
1.056482323391073e-02	-3.300006e+00	-3.300001e+00	-3.300010e+00
1.057482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299984e+00
1.058482323391073e-02	-3.300006e+00	-3.300001e+00	-3.300011e+00
1.059482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299984e+00
1.060482323391073e-02	-3.300006e+00	-3.300001e+00	-3.300011e+00
1.061482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299984e+00
1.062482323391073e-02	-3.300006e+00	-3.300001e+00	-3.300011e+00
1.063482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299984e+00
1.064482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.065482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299984e+00
1.066482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.067482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.068482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.069482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.070482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.071482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.072482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.073482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.074482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.075482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.076482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.077482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.078482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.079482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.080482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.081482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.082482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.083482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.084482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.085482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.086482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.087482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.088482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.089482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.090482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.091482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.092482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.093482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.094482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.095482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.096482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.097482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.098482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.099482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.100482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.101482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.102482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.103482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.104482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.105482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.106482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.107482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.108482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.109482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.110482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.111482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.112482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.113482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.114482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.115482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.116482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.117482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.118482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.119482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.120482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.121482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.122482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.123482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.124482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.125482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.126482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.127482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.128482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.129482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.130482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.131482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.132482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.133482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.134482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.135482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.136482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.137482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.138482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.139482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.140482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.141482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.142482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.143482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.144482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.145482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.146482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.147482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.148482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.149482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.150482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.151482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.152482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.153482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.154482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.155482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.156482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.157482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.158482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.159482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.160482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.161482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.162482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.163482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.164482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.165482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.166482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.167482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.168482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.169482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.170482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.171482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.172482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.173482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.174482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.175482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.176482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.177482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.178482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.179482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.180482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.181482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.182482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.183482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.184482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.185482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.186482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.187482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.188482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.189482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.190482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.191482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.192482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.193482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.194482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.195482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.196482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.197482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.198482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.199482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.200482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.201482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.202482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.203482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.204482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.205482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.206482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.207482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.208482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.209482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.210482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.211482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.212482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.213482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.214482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.215482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.216482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.217482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.218482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.219482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.220482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.221482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.222482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.223482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.224482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.225482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.226482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.227482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.228482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.229482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.230482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.231482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.232482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.233482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.234482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.235482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.236482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.237482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.238482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.239482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.240482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.241482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.242482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.243482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.244482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.245482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.246482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.247482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.248482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.249482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.250482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.251482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.252482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.253482323391073e-02	-3.300007e+00	-3.300027e+00	-3.299985e+00
1.254482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.255482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.256482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.257482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.258482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.259482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.260482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.261482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.262482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.263482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.264482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.265482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.266482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.267482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.268482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.269482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.270482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.271482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.272482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.273482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.274482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.275482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.276482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.277482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.278482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.279482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.280482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.281482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.282482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.283482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.284482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.285482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.286482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.287482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.288482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.289482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.290482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.291482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.292482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.293482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.294482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.295482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.296482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.297482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.298482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.299482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
1.300482323391073e-02	-3.300006e+00	-3.300002e+00	-3.300011e+00
1.301482323391073e-02	-3.300007e+00	-3.300026e+00	-3.299985e+00
