time	V(N016,N024)	V(N048,out_1)	V(N074,N084)
1.915482323391073e-02	-3.300007e+00	-3.300024e+00	-3.299987e+00
1.916482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.917482323391073e-02	-3.300008e+00	-3.300025e+00	-3.299987e+00
1.918482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.919482323391073e-02	-3.300008e+00	-3.300025e+00	-3.299987e+00
1.920482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.921482323391073e-02	-3.300008e+00	-3.300025e+00	-3.299987e+00
1.922482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.923482323391073e-02	-3.300008e+00	-3.300025e+00	-3.299987e+00
1.924482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.925482323391073e-02	-3.300008e+00	-3.300025e+00	-3.299987e+00
1.926482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.927482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.928482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.929482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.930482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.931482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.932482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.933482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.934482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.935482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.936482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.937482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.938482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.939482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.940482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.941482323391073e-02	-3.300007e+00	-3.300024e+00	-3.299987e+00
1.942482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.943482323391073e-02	-3.300007e+00	-3.300024e+00	-3.299987e+00
1.944482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.945482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.946482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.947482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.948482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.949482323391073e-02	-3.300008e+00	-3.300025e+00	-3.299987e+00
1.950482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.951482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.952482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.953482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.954482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.955482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.956482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.957482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.958482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.959482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.960482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.961482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.962482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.963482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.964482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.965482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.966482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.967482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.968482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.969482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.970482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.971482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.972482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.973482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.974482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.975482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.976482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.977482323391073e-02	-3.300007e+00	-3.300024e+00	-3.299987e+00
1.978482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.979482323391073e-02	-3.300007e+00	-3.300024e+00	-3.299987e+00
1.980482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.981482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.982482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.983482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.984482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.985482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.986482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.987482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.988482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.989482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.990482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.991482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.992482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.993482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.994482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.995482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.996482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.997482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
1.998482323391073e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
1.999482323391073e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
2.000000000000000e-02	-3.300006e+00	-3.300004e+00	-3.300009e+00
2.000010000000000e-02	-3.300008e+00	-3.300024e+00	-3.299987e+00
2.000020000000000e-02	-3.300006e+00	-3.300005e+00	-3.300008e+00
2.000020776211837e-02	-3.300007e+00	-3.300014e+00	-3.299998e+00
2.000022328635512e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
2.000025433482861e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
2.000031156507536e-02	-3.300007e+00	-3.300016e+00	-3.299996e+00
2.000041333368548e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
2.000060324641045e-02	-3.300007e+00	-3.300016e+00	-3.299996e+00
2.000091036867369e-02	-3.300007e+00	-3.300015e+00	-3.299997e+00
2.000149570698709e-02	-3.300007e+00	-3.300014e+00	-3.299998e+00
2.000219552367261e-02	-3.300008e+00	-3.300010e+00	-3.300003e+00
2.000314643274344e-02	-3.300007e+00	-3.300013e+00	-3.300000e+00
2.000409852950721e-02	-3.298984e+00	-3.301133e+00	-3.299903e+00
2.000521435008001e-02	-3.297170e+00	-3.308267e+00	-3.294583e+00
2.000677687346336e-02	-3.296485e+00	-3.316869e+00	-3.286667e+00
2.000842144619399e-02	-3.296279e+00	-3.323878e+00	-3.279864e+00
2.001019524611905e-02	-3.296489e+00	-3.331578e+00	-3.271955e+00
2.001207819637473e-02	-3.296679e+00	-3.339279e+00	-3.264064e+00
2.001584409688608e-02	-3.298291e+00	-3.355976e+00	-3.245753e+00
2.002337589790877e-02	-3.308859e+00	-3.398888e+00	-3.192272e+00
2.003337589790877e-02	-3.330274e+00	-3.465503e+00	-3.104245e+00
2.004337589790877e-02	-3.344781e+00	-3.522545e+00	-3.032697e+00
2.004462589790877e-02	-3.346097e+00	-3.529024e+00	-3.024902e+00
2.004712589790877e-02	-3.348534e+00	-3.541581e+00	-3.009909e+00
2.005212589790877e-02	-3.352116e+00	-3.564473e+00	-2.983435e+00
2.005426093864494e-02	-3.165261e+00	-3.103394e+00	-3.631347e+00
2.005549434851650e-02	-3.012835e+00	-2.919214e+00	-3.965522e+00
2.005619479196142e-02	-2.996690e+00	-2.895599e+00	-4.000065e+00
2.005687856475187e-02	-2.980840e+00	-2.876139e+00	-4.026212e+00
2.005754866669208e-02	-2.962332e+00	-2.858218e+00	-4.049023e+00
2.005858771724752e-02	-2.927613e+00	-2.828607e+00	-4.081798e+00
2.005993100813360e-02	-2.873955e+00	-2.785377e+00	-4.117889e+00
2.006147994286853e-02	-2.805202e+00	-2.726032e+00	-4.148862e+00
2.006362253536963e-02	-2.698585e+00	-2.629113e+00	-4.177845e+00
2.006722093352949e-02	-2.492274e+00	-2.472820e+00	-4.197843e+00
2.007107233750001e-02	-2.304410e+00	-2.291405e+00	-4.196285e+00
2.007487621844363e-02	-2.126710e+00	-2.117785e+00	-4.192238e+00
2.007879632714308e-02	-1.953125e+00	-1.948496e+00	-4.167935e+00
2.008429123794810e-02	-1.720643e+00	-1.722091e+00	-4.107894e+00
2.008988687562881e-02	-1.493732e+00	-1.501933e+00	-4.026062e+00
2.009347624924177e-02	-1.357088e+00	-1.369646e+00	-3.953483e+00
2.009544428990920e-02	-1.293196e+00	-1.308304e+00	-3.887649e+00
2.009727013551520e-02	-1.248995e+00	-1.266358e+00	-3.788728e+00
2.009792291716966e-02	-1.232267e+00	-1.250507e+00	-3.754166e+00
2.009853924469958e-02	-1.218942e+00	-1.237871e+00	-3.715332e+00
2.009947704968844e-02	-1.196041e+00	-1.216167e+00	-3.661128e+00
2.010135265966615e-02	-1.153769e+00	-1.176026e+00	-3.541478e+00
2.010510387962157e-02	-1.067762e+00	-1.094269e+00	-3.295608e+00
2.011260631953241e-02	-9.017944e-01	-9.360101e-01	-2.769045e+00
2.012260631953241e-02	-5.927410e-01	-6.372573e-01	-2.308873e+00
2.013260631953241e-02	-3.183651e-01	-3.401046e-01	-1.929906e+00
2.014260631953241e-02	-2.016044e-01	-2.079685e-01	-1.399494e+00
2.015260631953241e-02	-1.584597e-01	-1.609735e-01	-8.552017e-01
2.016260631953241e-02	-1.412916e-01	-1.425276e-01	-3.370747e-01
2.017260631953241e-02	-8.501530e-02	-8.543897e-02	-1.225555e-01
2.018260631953241e-02	-5.558014e-02	-5.578518e-02	-6.874949e-02
2.019260631953241e-02	-4.793835e-02	-4.805422e-02	-5.500945e-02
2.020260631953241e-02	-4.589939e-02	-4.597592e-02	-5.041147e-02
2.021260631953241e-02	-4.524612e-02	-4.528165e-02	-4.814294e-02
2.022260631953241e-02	-4.495287e-02	-4.497862e-02	-4.694583e-02
2.023260631953241e-02	-4.484653e-02	-4.485250e-02	-4.616124e-02
2.024260631953241e-02	-4.477072e-02	-4.478049e-02	-4.570594e-02
2.025260631953241e-02	-4.475164e-02	-4.474950e-02	-4.535200e-02
2.026260631953241e-02	-4.471779e-02	-4.472375e-02	-4.516830e-02
2.027260631953241e-02	-4.472065e-02	-4.471636e-02	-4.499097e-02
2.028260631953241e-02	-4.469872e-02	-4.470348e-02	-4.492314e-02
2.029260631953241e-02	-4.470825e-02	-4.470348e-02	-4.482413e-02
2.030260631953241e-02	-4.469061e-02	-4.469538e-02	-4.480849e-02
2.031260631953241e-02	-4.470301e-02	-4.469800e-02	-4.474575e-02
2.032260631953241e-02	-4.468727e-02	-4.469180e-02	-4.475419e-02
2.033260631953241e-02	-4.470062e-02	-4.469538e-02	-4.470870e-02
2.034260631953241e-02	-4.468536e-02	-4.469013e-02	-4.472828e-02
2.035260631953241e-02	-4.469919e-02	-4.469442e-02	-4.469117e-02
2.036260631953241e-02	-4.468489e-02	-4.468942e-02	-4.471583e-02
2.037260631953241e-02	-4.469824e-02	-4.469371e-02	-4.468292e-02
2.038260631953241e-02	-4.468441e-02	-4.468918e-02	-4.470979e-02
2.039260631953241e-02	-4.469824e-02	-4.469323e-02	-4.467909e-02
2.040260631953241e-02	-4.468441e-02	-4.468894e-02	-4.470681e-02
2.041260631953241e-02	-4.469776e-02	-4.469299e-02	-4.467737e-02
2.042260631953241e-02	-4.468393e-02	-4.468894e-02	-4.470528e-02
2.043260631953241e-02	-4.469824e-02	-4.469299e-02	-4.467664e-02
2.044260631953241e-02	-4.468441e-02	-4.468894e-02	-4.470446e-02
2.045260631953241e-02	-4.469776e-02	-4.469299e-02	-4.467640e-02
2.046260631953241e-02	-4.468441e-02	-4.468894e-02	-4.470397e-02
2.047260631953241e-02	-4.469776e-02	-4.469299e-02	-4.467638e-02
2.048260631953241e-02	-4.468441e-02	-4.468918e-02	-4.470363e-02
2.049260631953241e-02	-4.469776e-02	-4.469275e-02	-4.467647e-02
2.050260631953241e-02	-4.468441e-02	-4.468918e-02	-4.470338e-02
2.051260631953241e-02	-4.469776e-02	-4.469275e-02	-4.467661e-02
2.052260631953241e-02	-4.468441e-02	-4.468918e-02	-4.470317e-02
2.053260631953241e-02	-4.469776e-02	-4.469275e-02	-4.467677e-02
2.054260631953241e-02	-4.468441e-02	-4.468942e-02	-4.470298e-02
2.055260631953241e-02	-4.469728e-02	-4.469252e-02	-4.467694e-02
2.056260631953241e-02	-4.468441e-02	-4.468942e-02	-4.470280e-02
2.057260631953241e-02	-4.469728e-02	-4.469252e-02	-4.467711e-02
2.058260631953241e-02	-4.468489e-02	-4.468918e-02	-4.470262e-02
2.059260631953241e-02	-4.469776e-02	-4.469252e-02	-4.467729e-02
2.060260631953241e-02	-4.468441e-02	-4.468942e-02	-4.470245e-02
2.061260631953241e-02	-4.469728e-02	-4.469228e-02	-4.467746e-02
2.062260631953241e-02	-4.468441e-02	-4.468942e-02	-4.470228e-02
2.063260631953241e-02	-4.469728e-02	-4.469252e-02	-4.467763e-02
2.064260631953241e-02	-4.468489e-02	-4.468942e-02	-4.470211e-02
2.065260631953241e-02	-4.469728e-02	-4.469252e-02	-4.467780e-02
2.066260631953241e-02	-4.468489e-02	-4.468966e-02	-4.470195e-02
2.067260631953241e-02	-4.469681e-02	-4.469228e-02	-4.467797e-02
2.068260631953241e-02	-4.468489e-02	-4.468966e-02	-4.470179e-02
2.069260631953241e-02	-4.469728e-02	-4.469228e-02	-4.467813e-02
2.070260631953241e-02	-4.468489e-02	-4.468966e-02	-4.470163e-02
2.071260631953241e-02	-4.469728e-02	-4.469228e-02	-4.467829e-02
2.072260631953241e-02	-4.468489e-02	-4.468989e-02	-4.470147e-02
2.073260631953241e-02	-4.469681e-02	-4.469204e-02	-4.467845e-02
2.074260631953241e-02	-4.468489e-02	-4.468989e-02	-4.470131e-02
2.075260631953241e-02	-4.469681e-02	-4.469204e-02	-4.467861e-02
2.076260631953241e-02	-4.468536e-02	-4.468989e-02	-4.470116e-02
2.077260631953241e-02	-4.469681e-02	-4.469204e-02	-4.467876e-02
2.078260631953241e-02	-4.468536e-02	-4.468989e-02	-4.470101e-02
2.079260631953241e-02	-4.469728e-02	-4.469180e-02	-4.467892e-02
2.080260631953241e-02	-4.468536e-02	-4.468989e-02	-4.470086e-02
2.081260631953241e-02	-4.469681e-02	-4.469180e-02	-4.467907e-02
2.082260631953241e-02	-4.468489e-02	-4.468989e-02	-4.470072e-02
2.083260631953241e-02	-4.469681e-02	-4.469180e-02	-4.467922e-02
2.084260631953241e-02	-4.468536e-02	-4.468989e-02	-4.470057e-02
2.085260631953241e-02	-4.469681e-02	-4.469204e-02	-4.467936e-02
2.086260631953241e-02	-4.468536e-02	-4.469013e-02	-4.470043e-02
2.087260631953241e-02	-4.469681e-02	-4.469180e-02	-4.467951e-02
2.088260631953241e-02	-4.468536e-02	-4.469013e-02	-4.470029e-02
2.089260631953241e-02	-4.469633e-02	-4.469180e-02	-4.467965e-02
2.090260631953241e-02	-4.468584e-02	-4.469013e-02	-4.470015e-02
2.091260631953241e-02	-4.469681e-02	-4.469180e-02	-4.467979e-02
2.092260631953241e-02	-4.468536e-02	-4.469013e-02	-4.470001e-02
2.093260631953241e-02	-4.469681e-02	-4.469180e-02	-4.467993e-02
2.094260631953241e-02	-4.468536e-02	-4.469037e-02	-4.469988e-02
2.095260631953241e-02	-4.469633e-02	-4.469156e-02	-4.468007e-02
2.096260631953241e-02	-4.468536e-02	-4.469037e-02	-4.469975e-02
2.097260631953241e-02	-4.469633e-02	-4.469156e-02	-4.468020e-02
2.098260631953241e-02	-4.468584e-02	-4.469037e-02	-4.469962e-02
2.099260631953241e-02	-4.469633e-02	-4.469156e-02	-4.468034e-02
2.100260631953241e-02	-4.468584e-02	-4.469037e-02	-4.469949e-02
2.101260631953241e-02	-4.469633e-02	-4.469132e-02	-4.468047e-02
2.102260631953241e-02	-4.468584e-02	-4.469061e-02	-4.469936e-02
2.103260631953241e-02	-4.469633e-02	-4.469132e-02	-4.468060e-02
2.104260631953241e-02	-4.468584e-02	-4.469037e-02	-4.469923e-02
2.105260631953241e-02	-4.469633e-02	-4.469132e-02	-4.468073e-02
2.106260631953241e-02	-4.468584e-02	-4.469037e-02	-4.469911e-02
2.107260631953241e-02	-4.469633e-02	-4.469132e-02	-4.468085e-02
2.108260631953241e-02	-4.468584e-02	-4.469037e-02	-4.469898e-02
2.109260631953241e-02	-4.469633e-02	-4.469132e-02	-4.468098e-02
2.110260631953241e-02	-4.468584e-02	-4.469061e-02	-4.469886e-02
2.111260631953241e-02	-4.469633e-02	-4.469132e-02	-4.468110e-02
2.112260631953241e-02	-4.468584e-02	-4.469061e-02	-4.469874e-02
2.113260631953241e-02	-4.469585e-02	-4.469132e-02	-4.468122e-02
2.114260631953241e-02	-4.468584e-02	-4.469061e-02	-4.469863e-02
2.115260631953241e-02	-4.469585e-02	-4.469132e-02	-4.468134e-02
2.116260631953241e-02	-4.468632e-02	-4.469061e-02	-4.469851e-02
2.117260631953241e-02	-4.469633e-02	-4.469132e-02	-4.468146e-02
2.118260631953241e-02	-4.468632e-02	-4.469085e-02	-4.469840e-02
2.119260631953241e-02	-4.469633e-02	-4.469109e-02	-4.468157e-02
2.120260631953241e-02	-4.468584e-02	-4.469085e-02	-4.469828e-02
2.121260631953241e-02	-4.469585e-02	-4.469109e-02	-4.468169e-02
2.122260631953241e-02	-4.468584e-02	-4.469085e-02	-4.469817e-02
2.123260631953241e-02	-4.469585e-02	-4.469109e-02	-4.468180e-02
2.124260631953241e-02	-4.468632e-02	-4.469085e-02	-4.469806e-02
2.125260631953241e-02	-4.469585e-02	-4.469109e-02	-4.468191e-02
2.126260631953241e-02	-4.468632e-02	-4.469085e-02	-4.469795e-02
2.127260631953241e-02	-4.469585e-02	-4.469109e-02	-4.468202e-02
2.128260631953241e-02	-4.468632e-02	-4.469109e-02	-4.469785e-02
2.129260631953241e-02	-4.469585e-02	-4.469085e-02	-4.468213e-02
2.130260631953241e-02	-4.468632e-02	-4.469109e-02	-4.469774e-02
2.131260631953241e-02	-4.469585e-02	-4.469085e-02	-4.468223e-02
2.132260631953241e-02	-4.468632e-02	-4.469109e-02	-4.469764e-02
2.133260631953241e-02	-4.469585e-02	-4.469085e-02	-4.468234e-02
2.134260631953241e-02	-4.468632e-02	-4.469085e-02	-4.469753e-02
2.135260631953241e-02	-4.469585e-02	-4.469085e-02	-4.468245e-02
2.136260631953241e-02	-4.468632e-02	-4.469085e-02	-4.469743e-02
2.137260631953241e-02	-4.469585e-02	-4.469085e-02	-4.468255e-02
2.138260631953241e-02	-4.468632e-02	-4.469109e-02	-4.469733e-02
2.139260631953241e-02	-4.469585e-02	-4.469061e-02	-4.468265e-02
2.140260631953241e-02	-4.468632e-02	-4.469109e-02	-4.469723e-02
2.141260631953241e-02	-4.469538e-02	-4.469085e-02	-4.468275e-02
2.142260631953241e-02	-4.468632e-02	-4.469109e-02	-4.469714e-02
2.143260631953241e-02	-4.469538e-02	-4.469085e-02	-4.468284e-02
2.144260631953241e-02	-4.468632e-02	-4.469109e-02	-4.469704e-02
2.145260631953241e-02	-4.469538e-02	-4.469085e-02	-4.468294e-02
2.146260631953241e-02	-4.468679e-02	-4.469109e-02	-4.469694e-02
2.147260631953241e-02	-4.469538e-02	-4.469085e-02	-4.468304e-02
2.148260631953241e-02	-4.468679e-02	-4.469109e-02	-4.469685e-02
2.149260631953241e-02	-4.469585e-02	-4.469061e-02	-4.468313e-02
2.150260631953241e-02	-4.468679e-02	-4.469132e-02	-4.469676e-02
2.151260631953241e-02	-4.469585e-02	-4.469061e-02	-4.468322e-02
2.152260631953241e-02	-4.468632e-02	-4.469132e-02	-4.469667e-02
2.153260631953241e-02	-4.469538e-02	-4.469061e-02	-4.468332e-02
2.154260631953241e-02	-4.468632e-02	-4.469132e-02	-4.469658e-02
2.155260631953241e-02	-4.469538e-02	-4.469061e-02	-4.468341e-02
2.156260631953241e-02	-4.468679e-02	-4.469132e-02	-4.469649e-02
2.157260631953241e-02	-4.469538e-02	-4.469061e-02	-4.468349e-02
2.158260631953241e-02	-4.468679e-02	-4.469132e-02	-4.469641e-02
2.159260631953241e-02	-4.469538e-02	-4.469061e-02	-4.468358e-02
2.160260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469632e-02
2.161260631953241e-02	-4.469538e-02	-4.469037e-02	-4.468367e-02
2.162260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469623e-02
2.163260631953241e-02	-4.469538e-02	-4.469037e-02	-4.468375e-02
2.164260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469615e-02
2.165260631953241e-02	-4.469490e-02	-4.469037e-02	-4.468384e-02
2.166260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469607e-02
2.167260631953241e-02	-4.469538e-02	-4.469037e-02	-4.468392e-02
2.168260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469599e-02
2.169260631953241e-02	-4.469538e-02	-4.469037e-02	-4.468400e-02
2.170260631953241e-02	-4.468679e-02	-4.469132e-02	-4.469590e-02
2.171260631953241e-02	-4.469538e-02	-4.469037e-02	-4.468408e-02
2.172260631953241e-02	-4.468679e-02	-4.469132e-02	-4.469583e-02
2.173260631953241e-02	-4.469538e-02	-4.469037e-02	-4.468416e-02
2.174260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469575e-02
2.175260631953241e-02	-4.469538e-02	-4.469013e-02	-4.468424e-02
2.176260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469567e-02
2.177260631953241e-02	-4.469490e-02	-4.469013e-02	-4.468432e-02
2.178260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469559e-02
2.179260631953241e-02	-4.469490e-02	-4.469013e-02	-4.468440e-02
2.180260631953241e-02	-4.468679e-02	-4.469156e-02	-4.469552e-02
2.181260631953241e-02	-4.469490e-02	-4.469037e-02	-4.468447e-02
2.182260631953241e-02	-4.468727e-02	-4.469156e-02	-4.469545e-02
2.183260631953241e-02	-4.469490e-02	-4.469037e-02	-4.468455e-02
2.184260631953241e-02	-4.468727e-02	-4.469156e-02	-4.469537e-02
2.185260631953241e-02	-4.469490e-02	-4.469037e-02	-4.468462e-02
2.186260631953241e-02	-4.468727e-02	-4.469156e-02	-4.469530e-02
2.187260631953241e-02	-4.469490e-02	-4.469037e-02	-4.468469e-02
2.188260631953241e-02	-4.468727e-02	-4.469180e-02	-4.469523e-02
2.189260631953241e-02	-4.469538e-02	-4.469013e-02	-4.468476e-02
2.190260631953241e-02	-4.468727e-02	-4.469180e-02	-4.469516e-02
2.191260631953241e-02	-4.469538e-02	-4.469013e-02	-4.468483e-02
2.192260631953241e-02	-4.468679e-02	-4.469180e-02	-4.469509e-02
2.193260631953241e-02	-4.469490e-02	-4.469013e-02	-4.468490e-02
2.194260631953241e-02	-4.468679e-02	-4.469180e-02	-4.469502e-02
2.195260631953241e-02	-4.469490e-02	-4.469013e-02	-4.468497e-02
2.196260631953241e-02	-4.468679e-02	-4.469180e-02	-4.469496e-02
2.197260631953241e-02	-4.469490e-02	-4.469013e-02	-4.468504e-02
2.198260631953241e-02	-4.468727e-02	-4.469180e-02	-4.469489e-02
2.199260631953241e-02	-4.469490e-02	-4.469013e-02	-4.468511e-02
2.200260631953241e-02	-4.468727e-02	-4.469180e-02	-4.469482e-02
2.201260631953241e-02	-4.469490e-02	-4.469013e-02	-4.468517e-02
2.202260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469476e-02
2.203260631953241e-02	-4.469490e-02	-4.468989e-02	-4.468524e-02
2.204260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469470e-02
2.205260631953241e-02	-4.469490e-02	-4.468989e-02	-4.468530e-02
2.206260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469463e-02
2.207260631953241e-02	-4.469490e-02	-4.468989e-02	-4.468536e-02
2.208260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469457e-02
2.209260631953241e-02	-4.469442e-02	-4.468989e-02	-4.468542e-02
2.210260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469451e-02
2.211260631953241e-02	-4.469442e-02	-4.468989e-02	-4.468549e-02
2.212260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469445e-02
2.213260631953241e-02	-4.469442e-02	-4.468989e-02	-4.468554e-02
2.214260631953241e-02	-4.468775e-02	-4.469204e-02	-4.469439e-02
2.215260631953241e-02	-4.469490e-02	-4.468989e-02	-4.468561e-02
2.216260631953241e-02	-4.468775e-02	-4.469204e-02	-4.469433e-02
2.217260631953241e-02	-4.469490e-02	-4.468989e-02	-4.468566e-02
2.218260631953241e-02	-4.468775e-02	-4.469180e-02	-4.469428e-02
2.219260631953241e-02	-4.469490e-02	-4.468989e-02	-4.468572e-02
2.220260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469422e-02
2.221260631953241e-02	-4.469490e-02	-4.468966e-02	-4.468578e-02
2.222260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469416e-02
2.223260631953241e-02	-4.469490e-02	-4.468966e-02	-4.468583e-02
2.224260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469411e-02
2.225260631953241e-02	-4.469490e-02	-4.468966e-02	-4.468589e-02
2.226260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469405e-02
2.227260631953241e-02	-4.469442e-02	-4.468966e-02	-4.468595e-02
2.228260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469400e-02
2.229260631953241e-02	-4.469442e-02	-4.468966e-02	-4.468600e-02
2.230260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469394e-02
2.231260631953241e-02	-4.469442e-02	-4.468966e-02	-4.468605e-02
2.232260631953241e-02	-4.468727e-02	-4.469204e-02	-4.469389e-02
2.233260631953241e-02	-4.469442e-02	-4.468966e-02	-4.468610e-02
2.234260631953241e-02	-4.468775e-02	-4.469204e-02	-4.469384e-02
2.235260631953241e-02	-4.469442e-02	-4.468966e-02	-4.468616e-02
2.236260631953241e-02	-4.468775e-02	-4.469204e-02	-4.469379e-02
2.237260631953241e-02	-4.469442e-02	-4.468989e-02	-4.468621e-02
2.238260631953241e-02	-4.468775e-02	-4.469204e-02	-4.469374e-02
2.239260631953241e-02	-4.469442e-02	-4.468989e-02	-4.468626e-02
2.240260631953241e-02	-4.468775e-02	-4.469228e-02	-4.469369e-02
2.241260631953241e-02	-4.469442e-02	-4.468966e-02	-4.468631e-02
2.242260631953241e-02	-4.468775e-02	-4.469228e-02	-4.469364e-02
2.243260631953241e-02	-4.469442e-02	-4.468966e-02	-4.468635e-02
