time	V(N018,N016)	V(N050,N048)	V(N082,N074)
9.589524994354072e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.599524994354071e-03	3.278905e+00	3.278882e+00	3.278871e+00
9.609524994354071e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.619524994354072e-03	3.278905e+00	3.278882e+00	3.278871e+00
9.629524994354072e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.639524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.649524994354071e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.659524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.669524994354072e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.679524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.689524994354071e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.699524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.709524994354072e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.719524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.729524994354071e-03	3.278856e+00	3.278888e+00	3.278914e+00
9.739524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.749524994354072e-03	3.278857e+00	3.278888e+00	3.278914e+00
9.759524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.769524994354071e-03	3.278857e+00	3.278888e+00	3.278914e+00
9.779524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.789524994354072e-03	3.278857e+00	3.278888e+00	3.278914e+00
9.799524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.809524994354071e-03	3.278857e+00	3.278888e+00	3.278914e+00
9.819524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.829524994354072e-03	3.278857e+00	3.278888e+00	3.278914e+00
9.839524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.849524994354071e-03	3.278857e+00	3.278888e+00	3.278914e+00
9.859524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.869524994354071e-03	3.278857e+00	3.278888e+00	3.278914e+00
9.879524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.889524994354072e-03	3.278857e+00	3.278888e+00	3.278913e+00
9.899524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.909524994354071e-03	3.278857e+00	3.278888e+00	3.278913e+00
9.919524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.929524994354072e-03	3.278857e+00	3.278888e+00	3.278913e+00
9.939524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.949524994354071e-03	3.278857e+00	3.278888e+00	3.278913e+00
9.959524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.969524994354072e-03	3.278857e+00	3.278888e+00	3.278913e+00
9.979524994354071e-03	3.278904e+00	3.278882e+00	3.278871e+00
9.989524994354071e-03	3.278857e+00	3.278888e+00	3.278913e+00
9.999524994354072e-03	3.278904e+00	3.278882e+00	3.278871e+00
1.000000000000000e-02	3.278858e+00	3.278888e+00	3.278913e+00
1.000010000000000e-02	3.278902e+00	3.278883e+00	3.278873e+00
1.000020000000000e-02	3.278917e+00	3.278945e+00	3.278944e+00
1.000020473874906e-02	3.278935e+00	3.278950e+00	3.278932e+00
1.000021421624719e-02	3.278956e+00	3.278961e+00	3.278934e+00
1.000023317124344e-02	3.278980e+00	3.278990e+00	3.278953e+00
1.000026872789086e-02	3.279040e+00	3.279051e+00	3.278986e+00
1.000032964241738e-02	3.279156e+00	3.279175e+00	3.279062e+00
1.000034034888055e-02	3.279179e+00	3.279199e+00	3.279074e+00
1.000036176180689e-02	3.279224e+00	3.279246e+00	3.279103e+00
1.000040458765956e-02	3.279314e+00	3.279342e+00	3.279161e+00
1.000049023936492e-02	3.279488e+00	3.279532e+00	3.279279e+00
1.000062813967659e-02	3.279702e+00	3.279780e+00	3.279446e+00
1.000079504375817e-02	3.279436e+00	3.279626e+00	3.279456e+00
1.000109806588051e-02	3.275787e+00	3.276560e+00	3.278255e+00
1.000168606918661e-02	3.260317e+00	3.257815e+00	3.270229e+00
1.000241258881210e-02	3.232639e+00	3.216388e+00	3.250668e+00
1.000348555253395e-02	3.183087e+00	3.135885e+00	3.213271e+00
1.000366443199066e-02	3.174903e+00	3.120859e+00	3.206730e+00
1.000402219090409e-02	3.161182e+00	3.090508e+00	3.193297e+00
1.000473770873095e-02	3.125490e+00	3.040187e+00	3.169936e+00
1.000547572611750e-02	3.077607e+00	3.004129e+00	3.150353e+00
1.000640777036515e-02	3.020174e+00	2.971765e+00	3.127986e+00
1.000740365486758e-02	2.963503e+00	2.948447e+00	3.107902e+00
1.000939542387244e-02	2.881624e+00	2.905224e+00	3.077295e+00
1.001161715349749e-02	2.812995e+00	2.871821e+00	3.051646e+00
1.001365243786110e-02	2.750230e+00	2.867239e+00	3.031289e+00
1.001772300658832e-02	2.643871e+00	2.857708e+00	2.996531e+00
1.002482323391073e-02	2.354508e+00	2.809676e+00	2.931353e+00
1.003482323391073e-02	1.842605e+00	2.440903e+00	2.813059e+00
1.004482323391073e-02	1.392160e+00	2.019592e+00	2.672752e+00
1.005482323391073e-02	1.030497e+00	1.654321e+00	2.653444e+00
1.006482323391073e-02	7.627516e-01	1.364067e+00	2.579630e+00
1.007482323391073e-02	5.560589e-01	1.123729e+00	2.482836e+00
1.008482323391073e-02	3.929504e-01	9.226697e-01	2.393281e+00
1.009482323391073e-02	2.663253e-01	7.546393e-01	2.267569e+00
1.010482323391073e-02	1.779131e-01	6.133434e-01	2.114091e+00
1.011482323391073e-02	1.337271e-01	4.997858e-01	1.966159e+00
1.012482323391073e-02	1.259688e-01	4.140528e-01	1.829628e+00
1.013482323391073e-02	1.352018e-01	3.531325e-01	1.697804e+00
1.014482323391073e-02	1.498467e-01	3.121354e-01	1.577889e+00
1.015482323391073e-02	1.658481e-01	2.872229e-01	1.463566e+00
1.016482323391073e-02	1.817373e-01	2.732937e-01	1.360123e+00
1.017482323391073e-02	1.967370e-01	2.671333e-01	1.262460e+00
1.018482323391073e-02	2.105232e-01	2.651627e-01	1.174236e+00
1.019482323391073e-02	2.228294e-01	2.659985e-01	1.091576e+00
1.020482323391073e-02	2.336783e-01	2.677590e-01	1.016905e+00
1.021482323391073e-02	2.429916e-01	2.702890e-01	9.473588e-01
1.022482323391073e-02	2.509640e-01	2.725764e-01	8.844864e-01
1.023482323391073e-02	2.575896e-01	2.749755e-01	8.261870e-01
1.024482323391073e-02	2.631398e-01	2.768188e-01	7.734189e-01
1.025482323391073e-02	2.676191e-01	2.786359e-01	7.246398e-01
1.026482323391073e-02	2.713170e-01	2.798817e-01	6.804005e-01
1.027482323391073e-02	2.742078e-01	2.811231e-01	6.395296e-01
1.028482323391073e-02	2.765715e-01	2.818557e-01	6.023510e-01
1.029482323391073e-02	2.783521e-01	2.826525e-01	5.679140e-01
1.030482323391073e-02	2.798071e-01	2.830148e-01	5.363555e-01
1.031482323391073e-02	2.808461e-01	2.835037e-01	5.069017e-01
1.032482323391073e-02	2.817072e-01	2.836202e-01	4.797770e-01
1.033482323391073e-02	2.822738e-01	2.839147e-01	4.546211e-01
1.034482323391073e-02	2.827683e-01	2.838858e-01	4.320306e-01
1.035482323391073e-02	2.830536e-01	2.840739e-01	4.116901e-01
1.036482323391073e-02	2.833349e-01	2.839698e-01	3.938946e-01
1.037482323391073e-02	2.834583e-01	2.841044e-01	3.781117e-01
1.038482323391073e-02	2.836191e-01	2.839645e-01	3.644915e-01
1.039482323391073e-02	2.836528e-01	2.840752e-01	3.524966e-01
1.040482323391073e-02	2.837477e-01	2.839206e-01	3.422646e-01
1.041482323391073e-02	2.837335e-01	2.840230e-01	3.332955e-01
1.042482323391073e-02	2.837943e-01	2.838652e-01	3.257361e-01
1.043482323391073e-02	2.837562e-01	2.839673e-01	3.191252e-01
1.044482323391073e-02	2.838009e-01	2.838114e-01	3.136258e-01
1.045482323391073e-02	2.837522e-01	2.839167e-01	3.088120e-01
1.046482323391073e-02	2.837901e-01	2.837650e-01	3.048662e-01
1.047482323391073e-02	2.837375e-01	2.838745e-01	3.013938e-01
1.048482323391073e-02	2.837735e-01	2.837272e-01	2.985970e-01
1.049482323391073e-02	2.837203e-01	2.838408e-01	2.961083e-01
1.050482323391073e-02	2.837565e-01	2.836975e-01	2.941475e-01
1.051482323391073e-02	2.837041e-01	2.838146e-01	2.923697e-01
1.052482323391073e-02	2.837414e-01	2.836746e-01	2.910094e-01
1.053482323391073e-02	2.836903e-01	2.837946e-01	2.897395e-01
1.054482323391073e-02	2.837288e-01	2.836571e-01	2.888062e-01
1.055482323391073e-02	2.836790e-01	2.837792e-01	2.878962e-01
1.056482323391073e-02	2.837186e-01	2.836438e-01	2.872643e-01
1.057482323391073e-02	2.836699e-01	2.837676e-01	2.866078e-01
1.058482323391073e-02	2.837105e-01	2.836337e-01	2.861876e-01
1.059482323391073e-02	2.836627e-01	2.837586e-01	2.857088e-01
1.060482323391073e-02	2.837040e-01	2.836258e-01	2.854366e-01
1.061482323391073e-02	2.836570e-01	2.837515e-01	2.850821e-01
1.062482323391073e-02	2.836989e-01	2.836197e-01	2.849132e-01
1.063482323391073e-02	2.836524e-01	2.837459e-01	2.846454e-01
1.064482323391073e-02	2.836947e-01	2.836147e-01	2.845483e-01
1.065482323391073e-02	2.836487e-01	2.837414e-01	2.843410e-01
1.066482323391073e-02	2.836913e-01	2.836107e-01	2.842938e-01
1.067482323391073e-02	2.836456e-01	2.837377e-01	2.841287e-01
1.068482323391073e-02	2.836884e-01	2.836073e-01	2.841161e-01
1.069482323391073e-02	2.836430e-01	2.837345e-01	2.839803e-01
1.070482323391073e-02	2.836859e-01	2.836045e-01	2.839918e-01
1.071482323391073e-02	2.836408e-01	2.837317e-01	2.838765e-01
1.072482323391073e-02	2.836838e-01	2.836020e-01	2.839045e-01
1.073482323391073e-02	2.836388e-01	2.837292e-01	2.838037e-01
1.074482323391073e-02	2.836818e-01	2.835997e-01	2.838432e-01
1.075482323391073e-02	2.836370e-01	2.837270e-01	2.837523e-01
1.076482323391073e-02	2.836801e-01	2.835977e-01	2.837997e-01
1.077482323391073e-02	2.836353e-01	2.837250e-01	2.837160e-01
1.078482323391073e-02	2.836784e-01	2.835958e-01	2.837688e-01
1.079482323391073e-02	2.836338e-01	2.837231e-01	2.836901e-01
1.080482323391073e-02	2.836769e-01	2.835941e-01	2.837466e-01
1.081482323391073e-02	2.836323e-01	2.837213e-01	2.836714e-01
1.082482323391073e-02	2.836755e-01	2.835925e-01	2.837304e-01
1.083482323391073e-02	2.836310e-01	2.837196e-01	2.836578e-01
1.084482323391073e-02	2.836741e-01	2.835909e-01	2.837185e-01
1.085482323391073e-02	2.836297e-01	2.837180e-01	2.836479e-01
1.086482323391073e-02	2.836728e-01	2.835895e-01	2.837096e-01
1.087482323391073e-02	2.836285e-01	2.837164e-01	2.836403e-01
1.088482323391073e-02	2.836715e-01	2.835881e-01	2.837028e-01
1.089482323391073e-02	2.836273e-01	2.837150e-01	2.836346e-01
1.090482323391073e-02	2.836703e-01	2.835867e-01	2.836974e-01
1.091482323391073e-02	2.836261e-01	2.837135e-01	2.836301e-01
1.092482323391073e-02	2.836691e-01	2.835854e-01	2.836931e-01
1.093482323391073e-02	2.836250e-01	2.837121e-01	2.836265e-01
1.094482323391073e-02	2.836680e-01	2.835842e-01	2.836896e-01
1.095482323391073e-02	2.836240e-01	2.837108e-01	2.836235e-01
1.096482323391073e-02	2.836669e-01	2.835830e-01	2.836866e-01
1.097482323391073e-02	2.836229e-01	2.837095e-01	2.836210e-01
1.098482323391073e-02	2.836658e-01	2.835818e-01	2.836840e-01
1.099482323391073e-02	2.836219e-01	2.837082e-01	2.836188e-01
1.100482323391073e-02	2.836648e-01	2.835807e-01	2.836817e-01
1.101482323391073e-02	2.836209e-01	2.837070e-01	2.836168e-01
1.102482323391073e-02	2.836638e-01	2.835796e-01	2.836796e-01
1.103482323391073e-02	2.836200e-01	2.837058e-01	2.836151e-01
1.104482323391073e-02	2.836628e-01	2.835786e-01	2.836776e-01
1.105482323391073e-02	2.836191e-01	2.837046e-01	2.836135e-01
1.106482323391073e-02	2.836618e-01	2.835776e-01	2.836758e-01
1.107482323391073e-02	2.836182e-01	2.837035e-01	2.836120e-01
1.108482323391073e-02	2.836609e-01	2.835766e-01	2.836741e-01
1.109482323391073e-02	2.836173e-01	2.837024e-01	2.836106e-01
1.110482323391073e-02	2.836600e-01	2.835756e-01	2.836725e-01
1.111482323391073e-02	2.836165e-01	2.837013e-01	2.836092e-01
1.112482323391073e-02	2.836591e-01	2.835747e-01	2.836709e-01
1.113482323391073e-02	2.836157e-01	2.837003e-01	2.836080e-01
1.114482323391073e-02	2.836582e-01	2.835738e-01	2.836694e-01
1.115482323391073e-02	2.836149e-01	2.836992e-01	2.836068e-01
1.116482323391073e-02	2.836574e-01	2.835729e-01	2.836680e-01
1.117482323391073e-02	2.836141e-01	2.836982e-01	2.836056e-01
1.118482323391073e-02	2.836566e-01	2.835721e-01	2.836666e-01
1.119482323391073e-02	2.836134e-01	2.836973e-01	2.836045e-01
1.120482323391073e-02	2.836558e-01	2.835713e-01	2.836653e-01
1.121482323391073e-02	2.836126e-01	2.836963e-01	2.836034e-01
1.122482323391073e-02	2.836550e-01	2.835705e-01	2.836640e-01
1.123482323391073e-02	2.836119e-01	2.836954e-01	2.836024e-01
1.124482323391073e-02	2.836543e-01	2.835697e-01	2.836627e-01
1.125482323391073e-02	2.836112e-01	2.836945e-01	2.836014e-01
1.126482323391073e-02	2.836535e-01	2.835690e-01	2.836614e-01
1.127482323391073e-02	2.836106e-01	2.836936e-01	2.836004e-01
1.128482323391073e-02	2.836528e-01	2.835683e-01	2.836602e-01
1.129482323391073e-02	2.836099e-01	2.836928e-01	2.835995e-01
1.130482323391073e-02	2.836521e-01	2.835676e-01	2.836591e-01
1.131482323391073e-02	2.836093e-01	2.836920e-01	2.835986e-01
1.132482323391073e-02	2.836515e-01	2.835669e-01	2.836579e-01
1.133482323391073e-02	2.836087e-01	2.836911e-01	2.835977e-01
1.134482323391073e-02	2.836508e-01	2.835662e-01	2.836568e-01
1.135482323391073e-02	2.836081e-01	2.836904e-01	2.835969e-01
1.136482323391073e-02	2.836502e-01	2.835656e-01	2.836558e-01
1.137482323391073e-02	2.836075e-01	2.836896e-01	2.835961e-01
1.138482323391073e-02	2.836495e-01	2.835650e-01	2.836547e-01
1.139482323391073e-02	2.836070e-01	2.836888e-01	2.835953e-01
1.140482323391073e-02	2.836489e-01	2.835644e-01	2.836537e-01
1.141482323391073e-02	2.836064e-01	2.836881e-01	2.835945e-01
1.142482323391073e-02	2.836484e-01	2.835638e-01	2.836527e-01
1.143482323391073e-02	2.836059e-01	2.836874e-01	2.835938e-01
1.144482323391073e-02	2.836478e-01	2.835632e-01	2.836517e-01
1.145482323391073e-02	2.836054e-01	2.836867e-01	2.835931e-01
1.146482323391073e-02	2.836472e-01	2.835627e-01	2.836508e-01
1.147482323391073e-02	2.836049e-01	2.836860e-01	2.835923e-01
1.148482323391073e-02	2.836467e-01	2.835622e-01	2.836498e-01
1.149482323391073e-02	2.836044e-01	2.836853e-01	2.835917e-01
1.150482323391073e-02	2.836462e-01	2.835617e-01	2.836489e-01
1.151482323391073e-02	2.836039e-01	2.836847e-01	2.835910e-01
1.152482323391073e-02	2.836456e-01	2.835612e-01	2.836480e-01
1.153482323391073e-02	2.836035e-01	2.836840e-01	2.835904e-01
1.154482323391073e-02	2.836451e-01	2.835607e-01	2.836472e-01
1.155482323391073e-02	2.836030e-01	2.836834e-01	2.835898e-01
1.156482323391073e-02	2.836446e-01	2.835602e-01	2.836463e-01
1.157482323391073e-02	2.836026e-01	2.836828e-01	2.835892e-01
1.158482323391073e-02	2.836442e-01	2.835598e-01	2.836455e-01
1.159482323391073e-02	2.836022e-01	2.836822e-01	2.835886e-01
1.160482323391073e-02	2.836437e-01	2.835594e-01	2.836447e-01
1.161482323391073e-02	2.836018e-01	2.836816e-01	2.835881e-01
1.162482323391073e-02	2.836432e-01	2.835590e-01	2.836439e-01
1.163482323391073e-02	2.836014e-01	2.836811e-01	2.835875e-01
1.164482323391073e-02	2.836428e-01	2.835586e-01	2.836432e-01
1.165482323391073e-02	2.836010e-01	2.836805e-01	2.835870e-01
1.166482323391073e-02	2.836424e-01	2.835582e-01	2.836424e-01
1.167482323391073e-02	2.836007e-01	2.836800e-01	2.835865e-01
1.168482323391073e-02	2.836419e-01	2.835578e-01	2.836417e-01
1.169482323391073e-02	2.836003e-01	2.836795e-01	2.835860e-01
1.170482323391073e-02	2.836416e-01	2.835574e-01	2.836410e-01
1.171482323391073e-02	2.835999e-01	2.836789e-01	2.835855e-01
1.172482323391073e-02	2.836411e-01	2.835571e-01	2.836403e-01
1.173482323391073e-02	2.835996e-01	2.836784e-01	2.835851e-01
1.174482323391073e-02	2.836408e-01	2.835567e-01	2.836396e-01
1.175482323391073e-02	2.835993e-01	2.836780e-01	2.835846e-01
1.176482323391073e-02	2.836404e-01	2.835564e-01	2.836390e-01
1.177482323391073e-02	2.835990e-01	2.836775e-01	2.835842e-01
1.178482323391073e-02	2.836400e-01	2.835561e-01	2.836383e-01
1.179482323391073e-02	2.835987e-01	2.836770e-01	2.835838e-01
1.180482323391073e-02	2.836397e-01	2.835558e-01	2.836377e-01
1.181482323391073e-02	2.835984e-01	2.836766e-01	2.835834e-01
1.182482323391073e-02	2.836393e-01	2.835555e-01	2.836371e-01
1.183482323391073e-02	2.835981e-01	2.836761e-01	2.835830e-01
1.184482323391073e-02	2.836390e-01	2.835552e-01	2.836365e-01
1.185482323391073e-02	2.835978e-01	2.836757e-01	2.835826e-01
1.186482323391073e-02	2.836386e-01	2.835549e-01	2.836359e-01
1.187482323391073e-02	2.835975e-01	2.836752e-01	2.835823e-01
1.188482323391073e-02	2.836383e-01	2.835547e-01	2.836353e-01
1.189482323391073e-02	2.835973e-01	2.836748e-01	2.835819e-01
1.190482323391073e-02	2.836380e-01	2.835544e-01	2.836348e-01
1.191482323391073e-02	2.835970e-01	2.836744e-01	2.835816e-01
1.192482323391073e-02	2.836377e-01	2.835542e-01	2.836342e-01
1.193482323391073e-02	2.835968e-01	2.836740e-01	2.835813e-01
1.194482323391073e-02	2.836374e-01	2.835539e-01	2.836337e-01
1.195482323391073e-02	2.835965e-01	2.836736e-01	2.835810e-01
1.196482323391073e-02	2.836371e-01	2.835537e-01	2.836332e-01
1.197482323391073e-02	2.835963e-01	2.836733e-01	2.835807e-01
1.198482323391073e-02	2.836368e-01	2.835535e-01	2.836327e-01
1.199482323391073e-02	2.835961e-01	2.836729e-01	2.835804e-01
1.200482323391073e-02	2.836366e-01	2.835533e-01	2.836322e-01
1.201482323391073e-02	2.835959e-01	2.836725e-01	2.835801e-01
1.202482323391073e-02	2.836363e-01	2.835531e-01	2.836317e-01
1.203482323391073e-02	2.835956e-01	2.836722e-01	2.835798e-01
1.204482323391073e-02	2.836360e-01	2.835529e-01	2.836312e-01
1.205482323391073e-02	2.835954e-01	2.836718e-01	2.835796e-01
1.206482323391073e-02	2.836358e-01	2.835527e-01	2.836308e-01
1.207482323391073e-02	2.835952e-01	2.836715e-01	2.835793e-01
1.208482323391073e-02	2.836355e-01	2.835525e-01	2.836303e-01
1.209482323391073e-02	2.835951e-01	2.836712e-01	2.835791e-01
1.210482323391073e-02	2.836353e-01	2.835523e-01	2.836299e-01
1.211482323391073e-02	2.835949e-01	2.836708e-01	2.835789e-01
1.212482323391073e-02	2.836350e-01	2.835522e-01	2.836295e-01
1.213482323391073e-02	2.835947e-01	2.836705e-01	2.835786e-01
1.214482323391073e-02	2.836348e-01	2.835520e-01	2.836290e-01
1.215482323391073e-02	2.835945e-01	2.836702e-01	2.835784e-01
1.216482323391073e-02	2.836346e-01	2.835519e-01	2.836286e-01
1.217482323391073e-02	2.835943e-01	2.836699e-01	2.835782e-01
1.218482323391073e-02	2.836344e-01	2.835517e-01	2.836282e-01
1.219482323391073e-02	2.835942e-01	2.836696e-01	2.835780e-01
1.220482323391073e-02	2.836341e-01	2.835516e-01	2.836278e-01
1.221482323391073e-02	2.835940e-01	2.836693e-01	2.835778e-01
1.222482323391073e-02	2.836339e-01	2.835515e-01	2.836274e-01
1.223482323391073e-02	2.835939e-01	2.836690e-01	2.835776e-01
1.224482323391073e-02	2.836337e-01	2.835513e-01	2.836271e-01
1.225482323391073e-02	2.835937e-01	2.836687e-01	2.835775e-01
1.226482323391073e-02	2.836335e-01	2.835512e-01	2.836267e-01
1.227482323391073e-02	2.835936e-01	2.836685e-01	2.835773e-01
1.228482323391073e-02	2.836333e-01	2.835511e-01	2.836263e-01
1.229482323391073e-02	2.835935e-01	2.836682e-01	2.835771e-01
1.230482323391073e-02	2.836332e-01	2.835510e-01	2.836260e-01
1.231482323391073e-02	2.835933e-01	2.836679e-01	2.835770e-01
1.232482323391073e-02	2.836330e-01	2.835509e-01	2.836256e-01
1.233482323391073e-02	2.835932e-01	2.836677e-01	2.835768e-01
1.234482323391073e-02	2.836328e-01	2.835508e-01	2.836253e-01
1.235482323391073e-02	2.835931e-01	2.836674e-01	2.835767e-01
1.236482323391073e-02	2.836326e-01	2.835507e-01	2.836250e-01
1.237482323391073e-02	2.835929e-01	2.836672e-01	2.835766e-01
1.238482323391073e-02	2.836324e-01	2.835506e-01	2.836246e-01
1.239482323391073e-02	2.835928e-01	2.836669e-01	2.835764e-01
1.240482323391073e-02	2.836323e-01	2.835505e-01	2.836243e-01
1.241482323391073e-02	2.835927e-01	2.836667e-01	2.835763e-01
1.242482323391073e-02	2.836321e-01	2.835504e-01	2.836240e-01
1.243482323391073e-02	2.835926e-01	2.836664e-01	2.835762e-01
1.244482323391073e-02	2.836319e-01	2.835504e-01	2.836237e-01
1.245482323391073e-02	2.835925e-01	2.836662e-01	2.835761e-01
1.246482323391073e-02	2.836318e-01	2.835503e-01	2.836234e-01
1.247482323391073e-02	2.835924e-01	2.836660e-01	2.835760e-01
1.248482323391073e-02	2.836316e-01	2.835502e-01	2.836231e-01
1.249482323391073e-02	2.835923e-01	2.836658e-01	2.835759e-01
1.250482323391073e-02	2.836315e-01	2.835502e-01	2.836229e-01
1.251482323391073e-02	2.835922e-01	2.836655e-01	2.835758e-01
1.252482323391073e-02	2.836313e-01	2.835501e-01	2.836226e-01
1.253482323391073e-02	2.835921e-01	2.836653e-01	2.835757e-01
1.254482323391073e-02	2.836312e-01	2.835501e-01	2.836223e-01
1.255482323391073e-02	2.835920e-01	2.836651e-01	2.835756e-01
1.256482323391073e-02	2.836311e-01	2.835500e-01	2.836220e-01
1.257482323391073e-02	2.835920e-01	2.836649e-01	2.835755e-01
1.258482323391073e-02	2.836309e-01	2.835500e-01	2.836218e-01
1.259482323391073e-02	2.835919e-01	2.836647e-01	2.835755e-01
1.260482323391073e-02	2.836308e-01	2.835499e-01	2.836215e-01
1.261482323391073e-02	2.835918e-01	2.836645e-01	2.835754e-01
1.262482323391073e-02	2.836307e-01	2.835499e-01	2.836213e-01
1.263482323391073e-02	2.835917e-01	2.836643e-01	2.835753e-01
1.264482323391073e-02	2.836305e-01	2.835498e-01	2.836210e-01
1.265482323391073e-02	2.835917e-01	2.836641e-01	2.835752e-01
1.266482323391073e-02	2.836304e-01	2.835498e-01	2.836208e-01
1.267482323391073e-02	2.835916e-01	2.836639e-01	2.835752e-01
1.268482323391073e-02	2.836303e-01	2.835498e-01	2.836205e-01
1.269482323391073e-02	2.835915e-01	2.836638e-01	2.835751e-01
1.270482323391073e-02	2.836302e-01	2.835498e-01	2.836203e-01
1.271482323391073e-02	2.835915e-01	2.836636e-01	2.835751e-01
1.272482323391073e-02	2.836301e-01	2.835497e-01	2.836201e-01
1.273482323391073e-02	2.835914e-01	2.836634e-01	2.835750e-01
1.274482323391073e-02	2.836299e-01	2.835497e-01	2.836199e-01
1.275482323391073e-02	2.835913e-01	2.836632e-01	2.835750e-01
1.276482323391073e-02	2.836298e-01	2.835497e-01	2.836197e-01
1.277482323391073e-02	2.835913e-01	2.836630e-01	2.835749e-01
1.278482323391073e-02	2.836297e-01	2.835497e-01	2.836194e-01
1.279482323391073e-02	2.835912e-01	2.836629e-01	2.835749e-01
1.280482323391073e-02	2.836296e-01	2.835497e-01	2.836192e-01
1.281482323391073e-02	2.835912e-01	2.836627e-01	2.835749e-01
1.282482323391073e-02	2.836295e-01	2.835496e-01	2.836190e-01
1.283482323391073e-02	2.835911e-01	2.836625e-01	2.835748e-01
1.284482323391073e-02	2.836294e-01	2.835496e-01	2.836188e-01
1.285482323391073e-02	2.835911e-01	2.836624e-01	2.835748e-01
1.286482323391073e-02	2.836293e-01	2.835496e-01	2.836186e-01
1.287482323391073e-02	2.835910e-01	2.836622e-01	2.835748e-01
1.288482323391073e-02	2.836292e-01	2.835496e-01	2.836184e-01
1.289482323391073e-02	2.835910e-01	2.836620e-01	2.835747e-01
1.290482323391073e-02	2.836291e-01	2.835496e-01	2.836182e-01
1.291482323391073e-02	2.835910e-01	2.836619e-01	2.835747e-01
1.292482323391073e-02	2.836290e-01	2.835496e-01	2.836181e-01
1.293482323391073e-02	2.835909e-01	2.836617e-01	2.835747e-01
1.294482323391073e-02	2.836289e-01	2.835496e-01	2.836179e-01
1.295482323391073e-02	2.835909e-01	2.836616e-01	2.835747e-01
1.296482323391073e-02	2.836289e-01	2.835496e-01	2.836177e-01
1.297482323391073e-02	2.835908e-01	2.836615e-01	2.835746e-01
1.298482323391073e-02	2.836288e-01	2.835496e-01	2.836175e-01
1.299482323391073e-02	2.835908e-01	2.836613e-01	2.835746e-01
1.300482323391073e-02	2.836287e-01	2.835496e-01	2.836173e-01
1.301482323391073e-02	2.835908e-01	2.836611e-01	2.835746e-01
1.302482323391073e-02	2.836286e-01	2.835497e-01	2.836172e-01
1.303482323391073e-02	2.835907e-01	2.836610e-01	2.835746e-01
1.304482323391073e-02	2.836285e-01	2.835497e-01	2.836170e-01
1.305482323391073e-02	2.835907e-01	2.836609e-01	2.835746e-01
1.306482323391073e-02	2.836284e-01	2.835497e-01	2.836168e-01
1.307482323391073e-02	2.835907e-01	2.836607e-01	2.835746e-01
1.308482323391073e-02	2.836283e-01	2.835497e-01	2.836167e-01
1.309482323391073e-02	2.835907e-01	2.836606e-01	2.835746e-01
1.310482323391073e-02	2.836283e-01	2.835497e-01	2.836165e-01
1.311482323391073e-02	2.835906e-01	2.836605e-01	2.835746e-01
1.312482323391073e-02	2.836282e-01	2.835497e-01	2.836164e-01
1.313482323391073e-02	2.835906e-01	2.836603e-01	2.835746e-01
1.314482323391073e-02	2.836281e-01	2.835498e-01	2.836162e-01
1.315482323391073e-02	2.835906e-01	2.836602e-01	2.835746e-01
1.316482323391073e-02	2.836281e-01	2.835498e-01	2.836161e-01
1.317482323391073e-02	2.835906e-01	2.836601e-01	2.835746e-01
1.318482323391073e-02	2.836280e-01	2.835498e-01	2.836159e-01
1.319482323391073e-02	2.835905e-01	2.836599e-01	2.835746e-01
1.320482323391073e-02	2.836279e-01	2.835498e-01	2.836158e-01
1.321482323391073e-02	2.835905e-01	2.836598e-01	2.835746e-01
1.322482323391073e-02	2.836278e-01	2.835499e-01	2.836156e-01
1.323482323391073e-02	2.835905e-01	2.836597e-01	2.835746e-01
1.324482323391073e-02	2.836278e-01	2.835499e-01	2.836155e-01
1.325482323391073e-02	2.835905e-01	2.836596e-01	2.835746e-01
1.326482323391073e-02	2.836277e-01	2.835499e-01	2.836154e-01
1.327482323391073e-02	2.835905e-01	2.836594e-01	2.835746e-01
1.328482323391073e-02	2.836276e-01	2.835499e-01	2.836152e-01
1.329482323391073e-02	2.835905e-01	2.836593e-01	2.835747e-01
1.330482323391073e-02	2.836276e-01	2.835500e-01	2.836151e-01
