time	V(N019,out_pos)	V(N051,out_2)	V(N069,out_1)
7.729524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.739524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.749524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.759524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.769524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.779524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.789524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.799524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.809524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.819524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.829524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.839524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.849524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.859524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.869524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.879524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.889524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.899524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.909524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.919524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.929524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.939524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.949524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.959524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.969524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.979524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
7.989524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
7.999524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.009524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.019524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.029524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.039524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.049524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.059524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.069524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.079524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.089524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.099524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.109524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.119524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.129524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.139524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.149524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.159524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.169524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.179524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.189524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.199524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.209524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.219524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.229524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.239524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.249524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.259524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.269524994354072e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.279524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.289524994354071e-03	-2.861023e-06	9.536743e-07	2.145767e-06
8.299524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.309524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.319524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.329524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.339524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.349524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.359524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.369524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.379524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.389524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.399524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.409524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.419524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.429524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.439524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.449524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.459524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.469524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.479524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.489524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.499524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.509524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.519524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.529524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.539524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.549524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.559524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.569524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.579524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.589524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.599524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.609524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.619524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.629524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.639524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.649524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.659524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.669524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.679524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.689524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.699524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.709524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.719524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.729524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.739524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.749524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.759524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.769524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.779524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.789524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.799524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.809524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.819524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.829524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.839524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.849524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.859524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.869524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.879524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.889524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.899524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.909524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.919524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.929524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.939524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.949524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.959524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.969524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.979524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
8.989524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
8.999524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.009524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.019524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.029524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.039524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.049524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.059524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.069524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.079524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.089524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.099524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.109524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.119524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.129524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.139524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.149524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.159524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.169524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.179524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.189524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.199524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.209524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.219524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.229524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.239524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.249524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.259524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.269524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.279524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.289524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.299524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.309524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.319524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.329524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.339524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.349524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.359524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.369524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.379524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.389524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.399524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.409524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.419524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.429524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.439524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.449524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.459524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.469524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.479524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.489524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.499524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.509524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.519524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.529524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.539524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.549524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.559524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.569524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.579524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.589524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.599524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.609524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.619524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.629524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.639524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.649524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.659524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.669524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.679524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.689524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.699524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.709524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.719524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.729524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.739524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.749524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.759524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.769524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.779524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.789524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.799524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.809524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.819524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.829524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.839524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.849524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.859524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.869524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.879524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.889524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.899524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.909524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.919524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.929524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.939524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.949524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.959524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.969524994354072e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.979524994354071e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
9.989524994354071e-03	-2.861023e-06	9.536743e-07	1.907349e-06
9.999524994354072e-03	3.814697e-06	-9.536743e-07	-2.145767e-06
1.000000000000000e-02	-2.861023e-06	9.536743e-07	1.907349e-06
1.000010000000000e-02	8.840561e-04	9.279251e-04	4.870892e-04
1.000020000000000e-02	-9.332657e-03	-7.547855e-03	-1.380682e-03
1.000020473874906e-02	-1.047516e-02	-8.520603e-03	-1.627684e-03
1.000021421624719e-02	-1.294327e-02	-1.061869e-02	-2.158165e-03
1.000023317124344e-02	-1.893902e-02	-1.571560e-02	-3.440619e-03
1.000026872789086e-02	-3.383636e-02	-2.832222e-02	-6.517887e-03
1.000032964241738e-02	-6.961823e-02	-5.801249e-02	-1.299167e-02
1.000034034888055e-02	-7.735729e-02	-6.431150e-02	-1.422405e-02
1.000036176180689e-02	-9.351063e-02	-7.733440e-02	-1.669359e-02
1.000040458765956e-02	-1.295233e-01	-1.052556e-01	-2.164793e-02
1.000049023936492e-02	-2.119226e-01	-1.636915e-01	-3.156662e-02
1.000062813967659e-02	-3.543577e-01	-2.583914e-01	-4.749990e-02
1.000079504375817e-02	-5.269346e-01	-3.720527e-01	-6.668353e-02
1.000109806588051e-02	-8.356600e-01	-5.747027e-01	-1.011767e-01
1.000168606918661e-02	-1.410690e+00	-9.524426e-01	-1.671841e-01
1.000241258881210e-02	-2.068229e+00	-1.388232e+00	-2.477441e-01
1.000348555253395e-02	-2.924025e+00	-1.968518e+00	-3.642149e-01
1.000366443199066e-02	-3.050520e+00	-2.056943e+00	-3.831964e-01
1.000402219090409e-02	-3.287610e+00	-2.230380e+00	-4.210994e-01
1.000473770873095e-02	-3.490975e+00	-2.552684e+00	-4.941900e-01
1.000547572611750e-02	-3.480732e+00	-2.849757e+00	-5.658162e-01
1.000640777036515e-02	-3.482740e+00	-3.171378e+00	-6.522586e-01
1.000740365486758e-02	-3.476800e+00	-3.382681e+00	-7.392924e-01
1.000939542387244e-02	-3.471382e+00	-3.431853e+00	-8.974946e-01
1.001161715349749e-02	-3.461512e+00	-3.396276e+00	-1.051746e+00
1.001365243786110e-02	-3.454485e+00	-3.404763e+00	-1.175288e+00
1.001772300658832e-02	-3.434644e+00	-3.370939e+00	-1.378250e+00
1.002482323391073e-02	-3.398363e+00	-3.331305e+00	-1.625557e+00
1.003482323391073e-02	-3.323690e+00	-3.206974e+00	-1.821275e+00
1.004482323391073e-02	-3.227099e+00	-3.019222e+00	-1.912288e+00
1.005482323391073e-02	-3.080570e+00	-2.787723e+00	-1.903894e+00
1.006482323391073e-02	-2.969537e+00	-2.682680e+00	-1.860431e+00
1.007482323391073e-02	-2.939589e+00	-2.668769e+00	-1.833542e+00
1.008482323391073e-02	-2.921513e+00	-2.659192e+00	-1.821311e+00
1.009482323391073e-02	-2.914849e+00	-2.656940e+00	-1.816578e+00
1.010482323391073e-02	-2.912754e+00	-2.657254e+00	-1.815773e+00
1.011482323391073e-02	-2.888016e+00	-2.643649e+00	-1.818978e+00
1.012482323391073e-02	-2.820337e+00	-2.607468e+00	-1.826006e+00
1.013482323391073e-02	-2.735891e+00	-2.562338e+00	-1.833278e+00
1.014482323391073e-02	-2.661073e+00	-2.523560e+00	-1.839845e+00
1.015482323391073e-02	-2.596980e+00	-2.490265e+00	-1.845114e+00
1.016482323391073e-02	-2.547092e+00	-2.465271e+00	-1.849372e+00
1.017482323391073e-02	-2.507121e+00	-2.444946e+00	-1.852557e+00
1.018482323391073e-02	-2.477569e+00	-2.430595e+00	-1.855078e+00
1.019482323391073e-02	-2.454247e+00	-2.418919e+00	-1.856928e+00
1.020482323391073e-02	-2.437538e+00	-2.411045e+00	-1.858411e+00
1.021482323391073e-02	-2.424344e+00	-2.404526e+00	-1.859506e+00
1.022482323391073e-02	-2.415133e+00	-2.400331e+00	-1.860408e+00
1.023482323391073e-02	-2.407811e+00	-2.396771e+00	-1.861090e+00
1.024482323391073e-02	-2.402834e+00	-2.394607e+00	-1.861670e+00
1.025482323391073e-02	-2.398829e+00	-2.392703e+00	-1.862119e+00
1.026482323391073e-02	-2.396194e+00	-2.391635e+00	-1.862510e+00
1.027482323391073e-02	-2.394071e+00	-2.390680e+00	-1.862832e+00
1.028482323391073e-02	-2.392736e+00	-2.390216e+00	-1.863123e+00
1.029482323391073e-02	-2.391644e+00	-2.389771e+00	-1.863371e+00
1.030482323391073e-02	-2.391017e+00	-2.389626e+00	-1.863599e+00
1.031482323391073e-02	-2.390502e+00	-2.389469e+00	-1.863803e+00
1.032482323391073e-02	-2.390246e+00	-2.389480e+00	-1.863989e+00
1.033482323391073e-02	-2.390026e+00	-2.389458e+00	-1.864157e+00
1.034482323391073e-02	-2.389934e+00	-2.389514e+00	-1.864303e+00
1.035482323391073e-02	-2.389841e+00	-2.389531e+00	-1.864431e+00
1.036482323391073e-02	-2.389823e+00	-2.389594e+00	-1.864537e+00
1.037482323391073e-02	-2.389796e+00	-2.389627e+00	-1.864632e+00
1.038482323391073e-02	-2.389809e+00	-2.389685e+00	-1.864708e+00
1.039482323391073e-02	-2.389811e+00	-2.389721e+00	-1.864777e+00
1.040482323391073e-02	-2.389836e+00	-2.389771e+00	-1.864831e+00
1.041482323391073e-02	-2.389849e+00	-2.389802e+00	-1.864882e+00
1.042482323391073e-02	-2.389875e+00	-2.389841e+00	-1.864920e+00
1.043482323391073e-02	-2.389889e+00	-2.389866e+00	-1.864956e+00
1.044482323391073e-02	-2.389912e+00	-2.389896e+00	-1.864982e+00
1.045482323391073e-02	-2.389925e+00	-2.389915e+00	-1.865010e+00
1.046482323391073e-02	-2.389943e+00	-2.389937e+00	-1.865027e+00
1.047482323391073e-02	-2.389953e+00	-2.389951e+00	-1.865047e+00
1.048482323391073e-02	-2.389968e+00	-2.389967e+00	-1.865058e+00
1.049482323391073e-02	-2.389975e+00	-2.389977e+00	-1.865072e+00
1.050482323391073e-02	-2.389986e+00	-2.389989e+00	-1.865079e+00
1.051482323391073e-02	-2.389992e+00	-2.389995e+00	-1.865090e+00
1.052482323391073e-02	-2.390000e+00	-2.390005e+00	-1.865094e+00
1.053482323391073e-02	-2.390004e+00	-2.390008e+00	-1.865103e+00
1.054482323391073e-02	-2.390010e+00	-2.390016e+00	-1.865104e+00
1.055482323391073e-02	-2.390012e+00	-2.390018e+00	-1.865111e+00
1.056482323391073e-02	-2.390018e+00	-2.390023e+00	-1.865112e+00
1.057482323391073e-02	-2.390019e+00	-2.390024e+00	-1.865117e+00
1.058482323391073e-02	-2.390023e+00	-2.390029e+00	-1.865117e+00
1.059482323391073e-02	-2.390023e+00	-2.390029e+00	-1.865122e+00
1.060482323391073e-02	-2.390026e+00	-2.390033e+00	-1.865120e+00
1.061482323391073e-02	-2.390026e+00	-2.390033e+00	-1.865125e+00
1.062482323391073e-02	-2.390029e+00	-2.390036e+00	-1.865123e+00
1.063482323391073e-02	-2.390029e+00	-2.390035e+00	-1.865127e+00
1.064482323391073e-02	-2.390031e+00	-2.390038e+00	-1.865124e+00
1.065482323391073e-02	-2.390030e+00	-2.390037e+00	-1.865128e+00
1.066482323391073e-02	-2.390033e+00	-2.390039e+00	-1.865126e+00
1.067482323391073e-02	-2.390032e+00	-2.390038e+00	-1.865129e+00
1.068482323391073e-02	-2.390034e+00	-2.390040e+00	-1.865126e+00
1.069482323391073e-02	-2.390033e+00	-2.390039e+00	-1.865130e+00
1.070482323391073e-02	-2.390034e+00	-2.390041e+00	-1.865127e+00
1.071482323391073e-02	-2.390033e+00	-2.390039e+00	-1.865130e+00
1.072482323391073e-02	-2.390035e+00	-2.390041e+00	-1.865128e+00
1.073482323391073e-02	-2.390034e+00	-2.390040e+00	-1.865131e+00
1.074482323391073e-02	-2.390035e+00	-2.390042e+00	-1.865128e+00
1.075482323391073e-02	-2.390034e+00	-2.390040e+00	-1.865131e+00
1.076482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865128e+00
1.077482323391073e-02	-2.390034e+00	-2.390041e+00	-1.865131e+00
1.078482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865129e+00
1.079482323391073e-02	-2.390035e+00	-2.390041e+00	-1.865131e+00
1.080482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865129e+00
1.081482323391073e-02	-2.390035e+00	-2.390041e+00	-1.865132e+00
1.082482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865129e+00
1.083482323391073e-02	-2.390035e+00	-2.390041e+00	-1.865132e+00
1.084482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865129e+00
1.085482323391073e-02	-2.390035e+00	-2.390042e+00	-1.865132e+00
1.086482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865129e+00
1.087482323391073e-02	-2.390035e+00	-2.390042e+00	-1.865132e+00
1.088482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865129e+00
1.089482323391073e-02	-2.390035e+00	-2.390042e+00	-1.865132e+00
1.090482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865129e+00
1.091482323391073e-02	-2.390035e+00	-2.390042e+00	-1.865132e+00
1.092482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865129e+00
1.093482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865132e+00
1.094482323391073e-02	-2.390037e+00	-2.390044e+00	-1.865129e+00
1.095482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865132e+00
1.096482323391073e-02	-2.390037e+00	-2.390044e+00	-1.865129e+00
1.097482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865132e+00
1.098482323391073e-02	-2.390037e+00	-2.390044e+00	-1.865129e+00
1.099482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865132e+00
1.100482323391073e-02	-2.390037e+00	-2.390044e+00	-1.865129e+00
1.101482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865132e+00
1.102482323391073e-02	-2.390038e+00	-2.390044e+00	-1.865129e+00
1.103482323391073e-02	-2.390036e+00	-2.390042e+00	-1.865132e+00
1.104482323391073e-02	-2.390037e+00	-2.390044e+00	-1.865130e+00
1.105482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865133e+00
1.106482323391073e-02	-2.390038e+00	-2.390044e+00	-1.865129e+00
1.107482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865133e+00
1.108482323391073e-02	-2.390038e+00	-2.390044e+00	-1.865130e+00
1.109482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865133e+00
1.110482323391073e-02	-2.390038e+00	-2.390044e+00	-1.865130e+00
1.111482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865133e+00
1.112482323391073e-02	-2.390038e+00	-2.390044e+00	-1.865130e+00
1.113482323391073e-02	-2.390036e+00	-2.390043e+00	-1.865133e+00
1.114482323391073e-02	-2.390038e+00	-2.390044e+00	-1.865130e+00
1.115482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865133e+00
1.116482323391073e-02	-2.390038e+00	-2.390044e+00	-1.865130e+00
1.117482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865133e+00
1.118482323391073e-02	-2.390038e+00	-2.390045e+00	-1.865130e+00
1.119482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865133e+00
1.120482323391073e-02	-2.390038e+00	-2.390045e+00	-1.865130e+00
1.121482323391073e-02	-2.390037e+00	-2.390043e+00	-1.865133e+00
