time	V(n032)
1.003881468110453e-02	-5.161191e-03
1.003887452848270e-02	-8.137647e-03
1.003895100243075e-02	-1.227127e-02
1.003903418813090e-02	-1.699152e-02
1.003912558993176e-02	-2.230966e-02
1.003926567434253e-02	-3.055826e-02
1.003941847633606e-02	-3.956177e-02
1.003958523747103e-02	-4.931403e-02
1.003981435099636e-02	-6.255813e-02
1.004015612099452e-02	-8.194403e-02
1.004048000414407e-02	-9.983855e-02
1.004087501604545e-02	-1.208583e-01
1.004129965617371e-02	-1.421363e-01
1.004181647162977e-02	-1.654227e-01
1.004245378682458e-02	-1.887911e-01
1.004324098754161e-02	-2.082345e-01
1.004407112219323e-02	-2.189225e-01
1.004482903701839e-02	-2.230514e-01
1.004561278306827e-02	-2.246442e-01
1.004663759973875e-02	-2.251522e-01
1.004779918933165e-02	-2.249939e-01
1.004905012069230e-02	-2.246080e-01
1.004955535884698e-02	-2.244441e-01
1.004975389105721e-02	-2.261660e-01
1.004983754657784e-02	-2.285341e-01
1.004991808810026e-02	-2.319248e-01
1.004996550789985e-02	-2.339599e-01
1.005001556359649e-02	-2.359371e-01
1.005010310005416e-02	-2.390747e-01
1.005026115734785e-02	-2.437428e-01
1.005041109091616e-02	-2.471617e-01
1.005063239747675e-02	-2.508370e-01
1.005090411161137e-02	-2.537808e-01
1.005105094845658e-02	-2.548699e-01
1.005112633110596e-02	-2.553666e-01
1.005120300230694e-02	-2.558107e-01
1.005131707795344e-02	-2.563505e-01
1.005143169678932e-02	-2.568154e-01
1.005163715994645e-02	-2.575012e-01
1.005189898697881e-02	-2.568990e-01
1.005206444454484e-02	-2.388313e-01
1.005219893964212e-02	-2.127893e-01
1.005233579259910e-02	-1.830360e-01
1.005250535964446e-02	-1.415480e-01
1.005258238500218e-02	-1.227078e-01
1.005263328258358e-02	-1.095743e-01
1.005266830345488e-02	-1.008351e-01
1.005269917383428e-02	-9.290668e-02
1.005272820145909e-02	-8.551779e-02
1.005276320343984e-02	-7.654557e-02
1.005279516804034e-02	-6.834508e-02
1.005282824349830e-02	-5.983908e-02
1.005286102381950e-02	-5.140047e-02
1.005289397432597e-02	-4.291458e-02
1.005292713633793e-02	-3.438361e-02
1.005296074008287e-02	-2.576809e-02
1.005299520413731e-02	-1.699678e-02
1.005303122224370e-02	-7.958457e-03
1.005304917129652e-02	-3.539796e-03
1.005305914400122e-02	-1.668625e-03
1.005306393656397e-02	-1.169243e-03
1.005307013893097e-02	-8.144680e-04
1.005307390405513e-02	-6.941018e-04
1.005307859602124e-02	-5.887696e-04
1.005308289074731e-02	-5.204595e-04
1.005308929040491e-02	-4.462536e-04
1.005309604403088e-02	-3.912726e-04
1.005310606697804e-02	-3.345522e-04
1.005311572291876e-02	-2.979183e-04
1.005313025746449e-02	-2.604910e-04
1.005314390322334e-02	-2.375348e-04
1.005316575352206e-02	-2.126914e-04
1.005318934866929e-02	-1.953052e-04
1.005322994234608e-02	-1.749606e-04
1.005328357539291e-02	-1.570690e-04
1.005338898740081e-02	-1.344865e-04
1.005356927482726e-02	-1.146508e-04
1.005376423795519e-02	-1.040715e-04
1.005404892428946e-02	-9.562247e-05
1.005442374561819e-02	-8.956325e-05
1.005484429813084e-02	-8.531065e-05
1.005529688927292e-02	-8.193375e-05
1.005571368060033e-02	-7.958569e-05
1.005621374548733e-02	-7.724999e-05
1.005677448640762e-02	-7.547015e-05
1.005750813931308e-02	-7.387088e-05
1.005840661656985e-02	-7.326883e-05
1.005970907874076e-02	-7.451338e-05
1.006066199752971e-02	-7.950516e-05
1.006107841282866e-02	-8.521157e-05
1.006127329971532e-02	-9.177099e-05
1.006144555610026e-02	-1.041399e-04
1.006151841779428e-02	-1.129539e-04
1.006157334983473e-02	-1.211904e-04
1.006164580212176e-02	-1.351320e-04
1.006169035026952e-02	-1.458904e-04
1.006174307932386e-02	-1.614150e-04
1.006178574651963e-02	-1.768170e-04
1.006182440989923e-02	-1.937959e-04
1.006185507160370e-02	-2.097299e-04
1.006188092555878e-02	-2.255977e-04
1.006189979084873e-02	-2.385907e-04
1.006191485679677e-02	-2.503750e-04
1.006192683438413e-02	-2.603530e-04
1.006193707305353e-02	-2.698081e-04
1.006194755936269e-02	-2.799757e-04
1.006195700958473e-02	-2.900531e-04
1.006196712352517e-02	-3.014535e-04
1.006197786698405e-02	-3.148216e-04
1.006198991780592e-02	-3.310958e-04
1.006200416482921e-02	-3.529092e-04
1.006202155842650e-02	-3.835892e-04
1.006204240366764e-02	-4.285541e-04
1.006207059782135e-02	-5.093281e-04
1.006210045849466e-02	-6.368544e-04
1.006213030836665e-02	-8.490127e-04
1.006215318978867e-02	-1.135376e-03
1.006217656086291e-02	-1.660001e-03
1.006220061814999e-02	-2.448969e-03
1.006223288781354e-02	-3.740745e-03
1.006226649067992e-02	-5.273309e-03
1.006231192064354e-02	-7.528956e-03
1.006236055741366e-02	-1.008921e-02
1.006242606641302e-02	-1.366960e-02
1.006249800299296e-02	-1.769777e-02
1.006259098417006e-02	-2.297386e-02
1.006269514188673e-02	-2.892470e-02
1.006283117339919e-02	-3.671078e-02
1.006298280531047e-02	-4.537871e-02
1.006320470169213e-02	-5.801214e-02
1.006344205515721e-02	-7.144461e-02
1.006383926346141e-02	-9.371378e-02
1.006423212625173e-02	-1.154434e-01
1.006480824580777e-02	-1.464142e-01
1.006514845906357e-02	-1.635329e-01
1.006536535629821e-02	-1.735667e-01
1.006557298495710e-02	-1.823983e-01
1.006578618530704e-02	-1.905850e-01
1.006604910483152e-02	-1.993604e-01
1.006653761016126e-02	-2.118008e-01
1.006707558086361e-02	-2.204407e-01
1.006800239028488e-02	-2.274281e-01
1.006825615300741e-02	-2.279046e-01
1.006832645866992e-02	-2.277758e-01
1.006836451846130e-02	-2.276448e-01
1.006837931958594e-02	-2.276061e-01
1.006838356850408e-02	-2.275957e-01
1.006838488006159e-02	-2.275922e-01
1.006838603120061e-02	-2.275892e-01
1.006838742797985e-02	-2.275854e-01
1.006839022153832e-02	-2.275781e-01
1.006839580865526e-02	-2.275632e-01
1.006840698288913e-02	-2.275337e-01
1.006842933135688e-02	-2.274750e-01
1.006847402829239e-02	-2.273609e-01
1.006856342216341e-02	-2.271458e-01
1.006874220990543e-02	-2.267647e-01
1.006904594448710e-02	-2.262419e-01
1.006946865633114e-02	-2.257063e-01
1.006996276077575e-02	-2.252628e-01
1.007048001581377e-02	-2.249229e-01
1.007103943806801e-02	-2.246355e-01
1.007174405917698e-02	-2.243364e-01
1.007249714310365e-02	-2.240572e-01
1.007321207856738e-02	-2.238120e-01
1.007398716606185e-02	-2.235575e-01
1.007469862621328e-02	-2.233303e-01
1.007544550663044e-02	-2.230959e-01
1.007615967299271e-02	-2.228749e-01
1.007690992292922e-02	-2.226449e-01
1.007770011610412e-02	-2.224047e-01
1.007865239642581e-02	-2.221173e-01
1.007971907069150e-02	-2.217976e-01
1.008101789138223e-02	-2.214102e-01
1.008253728398181e-02	-2.209592e-01
1.008448809852476e-02	-2.203816e-01
1.008697630252644e-02	-2.196451e-01
1.009052765103491e-02	-2.185903e-01
1.009483643957555e-02	-2.173015e-01
1.009886960619566e-02	-2.160851e-01
1.010000000000000e-02	-2.157427e-01
1.010000000100000e-02	-2.157427e-01
1.010000001700000e-02	-2.157427e-01
1.010000004900000e-02	-2.157427e-01
1.010000010327997e-02	-2.157426e-01
1.010000021183992e-02	-2.157426e-01
1.010000042895981e-02	-2.157425e-01
1.010000086319959e-02	-2.157424e-01
1.010000173167916e-02	-2.157422e-01
1.010000346863830e-02	-2.157416e-01
1.010000694255658e-02	-2.157406e-01
1.010001389039313e-02	-2.157385e-01
1.010002778606623e-02	-2.157343e-01
1.010005557741243e-02	-2.157258e-01
1.010011116010484e-02	-2.157090e-01
1.010022232548966e-02	-2.156753e-01
1.010044465625929e-02	-2.156078e-01
1.010088931779855e-02	-2.154729e-01
1.010177864087708e-02	-2.152027e-01
1.010355728703414e-02	-2.146617e-01
1.010711457934824e-02	-2.135771e-01
1.011190779768204e-02	-2.121138e-01
1.011726161268755e-02	-2.104816e-01
1.012230798977365e-02	-2.089498e-01
1.012774066110478e-02	-2.073113e-01
1.013347352934436e-02	-2.055968e-01
1.014006635424796e-02	-2.036442e-01
1.014736413876138e-02	-2.015012e-01
1.015608294720921e-02	-1.989422e-01
1.016608294720921e-02	-1.959926e-01
1.017608294720921e-02	-1.930990e-01
1.018608294720921e-02	-1.903293e-01
1.019608294720921e-02	-1.876621e-01
1.020608294720921e-02	-1.850755e-01
1.021608294720920e-02	-1.825635e-01
1.022608294720921e-02	-1.801140e-01
1.023608294720921e-02	-1.777044e-01
1.024608294720921e-02	-1.752879e-01
1.025608294720920e-02	-1.727951e-01
1.026346082485030e-02	-1.709468e-01
1.026875732887679e-02	-1.696980e-01
1.027157237837123e-02	-1.690674e-01
1.027443383602035e-02	-1.684501e-01
1.027733967146279e-02	-1.678497e-01
1.028051195808428e-02	-1.672229e-01
1.028342466720850e-02	-1.666711e-01
1.028635018091048e-02	-1.661366e-01
1.028932437217350e-02	-1.656107e-01
1.029232279600130e-02	-1.650975e-01
1.029552665481198e-02	-1.645668e-01
1.029936861687620e-02	-1.639507e-01
1.030404266446737e-02	-1.632272e-01
1.030977201582690e-02	-1.623779e-01
1.031744739188318e-02	-1.613023e-01
1.032744739188318e-02	-1.600033e-01
1.033744739188318e-02	-1.588140e-01
1.034744739188318e-02	-1.577272e-01
1.035744739188318e-02	-1.567352e-01
1.036744739188318e-02	-1.558308e-01
1.037744739188318e-02	-1.550069e-01
1.038744739188318e-02	-1.542567e-01
1.039744739188318e-02	-1.535737e-01
1.040744739188318e-02	-1.529518e-01
1.041744739188318e-02	-1.523854e-01
1.042744739188318e-02	-1.518691e-01
1.043744739188318e-02	-1.513981e-01
1.044744739188318e-02	-1.509680e-01
1.045744739188318e-02	-1.505747e-01
1.046744739188318e-02	-1.502145e-01
1.047744739188318e-02	-1.498841e-01
1.048744739188318e-02	-1.495804e-01
1.049744739188318e-02	-1.493007e-01
1.050744739188318e-02	-1.490426e-01
1.051744739188318e-02	-1.488036e-01
1.052744739188318e-02	-1.485728e-01
1.053744739188318e-02	-1.483382e-01
1.054744739188318e-02	-1.481010e-01
1.055744739188318e-02	-1.478656e-01
1.056744739188318e-02	-1.476350e-01
1.057744739188318e-02	-1.474110e-01
1.058744739188318e-02	-1.471945e-01
1.059744739188318e-02	-1.469862e-01
1.060744739188318e-02	-1.467865e-01
