time	Ix(Sgnd12:D)
1.004129965617371e-02	-3.417501e-05
1.004181647162977e-02	-3.563126e-05
1.004245378682458e-02	-3.880613e-05
1.004324098754161e-02	-4.339819e-05
1.004407112219323e-02	-4.721295e-05
1.004482903701839e-02	-4.907792e-05
1.004561278306827e-02	-4.970359e-05
1.004663759973875e-02	-4.966938e-05
1.004779918933165e-02	-4.927191e-05
1.004905012069230e-02	-4.873789e-05
1.004955535884698e-02	-6.496437e-05
1.004975389105721e-02	-1.073020e-04
1.004983754657784e-02	-1.437993e-04
1.004991808810026e-02	-1.722749e-04
1.004996550789985e-02	-1.771650e-04
1.005001556359649e-02	-1.784433e-04
1.005010310005416e-02	-1.815633e-04
1.005026115734785e-02	-1.862136e-04
1.005041109091616e-02	-1.902021e-04
1.005063239747675e-02	-1.951823e-04
1.005090411161137e-02	-2.004806e-04
1.005105094845658e-02	-2.038759e-04
1.005112633110596e-02	-2.054072e-04
1.005120300230694e-02	-2.060503e-04
1.005131707795344e-02	-2.069983e-04
1.005143169678932e-02	-2.083613e-04
1.005163715994645e-02	-2.081218e-04
1.005189898697881e-02	-2.193303e-04
1.005206444454484e-02	-2.567819e-04
1.005219893964212e-02	-2.976168e-04
1.005233579259910e-02	-3.230016e-04
1.005250535964446e-02	-3.399294e-04
1.005258238500218e-02	-3.442768e-04
1.005263328258358e-02	-3.465335e-04
1.005266830345488e-02	-3.479220e-04
1.005269917383428e-02	-3.488338e-04
1.005272820145909e-02	-3.498089e-04
1.005276320343984e-02	-3.507923e-04
1.005279516804034e-02	-3.516029e-04
1.005282824349830e-02	-3.522955e-04
1.005286102381950e-02	-3.527620e-04
1.005289397432597e-02	-3.528987e-04
1.005292713633793e-02	-3.524846e-04
1.005296074008287e-02	-3.511674e-04
1.005299520413731e-02	-3.483430e-04
1.005303122224370e-02	-3.434138e-04
1.005304917129652e-02	-3.353141e-04
1.005305914400122e-02	-3.205809e-04
1.005306393656397e-02	-3.065674e-04
1.005307013893097e-02	-2.836108e-04
1.005307390405513e-02	-2.697949e-04
1.005307859602124e-02	-2.537811e-04
1.005308289074731e-02	-2.406714e-04
1.005308929040491e-02	-2.237080e-04
1.005309604403088e-02	-2.087869e-04
1.005310606697804e-02	-1.911289e-04
1.005311572291876e-02	-1.782421e-04
1.005313025746449e-02	-1.643354e-04
1.005314390322334e-02	-1.554191e-04
1.005316575352206e-02	-1.463623e-04
1.005318934866929e-02	-1.403058e-04
1.005322994234608e-02	-1.340448e-04
1.005328357539291e-02	-1.285595e-04
1.005338898740081e-02	-1.213047e-04
1.005356927482726e-02	-1.134796e-04
1.005376423795519e-02	-1.089280e-04
1.005404892428946e-02	-1.057487e-04
1.005442374561819e-02	-1.037837e-04
1.005484429813084e-02	-1.027810e-04
1.005529688927292e-02	-1.021945e-04
1.005571368060033e-02	-1.018013e-04
1.005621374548733e-02	-1.013740e-04
1.005677448640762e-02	-1.009319e-04
1.005750813931308e-02	-1.004004e-04
1.005840661656985e-02	-9.974602e-05
1.005970907874076e-02	-9.792994e-05
1.006066199752971e-02	-9.286367e-05
1.006107841282866e-02	-8.580590e-05
1.006127329971532e-02	-7.999042e-05
1.006144555610026e-02	-7.459661e-05
1.006151841779428e-02	-7.294142e-05
1.006157334983473e-02	-7.210494e-05
1.006164580212176e-02	-7.128970e-05
1.006169035026952e-02	-7.094468e-05
1.006174307932386e-02	-7.064643e-05
1.006178574651963e-02	-7.045284e-05
1.006182440989923e-02	-7.029764e-05
1.006185507160370e-02	-7.018095e-05
1.006188092555878e-02	-7.007500e-05
1.006189979084873e-02	-6.999580e-05
1.006191485679677e-02	-6.992435e-05
1.006192683438413e-02	-6.986396e-05
1.006193707305353e-02	-6.980939e-05
1.006194755936269e-02	-6.974672e-05
1.006195700958473e-02	-6.968792e-05
1.006196712352517e-02	-6.961796e-05
1.006197786698405e-02	-6.953780e-05
1.006198991780592e-02	-6.943707e-05
1.006200416482921e-02	-6.930120e-05
1.006202155842650e-02	-6.910408e-05
1.006204240366764e-02	-6.880268e-05
1.006207059782135e-02	-6.823308e-05
1.006210045849466e-02	-6.727380e-05
1.006213030836665e-02	-6.557693e-05
1.006215318978867e-02	-6.307768e-05
1.006217656086291e-02	-5.913916e-05
1.006220061814999e-02	-5.495403e-05
1.006223288781354e-02	-5.080122e-05
1.006226649067992e-02	-4.809321e-05
1.006231192064354e-02	-4.591419e-05
1.006236055741366e-02	-4.454795e-05
1.006242606641302e-02	-4.351551e-05
1.006249800299296e-02	-4.288238e-05
1.006259098417006e-02	-4.244009e-05
1.006269514188673e-02	-4.216289e-05
1.006283117339919e-02	-4.195309e-05
1.006298280531047e-02	-4.180147e-05
1.006320470169213e-02	-4.163724e-05
1.006344205515721e-02	-4.149195e-05
1.006383926346141e-02	-4.129483e-05
1.006423212625173e-02	-4.123403e-05
1.006480824580777e-02	-4.179834e-05
1.006514845906357e-02	-4.292301e-05
1.006536535629821e-02	-4.414317e-05
1.006557298495710e-02	-4.556238e-05
1.006578618530704e-02	-4.716894e-05
1.006604910483152e-02	-4.926124e-05
1.006653761016126e-02	-5.295251e-05
1.006707558086361e-02	-5.606038e-05
1.006800239028488e-02	-5.730725e-05
1.006825615300741e-02	-5.105125e-05
1.006832645866992e-02	-4.679097e-05
1.006836451846130e-02	-4.658616e-05
1.006837931958594e-02	-4.723619e-05
1.006838356850408e-02	-4.700627e-05
1.006838488006159e-02	-4.689803e-05
1.006838603120061e-02	-4.687412e-05
1.006838742797985e-02	-4.685954e-05
1.006839022153832e-02	-4.683094e-05
1.006839580865526e-02	-4.678728e-05
1.006840698288913e-02	-4.673040e-05
1.006842933135688e-02	-4.666203e-05
1.006847402829239e-02	-4.656827e-05
1.006856342216341e-02	-4.641493e-05
1.006874220990543e-02	-4.616089e-05
1.006904594448710e-02	-4.581889e-05
1.006946865633114e-02	-4.545299e-05
1.006996276077575e-02	-4.512655e-05
1.007048001581377e-02	-4.485972e-05
1.007103943806801e-02	-4.462473e-05
1.007174405917698e-02	-4.437191e-05
1.007249714310365e-02	-4.413094e-05
1.007321207856738e-02	-4.392032e-05
1.007398716606185e-02	-4.370451e-05
1.007469862621328e-02	-4.351412e-05
1.007544550663044e-02	-4.332015e-05
1.007615967299271e-02	-4.313885e-05
1.007690992292922e-02	-4.295181e-05
1.007770011610412e-02	-4.275770e-05
1.007865239642581e-02	-4.252655e-05
1.007971907069150e-02	-4.226996e-05
1.008101789138223e-02	-4.195921e-05
1.008253728398181e-02	-4.159591e-05
1.008448809852476e-02	-4.112680e-05
1.008697630252644e-02	-4.052034e-05
1.009052765103491e-02	-3.963697e-05
1.009483643957555e-02	-3.854171e-05
1.009886960619566e-02	-3.750054e-05
1.010000000000000e-02	-3.720212e-05
1.010000000100000e-02	-3.720236e-05
1.010000001700000e-02	-3.720734e-05
1.010000004900000e-02	-3.720938e-05
1.010000010327997e-02	-3.720916e-05
1.010000021183992e-02	-3.720890e-05
1.010000042895981e-02	-3.720848e-05
1.010000086319959e-02	-3.720797e-05
1.010000173167916e-02	-3.720742e-05
1.010000346863830e-02	-3.720673e-05
1.010000694255658e-02	-3.720556e-05
1.010001389039313e-02	-3.720341e-05
1.010002778606623e-02	-3.719949e-05
1.010005557741243e-02	-3.719208e-05
1.010011116010484e-02	-3.717755e-05
1.010022232548966e-02	-3.714854e-05
1.010044465625929e-02	-3.709054e-05
1.010088931779855e-02	-3.697454e-05
1.010177864087708e-02	-3.674268e-05
1.010355728703414e-02	-3.628030e-05
1.010711457934824e-02	-3.536346e-05
1.011190779768204e-02	-3.415049e-05
1.011726161268755e-02	-3.283490e-05
1.012230798977365e-02	-3.164315e-05
1.012774066110478e-02	-3.041927e-05
1.013347352934436e-02	-2.919434e-05
1.014006635424796e-02	-2.786315e-05
1.014736413876138e-02	-2.646565e-05
1.015608294720921e-02	-2.487232e-05
1.016608294720921e-02	-2.315908e-05
1.017608294720921e-02	-2.163261e-05
1.018608294720921e-02	-2.031848e-05
1.019608294720921e-02	-1.917521e-05
1.020608294720921e-02	-1.816261e-05
1.021608294720920e-02	-1.726373e-05
1.022608294720921e-02	-1.647241e-05
1.023608294720921e-02	-1.579017e-05
1.024608294720921e-02	-1.522766e-05
1.025608294720920e-02	-1.478815e-05
1.026346082485030e-02	-1.451336e-05
1.026875732887679e-02	-1.430069e-05
1.027157237837123e-02	-1.416981e-05
1.027443383602035e-02	-1.402476e-05
1.027733967146279e-02	-1.387078e-05
1.028051195808428e-02	-1.369925e-05
1.028342466720850e-02	-1.354148e-05
1.028635018091048e-02	-1.338483e-05
1.028932437217350e-02	-1.322882e-05
1.029232279600130e-02	-1.307604e-05
1.029552665481198e-02	-1.291813e-05
1.029936861687620e-02	-1.273553e-05
1.030404266446737e-02	-1.252317e-05
1.030977201582690e-02	-1.227817e-05
1.031744739188318e-02	-1.197524e-05
1.032744739188318e-02	-1.161717e-05
1.033744739188318e-02	-1.129668e-05
1.034744739188318e-02	-1.101189e-05
1.035744739188318e-02	-1.075855e-05
1.036744739188318e-02	-1.053287e-05
1.037744739188318e-02	-1.033151e-05
1.038744739188318e-02	-1.015154e-05
1.039744739188318e-02	-9.990375e-06
1.040744739188318e-02	-9.845769e-06
1.041744739188318e-02	-9.715747e-06
1.042744739188318e-02	-9.598574e-06
1.043744739188318e-02	-9.492733e-06
1.044744739188318e-02	-9.396895e-06
1.045744739188318e-02	-9.309892e-06
1.046744739188318e-02	-9.230705e-06
1.047744739188318e-02	-9.158436e-06
1.048744739188318e-02	-9.092298e-06
1.049744739188318e-02	-9.031600e-06
1.050744739188318e-02	-8.975721e-06
1.051744739188318e-02	-8.923240e-06
1.052744739188318e-02	-8.871664e-06
1.053744739188318e-02	-8.819474e-06
1.054744739188318e-02	-8.767004e-06
1.055744739188318e-02	-8.715137e-06
1.056744739188318e-02	-8.664505e-06
1.057744739188318e-02	-8.615487e-06
1.058744739188318e-02	-8.568310e-06
1.059744739188318e-02	-8.523093e-06
1.060744739188318e-02	-8.479894e-06
1.061744739188318e-02	-8.438726e-06
1.062744739188318e-02	-8.399569e-06
1.063744739188318e-02	-8.362386e-06
1.064744739188318e-02	-8.327122e-06
1.065744739188318e-02	-8.293717e-06
1.066744739188318e-02	-8.262099e-06
1.067744739188318e-02	-8.232198e-06
1.068744739188318e-02	-8.203939e-06
1.069744739188318e-02	-8.177247e-06
1.070744739188318e-02	-8.152050e-06
1.071744739188318e-02	-8.128273e-06
1.072744739188318e-02	-8.105846e-06
1.073744739188318e-02	-8.084700e-06
1.074744739188318e-02	-8.064769e-06
1.075744739188318e-02	-8.045987e-06
1.076744739188318e-02	-8.028293e-06
1.077744739188318e-02	-8.011628e-06
1.078744739188318e-02	-7.995935e-06
1.079744739188318e-02	-7.981162e-06
1.080744739188318e-02	-7.967255e-06
1.081744739188318e-02	-7.954168e-06
1.082744739188318e-02	-7.941851e-06
1.083744739188318e-02	-7.930264e-06
1.084744739188318e-02	-7.919365e-06
1.085744739188318e-02	-7.909111e-06
1.086744739188318e-02	-7.899467e-06
1.087744739188318e-02	-7.890399e-06
1.088744739188318e-02	-7.881870e-06
1.089744739188318e-02	-7.873852e-06
1.090744739188318e-02	-7.866312e-06
1.091744739188318e-02	-7.859226e-06
1.092744739188318e-02	-7.852563e-06
1.093744739188318e-02	-7.846299e-06
1.094744739188318e-02	-7.840412e-06
1.095744739188318e-02	-7.834878e-06
1.096744739188318e-02	-7.829677e-06
1.097744739188318e-02	-7.824789e-06
1.098744739188318e-02	-7.820196e-06
1.099744739188318e-02	-7.815858e-06
1.100000000100000e-02	-7.812927e-06
1.100000000200000e-02	-7.812921e-06
1.100000001800000e-02	-7.812698e-06
1.100000005000000e-02	-7.812271e-06
1.100000011400000e-02	-7.811624e-06
1.100000024200000e-02	-7.810804e-06
1.100000049800000e-02	-7.810020e-06
1.100000101000000e-02	-7.809594e-06
1.100000203400000e-02	-7.809818e-06
1.100000408200000e-02	-7.810794e-06
1.100000817800000e-02	-7.812281e-06
1.100001637000000e-02	-7.813723e-06
1.100003275400001e-02	-7.814550e-06
1.100006552200002e-02	-7.814733e-06
1.100013105800003e-02	-7.814699e-06
1.100026213000006e-02	-7.814648e-06
1.100052427400013e-02	-7.814539e-06
1.100104856200025e-02	-7.814325e-06
1.100209713800050e-02	-7.813899e-06
1.100419429000100e-02	-7.813057e-06
1.100838859400201e-02	-7.811414e-06
1.101677720200402e-02	-7.808248e-06
1.102677720200402e-02	-7.804660e-06
1.103677720200402e-02	-7.801278e-06
1.104677720200402e-02	-7.798101e-06
1.105677720200402e-02	-7.795115e-06
1.106677720200402e-02	-7.792310e-06
1.107677720200402e-02	-7.789673e-06
1.108677720200402e-02	-7.787195e-06
1.109677720200402e-02	-7.784867e-06
1.110677720200402e-02	-7.782679e-06
1.111677720200402e-02	-7.780623e-06
1.112677720200402e-02	-7.778690e-06
1.113677720200402e-02	-7.776875e-06
1.114677720200402e-02	-7.775167e-06
1.115677720200402e-02	-7.773563e-06
1.116677720200402e-02	-7.772055e-06
1.117677720200402e-02	-7.770637e-06
1.118677720200402e-02	-7.769306e-06
1.119677720200402e-02	-7.768052e-06
1.120677720200402e-02	-7.766875e-06
1.121677720200402e-02	-7.765768e-06
1.122677720200402e-02	-7.764727e-06
1.123677720200402e-02	-7.763748e-06
1.124677720200402e-02	-7.762827e-06
1.125677720200402e-02	-7.761962e-06
1.126677720200402e-02	-7.761148e-06
1.127677720200402e-02	-7.760382e-06
1.128677720200402e-02	-7.759661e-06
1.129677720200402e-02	-7.758984e-06
1.130677720200402e-02	-7.758346e-06
1.131677720200402e-02	-7.757746e-06
1.132677720200402e-02	-7.757181e-06
1.133677720200402e-02	-7.756649e-06
1.134677720200402e-02	-7.756149e-06
1.135677720200402e-02	-7.755678e-06
1.136677720200402e-02	-7.755234e-06
1.137677720200402e-02	-7.754817e-06
1.138677720200402e-02	-7.754423e-06
1.139677720200402e-02	-7.754052e-06
1.140677720200402e-02	-7.753702e-06
1.141677720200402e-02	-7.753372e-06
1.142677720200402e-02	-7.753062e-06
1.143677720200402e-02	-7.752769e-06
1.144677720200402e-02	-7.752494e-06
1.145677720200402e-02	-7.752234e-06
1.146677720200402e-02	-7.751988e-06
1.147677720200402e-02	-7.751756e-06
1.148677720200402e-02	-7.751537e-06
1.149677720200402e-02	-7.751330e-06
1.150677720200402e-02	-7.751135e-06
1.151677720200402e-02	-7.750950e-06
1.152677720200402e-02	-7.750777e-06
1.153677720200402e-02	-7.750612e-06
1.154677720200402e-02	-7.750456e-06
1.155677720200402e-02	-7.750309e-06
1.156677720200402e-02	-7.750170e-06
1.157677720200402e-02	-7.750037e-06
1.158677720200402e-02	-7.749913e-06
1.159677720200402e-02	-7.749794e-06
1.160677720200402e-02	-7.749682e-06
1.161677720200402e-02	-7.749576e-06
1.162677720200402e-02	-7.749476e-06
1.163677720200402e-02	-7.749381e-06
1.164677720200402e-02	-7.749290e-06
1.165677720200402e-02	-7.749203e-06
1.166677720200402e-02	-7.749121e-06
1.167677720200402e-02	-7.749044e-06
1.168677720200402e-02	-7.748969e-06
1.169677720200402e-02	-7.748899e-06
1.170677720200402e-02	-7.748832e-06
1.171677720200402e-02	-7.748768e-06
1.172677720200402e-02	-7.748708e-06
1.173677720200402e-02	-7.748650e-06
1.174677720200402e-02	-7.748595e-06
1.175677720200402e-02	-7.748542e-06
