time	I(B1)	I(Rfuse2)	I(Rfuse_1)
2.442000000000000e+01	5.000000e-01	2.497273e-01	2.497297e-01
2.442000000000100e+01	5.000000e-01	2.497275e-01	2.497296e-01
2.442000000000200e+01	5.000000e-01	2.497276e-01	2.497295e-01
2.442000000000529e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.442000000000967e+01	5.000000e-01	2.497272e-01	2.497299e-01
2.442000000003566e+01	5.000000e-01	2.497270e-01	2.497301e-01
2.442992299223860e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.443000000000000e+01	5.000000e-01	2.497267e-01	2.497303e-01
2.443000000000100e+01	5.000000e-01	2.497266e-01	2.497304e-01
2.443000000000200e+01	5.000000e-01	2.497264e-01	2.497306e-01
2.443000000001700e+01	5.000000e-01	2.497265e-01	2.497306e-01
2.443997047556140e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.444000000000000e+01	5.000000e-01	2.497277e-01	2.497294e-01
2.444000000000100e+01	5.000000e-01	2.497280e-01	2.497290e-01
2.444000000000200e+01	5.000000e-01	2.497283e-01	2.497287e-01
2.444000000000596e+01	5.000000e-01	2.497280e-01	2.497290e-01
2.444000000000975e+01	5.000000e-01	2.497277e-01	2.497293e-01
2.444000000001733e+01	5.000000e-01	2.497273e-01	2.497297e-01
2.444000000012381e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.444000000023030e+01	5.000000e-01	2.497271e-01	2.497300e-01
2.444000000033678e+01	5.000000e-01	2.497270e-01	2.497301e-01
2.444000000044326e+01	5.000000e-01	2.497269e-01	2.497301e-01
2.444000000054974e+01	5.000000e-01	2.497269e-01	2.497301e-01
2.444000000065622e+01	5.000000e-01	2.497269e-01	2.497301e-01
2.444000000076270e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.444997260791346e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.445000000000000e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.445000000000100e+01	5.000000e-01	2.497272e-01	2.497299e-01
2.445000000000200e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.445000000000784e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.445000000001034e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.445000000001369e+01	5.000000e-01	2.497273e-01	2.497297e-01
2.445000000002038e+01	5.000000e-01	2.497274e-01	2.497297e-01
2.445000000003158e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.445000000012806e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.445998813781159e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.446000000000000e+01	5.000000e-01	2.497273e-01	2.497297e-01
2.446000000000100e+01	5.000000e-01	2.497274e-01	2.497296e-01
2.446000000000200e+01	5.000000e-01	2.497275e-01	2.497295e-01
2.446000000000715e+01	5.000000e-01	2.497276e-01	2.497294e-01
2.446000000001317e+01	5.000000e-01	2.497275e-01	2.497295e-01
2.446000000006867e+01	5.000000e-01	2.497270e-01	2.497301e-01
2.446991949104560e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.447000000000000e+01	5.000000e-01	2.497275e-01	2.497295e-01
2.447000000000100e+01	5.000000e-01	2.497277e-01	2.497293e-01
2.447000000000200e+01	5.000000e-01	2.497279e-01	2.497291e-01
2.447000000001102e+01	5.000000e-01	2.497278e-01	2.497292e-01
2.447000000006081e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.447072465427879e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.447992465427879e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.448000000000000e+01	5.000000e-01	2.497276e-01	2.497294e-01
2.448000000000100e+01	5.000000e-01	2.497280e-01	2.497290e-01
2.448000000000200e+01	5.000000e-01	2.497283e-01	2.497287e-01
2.448000000000698e+01	5.000000e-01	2.497280e-01	2.497290e-01
2.448000000001178e+01	5.000000e-01	2.497277e-01	2.497293e-01
2.448000000006527e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.448997241621949e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.449000000000000e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.449000000000100e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.449000000000200e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.449000000000654e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.449000000001098e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.449000000001985e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.449000000013077e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.449991604126830e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.450000000000000e+01	5.000000e-01	2.497280e-01	2.497290e-01
2.450000000000100e+01	5.000000e-01	2.497281e-01	2.497289e-01
2.450000000000200e+01	5.000000e-01	2.497281e-01	2.497288e-01
2.450000000000917e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.450000000001936e+01	5.000000e-01	2.497267e-01	2.497302e-01
2.450000000003336e+01	5.000000e-01	2.497268e-01	2.497302e-01
2.450994253180680e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.451000000000000e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.451000000000013e+01	5.000000e-01	2.497272e-01	2.497297e-01
2.451000000000037e+01	5.000000e-01	2.497275e-01	2.497294e-01
2.451000000000048e+01	5.000000e-01	2.497279e-01	2.497291e-01
2.451000000000061e+01	5.000000e-01	2.497280e-01	2.497289e-01
2.451000000000086e+01	5.000000e-01	2.497263e-01	2.497306e-01
2.451000000000100e+01	5.000000e-01	2.497253e-01	2.497317e-01
2.451000000000136e+01	5.000000e-01	2.497256e-01	2.497314e-01
2.451000000000200e+01	5.000000e-01	2.497268e-01	2.497302e-01
2.451000000000314e+01	5.000000e-01	2.497268e-01	2.497302e-01
2.451000000000502e+01	5.000000e-01	2.497266e-01	2.497304e-01
2.451000000000878e+01	5.000000e-01	2.497264e-01	2.497305e-01
2.451000000003135e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.451000000215055e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.451000000426975e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.451000000638895e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.451000000850815e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.451000001062734e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.451000001274654e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.451000001486574e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.451992146647669e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.452000000000000e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.452000000000100e+01	5.000000e-01	2.497267e-01	2.497302e-01
2.452000000000200e+01	5.000000e-01	2.497266e-01	2.497303e-01
2.452000000000674e+01	5.000000e-01	2.497268e-01	2.497302e-01
2.452000000001183e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.452000000003854e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.452000000038731e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.452000000073608e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.452000000108485e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.452000000143362e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.452000000178239e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.452000000213116e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.452000000247993e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.452996026087015e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.453000000000000e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.453000000000100e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.453000000000200e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.453000000000730e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.453000000001222e+01	5.000000e-01	2.497267e-01	2.497302e-01
2.453000000007255e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.453000000013289e+01	5.000000e-01	2.497271e-01	2.497299e-01
2.453000000019322e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.453000000025356e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.453000000031389e+01	5.000000e-01	2.497272e-01	2.497298e-01
2.453000000037423e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.453000000043456e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.453990902309799e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.454000000000000e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.454000000000100e+01	5.000000e-01	2.497272e-01	2.497297e-01
2.454000000000200e+01	5.000000e-01	2.497274e-01	2.497296e-01
2.454000000000866e+01	5.000000e-01	2.497275e-01	2.497294e-01
2.454000000002557e+01	5.000000e-01	2.497273e-01	2.497296e-01
2.454000000017056e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.454996384111728e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.455000000000000e+01	5.000000e-01	2.497266e-01	2.497303e-01
2.455000000000100e+01	5.000000e-01	2.497264e-01	2.497305e-01
2.455000000000200e+01	5.000000e-01	2.497261e-01	2.497308e-01
2.455000000004121e+01	5.000000e-01	2.497265e-01	2.497305e-01
2.455000000008041e+01	5.000000e-01	2.497267e-01	2.497302e-01
2.455000000011962e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.455000000015882e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.455000000019803e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.455000000023723e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.455000000027644e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.455001742007280e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.455993936050801e+01	5.000000e-01	2.497270e-01	2.497300e-01
2.456000000000000e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.456000000000100e+01	5.000000e-01	2.497267e-01	2.497302e-01
2.456000000000200e+01	5.000000e-01	2.497265e-01	2.497304e-01
2.456000000001700e+01	5.000000e-01	2.497265e-01	2.497304e-01
2.456996429716784e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.457000000000000e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.457000000000100e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.457000000000200e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.457000000000241e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.457000000000322e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.457000000000809e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.457000000001458e+01	5.000000e-01	2.497266e-01	2.497303e-01
2.457000000002456e+01	5.000000e-01	2.497266e-01	2.497303e-01
2.457000000035736e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.457000000069016e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.457000000102295e+01	5.000000e-01	2.497270e-01	2.497298e-01
2.457000000135575e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.457000000168855e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.457000000202135e+01	5.000000e-01	2.497270e-01	2.497298e-01
2.457000000235415e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.457993724490207e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.458000000000000e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.458000000000100e+01	5.000000e-01	2.497272e-01	2.497297e-01
2.458000000000200e+01	5.000000e-01	2.497273e-01	2.497296e-01
2.458000000000788e+01	5.000000e-01	2.497272e-01	2.497297e-01
2.458000000001045e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.458000000003445e+01	5.000000e-01	2.497274e-01	2.497295e-01
2.458000000036296e+01	5.000000e-01	2.497272e-01	2.497297e-01
2.458000000069147e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.458000000101998e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.458000000134848e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.458000000167699e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.458000000200550e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.458000000233401e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.458999798293200e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.459000000000000e+01	5.000000e-01	2.497273e-01	2.497296e-01
2.459000000000100e+01	5.000000e-01	2.497275e-01	2.497294e-01
2.459000000000200e+01	5.000000e-01	2.497277e-01	2.497292e-01
2.459000000000900e+01	5.000000e-01	2.497276e-01	2.497293e-01
2.459000000001743e+01	5.000000e-01	2.497273e-01	2.497296e-01
2.459995447688659e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.460000000000000e+01	5.000000e-01	2.497275e-01	2.497294e-01
2.460000000000100e+01	5.000000e-01	2.497274e-01	2.497295e-01
2.460000000000200e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.460000000000695e+01	5.000000e-01	2.497263e-01	2.497305e-01
2.460000000001259e+01	5.000000e-01	2.497263e-01	2.497305e-01
2.460000000005421e+01	5.000000e-01	2.497265e-01	2.497303e-01
2.460000000009582e+01	5.000000e-01	2.497267e-01	2.497302e-01
2.460000000013743e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.460000000017905e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.460000000022066e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.460000000026228e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.460000000030389e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.460990168398202e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.461000000000000e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.461000000000100e+01	5.000000e-01	2.497272e-01	2.497296e-01
2.461000000000200e+01	5.000000e-01	2.497278e-01	2.497291e-01
2.461000000000615e+01	5.000000e-01	2.497284e-01	2.497285e-01
2.461000000001063e+01	5.000000e-01	2.497281e-01	2.497288e-01
2.461000000003080e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.461000000016730e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.461000000030381e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.461000000044031e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.461000000057682e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.461000000071332e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.461000000084983e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.461000000098633e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.461993304655578e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.462000000000000e+01	5.000000e-01	2.497271e-01	2.497298e-01
2.462000000000100e+01	5.000000e-01	2.497271e-01	2.497297e-01
2.462000000000200e+01	5.000000e-01	2.497272e-01	2.497296e-01
2.462000000000882e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.462000000001759e+01	5.000000e-01	2.497267e-01	2.497301e-01
2.462000000002861e+01	5.000000e-01	2.497268e-01	2.497301e-01
2.462000000016656e+01	5.000000e-01	2.497269e-01	2.497300e-01
2.462000000030450e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.462000000044244e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.462000000058038e+01	5.000000e-01	2.497270e-01	2.497298e-01
2.462000000071832e+01	5.000000e-01	2.497270e-01	2.497298e-01
2.462000000085626e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.462000000099420e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.462999912933667e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.463000000000000e+01	5.000000e-01	2.497272e-01	2.497296e-01
2.463000000000100e+01	5.000000e-01	2.497274e-01	2.497294e-01
2.463000000000200e+01	5.000000e-01	2.497275e-01	2.497293e-01
2.463000000000562e+01	5.000000e-01	2.497271e-01	2.497297e-01
2.463000000000932e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.463000000001673e+01	5.000000e-01	2.497267e-01	2.497301e-01
2.463000000002459e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.463000000006500e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.463998086253651e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.464000000000000e+01	5.000000e-01	2.497275e-01	2.497294e-01
2.464000000000100e+01	5.000000e-01	2.497277e-01	2.497291e-01
2.464000000000200e+01	5.000000e-01	2.497280e-01	2.497288e-01
2.464000000001700e+01	5.000000e-01	2.497281e-01	2.497287e-01
2.464000000015752e+01	5.000000e-01	2.497274e-01	2.497294e-01
2.464000000029804e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.464000000043857e+01	5.000000e-01	2.497265e-01	2.497304e-01
2.464000000057909e+01	5.000000e-01	2.497263e-01	2.497305e-01
2.464000000071961e+01	5.000000e-01	2.497263e-01	2.497305e-01
2.464000000086013e+01	5.000000e-01	2.497265e-01	2.497303e-01
2.464000000100065e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.464991206037768e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.465000000000000e+01	5.000000e-01	2.497276e-01	2.497292e-01
2.465000000000100e+01	5.000000e-01	2.497280e-01	2.497288e-01
2.465000000000200e+01	5.000000e-01	2.497284e-01	2.497284e-01
2.465000000000895e+01	5.000000e-01	2.497282e-01	2.497286e-01
2.465000000001580e+01	5.000000e-01	2.497280e-01	2.497288e-01
2.465000000002951e+01	5.000000e-01	2.497275e-01	2.497293e-01
2.465000000011176e+01	5.000000e-01	2.497270e-01	2.497299e-01
2.466000000000000e+01	5.000000e-01	2.497271e-01	2.497297e-01
2.466000000000100e+01	5.000000e-01	2.497275e-01	2.497293e-01
2.466000000000200e+01	5.000000e-01	2.497281e-01	2.497287e-01
2.466000000000658e+01	5.000000e-01	2.497285e-01	2.497283e-01
2.466000000000720e+01	5.000000e-01	2.497287e-01	2.497281e-01
2.466000000000843e+01	5.000000e-01	2.497288e-01	2.497280e-01
2.466000000001091e+01	5.000000e-01	2.497284e-01	2.497284e-01
2.466000000001586e+01	5.000000e-01	2.497279e-01	2.497289e-01
2.466000000003597e+01	5.000000e-01	2.497270e-01	2.497298e-01
2.466000000010271e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.466998774095233e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.467000000000000e+01	5.000000e-01	2.497264e-01	2.497303e-01
2.467000000000100e+01	5.000000e-01	2.497262e-01	2.497306e-01
2.467000000000200e+01	5.000000e-01	2.497260e-01	2.497308e-01
2.467000000000801e+01	5.000000e-01	2.497260e-01	2.497307e-01
2.467000000001473e+01	5.000000e-01	2.497262e-01	2.497306e-01
2.467000000025604e+01	5.000000e-01	2.497267e-01	2.497301e-01
2.467000000049735e+01	5.000000e-01	2.497270e-01	2.497298e-01
2.467000000073865e+01	5.000000e-01	2.497272e-01	2.497295e-01
2.467000000097996e+01	5.000000e-01	2.497273e-01	2.497295e-01
2.467000000122127e+01	5.000000e-01	2.497273e-01	2.497295e-01
2.467000000146258e+01	5.000000e-01	2.497272e-01	2.497296e-01
2.467000000170388e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.467995557029402e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.468000000000000e+01	5.000000e-01	2.497266e-01	2.497302e-01
2.468000000000100e+01	5.000000e-01	2.497265e-01	2.497303e-01
2.468000000000200e+01	5.000000e-01	2.497264e-01	2.497304e-01
2.468000000000871e+01	5.000000e-01	2.497264e-01	2.497304e-01
2.468000000001658e+01	5.000000e-01	2.497264e-01	2.497303e-01
2.468000000009656e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.469000000000000e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.469000000000100e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.469000000000200e+01	5.000000e-01	2.497267e-01	2.497300e-01
2.469000000000663e+01	5.000000e-01	2.497266e-01	2.497302e-01
2.469000000001157e+01	5.000000e-01	2.497266e-01	2.497302e-01
2.469000000003338e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.469995572618924e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.470000000000000e+01	5.000000e-01	2.497270e-01	2.497297e-01
2.470000000000100e+01	5.000000e-01	2.497271e-01	2.497297e-01
2.470000000000200e+01	5.000000e-01	2.497272e-01	2.497296e-01
2.470000000001156e+01	5.000000e-01	2.497271e-01	2.497297e-01
2.470000000002107e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.470987325882932e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.470997325882932e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.471000000000000e+01	5.000000e-01	2.497271e-01	2.497297e-01
2.471000000000037e+01	5.000000e-01	2.497271e-01	2.497296e-01
2.471000000000087e+01	5.000000e-01	2.497267e-01	2.497301e-01
2.471000000000098e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.471000000000109e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.471000000000131e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.471000000000174e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.471000000000200e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.471000000000261e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.471000000000383e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.471000000000627e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.471000000001114e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.471000000004040e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.471996362643119e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.472000000000000e+01	5.000000e-01	2.497274e-01	2.497294e-01
2.472000000000100e+01	5.000000e-01	2.497278e-01	2.497289e-01
2.472000000000137e+01	5.000000e-01	2.497251e-01	2.497316e-01
2.472000000000200e+01	5.000000e-01	2.497256e-01	2.497311e-01
2.472000000000431e+01	5.000000e-01	2.497270e-01	2.497297e-01
2.472000000000719e+01	5.000000e-01	2.497272e-01	2.497295e-01
2.472000000001293e+01	5.000000e-01	2.497271e-01	2.497296e-01
2.472000000002443e+01	5.000000e-01	2.497270e-01	2.497297e-01
2.472000000013081e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.472991332079318e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.473000000000000e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.473000000000100e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.473000000000200e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.473000000000709e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.473000000001188e+01	5.000000e-01	2.497267e-01	2.497300e-01
2.473000000003449e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.473990848734999e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.474000000000000e+01	5.000000e-01	2.497270e-01	2.497297e-01
2.474000000000100e+01	5.000000e-01	2.497278e-01	2.497289e-01
2.474000000000112e+01	5.000000e-01	2.497282e-01	2.497285e-01
2.474000000000138e+01	5.000000e-01	2.497285e-01	2.497282e-01
2.474000000000187e+01	5.000000e-01	2.497300e-01	2.497267e-01
2.474000000000200e+01	5.000000e-01	2.497307e-01	2.497261e-01
2.474000000000282e+01	5.000000e-01	2.497295e-01	2.497272e-01
2.474000000000385e+01	5.000000e-01	2.497280e-01	2.497287e-01
2.474000000000532e+01	5.000000e-01	2.497284e-01	2.497283e-01
2.474000000000993e+01	5.000000e-01	2.497281e-01	2.497286e-01
2.474000000001607e+01	5.000000e-01	2.497276e-01	2.497291e-01
2.474000000002836e+01	5.000000e-01	2.497274e-01	2.497293e-01
2.474000000006980e+01	5.000000e-01	2.497271e-01	2.497296e-01
2.474000000052841e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.474000000098702e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.474000000144564e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.474000000190425e+01	5.000000e-01	2.497267e-01	2.497300e-01
2.474000000236286e+01	5.000000e-01	2.497268e-01	2.497300e-01
2.474000000282147e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.474000000328009e+01	5.000000e-01	2.497269e-01	2.497299e-01
2.474990098369957e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.475000000000000e+01	5.000000e-01	2.497272e-01	2.497295e-01
2.475000000000100e+01	5.000000e-01	2.497274e-01	2.497293e-01
2.475000000000200e+01	5.000000e-01	2.497275e-01	2.497292e-01
2.475000000000889e+01	5.000000e-01	2.497274e-01	2.497293e-01
2.475000000001679e+01	5.000000e-01	2.497273e-01	2.497294e-01
2.476000000000000e+01	5.000000e-01	2.497274e-01	2.497293e-01
2.476000000000100e+01	5.000000e-01	2.497277e-01	2.497290e-01
2.476000000000200e+01	5.000000e-01	2.497279e-01	2.497288e-01
2.476000000001250e+01	5.000000e-01	2.497276e-01	2.497291e-01
2.476000000003803e+01	5.000000e-01	2.497268e-01	2.497299e-01
2.476994503563041e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.477000000000000e+01	5.000000e-01	2.497275e-01	2.497292e-01
2.477000000000100e+01	5.000000e-01	2.497267e-01	2.497300e-01
2.477000000000113e+01	5.000000e-01	2.497261e-01	2.497305e-01
2.477000000000137e+01	5.000000e-01	2.497254e-01	2.497312e-01
2.477000000000188e+01	5.000000e-01	2.497301e-01	2.497265e-01
2.477000000000200e+01	5.000000e-01	2.497313e-01	2.497253e-01
2.477000000000288e+01	5.000000e-01	2.497308e-01	2.497258e-01
2.477000000000400e+01	5.000000e-01	2.497284e-01	2.497283e-01
2.477000000000626e+01	5.000000e-01	2.497279e-01	2.497288e-01
2.477000000000935e+01	5.000000e-01	2.497279e-01	2.497288e-01
2.477000000002555e+01	5.000000e-01	2.497277e-01	2.497290e-01
2.477000000010609e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.478000000000000e+01	5.000000e-01	2.497270e-01	2.497297e-01
2.478000000000100e+01	5.000000e-01	2.497275e-01	2.497292e-01
2.478000000000200e+01	5.000000e-01	2.497280e-01	2.497286e-01
2.478000000001164e+01	5.000000e-01	2.497281e-01	2.497286e-01
2.478000000006814e+01	5.000000e-01	2.497274e-01	2.497293e-01
2.478000000012463e+01	5.000000e-01	2.497269e-01	2.497298e-01
2.478000000018113e+01	5.000000e-01	2.497266e-01	2.497301e-01
2.478000000023762e+01	5.000000e-01	2.497264e-01	2.497303e-01
2.478000000029411e+01	5.000000e-01	2.497264e-01	2.497303e-01
2.478000000035061e+01	5.000000e-01	2.497265e-01	2.497301e-01
2.478000000040710e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.478745262727972e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.478995262727972e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000000000000e+01	5.000000e-01	2.497272e-01	2.497295e-01
2.479000000000100e+01	5.000000e-01	2.497274e-01	2.497293e-01
2.479000000000200e+01	5.000000e-01	2.497275e-01	2.497292e-01
2.479000000000610e+01	5.000000e-01	2.497273e-01	2.497294e-01
2.479000000001038e+01	5.000000e-01	2.497272e-01	2.497295e-01
2.479000000001894e+01	5.000000e-01	2.497271e-01	2.497295e-01
2.479000000005177e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000000324407e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000000643638e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000000962868e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000001282098e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000001601328e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000001920558e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479000002239788e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.479998206161412e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.480000000000000e+01	5.000000e-01	2.497267e-01	2.497300e-01
2.480000000000037e+01	5.000000e-01	2.497268e-01	2.497298e-01
2.480000000000087e+01	5.000000e-01	2.497227e-01	2.497339e-01
