time	I(B1)	I(Rfuse2)	I(Rfuse_1)
5.824994938699793e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.825000000000000e+01	5.000000e-01	2.497101e-01	2.497114e-01
5.825000000000100e+01	5.000000e-01	2.497104e-01	2.497112e-01
5.825000000000200e+01	5.000000e-01	2.497106e-01	2.497109e-01
5.825000000001140e+01	5.000000e-01	2.497105e-01	2.497110e-01
5.825000000002065e+01	5.000000e-01	2.497103e-01	2.497112e-01
5.825000000007142e+01	5.000000e-01	2.497099e-01	2.497116e-01
5.825998995303311e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.826000000000000e+01	5.000000e-01	2.497099e-01	2.497116e-01
5.826000000000100e+01	5.000000e-01	2.497113e-01	2.497102e-01
5.826000000000113e+01	5.000000e-01	2.497119e-01	2.497096e-01
5.826000000000138e+01	5.000000e-01	2.497123e-01	2.497093e-01
5.826000000000187e+01	5.000000e-01	2.497108e-01	2.497106e-01
5.826000000000200e+01	5.000000e-01	2.497109e-01	2.497106e-01
5.826000000000288e+01	5.000000e-01	2.497109e-01	2.497106e-01
5.826000000000462e+01	5.000000e-01	2.497103e-01	2.497112e-01
5.826000000001308e+01	5.000000e-01	2.497101e-01	2.497114e-01
5.826000000008367e+01	5.000000e-01	2.497099e-01	2.497116e-01
5.826000000015427e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.826000000022486e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.826000000029546e+01	5.000000e-01	2.497096e-01	2.497119e-01
5.826000000036606e+01	5.000000e-01	2.497096e-01	2.497119e-01
5.826000000043665e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.826000000050725e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.826997652804505e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.827000000000000e+01	5.000000e-01	2.497105e-01	2.497110e-01
5.827000000000100e+01	5.000000e-01	2.497109e-01	2.497106e-01
5.827000000000200e+01	5.000000e-01	2.497112e-01	2.497103e-01
5.827000000000919e+01	5.000000e-01	2.497108e-01	2.497107e-01
5.827000000001627e+01	5.000000e-01	2.497104e-01	2.497111e-01
5.827000000011537e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.828000000000000e+01	5.000000e-01	2.497095e-01	2.497120e-01
5.828000000000100e+01	5.000000e-01	2.497093e-01	2.497122e-01
5.828000000000200e+01	5.000000e-01	2.497092e-01	2.497123e-01
5.828000000000674e+01	5.000000e-01	2.497092e-01	2.497122e-01
5.828000000001214e+01	5.000000e-01	2.497093e-01	2.497121e-01
5.828000000002293e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.828000000012520e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.828993568848014e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.829000000000000e+01	5.000000e-01	2.497103e-01	2.497112e-01
5.829000000000013e+01	5.000000e-01	2.497105e-01	2.497110e-01
5.829000000000038e+01	5.000000e-01	2.497108e-01	2.497107e-01
5.829000000000087e+01	5.000000e-01	2.497105e-01	2.497110e-01
5.829000000000100e+01	5.000000e-01	2.497104e-01	2.497111e-01
5.829000000000187e+01	5.000000e-01	2.497107e-01	2.497108e-01
5.829000000000200e+01	5.000000e-01	2.497106e-01	2.497108e-01
5.829000000000305e+01	5.000000e-01	2.497101e-01	2.497114e-01
5.829000000000436e+01	5.000000e-01	2.497101e-01	2.497114e-01
5.829000000000698e+01	5.000000e-01	2.497101e-01	2.497113e-01
5.829000000002271e+01	5.000000e-01	2.497100e-01	2.497114e-01
5.829000000046366e+01	5.000000e-01	2.497099e-01	2.497116e-01
5.829000000090461e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.829000000134556e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.829000000178652e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.829000000222747e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.829000000266842e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.829000000310937e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.829999499491591e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.830000000000000e+01	5.000000e-01	2.497091e-01	2.497123e-01
5.830000000000013e+01	5.000000e-01	2.497089e-01	2.497126e-01
5.830000000000037e+01	5.000000e-01	2.497084e-01	2.497130e-01
5.830000000000088e+01	5.000000e-01	2.497087e-01	2.497128e-01
5.830000000000098e+01	5.000000e-01	2.497092e-01	2.497122e-01
5.830000000000100e+01	5.000000e-01	2.497093e-01	2.497122e-01
5.830000000000120e+01	5.000000e-01	2.497093e-01	2.497122e-01
5.830000000000160e+01	5.000000e-01	2.497093e-01	2.497121e-01
5.830000000000200e+01	5.000000e-01	2.497093e-01	2.497121e-01
5.830000000000280e+01	5.000000e-01	2.497094e-01	2.497121e-01
5.830000000000440e+01	5.000000e-01	2.497094e-01	2.497120e-01
5.830000000000759e+01	5.000000e-01	2.497095e-01	2.497120e-01
5.830000000001398e+01	5.000000e-01	2.497096e-01	2.497119e-01
5.830000000005231e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.830990718777896e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.831000000000000e+01	5.000000e-01	2.497103e-01	2.497111e-01
5.831000000000100e+01	5.000000e-01	2.497106e-01	2.497109e-01
5.831000000000200e+01	5.000000e-01	2.497109e-01	2.497106e-01
5.831000000001121e+01	5.000000e-01	2.497108e-01	2.497106e-01
5.831000000001457e+01	5.000000e-01	2.497106e-01	2.497109e-01
5.831000000002801e+01	5.000000e-01	2.497095e-01	2.497120e-01
5.831000000003473e+01	5.000000e-01	2.497094e-01	2.497120e-01
5.831000000003809e+01	5.000000e-01	2.497096e-01	2.497119e-01
5.831000000004258e+01	5.000000e-01	2.497095e-01	2.497120e-01
5.831000000005154e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.831000000013692e+01	5.000000e-01	2.497098e-01	2.497116e-01
5.831991801349894e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.832000000000000e+01	5.000000e-01	2.497093e-01	2.497122e-01
5.832000000000100e+01	5.000000e-01	2.497090e-01	2.497124e-01
5.832000000000200e+01	5.000000e-01	2.497088e-01	2.497126e-01
5.832000000001700e+01	5.000000e-01	2.497088e-01	2.497126e-01
5.832000000011917e+01	5.000000e-01	2.497093e-01	2.497121e-01
5.832000000022133e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.832000000032350e+01	5.000000e-01	2.497100e-01	2.497114e-01
5.832000000042567e+01	5.000000e-01	2.497101e-01	2.497113e-01
5.832000000052783e+01	5.000000e-01	2.497101e-01	2.497113e-01
5.832000000063000e+01	5.000000e-01	2.497100e-01	2.497114e-01
5.832000000073216e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.833000000000000e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.833000000000100e+01	5.000000e-01	2.497098e-01	2.497116e-01
5.833000000000200e+01	5.000000e-01	2.497098e-01	2.497116e-01
5.833000000003194e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.833000000063004e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.833000000122815e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.833000000182626e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.833000000242436e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.833000000302246e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.833000000362057e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.833000000421868e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.833832687209315e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.833992687209314e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.834000000000000e+01	5.000000e-01	2.497096e-01	2.497119e-01
5.834000000000100e+01	5.000000e-01	2.497095e-01	2.497120e-01
5.834000000000200e+01	5.000000e-01	2.497094e-01	2.497121e-01
5.834000000000710e+01	5.000000e-01	2.497093e-01	2.497121e-01
5.834000000001307e+01	5.000000e-01	2.497096e-01	2.497119e-01
5.834000000003886e+01	5.000000e-01	2.497101e-01	2.497113e-01
5.834000000027740e+01	5.000000e-01	2.497099e-01	2.497115e-01
5.834000000051594e+01	5.000000e-01	2.497098e-01	2.497117e-01
5.834000000075449e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.834000000099304e+01	5.000000e-01	2.497096e-01	2.497118e-01
5.834000000123158e+01	5.000000e-01	2.497096e-01	2.497118e-01
5.834000000147012e+01	5.000000e-01	2.497097e-01	2.497118e-01
5.834000000170867e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.834995467806908e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.835000000000000e+01	5.000000e-01	2.497101e-01	2.497113e-01
5.835000000000100e+01	5.000000e-01	2.497103e-01	2.497111e-01
5.835000000000200e+01	5.000000e-01	2.497105e-01	2.497109e-01
5.835000000000788e+01	5.000000e-01	2.497100e-01	2.497114e-01
5.835000000001430e+01	5.000000e-01	2.497098e-01	2.497116e-01
5.835000000004307e+01	5.000000e-01	2.497096e-01	2.497118e-01
5.835998575009466e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.836000000000000e+01	5.000000e-01	2.497098e-01	2.497116e-01
5.836000000000100e+01	5.000000e-01	2.497095e-01	2.497119e-01
5.836000000000200e+01	5.000000e-01	2.497092e-01	2.497122e-01
5.836000000000357e+01	5.000000e-01	2.497092e-01	2.497121e-01
5.836000000000671e+01	5.000000e-01	2.497096e-01	2.497118e-01
5.836000000001298e+01	5.000000e-01	2.497095e-01	2.497119e-01
5.836000000001769e+01	5.000000e-01	2.497096e-01	2.497118e-01
5.836000000003651e+01	5.000000e-01	2.497093e-01	2.497120e-01
5.836993262575962e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000000000000e+01	5.000000e-01	2.497104e-01	2.497110e-01
5.837000000000100e+01	5.000000e-01	2.497103e-01	2.497111e-01
5.837000000000200e+01	5.000000e-01	2.497102e-01	2.497112e-01
5.837000000000673e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000000001181e+01	5.000000e-01	2.497098e-01	2.497116e-01
5.837000000002195e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.837000000005986e+01	5.000000e-01	2.497098e-01	2.497116e-01
5.837000000494690e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000000983392e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000001472096e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000001960799e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000002449502e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000002938205e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837000003426908e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.837994012712600e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.838000000000000e+01	5.000000e-01	2.497094e-01	2.497120e-01
5.838000000000100e+01	5.000000e-01	2.497092e-01	2.497122e-01
5.838000000000200e+01	5.000000e-01	2.497090e-01	2.497124e-01
5.838000000004700e+01	5.000000e-01	2.497095e-01	2.497119e-01
5.838996738214659e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.839000000000000e+01	5.000000e-01	2.497099e-01	2.497114e-01
5.839000000000100e+01	5.000000e-01	2.497101e-01	2.497113e-01
5.839000000000200e+01	5.000000e-01	2.497102e-01	2.497112e-01
5.839000000000827e+01	5.000000e-01	2.497100e-01	2.497113e-01
5.839000000001551e+01	5.000000e-01	2.497100e-01	2.497114e-01
5.839000000009194e+01	5.000000e-01	2.497099e-01	2.497115e-01
5.839994403113147e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.840000000000000e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.840000000000100e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.840000000000200e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.840000000000819e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.840000000001576e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.840000000004491e+01	5.000000e-01	2.497096e-01	2.497118e-01
5.840994336782241e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.841000000000000e+01	5.000000e-01	2.497102e-01	2.497112e-01
5.841000000000100e+01	5.000000e-01	2.497104e-01	2.497109e-01
5.841000000000200e+01	5.000000e-01	2.497107e-01	2.497106e-01
5.841000000000577e+01	5.000000e-01	2.497106e-01	2.497107e-01
5.841000000000993e+01	5.000000e-01	2.497104e-01	2.497109e-01
5.841000000004628e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.841000000021478e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.841000000038328e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.841000000055178e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.841000000072027e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.841000000088876e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.841000000105726e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.841000000122576e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.841595091525701e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.842000000000000e+01	5.000000e-01	2.497092e-01	2.497121e-01
5.842000000000100e+01	5.000000e-01	2.497090e-01	2.497124e-01
5.842000000000200e+01	5.000000e-01	2.497086e-01	2.497127e-01
5.842000000000669e+01	5.000000e-01	2.497087e-01	2.497127e-01
5.842000000001216e+01	5.000000e-01	2.497091e-01	2.497122e-01
5.842000000002309e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.842000000003461e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.842000000013827e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.842997428475113e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.843000000000000e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.843000000000100e+01	5.000000e-01	2.497092e-01	2.497120e-01
5.843000000000113e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.843000000000138e+01	5.000000e-01	2.497113e-01	2.497101e-01
5.843000000000188e+01	5.000000e-01	2.497085e-01	2.497129e-01
5.843000000000200e+01	5.000000e-01	2.497077e-01	2.497136e-01
5.843000000000288e+01	5.000000e-01	2.497089e-01	2.497124e-01
5.843000000000463e+01	5.000000e-01	2.497101e-01	2.497112e-01
5.843000000000635e+01	5.000000e-01	2.497100e-01	2.497113e-01
5.843000000001647e+01	5.000000e-01	2.497099e-01	2.497114e-01
5.843000000002980e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.843000000016573e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.843000000030165e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.843000000043757e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.843000000057350e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.843000000070943e+01	5.000000e-01	2.497097e-01	2.497117e-01
5.843000000084535e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.843000000098127e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.843992184413296e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.844000000000000e+01	5.000000e-01	2.497095e-01	2.497118e-01
5.844000000000100e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.844000000000200e+01	5.000000e-01	2.497102e-01	2.497111e-01
5.844000000000584e+01	5.000000e-01	2.497106e-01	2.497107e-01
5.844000000001009e+01	5.000000e-01	2.497104e-01	2.497109e-01
5.844000000004605e+01	5.000000e-01	2.497099e-01	2.497114e-01
5.844998597514882e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.845000000000000e+01	5.000000e-01	2.497100e-01	2.497113e-01
5.845000000000100e+01	5.000000e-01	2.497102e-01	2.497111e-01
5.845000000000200e+01	5.000000e-01	2.497104e-01	2.497109e-01
5.845000000000994e+01	5.000000e-01	2.497106e-01	2.497107e-01
5.845000000006388e+01	5.000000e-01	2.497099e-01	2.497113e-01
5.845995554178719e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.846000000000000e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.846000000000100e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.846000000000200e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.846000000000755e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.846000000001281e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.846000000002334e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.846000000011797e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.846991702371396e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.847000000000000e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.847000000000100e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.847000000000200e+01	5.000000e-01	2.497095e-01	2.497118e-01
5.847000000000973e+01	5.000000e-01	2.497093e-01	2.497119e-01
5.847000000001695e+01	5.000000e-01	2.497093e-01	2.497120e-01
5.847000000003467e+01	5.000000e-01	2.497094e-01	2.497119e-01
5.847000000005434e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.847994135543534e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.848000000000000e+01	5.000000e-01	2.497094e-01	2.497119e-01
5.848000000000100e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.848000000000200e+01	5.000000e-01	2.497099e-01	2.497114e-01
5.848000000000801e+01	5.000000e-01	2.497106e-01	2.497107e-01
5.848000000001500e+01	5.000000e-01	2.497103e-01	2.497110e-01
5.848000000004401e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.848000000173539e+01	5.000000e-01	2.497097e-01	2.497115e-01
5.848000000342677e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.848000000511816e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.848000000680953e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.848000000850092e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.848000001019230e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.848000001188368e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.848999329303614e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.849000000000000e+01	5.000000e-01	2.497091e-01	2.497122e-01
5.849000000000100e+01	5.000000e-01	2.497088e-01	2.497125e-01
5.849000000000200e+01	5.000000e-01	2.497085e-01	2.497128e-01
5.849000000000555e+01	5.000000e-01	2.497087e-01	2.497125e-01
5.849000000000917e+01	5.000000e-01	2.497089e-01	2.497124e-01
5.849000000001640e+01	5.000000e-01	2.497090e-01	2.497122e-01
5.849000000004099e+01	5.000000e-01	2.497093e-01	2.497119e-01
5.849000000033313e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.849000000062527e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.849000000091741e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.849000000120956e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.849000000150170e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.849000000179384e+01	5.000000e-01	2.497098e-01	2.497115e-01
5.849000000208598e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.849502537596846e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.849992537596846e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.850000000000000e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.850000000000100e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.850000000000200e+01	5.000000e-01	2.497096e-01	2.497117e-01
5.850000000000588e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.850000000000993e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.850000000002829e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.850000000015042e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.850991508264300e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.851000000000000e+01	5.000000e-01	2.497094e-01	2.497118e-01
5.851000000000100e+01	5.000000e-01	2.497093e-01	2.497119e-01
5.851000000000200e+01	5.000000e-01	2.497091e-01	2.497121e-01
5.851000000001700e+01	5.000000e-01	2.497088e-01	2.497124e-01
5.851000000010938e+01	5.000000e-01	2.497093e-01	2.497120e-01
5.851000000020176e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.851000000029414e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.851000000038653e+01	5.000000e-01	2.497100e-01	2.497113e-01
5.851000000047890e+01	5.000000e-01	2.497100e-01	2.497113e-01
5.851000000057129e+01	5.000000e-01	2.497099e-01	2.497114e-01
5.851000000066367e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.851995205454346e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.852000000000000e+01	5.000000e-01	2.497099e-01	2.497113e-01
5.852000000000100e+01	5.000000e-01	2.497101e-01	2.497112e-01
5.852000000000200e+01	5.000000e-01	2.497102e-01	2.497110e-01
5.852000000001700e+01	5.000000e-01	2.497102e-01	2.497110e-01
5.852000000007865e+01	5.000000e-01	2.497099e-01	2.497113e-01
5.852000000054714e+01	5.000000e-01	2.497097e-01	2.497115e-01
5.852000000101561e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.852000000148409e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.852000000195257e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.852000000242105e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.852000000288952e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.852000000335801e+01	5.000000e-01	2.497097e-01	2.497116e-01
5.852999304491635e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.853000000000000e+01	5.000000e-01	2.497101e-01	2.497110e-01
5.853000000000013e+01	5.000000e-01	2.497095e-01	2.497118e-01
5.853000000000038e+01	5.000000e-01	2.497078e-01	2.497135e-01
5.853000000000088e+01	5.000000e-01	2.497056e-01	2.497156e-01
5.853000000000100e+01	5.000000e-01	2.497051e-01	2.497161e-01
5.853000000000177e+01	5.000000e-01	2.497082e-01	2.497131e-01
5.853000000000200e+01	5.000000e-01	2.497093e-01	2.497120e-01
5.853000000000271e+01	5.000000e-01	2.497090e-01	2.497123e-01
5.853000000000412e+01	5.000000e-01	2.497080e-01	2.497132e-01
5.853000000000634e+01	5.000000e-01	2.497080e-01	2.497132e-01
5.853000000000870e+01	5.000000e-01	2.497080e-01	2.497132e-01
5.853000000002285e+01	5.000000e-01	2.497086e-01	2.497127e-01
5.853000000013408e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.853998440838355e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.854000000000000e+01	5.000000e-01	2.497102e-01	2.497110e-01
5.854000000000100e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.854000000000113e+01	5.000000e-01	2.497090e-01	2.497121e-01
5.854000000000138e+01	5.000000e-01	2.497084e-01	2.497128e-01
5.854000000000200e+01	5.000000e-01	2.497066e-01	2.497146e-01
5.854000000000288e+01	5.000000e-01	2.497062e-01	2.497150e-01
5.854000000000440e+01	5.000000e-01	2.497073e-01	2.497139e-01
5.854000000000744e+01	5.000000e-01	2.497080e-01	2.497132e-01
5.854000000001036e+01	5.000000e-01	2.497085e-01	2.497127e-01
5.854000000001620e+01	5.000000e-01	2.497089e-01	2.497123e-01
5.854000000004428e+01	5.000000e-01	2.497094e-01	2.497118e-01
5.854000000023029e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.854992210621209e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.855000000000000e+01	5.000000e-01	2.497093e-01	2.497119e-01
5.855000000000100e+01	5.000000e-01	2.497091e-01	2.497121e-01
5.855000000000200e+01	5.000000e-01	2.497088e-01	2.497124e-01
5.855000000000719e+01	5.000000e-01	2.497087e-01	2.497125e-01
5.855000000001301e+01	5.000000e-01	2.497088e-01	2.497124e-01
5.855000000004161e+01	5.000000e-01	2.497093e-01	2.497119e-01
5.855000000024916e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.855000000045673e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.855000000066428e+01	5.000000e-01	2.497097e-01	2.497115e-01
5.855000000087184e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.855000000107940e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.855000000128696e+01	5.000000e-01	2.497097e-01	2.497115e-01
5.855000000149452e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.855998141165655e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.856000000000000e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.856000000000100e+01	5.000000e-01	2.497098e-01	2.497114e-01
5.856000000000200e+01	5.000000e-01	2.497099e-01	2.497113e-01
5.856000000001700e+01	5.000000e-01	2.497100e-01	2.497112e-01
5.856000000008206e+01	5.000000e-01	2.497097e-01	2.497115e-01
5.856992984168580e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.857000000000000e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.857000000000100e+01	5.000000e-01	2.497094e-01	2.497117e-01
5.857000000000200e+01	5.000000e-01	2.497094e-01	2.497118e-01
5.857000000001046e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.857000000001867e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.857386503132993e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.857996503132993e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.858000000000000e+01	5.000000e-01	2.497100e-01	2.497111e-01
5.858000000000100e+01	5.000000e-01	2.497103e-01	2.497109e-01
5.858000000000200e+01	5.000000e-01	2.497105e-01	2.497107e-01
5.858000000000911e+01	5.000000e-01	2.497105e-01	2.497106e-01
5.858000000001739e+01	5.000000e-01	2.497103e-01	2.497109e-01
5.858995250578479e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.859000000000000e+01	5.000000e-01	2.497098e-01	2.497113e-01
5.859000000000100e+01	5.000000e-01	2.497099e-01	2.497112e-01
5.859000000000200e+01	5.000000e-01	2.497101e-01	2.497111e-01
5.859000000001700e+01	5.000000e-01	2.497099e-01	2.497113e-01
5.859000000007210e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.859996091076857e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.860000000000000e+01	5.000000e-01	2.497096e-01	2.497116e-01
5.860000000000100e+01	5.000000e-01	2.497119e-01	2.497092e-01
5.860000000000112e+01	5.000000e-01	2.497130e-01	2.497081e-01
5.860000000000137e+01	5.000000e-01	2.497144e-01	2.497067e-01
5.860000000000188e+01	5.000000e-01	2.497116e-01	2.497095e-01
5.860000000000200e+01	5.000000e-01	2.497109e-01	2.497102e-01
5.860000000000288e+01	5.000000e-01	2.497100e-01	2.497111e-01
5.860000000000463e+01	5.000000e-01	2.497103e-01	2.497108e-01
5.860000000000682e+01	5.000000e-01	2.497103e-01	2.497109e-01
5.860000000000993e+01	5.000000e-01	2.497099e-01	2.497112e-01
5.860000000002864e+01	5.000000e-01	2.497095e-01	2.497117e-01
5.860000000008674e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.860990644457797e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.861000000000000e+01	5.000000e-01	2.497093e-01	2.497118e-01
5.861000000000100e+01	5.000000e-01	2.497092e-01	2.497119e-01
5.861000000000200e+01	5.000000e-01	2.497091e-01	2.497120e-01
5.861000000001700e+01	5.000000e-01	2.497091e-01	2.497120e-01
5.861000000010150e+01	5.000000e-01	2.497094e-01	2.497117e-01
5.861000000018599e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.861000000027049e+01	5.000000e-01	2.497097e-01	2.497114e-01
5.861000000035498e+01	5.000000e-01	2.497098e-01	2.497113e-01
5.861000000043948e+01	5.000000e-01	2.497098e-01	2.497113e-01
5.861000000052397e+01	5.000000e-01	2.497097e-01	2.497114e-01
5.861000000060847e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.861993531716309e+01	5.000000e-01	2.497096e-01	2.497115e-01
5.862000000000000e+01	5.000000e-01	2.497099e-01	2.497112e-01
