config_id,t_s,V_out_diff_V
3.0,0.016236777202004015,3.2375567
3.0,0.016246777202004015,3.2375565
3.0,0.016256777202004014,3.2375562
3.0,0.016266777202004017,3.2375567
3.0,0.016276777202004017,3.2375565
3.0,0.016286777202004016,3.2375562
3.0,0.016296777202004016,3.2375567
3.0,0.016306777202004016,3.2375565
3.0,0.016316777202004015,3.2375562
3.0,0.016326777202004015,3.2375565
3.0,0.016336777202004014,3.2375565
3.0,0.016346777202004014,3.2375567
3.0,0.016356777202004017,3.2375567
3.0,0.016366777202004017,3.2375565
3.0,0.016376777202004016,3.2375562
3.0,0.016386777202004016,3.2375567
3.0,0.016396777202004015,3.2375565
3.0,0.016406777202004015,3.2375562
3.0,0.016416777202004015,3.2375567
3.0,0.016426777202004014,3.2375565
3.0,0.016436777202004014,3.2375565
3.0,0.016446777202004017,3.2375567
3.0,0.016456777202004017,3.2375567
3.0,0.016466777202004016,3.2375565
3.0,0.016476777202004016,3.2375562
3.0,0.016486777202004015,3.2375567
3.0,0.016496777202004015,3.2375565
3.0,0.016506777202004014,3.2375565
3.0,0.016516777202004014,3.2375567
3.0,0.016526777202004017,3.2375567
3.0,0.016536777202004017,3.2375565
3.0,0.016546777202004016,3.2375565
3.0,0.016556777202004016,3.2375567
3.0,0.016566777202004015,3.2375567
3.0,0.016576777202004015,3.2375565
3.0,0.016586777202004015,3.2375565
3.0,0.016596777202004014,3.2375565
3.0,0.016606777202004014,3.2375567
3.0,0.016616777202004017,3.2375567
3.0,0.016626777202004017,3.2375565
3.0,0.016636777202004016,3.2375565
3.0,0.016646777202004016,3.2375567
3.0,0.016656777202004015,3.2375567
3.0,0.016666777202004015,3.2375565
3.0,0.016676777202004014,3.2375565
3.0,0.016686777202004014,3.237557
3.0,0.016696777202004017,3.2375567
3.0,0.016706777202004017,3.2375567
3.0,0.016716777202004016,3.2375565
3.0,0.016726777202004016,3.2375565
3.0,0.016736777202004016,3.2375565
3.0,0.016746777202004015,3.2375567
3.0,0.016756777202004015,3.2375567
3.0,0.016766777202004014,3.2375567
3.0,0.016776777202004014,3.2375565
3.0,0.016786777202004017,3.2375565
3.0,0.016796777202004017,3.2375567
3.0,0.016806777202004016,3.2375567
3.0,0.016816777202004016,3.2375567
3.0,0.016826777202004015,3.2375565
3.0,0.016836777202004015,3.2375565
3.0,0.016846777202004014,3.237557
3.0,0.016856777202004014,3.2375567
3.0,0.016866777202004017,3.2375567
3.0,0.016876777202004017,3.2375567
3.0,0.016886777202004016,3.2375567
3.0,0.016896777202004016,3.2375565
3.0,0.016906777202004016,3.2375565
3.0,0.016916777202004015,3.237557
3.0,0.016926777202004015,3.2375567
3.0,0.016936777202004014,3.2375567
3.0,0.016946777202004014,3.2375567
3.0,0.016956777202004017,3.2375567
3.0,0.016966777202004017,3.2375565
3.0,0.016976777202004016,3.2375565
3.0,0.016986777202004016,3.237557
3.0,0.016996777202004015,3.2375567
3.0,0.017006777202004015,3.2375567
3.0,0.017016777202004015,3.2375567
3.0,0.017026777202004014,3.2375567
3.0,0.017036777202004017,3.2375565
3.0,0.017046777202004017,3.2375565
3.0,0.017056777202004016,3.2375565
3.0,0.017066777202004016,3.237557
3.0,0.017076777202004016,3.2375567
3.0,0.017086777202004015,3.2375567
3.0,0.017096777202004015,3.2375567
3.0,0.017106777202004014,3.2375567
3.0,0.017116777202004014,3.2375567
3.0,0.017126777202004017,3.2375565
3.0,0.017136777202004017,3.2375565
3.0,0.017146777202004016,3.237557
3.0,0.017156777202004016,3.237557
3.0,0.017166777202004015,3.2375567
3.0,0.017176777202004015,3.2375567
3.0,0.017186777202004015,3.2375567
3.0,0.017196777202004014,3.2375567
3.0,0.017206777202004017,3.2375567
3.0,0.017216777202004017,3.2375565
3.0,0.017226777202004016,3.2375565
3.0,0.017236777202004016,3.2375565
3.0,0.017246777202004016,3.237557
3.0,0.017256777202004015,3.237557
3.0,0.017266777202004015,3.2375567
3.0,0.017276777202004014,3.2375567
3.0,0.017286777202004014,3.2375567
3.0,0.017296777202004017,3.2375567
3.0,0.017306777202004017,3.2375567
3.0,0.017316777202004016,3.2375567
3.0,0.017326777202004016,3.2375565
3.0,0.017336777202004015,3.2375565
3.0,0.017346777202004015,3.237557
3.0,0.017356777202004015,3.237557
3.0,0.017366777202004014,3.237557
3.0,0.017376777202004017,3.237557
3.0,0.017386777202004017,3.2375567
3.0,0.017396777202004016,3.2375567
3.0,0.017406777202004016,3.2375567
3.0,0.017416777202004016,3.2375567
3.0,0.017426777202004015,3.2375567
3.0,0.017436777202004015,3.2375567
3.0,0.017446777202004014,3.2375567
3.0,0.017456777202004014,3.2375565
3.0,0.017466777202004017,3.2375565
3.0,0.017476777202004017,3.2375565
3.0,0.017486777202004016,3.237557
3.0,0.017496777202004016,3.237557
3.0,0.017506777202004015,3.237557
3.0,0.017516777202004015,3.237557
3.0,0.017526777202004015,3.2375567
3.0,0.017536777202004014,3.2375567
3.0,0.017546777202004017,3.2375567
3.0,0.017556777202004017,3.2375567
3.0,0.017566777202004016,3.2375567
3.0,0.017576777202004016,3.2375567
3.0,0.017586777202004016,3.2375567
3.0,0.017596777202004015,3.2375567
3.0,0.017606777202004015,3.2375567
3.0,0.017616777202004014,3.2375565
3.0,0.017626777202004014,3.2375565
3.0,0.017636777202004017,3.2375565
3.0,0.017646777202004017,3.237557
3.0,0.017656777202004016,3.237557
3.0,0.017666777202004016,3.237557
3.0,0.017676777202004015,3.237557
3.0,0.017686777202004015,3.237557
3.0,0.017696777202004015,3.237557
3.0,0.017706777202004014,3.2375567
3.0,0.017716777202004014,3.2375567
3.0,0.017726777202004017,3.2375567
3.0,0.017736777202004016,3.2375567
3.0,0.017746777202004016,3.2375567
3.0,0.017756777202004016,3.2375567
3.0,0.017766777202004015,3.2375567
3.0,0.017776777202004015,3.2375567
3.0,0.017786777202004014,3.2375567
3.0,0.017796777202004014,3.2375567
3.0,0.017806777202004017,3.2375567
3.0,0.017816777202004017,3.2375565
3.0,0.017826777202004016,3.2375565
3.0,0.017836777202004016,3.2375565
3.0,0.017846777202004015,3.237557
3.0,0.017856777202004015,3.2375565
3.0,0.017866777202004015,3.237557
3.0,0.017876777202004014,3.237557
3.0,0.017886777202004014,3.237557
3.0,0.017896777202004017,3.237557
3.0,0.017906777202004016,3.237557
3.0,0.017916777202004016,3.237557
3.0,0.017926777202004016,3.237557
3.0,0.017936777202004015,3.237557
3.0,0.017946777202004015,3.2375567
3.0,0.017956777202004014,3.2375567
3.0,0.017966777202004014,3.2375567
3.0,0.017976777202004017,3.2375567
3.0,0.017986777202004017,3.2375567
3.0,0.017996777202004016,3.2375567
3.0,0.018006777202004016,3.2375567
3.0,0.018016777202004015,3.2375567
3.0,0.018026777202004015,3.2375567
3.0,0.018036777202004015,3.2375567
3.0,0.018046777202004014,3.2375567
3.0,0.018056777202004014,3.2375567
3.0,0.018066777202004017,3.2375567
3.0,0.018076777202004016,3.2375567
3.0,0.018086777202004016,3.2375567
3.0,0.018096777202004016,3.2375567
3.0,0.018106777202004015,3.2375565
