time	V(out_pos,out_neg)	I(R1)	I(Vcell12)	I(Vcell22)
0.000000000000000e+00	5.240440e-04	1.449163e-11	-2.619927e-07	-2.619851e-07
9.999999439624929e-11	5.240440e-04	-7.966244e-10	-2.597120e-07	-2.623168e-07
1.999999887924986e-10	5.240440e-04	-1.583836e-09	-2.575697e-07	-2.625785e-07
1.599999910339989e-09	5.240440e-04	-1.237955e-08	-2.278749e-07	-2.655777e-07
3.199999820679977e-09	5.240440e-04	-2.457970e-08	-1.943034e-07	-2.689253e-07
6.399999641359955e-09	5.247593e-04	-4.854681e-08	-1.282682e-07	-2.755791e-07
1.279999928271991e-08	5.264282e-04	-9.480306e-08	-5.268625e-10	-2.887400e-07
2.559999856543982e-08	5.333424e-04	-1.812952e-07	2.383875e-07	-3.144672e-07
4.853089680761873e-08	5.526543e-04	-3.186142e-07	6.151215e-07	-3.586049e-07
6.921821318549510e-08	5.755424e-04	-4.075156e-07	8.670354e-07	-3.938182e-07
7.975112814433141e-08	5.884171e-04	-3.968131e-07	8.501086e-07	-4.022578e-07
8.889720929813656e-08	5.981922e-04	-3.017688e-07	5.723148e-07	-3.919066e-07
9.829869646380097e-08	6.034374e-04	-1.231017e-07	3.873907e-08	-3.647232e-07
1.100781001667656e-07	6.010532e-04	1.470624e-07	-7.309756e-07	-3.236867e-07
1.237302505542199e-07	5.850792e-04	4.604674e-07	-1.593353e-06	-2.779176e-07
1.428018521407229e-07	5.412102e-04	8.691384e-07	-2.698449e-06	-2.223113e-07
1.653611336542759e-07	4.634857e-04	1.299876e-06	-3.842330e-06	-1.756679e-07
1.901137376440889e-07	3.514290e-04	1.690291e-06	-4.849705e-06	-1.690688e-07
2.174343710866006e-07	2.057552e-04	2.002818e-06	-5.613018e-06	-2.210457e-07
2.470466262864093e-07	3.552437e-05	2.199029e-06	-6.002320e-06	-3.020912e-07
2.854248724153206e-07	-1.854897e-04	2.308214e-06	-6.068966e-06	-3.331165e-07
3.356309457320950e-07	-4.613400e-04	2.361370e-06	-5.934969e-06	-2.577831e-07
3.983566557823448e-07	-7.753372e-04	2.396719e-06	-5.748941e-06	-1.617413e-07
5.130235813731108e-07	-1.273632e-03	2.448990e-06	-5.431577e-06	-5.926565e-09
6.708959127467783e-07	-1.838446e-03	2.512288e-06	-5.061656e-06	1.683393e-07
8.415109959782388e-07	-2.309322e-03	2.573462e-06	-4.740934e-06	3.119702e-07
1.049217186005768e-06	-2.720356e-03	2.640472e-06	-4.438094e-06	4.375390e-07
1.299839962070377e-06	-3.042936e-03	2.713192e-06	-4.168606e-06	5.342447e-07
1.628316928020698e-06	-3.274083e-03	2.798552e-06	-3.925224e-06	5.975216e-07
1.989903754971825e-06	-3.365755e-03	2.882140e-06	-3.751922e-06	6.123236e-07
2.447727911783072e-06	-3.338456e-03	2.975379e-06	-3.616040e-06	5.843635e-07
2.988627599866337e-06	-3.210306e-03	3.070950e-06	-3.522263e-06	5.181149e-07
3.735567501156025e-06	-2.981782e-03	3.181959e-06	-3.449060e-06	4.086884e-07
4.783129326288941e-06	-2.680182e-03	3.306797e-06	-3.391220e-06	2.609856e-07
6.333528796047134e-06	-2.328634e-03	3.448924e-06	-3.337240e-06	8.507596e-08
7.733345371114627e-06	-2.107978e-03	3.544437e-06	-3.300194e-06	-3.193756e-08
9.255243427909202e-06	-1.952410e-03	3.620336e-06	-3.268374e-06	-1.262184e-07
1.067575115738184e-05	-1.858234e-03	3.672813e-06	-3.243513e-06	-1.923613e-07
1.232033320392856e-05	-1.788616e-03	3.717446e-06	-3.220410e-06	-2.503604e-07
1.394216768908163e-05	-1.745939e-03	3.749437e-06	-3.202612e-06	-2.932510e-07
1.575195280009488e-05	-1.718283e-03	3.774610e-06	-3.189151e-06	-3.289101e-07
1.752475446844979e-05	-1.704693e-03	3.791428e-06	-3.185346e-06	-3.545373e-07
1.946059928793081e-05	-1.701117e-03	3.803185e-06	-3.200759e-06	-3.742571e-07
2.137613787199420e-05	-1.708031e-03	3.809956e-06	-3.255381e-06	-3.864634e-07
2.341323424117201e-05	-1.729369e-03	3.813358e-06	-3.395497e-06	-3.911195e-07
2.541501868117868e-05	-1.769185e-03	3.814175e-06	-3.664846e-06	-3.859936e-07
2.745499134888498e-05	-1.833797e-03	3.813382e-06	-4.108746e-06	-3.691883e-07
2.944874108753442e-05	-1.920223e-03	3.811720e-06	-4.694708e-06	-3.418172e-07
3.135986113398358e-05	-2.020836e-03	3.809680e-06	-5.351480e-06	-3.076738e-07
3.363246102615780e-05	-2.152562e-03	3.806995e-06	-6.188340e-06	-2.614388e-07
3.636781630780490e-05	-2.314687e-03	3.803626e-06	-7.203818e-06	-2.028648e-07
3.961508080876474e-05	-2.500057e-03	3.799560e-06	-8.350655e-06	-1.347889e-07
4.296950013974440e-05	-2.676129e-03	3.795327e-06	-9.426687e-06	-6.947837e-08
4.633266613379490e-05	-2.832294e-03	3.791047e-06	-1.037830e-05	-1.071305e-08
5.026129021017973e-05	-2.987623e-03	3.785973e-06	-1.132673e-05	4.907687e-08
5.482717428257474e-05	-3.133655e-03	3.779935e-06	-1.221498e-05	1.066647e-07
6.041414005354241e-05	-3.264666e-03	3.772280e-06	-1.300409e-05	1.604643e-07
6.714209244631891e-05	-3.362417e-03	3.762621e-06	-1.356105e-05	2.026261e-07
7.580815558050897e-05	-3.427744e-03	3.749633e-06	-1.386154e-05	2.315937e-07
7.923226394451276e-05	-3.435731e-03	3.744314e-06	-1.386325e-05	2.366456e-07
8.267210616822978e-05	-3.423333e-03	3.738753e-06	-1.374429e-05	2.353698e-07
8.466545287856790e-05	-1.907349e-03	3.734976e-06	-1.359636e-05	2.302157e-07
8.526487113589754e-05	4.712582e-03	3.732079e-06	-1.886344e-05	-1.180130e-06
8.566220927970889e-05	1.773727e-02	3.726935e-06	-4.200140e-05	-7.189911e-06
8.603767404916180e-05	3.409839e-02	3.718754e-06	-4.379913e-05	-1.373813e-05
8.627016177893862e-05	4.271281e-02	3.712230e-06	-5.120629e-05	-1.642619e-05
8.658606149767097e-05	5.222857e-02	3.701825e-06	-5.471094e-05	-2.002884e-05
8.689670138668024e-05	6.001985e-02	3.690177e-06	-5.940618e-05	-2.277865e-05
8.741444189578333e-05	7.021630e-02	3.668448e-06	-6.409622e-05	-2.646261e-05
8.787429407586610e-05	7.725751e-02	3.647343e-06	-6.779457e-05	-2.878151e-05
8.832488949203475e-05	8.260131e-02	3.625272e-06	-6.864202e-05	-3.048383e-05
8.864281854716111e-05	8.565032e-02	3.609109e-06	-6.708782e-05	-3.135892e-05
8.895993850401211e-05	8.814681e-02	3.592560e-06	-6.882863e-05	-3.193649e-05
8.946462216629094e-05	9.172630e-02	3.565767e-06	-6.810588e-05	-3.226645e-05
9.005600629314197e-05	9.659791e-02	3.534597e-06	-7.090142e-05	-3.134049e-05
9.079767864664994e-05	1.064701e-01	3.498041e-06	-7.300833e-05	-2.700023e-05
9.159535343538695e-05	1.255281e-01	3.465104e-06	-8.291464e-05	-1.809313e-05
9.250533642883651e-05	1.595325e-01	3.437481e-06	-9.826042e-05	-9.004853e-06
9.368634661400345e-05	2.154223e-01	3.412029e-06	-1.282489e-04	-5.095054e-06
9.451153582017780e-05	2.583987e-01	3.398461e-06	-1.484501e-04	-4.405018e-06
9.545662902167802e-05	3.096397e-01	3.385815e-06	-1.753192e-04	-3.447828e-06
9.639893670808883e-05	3.618579e-01	3.375330e-06	-1.998505e-04	-2.892270e-06
9.791495180890206e-05	4.471486e-01	3.361194e-06	-2.437602e-04	-2.163014e-06
9.856292787216681e-05	4.839222e-01	3.355975e-06	-2.607043e-04	-1.992907e-06
9.895775647977263e-05	5.064452e-01	3.353146e-06	-2.733338e-04	-1.855726e-06
9.920695562997959e-05	5.206856e-01	3.351461e-06	-2.790130e-04	-1.785758e-06
9.942061509019263e-05	5.329059e-01	3.350075e-06	-2.865068e-04	-1.728786e-06
9.964059572394996e-05	5.454904e-01	3.348696e-06	-2.913611e-04	-1.669446e-06
9.987407880808034e-05	5.588424e-01	3.347279e-06	-2.994150e-04	-1.610280e-06
1.001029344131168e-04	5.719129e-01	3.345938e-06	-3.045086e-04	-1.550612e-06
1.003365657610975e-04	5.852186e-01	3.344615e-06	-3.125318e-04	-1.491937e-06
1.005711731356614e-04	5.985091e-01	3.343333e-06	-3.177230e-04	-1.428006e-06
1.008094887133334e-04	6.118823e-01	3.342081e-06	-3.257580e-04	-1.360461e-06
1.010533548013813e-04	6.253464e-01	3.340852e-06	-3.310013e-04	-1.278838e-06
1.013069077685087e-04	6.389696e-01	3.339636e-06	-3.391063e-04	-1.180967e-06
1.015779832257861e-04	6.529027e-01	3.338413e-06	-3.445043e-04	-1.050775e-06
1.018807471301327e-04	6.674023e-01	3.337155e-06	-3.529497e-04	-8.827678e-07
1.022539011513054e-04	6.833802e-01	3.335778e-06	-3.592969e-04	-6.550929e-07
1.028088695335269e-04	7.036943e-01	3.334044e-06	-3.705296e-04	-3.587900e-07
