time	I(Vgnd)
4.928850780128817e-05	5.998424e-06
4.949104947510121e-05	6.018513e-06
4.968942083477754e-05	6.043810e-06
4.989359416990409e-05	6.066708e-06
5.011210297806343e-05	6.091002e-06
5.047872521908785e-05	6.129351e-06
5.087155238078252e-05	6.167758e-06
5.160723276423998e-05	6.233609e-06
5.217853024498091e-05	6.280259e-06
5.249817956335543e-05	6.306740e-06
5.282311898339623e-05	6.333388e-06
5.317262859038217e-05	6.362005e-06
5.342148382858269e-05	6.383175e-06
5.366619599578468e-05	6.403824e-06
5.410638645327245e-05	6.440476e-06
5.455640910968384e-05	6.476744e-06
5.536693616615238e-05	6.538925e-06
5.633786492809893e-05	6.608552e-06
5.785622909102325e-05	6.709450e-06
5.924582983459777e-05	6.795747e-06
6.120842326605927e-05	6.911901e-06
6.194199734671114e-05	6.954165e-06
6.238815842506792e-05	6.979606e-06
6.263761144562627e-05	6.993844e-06
6.285271798643655e-05	7.005998e-06
6.309397716025629e-05	7.019715e-06
6.331259136965034e-05	7.032007e-06
6.354077388092866e-05	7.044936e-06
6.376618882389437e-05	7.057562e-06
6.399593759640573e-05	7.070535e-06
6.422939091136098e-05	7.083564e-06
6.445669308129972e-05	7.096346e-06
6.468785259788708e-05	7.109159e-06
6.491828535807386e-05	7.121934e-06
6.515154210501526e-05	7.134473e-06
6.538739022959042e-05	7.146732e-06
6.562914640457706e-05	7.158155e-06
6.588010057970849e-05	7.168337e-06
6.614860012619138e-05	7.176086e-06
6.644919451966920e-05	7.179952e-06
6.681766238098244e-05	7.176609e-06
6.736645372513075e-05	7.158290e-06
6.812063059225119e-05	7.120674e-06
6.893522493344447e-05	7.080854e-06
6.996175153239303e-05	7.042415e-06
7.113584222203295e-05	7.016286e-06
7.304327183102793e-05	7.002670e-06
7.461414931940192e-05	7.009578e-06
7.633573865391052e-05	7.025951e-06
7.815763915626232e-05	7.048706e-06
8.048644114974082e-05	7.081362e-06
8.338343673643335e-05	7.124600e-06
8.720351772681294e-05	7.182950e-06
9.240343530603163e-05	7.263176e-06
1.000654754015408e-04	7.381354e-06
1.100654754015408e-04	7.535378e-06
1.200654754015408e-04	7.688851e-06
1.300654754015408e-04	7.842023e-06
1.400654754015408e-04	7.994808e-06
1.500654754015408e-04	8.147456e-06
1.600654754015408e-04	8.299821e-06
1.700654754015408e-04	8.452128e-06
1.800654754015408e-04	8.604215e-06
1.900654754015408e-04	8.756289e-06
2.000654754015408e-04	8.908173e-06
2.032402150922787e-04	8.958044e-06
2.043232465944417e-04	8.979617e-06
2.047346071428106e-04	8.973872e-06
2.049885422592775e-04	8.969892e-06
2.053013572893221e-04	8.965525e-06
2.056511060193874e-04	8.960959e-06
2.061747846538689e-04	8.955475e-06
2.066591137473854e-04	8.951328e-06
2.076277719344183e-04	8.945594e-06
2.085944172712671e-04	8.941966e-06
2.094364401287319e-04	8.940041e-06
2.103935147914339e-04	8.938420e-06
2.113805908647779e-04	8.937340e-06
2.126328896909395e-04	8.936174e-06
2.140292970186744e-04	8.935215e-06
2.158305454673551e-04	8.933967e-06
2.179986439658296e-04	8.932643e-06
2.210047887291914e-04	8.930710e-06
2.251582090440967e-04	8.928237e-06
2.318432135029433e-04	8.924347e-06
2.418432135029433e-04	8.919214e-06
2.518432135029433e-04	8.914609e-06
2.618432135029433e-04	8.910648e-06
2.718432135029433e-04	8.907075e-06
2.818432135029433e-04	8.904019e-06
2.918432135029433e-04	8.901236e-06
3.018432135029433e-04	8.898873e-06
3.118432135029433e-04	8.896696e-06
3.218432135029433e-04	8.894861e-06
3.318432135029433e-04	8.893148e-06
3.418432135029433e-04	8.891720e-06
3.518432135029433e-04	8.890364e-06
3.618432135029433e-04	8.889250e-06
3.718432135029433e-04	8.888172e-06
3.818432135029433e-04	8.887300e-06
3.918432135029433e-04	8.886436e-06
4.018432135029433e-04	8.885754e-06
4.118432135029433e-04	8.885059e-06
4.218432135029433e-04	8.884525e-06
4.318432135029433e-04	8.883962e-06
4.418432135029433e-04	8.883545e-06
4.518432135029433e-04	8.883085e-06
4.618432135029433e-04	8.882759e-06
4.718432135029433e-04	8.882381e-06
4.818432135029433e-04	8.882129e-06
4.918432135029434e-04	8.881816e-06
5.018432135029433e-04	8.881621e-06
5.118432135029433e-04	8.881359e-06
5.218432135029433e-04	8.881211e-06
5.318432135029433e-04	8.880990e-06
5.418432135029433e-04	8.880878e-06
5.518432135029433e-04	8.880691e-06
5.618432135029433e-04	8.880608e-06
5.718432135029433e-04	8.880447e-06
5.818432135029433e-04	8.880388e-06
5.918432135029433e-04	8.880248e-06
6.018432135029433e-04	8.880208e-06
6.118432135029433e-04	8.880085e-06
6.218432135029433e-04	8.880060e-06
6.318432135029433e-04	8.879951e-06
6.418432135029433e-04	8.879937e-06
6.518432135029433e-04	8.879839e-06
6.618432135029433e-04	8.879836e-06
6.718432135029433e-04	8.879746e-06
6.818432135029433e-04	8.879751e-06
6.918432135029433e-04	8.879669e-06
7.018432135029433e-04	8.879680e-06
7.118432135029433e-04	8.879603e-06
7.218432135029433e-04	8.879620e-06
7.318432135029433e-04	8.879548e-06
7.418432135029432e-04	8.879568e-06
7.518432135029433e-04	8.879500e-06
7.618432135029433e-04	8.879524e-06
7.718432135029433e-04	8.879460e-06
7.818432135029432e-04	8.879485e-06
7.918432135029433e-04	8.879423e-06
8.018432135029433e-04	8.879452e-06
8.118432135029433e-04	8.879392e-06
8.218432135029432e-04	8.879422e-06
8.318432135029433e-04	8.879364e-06
8.418432135029433e-04	8.879396e-06
8.518432135029433e-04	8.879339e-06
8.618432135029432e-04	8.879372e-06
8.718432135029433e-04	8.879317e-06
8.818432135029433e-04	8.879350e-06
8.918432135029433e-04	8.879296e-06
9.018432135029432e-04	8.879330e-06
9.118432135029433e-04	8.879277e-06
9.218432135029433e-04	8.879312e-06
9.318432135029433e-04	8.879259e-06
9.418432135029432e-04	8.879296e-06
9.518432135029433e-04	8.879243e-06
9.618432135029433e-04	8.879279e-06
9.718432135029433e-04	8.879228e-06
9.818432135029432e-04	8.879265e-06
9.918432135029433e-04	8.879213e-06
1.001843213502943e-03	8.879250e-06
1.011843213502943e-03	8.879199e-06
1.021843213502943e-03	8.879237e-06
1.031843213502943e-03	8.879187e-06
1.041843213502943e-03	8.879224e-06
1.051843213502943e-03	8.879174e-06
1.061843213502943e-03	8.879212e-06
1.071843213502943e-03	8.879162e-06
1.081843213502943e-03	8.879200e-06
1.091843213502943e-03	8.879150e-06
1.101843213502943e-03	8.879188e-06
1.111843213502943e-03	8.879139e-06
1.121843213502943e-03	8.879178e-06
1.131843213502943e-03	8.879128e-06
1.141843213502943e-03	8.879168e-06
1.151843213502943e-03	8.879118e-06
1.161843213502943e-03	8.879157e-06
1.171843213502943e-03	8.879108e-06
1.181843213502943e-03	8.879147e-06
1.191843213502943e-03	8.879098e-06
1.201843213502943e-03	8.879138e-06
1.211843213502943e-03	8.879088e-06
1.221843213502943e-03	8.879128e-06
1.231843213502943e-03	8.879079e-06
1.241843213502943e-03	8.879118e-06
1.251843213502943e-03	8.879070e-06
1.261843213502943e-03	8.879109e-06
1.271843213502943e-03	8.879062e-06
1.281843213502943e-03	8.879101e-06
1.291843213502943e-03	8.879053e-06
1.301843213502943e-03	8.879093e-06
1.311843213502943e-03	8.879045e-06
1.321843213502943e-03	8.879084e-06
1.331843213502943e-03	8.879037e-06
1.341843213502943e-03	8.879077e-06
1.351843213502943e-03	8.879029e-06
1.361843213502943e-03	8.879068e-06
1.371843213502943e-03	8.879021e-06
1.381843213502943e-03	8.879061e-06
1.391843213502943e-03	8.879014e-06
1.401843213502943e-03	8.879053e-06
1.411843213502943e-03	8.879007e-06
1.421843213502943e-03	8.879046e-06
1.431843213502943e-03	8.878999e-06
1.441843213502943e-03	8.879039e-06
1.451843213502943e-03	8.878993e-06
1.461843213502943e-03	8.879032e-06
1.471843213502943e-03	8.878986e-06
1.481843213502943e-03	8.879026e-06
1.491843213502943e-03	8.878979e-06
1.501843213502943e-03	8.879018e-06
1.511843213502943e-03	8.878973e-06
1.521843213502943e-03	8.879012e-06
1.531843213502943e-03	8.878967e-06
1.541843213502943e-03	8.879007e-06
1.551843213502943e-03	8.878960e-06
1.561843213502943e-03	8.879000e-06
1.571843213502943e-03	8.878955e-06
1.581843213502943e-03	8.878994e-06
1.591843213502943e-03	8.878948e-06
1.601843213502943e-03	8.878988e-06
1.611843213502943e-03	8.878943e-06
1.621843213502943e-03	8.878983e-06
1.631843213502943e-03	8.878937e-06
1.641843213502943e-03	8.878977e-06
1.651843213502943e-03	8.878932e-06
1.661843213502943e-03	8.878972e-06
1.671843213502943e-03	8.878927e-06
1.681843213502943e-03	8.878967e-06
1.691843213502943e-03	8.878921e-06
1.701843213502943e-03	8.878961e-06
1.711843213502943e-03	8.878917e-06
1.721843213502943e-03	8.878957e-06
1.731843213502943e-03	8.878911e-06
1.741843213502943e-03	8.878951e-06
1.751843213502943e-03	8.878907e-06
1.761843213502943e-03	8.878947e-06
1.771843213502943e-03	8.878902e-06
1.781843213502943e-03	8.878942e-06
1.791843213502943e-03	8.878897e-06
1.801843213502943e-03	8.878937e-06
1.811843213502943e-03	8.878893e-06
1.821843213502943e-03	8.878933e-06
1.831843213502943e-03	8.878888e-06
1.841843213502943e-03	8.878928e-06
1.851843213502943e-03	8.878885e-06
1.861843213502943e-03	8.878924e-06
1.871843213502943e-03	8.878880e-06
1.881843213502943e-03	8.878920e-06
1.891843213502943e-03	8.878877e-06
1.901843213502943e-03	8.878916e-06
1.911843213502943e-03	8.878872e-06
1.921843213502943e-03	8.878912e-06
1.931843213502943e-03	8.878868e-06
1.941843213502943e-03	8.878908e-06
1.951843213502943e-03	8.878865e-06
1.961843213502943e-03	8.878905e-06
1.971843213502943e-03	8.878861e-06
1.981843213502943e-03	8.878900e-06
1.991843213502943e-03	8.878857e-06
2.001843213502943e-03	8.878897e-06
2.011843213502943e-03	8.878854e-06
2.021843213502943e-03	8.878894e-06
2.031843213502943e-03	8.878850e-06
2.041843213502943e-03	8.878890e-06
2.051843213502943e-03	8.878847e-06
2.061843213502943e-03	8.878887e-06
2.071843213502943e-03	8.878844e-06
2.081843213502943e-03	8.878884e-06
2.091843213502943e-03	8.878841e-06
2.101843213502943e-03	8.878880e-06
2.111843213502943e-03	8.878837e-06
2.121843213502943e-03	8.878877e-06
2.131843213502943e-03	8.878835e-06
2.141843213502943e-03	8.878874e-06
2.151843213502943e-03	8.878832e-06
2.161843213502943e-03	8.878871e-06
2.171843213502943e-03	8.878828e-06
2.181843213502943e-03	8.878868e-06
2.191843213502943e-03	8.878826e-06
2.201843213502943e-03	8.878866e-06
2.211843213502943e-03	8.878823e-06
2.221843213502943e-03	8.878863e-06
2.231843213502943e-03	8.878820e-06
2.241843213502943e-03	8.878860e-06
2.251843213502943e-03	8.878818e-06
2.261843213502943e-03	8.878857e-06
2.271843213502943e-03	8.878816e-06
2.281843213502943e-03	8.878855e-06
2.291843213502943e-03	8.878813e-06
2.301843213502943e-03	8.878852e-06
2.311843213502943e-03	8.878810e-06
2.321843213502943e-03	8.878850e-06
2.331843213502943e-03	8.878808e-06
2.341843213502943e-03	8.878847e-06
2.351843213502943e-03	8.878806e-06
2.361843213502943e-03	8.878846e-06
2.371843213502943e-03	8.878804e-06
2.381843213502943e-03	8.878843e-06
2.391843213502943e-03	8.878801e-06
2.401843213502943e-03	8.878841e-06
2.411843213502943e-03	8.878799e-06
2.421843213502943e-03	8.878838e-06
2.431843213502943e-03	8.878797e-06
2.441843213502943e-03	8.878837e-06
2.451843213502943e-03	8.878795e-06
2.461843213502943e-03	8.878835e-06
2.471843213502943e-03	8.878793e-06
2.481843213502943e-03	8.878832e-06
2.491843213502943e-03	8.878791e-06
2.501843213502943e-03	8.878830e-06
2.511843213502943e-03	8.878789e-06
2.521843213502943e-03	8.878828e-06
2.531843213502943e-03	8.878787e-06
2.541843213502943e-03	8.878827e-06
2.551843213502943e-03	8.878786e-06
2.561843213502943e-03	8.878825e-06
2.571843213502943e-03	8.878784e-06
2.581843213502943e-03	8.878823e-06
2.591843213502943e-03	8.878782e-06
2.601843213502943e-03	8.878821e-06
2.611843213502943e-03	8.878780e-06
2.621843213502943e-03	8.878819e-06
2.631843213502943e-03	8.878779e-06
2.641843213502943e-03	8.878817e-06
2.651843213502943e-03	8.878777e-06
2.661843213502943e-03	8.878817e-06
2.671843213502943e-03	8.878776e-06
2.681843213502943e-03	8.878815e-06
2.691843213502943e-03	8.878774e-06
2.701843213502943e-03	8.878813e-06
2.711843213502943e-03	8.878773e-06
2.721843213502943e-03	8.878812e-06
2.731843213502943e-03	8.878771e-06
2.741843213502943e-03	8.878810e-06
2.751843213502943e-03	8.878770e-06
2.761843213502943e-03	8.878808e-06
2.771843213502943e-03	8.878768e-06
2.781843213502943e-03	8.878807e-06
2.791843213502943e-03	8.878767e-06
2.801843213502943e-03	8.878806e-06
2.811843213502943e-03	8.878766e-06
2.821843213502943e-03	8.878805e-06
2.831843213502943e-03	8.878765e-06
2.841843213502943e-03	8.878803e-06
2.851843213502943e-03	8.878763e-06
2.861843213502943e-03	8.878802e-06
2.871843213502943e-03	8.878762e-06
2.881843213502943e-03	8.878801e-06
2.891843213502943e-03	8.878761e-06
2.901843213502943e-03	8.878799e-06
2.911843213502943e-03	8.878760e-06
2.921843213502943e-03	8.878798e-06
2.931843213502943e-03	8.878758e-06
2.941843213502943e-03	8.878797e-06
2.951843213502943e-03	8.878757e-06
2.961843213502943e-03	8.878796e-06
2.971843213502943e-03	8.878756e-06
2.981843213502943e-03	8.878795e-06
2.991843213502943e-03	8.878756e-06
3.001843213502943e-03	8.878794e-06
3.011843213502943e-03	8.878755e-06
3.021843213502943e-03	8.878793e-06
3.031843213502943e-03	8.878754e-06
3.041843213502943e-03	8.878792e-06
3.051843213502943e-03	8.878752e-06
3.061843213502943e-03	8.878791e-06
3.071843213502943e-03	8.878751e-06
3.081843213502943e-03	8.878790e-06
3.091843213502943e-03	8.878750e-06
3.101843213502943e-03	8.878788e-06
3.111843213502943e-03	8.878749e-06
3.121843213502943e-03	8.878787e-06
3.131843213502943e-03	8.878748e-06
3.141843213502943e-03	8.878787e-06
3.151843213502943e-03	8.878747e-06
3.161843213502943e-03	8.878786e-06
3.171843213502943e-03	8.878747e-06
3.181843213502943e-03	8.878785e-06
3.191843213502943e-03	8.878746e-06
3.201843213502943e-03	8.878785e-06
3.211843213502943e-03	8.878746e-06
3.221843213502943e-03	8.878784e-06
3.231843213502943e-03	8.878745e-06
3.241843213502943e-03	8.878783e-06
3.251843213502943e-03	8.878744e-06
3.261843213502943e-03	8.878782e-06
3.271843213502943e-03	8.878743e-06
3.281843213502943e-03	8.878781e-06
3.291843213502943e-03	8.878742e-06
3.301843213502943e-03	8.878780e-06
3.311843213502943e-03	8.878742e-06
3.321843213502943e-03	8.878779e-06
3.331843213502943e-03	8.878741e-06
3.341843213502943e-03	8.878779e-06
3.351843213502943e-03	8.878740e-06
3.361843213502943e-03	8.878778e-06
3.371843213502943e-03	8.878740e-06
3.381843213502943e-03	8.878777e-06
3.391843213502943e-03	8.878739e-06
3.401843213502943e-03	8.878776e-06
3.411843213502943e-03	8.878738e-06
3.421843213502943e-03	8.878776e-06
3.431843213502943e-03	8.878737e-06
3.441843213502943e-03	8.878776e-06
3.451843213502943e-03	8.878737e-06
3.461843213502943e-03	8.878775e-06
3.471843213502943e-03	8.878736e-06
3.481843213502943e-03	8.878774e-06
3.491843213502943e-03	8.878736e-06
3.501843213502943e-03	8.878774e-06
3.511843213502943e-03	8.878736e-06
3.521843213502943e-03	8.878773e-06
3.531843213502943e-03	8.878735e-06
3.541843213502943e-03	8.878772e-06
3.551843213502943e-03	8.878735e-06
3.561843213502943e-03	8.878772e-06
3.571843213502943e-03	8.878734e-06
3.581843213502943e-03	8.878771e-06
3.591843213502943e-03	8.878734e-06
3.601843213502943e-03	8.878771e-06
3.611843213502943e-03	8.878733e-06
3.621843213502943e-03	8.878770e-06
3.631843213502943e-03	8.878733e-06
3.641843213502943e-03	8.878770e-06
3.651843213502943e-03	8.878732e-06
3.661843213502943e-03	8.878769e-06
3.671843213502943e-03	8.878732e-06
3.681843213502943e-03	8.878768e-06
3.691843213502943e-03	8.878731e-06
3.701843213502943e-03	8.878768e-06
3.711843213502943e-03	8.878731e-06
3.721843213502943e-03	8.878767e-06
3.731843213502943e-03	8.878730e-06
3.741843213502943e-03	8.878767e-06
3.751843213502943e-03	8.878730e-06
3.761843213502943e-03	8.878766e-06
3.771843213502943e-03	8.878729e-06
3.781843213502943e-03	8.878766e-06
3.791843213502943e-03	8.878729e-06
3.801843213502943e-03	8.878766e-06
3.811843213502943e-03	8.878729e-06
3.821843213502943e-03	8.878766e-06
3.831843213502943e-03	8.878728e-06
3.841843213502943e-03	8.878766e-06
3.851843213502943e-03	8.878728e-06
3.861843213502943e-03	8.878765e-06
3.871843213502943e-03	8.878727e-06
3.881843213502943e-03	8.878765e-06
3.891843213502943e-03	8.878727e-06
3.901843213502943e-03	8.878764e-06
3.911843213502943e-03	8.878727e-06
3.921843213502943e-03	8.878764e-06
3.931843213502943e-03	8.878726e-06
3.941843213502943e-03	8.878763e-06
3.951843213502943e-03	8.878726e-06
3.961843213502943e-03	8.878763e-06
3.971843213502943e-03	8.878726e-06
3.981843213502943e-03	8.878763e-06
3.991843213502943e-03	8.878726e-06
4.001843213502943e-03	8.878762e-06
4.011843213502943e-03	8.878726e-06
4.021843213502943e-03	8.878762e-06
4.031843213502943e-03	8.878726e-06
4.041843213502943e-03	8.878762e-06
4.051843213502943e-03	8.878725e-06
4.061843213502943e-03	8.878761e-06
4.071843213502943e-03	8.878725e-06
4.081843213502943e-03	8.878761e-06
4.091843213502943e-03	8.878725e-06
4.101843213502943e-03	8.878761e-06
4.111843213502943e-03	8.878724e-06
4.121843213502943e-03	8.878760e-06
4.131843213502943e-03	8.878724e-06
4.141843213502943e-03	8.878760e-06
4.151843213502943e-03	8.878724e-06
4.161843213502943e-03	8.878760e-06
4.171843213502943e-03	8.878724e-06
4.181843213502943e-03	8.878759e-06
4.191843213502943e-03	8.878723e-06
4.201843213502943e-03	8.878759e-06
4.211843213502943e-03	8.878723e-06
4.221843213502943e-03	8.878759e-06
4.231843213502943e-03	8.878723e-06
4.241843213502943e-03	8.878758e-06
4.251843213502943e-03	8.878723e-06
4.261843213502943e-03	8.878758e-06
4.271843213502943e-03	8.878722e-06
4.281843213502943e-03	8.878758e-06
4.291843213502943e-03	8.878722e-06
4.301843213502943e-03	8.878758e-06
4.311843213502943e-03	8.878722e-06
4.321843213502943e-03	8.878757e-06
4.331843213502943e-03	8.878722e-06
4.341843213502943e-03	8.878757e-06
4.351843213502943e-03	8.878722e-06
4.361843213502943e-03	8.878757e-06
4.371843213502943e-03	8.878721e-06
4.381843213502943e-03	8.878757e-06
4.391843213502943e-03	8.878721e-06
4.401843213502943e-03	8.878756e-06
4.411843213502943e-03	8.878721e-06
4.421843213502943e-03	8.878756e-06
4.431843213502943e-03	8.878721e-06
4.441843213502943e-03	8.878756e-06
4.451843213502943e-03	8.878721e-06
4.461843213502943e-03	8.878756e-06
4.471843213502943e-03	8.878721e-06
4.481843213502943e-03	8.878756e-06
4.491843213502943e-03	8.878720e-06
4.501843213502943e-03	8.878756e-06
4.511843213502943e-03	8.878720e-06
4.521843213502943e-03	8.878756e-06
4.531843213502943e-03	8.878720e-06
4.541843213502943e-03	8.878756e-06
4.551843213502943e-03	8.878720e-06
4.561843213502943e-03	8.878756e-06
4.571843213502943e-03	8.878720e-06
4.581843213502943e-03	8.878755e-06
4.591843213502943e-03	8.878720e-06
4.601843213502943e-03	8.878755e-06
4.611843213502943e-03	8.878719e-06
4.621843213502943e-03	8.878755e-06
4.631843213502943e-03	8.878719e-06
4.641843213502943e-03	8.878755e-06
4.651843213502943e-03	8.878719e-06
4.661843213502943e-03	8.878755e-06
4.671843213502943e-03	8.878719e-06
4.681843213502943e-03	8.878755e-06
4.691843213502943e-03	8.878719e-06
4.701843213502943e-03	8.878754e-06
4.711843213502943e-03	8.878719e-06
4.721843213502943e-03	8.878754e-06
4.731843213502943e-03	8.878719e-06
4.741843213502943e-03	8.878754e-06
4.751843213502943e-03	8.878719e-06
4.761843213502943e-03	8.878754e-06
4.771843213502943e-03	8.878718e-06
4.781843213502943e-03	8.878754e-06
4.791843213502943e-03	8.878718e-06
4.801843213502943e-03	8.878754e-06
4.811843213502943e-03	8.878718e-06
4.821843213502943e-03	8.878753e-06
4.831843213502943e-03	8.878718e-06
4.841843213502943e-03	8.878753e-06
4.851843213502943e-03	8.878718e-06
4.861843213502943e-03	8.878753e-06
4.871843213502943e-03	8.878718e-06
4.881843213502943e-03	8.878753e-06
4.891843213502943e-03	8.878718e-06
4.901843213502943e-03	8.878753e-06
4.911843213502943e-03	8.878718e-06
4.921843213502943e-03	8.878753e-06
4.931843213502943e-03	8.878718e-06
4.941843213502943e-03	8.878753e-06
4.951843213502943e-03	8.878718e-06
4.961843213502943e-03	8.878752e-06
4.971843213502943e-03	8.878718e-06
4.981843213502943e-03	8.878752e-06
4.991843213502943e-03	8.878717e-06
5.001843213502942e-03	8.878752e-06
5.011843213502943e-03	8.878717e-06
5.021843213502943e-03	8.878752e-06
5.031843213502943e-03	8.878717e-06
5.041843213502943e-03	8.878752e-06
5.051843213502943e-03	8.878717e-06
5.061843213502943e-03	8.878752e-06
5.071843213502943e-03	8.878717e-06
5.081843213502943e-03	8.878752e-06
5.091843213502943e-03	8.878717e-06
5.101843213502943e-03	8.878752e-06
5.111843213502943e-03	8.878717e-06
5.121843213502943e-03	8.878751e-06
5.131843213502943e-03	8.878717e-06
5.141843213502943e-03	8.878751e-06
5.151843213502943e-03	8.878717e-06
5.161843213502943e-03	8.878751e-06
5.171843213502943e-03	8.878717e-06
5.181843213502943e-03	8.878751e-06
5.191843213502943e-03	8.878717e-06
5.201843213502943e-03	8.878751e-06
5.211843213502943e-03	8.878717e-06
5.221843213502943e-03	8.878751e-06
5.231843213502943e-03	8.878717e-06
5.241843213502943e-03	8.878751e-06
5.251843213502943e-03	8.878717e-06
5.261843213502943e-03	8.878751e-06
5.271843213502943e-03	8.878717e-06
5.281843213502943e-03	8.878751e-06
5.291843213502943e-03	8.878716e-06
5.301843213502943e-03	8.878751e-06
5.311843213502943e-03	8.878716e-06
5.321843213502942e-03	8.878750e-06
5.331843213502943e-03	8.878716e-06
5.341843213502943e-03	8.878750e-06
5.351843213502943e-03	8.878716e-06
5.361843213502943e-03	8.878750e-06
5.371843213502943e-03	8.878716e-06
5.381843213502943e-03	8.878750e-06
5.391843213502943e-03	8.878716e-06
5.401843213502943e-03	8.878750e-06
5.411843213502943e-03	8.878716e-06
5.421843213502943e-03	8.878750e-06
5.431843213502943e-03	8.878716e-06
5.441843213502943e-03	8.878750e-06
5.451843213502943e-03	8.878716e-06
5.461843213502943e-03	8.878750e-06
5.471843213502943e-03	8.878716e-06
5.481843213502943e-03	8.878750e-06
5.491843213502942e-03	8.878716e-06
5.501843213502943e-03	8.878750e-06
5.511843213502943e-03	8.878716e-06
5.521843213502943e-03	8.878750e-06
5.531843213502943e-03	8.878716e-06
5.541843213502943e-03	8.878750e-06
5.551843213502943e-03	8.878716e-06
5.561843213502943e-03	8.878749e-06
5.571843213502943e-03	8.878716e-06
5.581843213502943e-03	8.878749e-06
5.591843213502943e-03	8.878716e-06
5.601843213502943e-03	8.878749e-06
5.611843213502943e-03	8.878716e-06
5.621843213502943e-03	8.878749e-06
5.631843213502943e-03	8.878716e-06
5.641843213502942e-03	8.878749e-06
5.651843213502943e-03	8.878716e-06
5.661843213502942e-03	8.878749e-06
5.671843213502943e-03	8.878716e-06
5.681843213502943e-03	8.878749e-06
5.691843213502943e-03	8.878716e-06
5.701843213502943e-03	8.878749e-06
5.711843213502943e-03	8.878716e-06
5.721843213502943e-03	8.878749e-06
5.731843213502943e-03	8.878716e-06
5.741843213502943e-03	8.878749e-06
5.751843213502943e-03	8.878716e-06
5.761843213502943e-03	8.878749e-06
5.771843213502943e-03	8.878716e-06
5.781843213502943e-03	8.878749e-06
5.791843213502943e-03	8.878716e-06
5.801843213502943e-03	8.878749e-06
5.811843213502942e-03	8.878716e-06
5.821843213502943e-03	8.878749e-06
5.831843213502943e-03	8.878716e-06
5.841843213502943e-03	8.878749e-06
5.851843213502943e-03	8.878716e-06
5.861843213502943e-03	8.878748e-06
5.871843213502943e-03	8.878716e-06
5.881843213502943e-03	8.878748e-06
5.891843213502943e-03	8.878716e-06
5.901843213502943e-03	8.878748e-06
5.911843213502943e-03	8.878716e-06
5.921843213502943e-03	8.878748e-06
5.931843213502943e-03	8.878716e-06
5.941843213502943e-03	8.878748e-06
5.951843213502943e-03	8.878716e-06
5.961843213502942e-03	8.878748e-06
5.971843213502943e-03	8.878716e-06
5.981843213502942e-03	8.878748e-06
5.991843213502943e-03	8.878716e-06
6.001843213502943e-03	8.878748e-06
6.011843213502943e-03	8.878716e-06
6.021843213502943e-03	8.878748e-06
6.031843213502943e-03	8.878716e-06
6.041843213502943e-03	8.878748e-06
6.051843213502943e-03	8.878716e-06
6.061843213502943e-03	8.878748e-06
6.071843213502943e-03	8.878716e-06
6.081843213502943e-03	8.878748e-06
6.091843213502943e-03	8.878716e-06
6.101843213502943e-03	8.878748e-06
6.111843213502943e-03	8.878716e-06
6.121843213502943e-03	8.878748e-06
6.131843213502942e-03	8.878716e-06
6.141843213502943e-03	8.878748e-06
6.151843213502942e-03	8.878716e-06
6.161843213502943e-03	8.878748e-06
6.171843213502943e-03	8.878716e-06
6.181843213502943e-03	8.878748e-06
6.191843213502943e-03	8.878716e-06
6.201843213502943e-03	8.878748e-06
6.211843213502943e-03	8.878716e-06
6.221843213502943e-03	8.878748e-06
6.231843213502943e-03	8.878716e-06
6.241843213502943e-03	8.878747e-06
6.251843213502943e-03	8.878716e-06
6.261843213502943e-03	8.878747e-06
6.271843213502943e-03	8.878716e-06
6.281843213502942e-03	8.878747e-06
6.291843213502943e-03	8.878716e-06
6.301843213502942e-03	8.878747e-06
6.311843213502943e-03	8.878716e-06
6.321843213502942e-03	8.878747e-06
6.331843213502943e-03	8.878716e-06
6.341843213502943e-03	8.878747e-06
6.351843213502943e-03	8.878716e-06
6.361843213502943e-03	8.878747e-06
6.371843213502943e-03	8.878716e-06
6.381843213502943e-03	8.878747e-06
6.391843213502943e-03	8.878716e-06
6.401843213502943e-03	8.878747e-06
6.411843213502943e-03	8.878716e-06
6.421843213502943e-03	8.878747e-06
6.431843213502943e-03	8.878716e-06
6.441843213502943e-03	8.878747e-06
6.451843213502942e-03	8.878716e-06
6.461843213502943e-03	8.878747e-06
6.471843213502942e-03	8.878716e-06
6.481843213502943e-03	8.878747e-06
6.491843213502943e-03	8.878716e-06
6.501843213502943e-03	8.878747e-06
6.511843213502943e-03	8.878716e-06
6.521843213502943e-03	8.878747e-06
6.531843213502943e-03	8.878716e-06
6.541843213502943e-03	8.878747e-06
6.551843213502943e-03	8.878716e-06
6.561843213502943e-03	8.878747e-06
6.571843213502943e-03	8.878716e-06
6.581843213502943e-03	8.878747e-06
6.591843213502943e-03	8.878716e-06
6.601843213502942e-03	8.878747e-06
6.611843213502943e-03	8.878716e-06
6.621843213502942e-03	8.878747e-06
6.631843213502943e-03	8.878716e-06
6.641843213502942e-03	8.878747e-06
6.651843213502943e-03	8.878716e-06
6.661843213502943e-03	8.878747e-06
6.671843213502943e-03	8.878716e-06
6.681843213502943e-03	8.878747e-06
6.691843213502943e-03	8.878716e-06
6.701843213502943e-03	8.878747e-06
6.711843213502943e-03	8.878716e-06
6.721843213502943e-03	8.878747e-06
6.731843213502943e-03	8.878716e-06
6.741843213502943e-03	8.878747e-06
