time	V(out_pos,out_neg)	I(R1)	I(Vcell12)	I(Vcell22)
0.000000000000000e+00	5.240440e-04	1.449010e-11	-2.619927e-07	-2.619851e-07
9.999999439624929e-11	5.238056e-04	-4.222667e-10	-2.599790e-07	-2.623360e-07
1.999999887924986e-10	5.238056e-04	-8.461535e-10	-2.580895e-07	-2.626197e-07
1.599999910339989e-09	5.240440e-04	-6.659465e-09	-2.319285e-07	-2.659735e-07
3.199999820679977e-09	5.240440e-04	-1.322947e-08	-2.023589e-07	-2.697263e-07
6.399999641359955e-09	5.245209e-04	-2.613754e-08	-1.442077e-07	-2.771746e-07
1.279999928271991e-08	5.264282e-04	-5.105523e-08	-3.176513e-08	-2.918604e-07
2.559999856543982e-08	5.328655e-04	-9.772023e-08	1.783488e-07	-3.203940e-07
4.773972022453567e-08	5.502701e-04	-1.695644e-07	4.986032e-07	-3.672011e-07
6.859391818523896e-08	5.719662e-04	-2.194465e-07	7.261833e-07	-4.058559e-07
7.916399808788568e-08	5.841255e-04	-2.160111e-07	7.216448e-07	-4.149449e-07
8.830213857247675e-08	5.934238e-04	-1.678754e-07	4.919022e-07	-4.025027e-07
9.753243459051474e-08	5.984306e-04	-7.553839e-08	3.978293e-08	-3.702695e-07
1.092981526985289e-07	5.970001e-04	6.916272e-08	-6.361551e-07	-3.201152e-07
1.223870536906656e-07	5.836487e-04	2.315396e-07	-1.367414e-06	-2.660690e-07
1.410673768188915e-07	5.445480e-04	4.483781e-07	-2.326339e-06	-1.981154e-07
1.647015190700986e-07	4.696846e-04	6.934273e-07	-3.385053e-06	-1.346240e-07
1.892727016690357e-07	3.664494e-04	9.035705e-07	-4.265196e-06	-1.157837e-07
2.182022239948764e-07	2.226830e-04	1.083501e-06	-4.965694e-06	-1.630538e-07
2.459164263030971e-07	7.438660e-05	1.183914e-06	-5.273590e-06	-2.375270e-07
2.847883842341647e-07	-1.337528e-04	1.244584e-06	-5.321726e-06	-2.765740e-07
3.327843777557047e-07	-3.783703e-04	1.273824e-06	-5.187601e-06	-2.119067e-07
3.961426398570465e-07	-6.721020e-04	1.294457e-06	-4.994395e-06	-1.238651e-07
5.059969040551648e-07	-1.116037e-03	1.323820e-06	-4.682082e-06	1.123369e-08
6.383557062989386e-07	-1.559258e-03	1.355235e-06	-4.357155e-06	1.450563e-07
7.978042824028950e-07	-1.978040e-03	1.389478e-06	-4.033542e-06	2.700832e-07
9.654181377609170e-07	-2.303243e-03	1.422315e-06	-3.759378e-06	3.666669e-07
1.181880715930013e-06	-2.586842e-03	1.460990e-06	-3.482584e-06	4.501464e-07
1.441325178184887e-06	-2.782702e-03	1.503068e-06	-3.236132e-06	5.043715e-07
1.787599079725870e-06	-2.882481e-03	1.553605e-06	-3.005909e-06	5.236706e-07
2.193419844061056e-06	-2.858877e-03	1.606409e-06	-2.828082e-06	4.982733e-07
2.697936149733176e-06	-2.717376e-03	1.664156e-06	-2.686456e-06	4.292694e-07
3.317898973489038e-06	-2.481341e-03	1.725338e-06	-2.576357e-06	3.225103e-07
4.187872371711282e-06	-2.147913e-03	1.796639e-06	-2.477052e-06	1.705062e-07
5.484256424872289e-06	-1.730561e-03	1.881361e-06	-2.378398e-06	-2.529464e-08
6.965919620278754e-06	-1.376748e-03	1.956048e-06	-2.297478e-06	-1.968557e-07
8.444029521974493e-06	-1.134872e-03	2.012279e-06	-2.234618e-06	-3.237814e-07
1.000029966274071e-05	-9.646416e-04	2.056936e-06	-2.181617e-06	-4.243970e-07
1.162767073470291e-05	-8.459091e-04	2.092219e-06	-2.138141e-06	-5.037614e-07
1.340845046790512e-05	-7.605553e-04	2.121242e-06	-2.100671e-06	-5.689926e-07
1.525131669288096e-05	-7.032156e-04	2.143642e-06	-2.070376e-06	-6.193796e-07
1.722217742477168e-05	-6.648302e-04	2.161257e-06	-2.045744e-06	-6.594325e-07
1.927566878514449e-05	-6.408691e-04	2.174522e-06	-2.027811e-06	-6.899807e-07
2.146052610749650e-05	-6.271601e-04	2.184438e-06	-2.018394e-06	-7.132546e-07
2.372795249105345e-05	-6.222725e-04	2.191385e-06	-2.023198e-06	-7.296449e-07
2.610947149401537e-05	-6.254911e-04	2.196013e-06	-2.053676e-06	-7.400449e-07
2.855363634127071e-05	-6.381273e-04	2.198737e-06	-2.129251e-06	-7.441629e-07
3.104791407797694e-05	-6.625652e-04	2.200047e-06	-2.277203e-06	-7.414628e-07
3.353209670602285e-05	-7.007122e-04	2.200383e-06	-2.516682e-06	-7.314072e-07
3.591554528374917e-05	-7.514954e-04	2.200137e-06	-2.838285e-06	-7.149114e-07
3.851101180365260e-05	-8.206367e-04	2.199526e-06	-3.273718e-06	-6.903679e-07
4.135799056102331e-05	-9.076595e-04	2.198683e-06	-3.815984e-06	-6.580497e-07
4.470152563069708e-05	-1.015663e-03	2.197632e-06	-4.484576e-06	-6.166022e-07
4.826585521653308e-05	-1.130223e-03	2.196537e-06	-5.184914e-06	-5.719595e-07
5.203363296735238e-05	-1.244068e-03	2.195446e-06	-5.876660e-06	-5.268553e-07
5.639931776897996e-05	-1.362681e-03	2.194259e-06	-6.595739e-06	-4.789603e-07
6.145082629856205e-05	-1.481056e-03	2.192950e-06	-7.310211e-06	-4.300125e-07
6.761740143715389e-05	-1.599908e-03	2.191385e-06	-8.020682e-06	-3.794393e-07
7.522599342952365e-05	-1.714587e-03	2.189435e-06	-8.682979e-06	-3.292374e-07
8.293221292980577e-05	-1.799822e-03	2.187402e-06	-9.151352e-06	-2.900451e-07
9.135943145331281e-05	-1.862407e-03	2.185097e-06	-9.473668e-06	-2.582509e-07
9.978578216753554e-05	-1.898527e-03	2.182705e-06	-9.627689e-06	-2.364387e-07
1.114843930811076e-04	-1.916766e-03	2.179256e-06	-9.629825e-06	-2.193565e-07
1.128403450077629e-04	-1.916409e-03	2.178844e-06	-9.619086e-06	-2.180640e-07
1.133766904625367e-04	-1.587272e-03	2.178647e-06	-9.614389e-06	-2.176047e-07
1.135932581895663e-04	-5.700588e-04	2.178480e-06	-1.207053e-05	-5.524067e-07
1.136796640012943e-04	8.680820e-04	2.178308e-06	-1.718024e-05	-1.114501e-06
1.137675251812396e-04	3.508925e-03	2.177994e-06	-2.109783e-05	-2.139737e-06
1.138534704746610e-04	6.647348e-03	2.177578e-06	-2.354754e-05	-3.319309e-06
1.139396792057685e-04	9.891987e-03	2.177069e-06	-2.543915e-05	-4.513599e-06
1.140667660485040e-04	1.444280e-02	2.176163e-06	-2.788692e-05	-6.195851e-06
1.142968256847869e-04	2.192116e-02	2.174179e-06	-3.179378e-05	-8.958379e-06
1.145879266931335e-04	3.017199e-02	2.171136e-06	-3.605541e-05	-1.196550e-05
1.149249080018558e-04	3.814352e-02	2.166906e-06	-4.016778e-05	-1.486609e-05
1.153542636412744e-04	4.623640e-02	2.160549e-06	-4.438485e-05	-1.782630e-05
1.159338104240934e-04	5.465388e-02	2.150728e-06	-4.867080e-05	-2.081404e-05
1.164464845074049e-04	6.018150e-02	2.141015e-06	-5.145476e-05	-2.272142e-05
1.170802282180767e-04	6.514680e-02	2.127913e-06	-5.398942e-05	-2.441173e-05
1.176548441608559e-04	6.848168e-02	2.115248e-06	-5.568578e-05	-2.546349e-05
1.183141707046900e-04	7.146806e-02	2.100062e-06	-5.659399e-05	-2.626006e-05
1.187093969457922e-04	7.300359e-02	2.090741e-06	-5.448462e-05	-2.656843e-05
1.191023015714537e-04	7.443696e-02	2.081347e-06	-5.604939e-05	-2.664886e-05
1.197556830197673e-04	7.719177e-02	2.065681e-06	-5.501742e-05	-2.630790e-05
1.204345562025630e-04	8.188170e-02	2.049880e-06	-5.806243e-05	-2.485344e-05
1.214169652994564e-04	9.485155e-02	2.029182e-06	-6.173473e-05	-1.992269e-05
1.224709178752973e-04	1.195887e-01	2.011252e-06	-7.513633e-05	-1.220923e-05
1.237611174996970e-04	1.629068e-01	1.994767e-06	-9.616281e-05	-6.524292e-06
1.245410558662275e-04	1.941912e-01	1.987112e-06	-1.139529e-04	-5.718256e-06
1.254211536774987e-04	2.327318e-01	1.980089e-06	-1.316395e-04	-4.773629e-06
1.265014671051957e-04	2.825441e-01	1.972825e-06	-1.580679e-04	-4.010137e-06
1.281881599892408e-04	3.636465e-01	1.963298e-06	-1.972767e-04	-3.181872e-06
1.291313580988051e-04	4.104639e-01	1.958770e-06	-2.225040e-04	-2.907078e-06
1.299062741475774e-04	4.498224e-01	1.955533e-06	-2.407146e-04	-2.661366e-06
1.303773497815594e-04	4.740517e-01	1.953726e-06	-2.544641e-04	-2.555444e-06
1.307288771015709e-04	4.922841e-01	1.952459e-06	-2.620373e-04	-2.463692e-06
1.310048970856986e-04	5.066779e-01	1.951506e-06	-2.708255e-04	-2.408158e-06
1.312469381588373e-04	5.193508e-01	1.950699e-06	-2.756081e-04	-2.350875e-06
1.314692152051556e-04	5.310268e-01	1.949979e-06	-2.830256e-04	-2.309935e-06
1.317006954181574e-04	5.432197e-01	1.949252e-06	-2.875664e-04	-2.257262e-06
1.319512489307839e-04	5.564465e-01	1.948487e-06	-2.957552e-04	-2.212990e-06
1.321961528421937e-04	5.693935e-01	1.947762e-06	-3.006707e-04	-2.158785e-06
1.324460280731880e-04	5.826045e-01	1.947045e-06	-3.088434e-04	-2.114629e-06
1.326962719191776e-04	5.958072e-01	1.946350e-06	-3.138758e-04	-2.056562e-06
1.329493068993621e-04	6.090809e-01	1.945671e-06	-3.220607e-04	-2.005023e-06
1.332068614531758e-04	6.224360e-01	1.945005e-06	-3.271405e-04	-1.932314e-06
1.334723411539832e-04	6.359150e-01	1.944347e-06	-3.353823e-04	-1.855673e-06
1.337525657967201e-04	6.496398e-01	1.943690e-06	-3.405806e-04	-1.742361e-06
1.340592896659981e-04	6.638026e-01	1.943019e-06	-3.490781e-04	-1.605898e-06
