time	V(out_pos,out_neg)	I(R1)	I(Vcell12)	I(Vcell22)
5.837011972671378e-05	-9.186268e-04	8.795934e-06	-2.687116e-05	5.229953e-08
5.860426126856164e-05	8.353472e-03	8.784647e-06	-4.097350e-05	-3.812566e-06
5.883781691248042e-05	1.976442e-02	8.768633e-06	-4.465979e-05	-8.251979e-06
5.907124106163871e-05	3.011227e-02	8.749065e-06	-5.062075e-05	-1.178620e-05
5.931187842472170e-05	3.924441e-02	8.725717e-06	-5.485833e-05	-1.502198e-05
5.959290907110081e-05	4.832768e-02	8.694793e-06	-5.959310e-05	-1.815034e-05
6.000223318253644e-05	5.952525e-02	8.645336e-06	-6.359869e-05	-2.175324e-05
6.028323224153258e-05	6.605697e-02	8.609096e-06	-6.351266e-05	-2.360590e-05
6.056498468411705e-05	7.162952e-02	8.570979e-06	-6.684328e-05	-2.490982e-05
6.093259324736585e-05	7.816792e-02	8.519893e-06	-6.758289e-05	-2.581970e-05
6.130247183964363e-05	8.456540e-02	8.468286e-06	-7.154688e-05	-2.565697e-05
6.171199480707597e-05	9.224153e-02	8.412795e-06	-7.312896e-05	-2.400249e-05
6.210709938595879e-05	1.012614e-01	8.363377e-06	-7.856846e-05	-2.083329e-05
6.255254969201079e-05	1.143308e-01	8.315023e-06	-8.302018e-05	-1.595765e-05
6.301329614439910e-05	1.315861e-01	8.274616e-06	-9.276910e-05	-1.087595e-05
6.360287270650250e-05	1.580067e-01	8.234329e-06	-1.042801e-04	-6.192868e-06
6.403242405238941e-05	1.794899e-01	8.211137e-06	-1.165556e-04	-4.371894e-06
6.447261967405257e-05	2.029932e-01	8.191823e-06	-1.266019e-04	-3.199627e-06
6.508129982613348e-05	2.366354e-01	8.168997e-06	-1.447472e-04	-2.141696e-06
6.566034847233057e-05	2.694520e-01	8.150392e-06	-1.594472e-04	-1.453330e-06
6.648942439120327e-05	3.174043e-01	8.127865e-06	-1.847059e-04	-7.109504e-07
6.747786591946445e-05	3.755662e-01	8.105879e-06	-2.119838e-04	-8.446185e-08
6.941167246927588e-05	4.907629e-01	8.070575e-06	-2.708166e-04	7.545249e-07
7.006924081541253e-05	5.301971e-01	8.060339e-06	-2.889722e-04	8.839378e-07
7.045156048404137e-05	5.532055e-01	8.055076e-06	-3.019259e-04	1.009001e-06
7.068012102517581e-05	5.669675e-01	8.052077e-06	-3.072628e-04	1.065884e-06
7.090137100201949e-05	5.802865e-01	8.049269e-06	-3.153957e-04	1.115635e-06
7.113611887002330e-05	5.944042e-01	8.046370e-06	-3.209065e-04	1.175568e-06
7.135856309704174e-05	6.077547e-01	8.043696e-06	-3.290505e-04	1.224705e-06
7.158739717141573e-05	6.214370e-01	8.041021e-06	-3.343366e-04	1.284126e-06
7.181616270976034e-05	6.350249e-01	8.038423e-06	-3.425833e-04	1.339005e-06
7.204934050777020e-05	6.487176e-01	8.035861e-06	-3.478495e-04	1.409225e-06
7.228877040330864e-05	6.625115e-01	8.033329e-06	-3.561571e-04	1.484702e-06
7.253960441132549e-05	6.765134e-01	8.030802e-06	-3.615134e-04	1.589180e-06
7.281102459953738e-05	6.909140e-01	8.028243e-06	-3.700329e-04	1.717969e-06
7.312067009989517e-05	7.060746e-01	8.025585e-06	-3.758665e-04	1.896822e-06
7.352050694937808e-05	7.232767e-01	8.022620e-06	-3.857568e-04	2.126671e-06
7.420051952136865e-05	7.479720e-01	8.018456e-06	-3.961530e-04	2.446376e-06
7.499938847487930e-05	7.723385e-01	8.014440e-06	-4.092888e-04	2.632516e-06
7.582898995070386e-05	7.939701e-01	8.010918e-06	-4.182776e-04	2.744889e-06
7.700498850880440e-05	8.211207e-01	8.006466e-06	-4.332293e-04	2.828352e-06
7.876237587548986e-05	8.581759e-01	8.000194e-06	-4.501106e-04	2.896086e-06
8.120350496341149e-05	9.063517e-01	7.991597e-06	-4.755248e-04	2.939386e-06
8.381643987153026e-05	9.556395e-01	7.982230e-06	-4.984977e-04	2.968945e-06
8.684487266689500e-05	1.011039e+00	7.971046e-06	-5.276299e-04	2.986769e-06
9.063834107452829e-05	1.079033e+00	7.956664e-06	-5.600317e-04	3.004394e-06
9.477441819186526e-05	1.152092e+00	7.940725e-06	-5.980082e-04	3.011421e-06
9.978209598855727e-05	1.239583e+00	7.921325e-06	-6.401783e-04	3.019707e-06
1.055304006835234e-04	1.339171e+00	7.899172e-06	-6.914368e-04	3.017828e-06
1.128993338645068e-04	1.465945e+00	7.871140e-06	-7.532590e-04	3.016178e-06
1.220509584523133e-04	1.622469e+00	7.836917e-06	-8.329710e-04	3.001287e-06
1.320509584523133e-04	1.792648e+00	7.800177e-06	-9.164638e-04	2.985560e-06
1.520509584523133e-04	2.130905e+00	7.728292e-06	-1.085449e-03	2.937658e-06
1.620509584523133e-04	2.299151e+00	7.692918e-06	-1.171026e-03	2.907230e-06
1.920509584523133e-04	2.800876e+00	7.588137e-06	-1.420204e-03	2.819423e-06
2.020509584523133e-04	2.966650e+00	7.553664e-06	-1.504827e-03	2.784208e-06
2.120509584523133e-04	3.119946e+00	7.525597e-06	-1.585082e-03	2.757340e-06
2.140501813093180e-04	3.136641e+00	7.526043e-06	-1.588321e-03	2.905801e-06
2.157110935342406e-04	3.140292e+00	7.528845e-06	-1.589165e-03	2.757209e-06
2.165336749873180e-04	3.141772e+00	7.528929e-06	-1.590288e-03	2.885685e-06
2.174853589259165e-04	3.143416e+00	7.528114e-06	-1.590479e-03	2.760304e-06
2.185244164996836e-04	3.145173e+00	7.526532e-06	-1.591733e-03	2.868711e-06
2.206025316472178e-04	3.148622e+00	7.522110e-06	-1.592692e-03	2.753660e-06
2.230644706388589e-04	3.152646e+00	7.515700e-06	-1.594911e-03	2.847907e-06
2.260173361958093e-04	3.157405e+00	7.507004e-06	-1.596435e-03	2.736219e-06
2.294936179426187e-04	3.162934e+00	7.496119e-06	-1.599312e-03	2.822225e-06
2.343890670528182e-04	3.170609e+00	7.480340e-06	-1.602116e-03	2.707640e-06
2.413778409966310e-04	3.181372e+00	7.457546e-06	-1.607302e-03	2.778193e-06
2.513778409966310e-04	3.196448e+00	7.424808e-06	-1.613407e-03	2.647218e-06
2.613778409966310e-04	3.211168e+00	7.392065e-06	-1.620426e-03	2.705526e-06
2.713778409966310e-04	3.225516e+00	7.359352e-06	-1.626331e-03	2.576053e-06
2.813778409966310e-04	3.239508e+00	7.326681e-06	-1.633145e-03	2.633361e-06
2.913778409966310e-04	3.253143e+00	7.294029e-06	-1.638841e-03	2.505366e-06
3.013778409966310e-04	3.265742e+00	7.259601e-06	-1.645422e-03	2.557326e-06
3.101342273472180e-04	3.274600e+00	7.224578e-06	-1.648842e-03	2.092808e-06
3.193260562336641e-04	3.281291e+00	7.181860e-06	-1.652152e-03	2.174879e-06
3.293260562336641e-04	3.286570e+00	7.131242e-06	-1.653787e-03	1.820543e-06
3.388394339940415e-04	3.290249e+00	7.080774e-06	-1.655707e-03	1.955391e-06
3.488394339940415e-04	3.293049e+00	7.026209e-06	-1.656205e-03	1.639607e-06
3.588394339940415e-04	3.295049e+00	6.970800e-06	-1.657353e-03	1.799977e-06
3.688394339940415e-04	3.296395e+00	6.914918e-06	-1.657201e-03	1.498890e-06
3.788394339940415e-04	3.297231e+00	6.858888e-06	-1.657801e-03	1.665460e-06
3.877022831592794e-04	3.297692e+00	6.809500e-06	-1.657276e-03	1.403111e-06
3.964849184026733e-04	3.298002e+00	6.761151e-06	-1.657719e-03	1.589157e-06
4.064849184026732e-04	3.298257e+00	6.706935e-06	-1.657113e-03	1.329867e-06
4.164849184026733e-04	3.298449e+00	6.653646e-06	-1.657507e-03	1.515928e-06
4.264849184026732e-04	3.298597e+00	6.601340e-06	-1.656883e-03	1.260253e-06
4.364849184026733e-04	3.298714e+00	6.550029e-06	-1.657273e-03	1.448740e-06
4.464849184026732e-04	3.298810e+00	6.499711e-06	-1.656651e-03	1.195215e-06
4.564849184026732e-04	3.298889e+00	6.450378e-06	-1.657048e-03	1.385330e-06
4.664849184026732e-04	3.298956e+00	6.402019e-06	-1.656436e-03	1.133446e-06
4.764849184026732e-04	3.299013e+00	6.354619e-06	-1.656843e-03	1.324881e-06
4.864849184026732e-04	3.299062e+00	6.308164e-06	-1.656241e-03	1.074405e-06
4.964849184026732e-04	3.299105e+00	6.262637e-06	-1.656659e-03	1.267008e-06
5.064849184026732e-04	3.299143e+00	6.218022e-06	-1.656067e-03	1.017808e-06
5.164849184026732e-04	3.299176e+00	6.174301e-06	-1.656494e-03	1.211488e-06
5.264849184026733e-04	3.299206e+00	6.131459e-06	-1.655911e-03	9.634782e-07
5.364849184026732e-04	3.299233e+00	6.089478e-06	-1.656347e-03	1.158172e-06
5.464849184026732e-04	3.299257e+00	6.048342e-06	-1.655772e-03	9.112860e-07
5.564849184026732e-04	3.299279e+00	6.008034e-06	-1.656216e-03	1.106943e-06
5.664849184026733e-04	3.299299e+00	5.968539e-06	-1.655647e-03	8.611274e-07
5.764849184026732e-04	3.299317e+00	5.929840e-06	-1.656097e-03	1.057705e-06
5.864849184026732e-04	3.299334e+00	5.891921e-06	-1.655535e-03	8.129129e-07
5.964849184026732e-04	3.299350e+00	5.854768e-06	-1.655990e-03	1.010373e-06
6.064849184026733e-04	3.299364e+00	5.818364e-06	-1.655433e-03	7.665620e-07
6.164849184026732e-04	3.299377e+00	5.782696e-06	-1.655893e-03	9.648689e-07
6.264849184026732e-04	3.299389e+00	5.747747e-06	-1.655340e-03	7.220005e-07
6.364849184026732e-04	3.299400e+00	5.713505e-06	-1.655804e-03	9.211213e-07
6.464849184026733e-04	3.299411e+00	5.679955e-06	-1.655254e-03	6.791584e-07
6.564849184026732e-04	3.299421e+00	5.647083e-06	-1.655722e-03	8.790616e-07
6.664849184026732e-04	3.299430e+00	5.614875e-06	-1.655176e-03	6.379697e-07
6.764849184026732e-04	3.299439e+00	5.583318e-06	-1.655647e-03	8.386250e-07
6.864849184026733e-04	3.299447e+00	5.552400e-06	-1.655103e-03	5.983713e-07
6.964849184026732e-04	3.299455e+00	5.522107e-06	-1.655577e-03	7.997498e-07
7.064849184026732e-04	3.299462e+00	5.492418e-06	-1.655036e-03	5.603031e-07
7.164849184026732e-04	3.299469e+00	5.463053e-06	-1.655511e-03	7.623898e-07
7.264849184026733e-04	3.299477e+00	5.433413e-06	-1.654972e-03	5.241228e-07
7.364849184026732e-04	3.299484e+00	5.403161e-06	-1.655448e-03	7.275532e-07
7.464849184026732e-04	3.299492e+00	5.372435e-06	-1.654909e-03	4.906382e-07
7.564849184026732e-04	3.299500e+00	5.341501e-06	-1.655385e-03	6.951302e-07
7.664849184026732e-04	3.299508e+00	5.310573e-06	-1.654846e-03	4.592118e-07
7.764849184026732e-04	3.299516e+00	5.279819e-06	-1.655324e-03	6.644796e-07
7.864849184026732e-04	3.299523e+00	5.249367e-06	-1.654786e-03	4.293287e-07
7.964849184026732e-04	3.299529e+00	5.219318e-06	-1.655265e-03	6.351929e-07
8.064849184026732e-04	3.299536e+00	5.189747e-06	-1.654728e-03	4.006634e-07
8.164849184026732e-04	3.299542e+00	5.160713e-06	-1.655207e-03	6.070094e-07
8.264849184026732e-04	3.299548e+00	5.132260e-06	-1.654672e-03	3.730068e-07
8.364849184026732e-04	3.299553e+00	5.104419e-06	-1.655153e-03	5.797606e-07
8.464849184026732e-04	3.299558e+00	5.077214e-06	-1.654619e-03	3.462233e-07
8.564849184026732e-04	3.299563e+00	5.050658e-06	-1.655101e-03	5.533374e-07
8.664849184026732e-04	3.299568e+00	5.024760e-06	-1.654568e-03	3.202257e-07
8.764849184026732e-04	3.299572e+00	4.999523e-06	-1.655052e-03	5.276699e-07
8.864849184026732e-04	3.299576e+00	4.974947e-06	-1.654520e-03	2.949585e-07
8.964849184026732e-04	3.299579e+00	4.951027e-06	-1.655005e-03	5.027144e-07
9.064849184026732e-04	3.299583e+00	4.927756e-06	-1.654475e-03	2.703875e-07
9.164849184026732e-04	3.299586e+00	4.905125e-06	-1.654961e-03	4.784441e-07
9.264849184026732e-04	3.299589e+00	4.883123e-06	-1.654431e-03	2.464920e-07
9.364849184026732e-04	3.299592e+00	4.861738e-06	-1.654919e-03	4.548432e-07
9.464849184026732e-04	3.299594e+00	4.840957e-06	-1.654391e-03	2.232602e-07
9.564849184026732e-04	3.299597e+00	4.820765e-06	-1.654879e-03	4.319024e-07
9.664849184026732e-04	3.299599e+00	4.801149e-06	-1.654352e-03	2.006851e-07
9.764849184026731e-04	3.299601e+00	4.782094e-06	-1.654842e-03	4.096165e-07
9.864849184026733e-04	3.299603e+00	4.763584e-06	-1.654316e-03	1.787626e-07
9.964849184026731e-04	3.299605e+00	4.745604e-06	-1.654807e-03	3.879821e-07
1.006484918402673e-03	3.299607e+00	4.728138e-06	-1.654282e-03	1.574898e-07
1.016484918402673e-03	3.299609e+00	4.711173e-06	-1.654774e-03	3.669964e-07
1.026484918402673e-03	3.299610e+00	4.694692e-06	-1.654249e-03	1.368639e-07
1.036484918402673e-03	3.299612e+00	4.678681e-06	-1.654742e-03	3.466563e-07
1.046484918402673e-03	3.299613e+00	4.663126e-06	-1.654219e-03	1.168816e-07
1.056484918402673e-03	3.299615e+00	4.648013e-06	-1.654712e-03	3.269580e-07
1.066484918402673e-03	3.299616e+00	4.633327e-06	-1.654190e-03	9.753843e-08
1.076484918402673e-03	3.299617e+00	4.619054e-06	-1.654684e-03	3.078964e-07
1.086484918402673e-03	3.299618e+00	4.605184e-06	-1.654163e-03	7.882880e-08
1.096484918402673e-03	3.299619e+00	4.591700e-06	-1.654658e-03	2.894654e-07
1.106484918402673e-03	3.299620e+00	4.578594e-06	-1.654137e-03	6.074589e-08
1.116484918402673e-03	3.299621e+00	4.565850e-06	-1.654633e-03	2.716573e-07
1.126484918402673e-03	3.299622e+00	4.553459e-06	-1.654112e-03	4.328151e-08
1.136484918402673e-03	3.299623e+00	4.541409e-06	-1.654609e-03	2.544634e-07
1.146484918402673e-03	3.299624e+00	4.529688e-06	-1.654089e-03	2.642629e-08
1.156484918402673e-03	3.299624e+00	4.518287e-06	-1.654587e-03	2.378737e-07
1.166484918402673e-03	3.299625e+00	4.507195e-06	-1.654067e-03	1.016971e-08
1.176484918402673e-03	3.299626e+00	4.496402e-06	-1.654565e-03	2.218771e-07
1.186484918402673e-03	3.299627e+00	4.485899e-06	-1.654047e-03	-5.499769e-09
1.196484918402673e-03	3.299627e+00	4.475677e-06	-1.654545e-03	2.064617e-07
1.206484918402673e-03	3.299628e+00	4.465727e-06	-1.654027e-03	-2.059455e-08
1.216484918402673e-03	3.299628e+00	4.456041e-06	-1.654526e-03	1.916145e-07
1.226484918402673e-03	3.299629e+00	4.446609e-06	-1.654008e-03	-3.512779e-08
1.236484918402673e-03	3.299629e+00	4.437426e-06	-1.654508e-03	1.773222e-07
1.246484918402673e-03	3.299630e+00	4.428481e-06	-1.653991e-03	-4.911329e-08
1.256484918402673e-03	3.299630e+00	4.419770e-06	-1.654490e-03	1.635707e-07
1.266484918402673e-03	3.299631e+00	4.411283e-06	-1.653974e-03	-6.256531e-08
1.276484918402673e-03	3.299631e+00	4.403015e-06	-1.654474e-03	1.503454e-07
1.286484918402673e-03	3.299632e+00	4.394959e-06	-1.653958e-03	-7.549851e-08
